as_of_date,stock_id,stock_name,theme,retail_ratio,retail_ratio_change_1w,total_shareholders,total_shareholders_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,theme_breadth_level,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w
20260430,5287,數字,,,,,,0,False,False,False,Neutral,61.03,,,,54.26,,,,49.92,,,,47.21,,,
20260508,5287,數字,,,,,,1,False,True,False,Neutral,60.92,-0.10999999999999943,,,53.32,-0.9399999999999977,,,49.99,0.07000000000000028,,,47.21,0.0,,
20260515,5287,數字,,,,,,2,False,False,False,Neutral,60.93,0.00999999999999801,-0.10000000000000142,,53.32,0.0,-0.9399999999999977,,49.99,0.0,0.07000000000000028,,47.21,0.0,0.0,
20260522,5287,數字,,,,,,0,False,False,False,Neutral,60.93,0.0,0.00999999999999801,-0.10000000000000142,53.32,0.0,0.0,-0.9399999999999977,49.99,0.0,0.0,0.07000000000000028,47.21,0.0,0.0,0.0
20260529,5287,數字,,,,,,0,False,False,False,Neutral,59.36,-1.5700000000000003,-1.5700000000000003,-1.5600000000000023,53.32,0.0,0.0,0.0,49.99,0.0,0.0,0.0,47.21,0.0,0.0,0.0
20260605,5287,數字,,,,,,0,False,False,False,Neutral,59.32,-0.03999999999999915,-1.6099999999999994,-1.6099999999999994,53.28,-0.03999999999999915,-0.03999999999999915,-0.03999999999999915,49.95,-0.03999999999999915,-0.03999999999999915,-0.03999999999999915,47.17,-0.03999999999999915,-0.03999999999999915,-0.03999999999999915
20260612,5287,數字,,,,,,0,False,False,False,Neutral,59.32,0.0,-0.03999999999999915,-1.6099999999999994,53.28,0.0,-0.03999999999999915,-0.03999999999999915,49.95,0.0,-0.03999999999999915,-0.03999999999999915,47.17,0.0,-0.03999999999999915,-0.03999999999999915
20260618,5287,數字,,,,,,0,False,False,False,Neutral,59.32,0.0,0.0,-0.03999999999999915,53.28,0.0,0.0,-0.03999999999999915,49.95,0.0,0.0,-0.03999999999999915,47.17,0.0,0.0,-0.03999999999999915
20260626,5287,數字,,,,,,0,False,False,False,Neutral,59.32,0.0,0.0,0.0,53.28,0.0,0.0,0.0,49.95,0.0,0.0,0.0,47.17,0.0,0.0,0.0
20260703,5287,數字,,,,,,0,False,False,False,Neutral,59.28,-0.03999999999999915,-0.03999999999999915,-0.03999999999999915,53.24,-0.03999999999999915,-0.03999999999999915,-0.03999999999999915,49.91,-0.04000000000000625,-0.04000000000000625,-0.04000000000000625,47.13,-0.03999999999999915,-0.03999999999999915,-0.03999999999999915
20260709,5287,數字,,,,,,0,False,False,False,Neutral,59.22,-0.060000000000002274,-0.10000000000000142,-0.10000000000000142,53.18,-0.060000000000002274,-0.10000000000000142,-0.10000000000000142,49.85,-0.05999999999999517,-0.10000000000000142,-0.10000000000000142,47.07,-0.060000000000002274,-0.10000000000000142,-0.10000000000000142
20260717,5287,數字,,,,,,0,False,False,False,Neutral,59.21,-0.00999999999999801,-0.07000000000000028,-0.10999999999999943,53.17,-0.00999999999999801,-0.07000000000000028,-0.10999999999999943,49.84,-0.00999999999999801,-0.06999999999999318,-0.10999999999999943,47.06,-0.00999999999999801,-0.07000000000000028,-0.10999999999999943
