as_of_date,stock_id,stock_name,theme,retail_ratio,retail_ratio_change_1w,total_shareholders,total_shareholders_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,theme_breadth_level,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w
20260430,1731,美吾華,,,,,,0,False,False,False,Neutral,56.78,,,,53.98,,,,53.51,,,,51.39,,,
20260508,1731,美吾華,,,,,,0,False,False,False,Neutral,56.78,0.0,,,53.98,0.0,,,53.51,0.0,,,51.39,0.0,,
20260515,1731,美吾華,,,,,,0,False,False,False,Neutral,56.49,-0.28999999999999915,-0.28999999999999915,,53.98,0.0,0.0,,53.51,0.0,0.0,,51.39,0.0,0.0,
20260522,1731,美吾華,,,,,,0,False,False,False,Neutral,56.49,0.0,-0.28999999999999915,-0.28999999999999915,53.98,0.0,0.0,0.0,53.51,0.0,0.0,0.0,51.39,0.0,0.0,0.0
20260529,1731,美吾華,,,,,,0,False,False,False,Neutral,56.36,-0.13000000000000256,-0.13000000000000256,-0.4200000000000017,53.51,-0.46999999999999886,-0.46999999999999886,-0.46999999999999886,53.51,0.0,0.0,0.0,51.39,0.0,0.0,0.0
20260605,1731,美吾華,,,,,,0,False,False,False,Neutral,56.31,-0.04999999999999716,-0.17999999999999972,-0.17999999999999972,53.51,0.0,-0.46999999999999886,-0.46999999999999886,53.51,0.0,0.0,0.0,51.39,0.0,0.0,0.0
20260612,1731,美吾華,,,,,,0,False,False,False,Neutral,56.0,-0.3100000000000023,-0.35999999999999943,-0.490000000000002,53.51,0.0,0.0,-0.46999999999999886,53.51,0.0,0.0,0.0,51.39,0.0,0.0,0.0
20260618,1731,美吾華,,,,,,0,False,False,False,Neutral,56.0,0.0,-0.3100000000000023,-0.35999999999999943,53.51,0.0,0.0,0.0,53.51,0.0,0.0,0.0,51.39,0.0,0.0,0.0
20260626,1731,美吾華,,,,,,0,False,False,False,Neutral,56.0,0.0,0.0,-0.3100000000000023,53.51,0.0,0.0,0.0,53.51,0.0,0.0,0.0,51.39,0.0,0.0,0.0
20260703,1731,美吾華,,,,,,0,False,False,False,Neutral,55.99,-0.00999999999999801,-0.00999999999999801,-0.00999999999999801,53.51,0.0,0.0,0.0,53.51,0.0,0.0,0.0,51.39,0.0,0.0,0.0
20260709,1731,美吾華,,,,,,0,False,False,False,Neutral,55.99,0.0,-0.00999999999999801,-0.00999999999999801,53.51,0.0,0.0,0.0,53.51,0.0,0.0,0.0,51.39,0.0,0.0,0.0
20260717,1731,美吾華,,,,,,0,False,False,False,Neutral,55.99,0.0,0.0,-0.00999999999999801,53.51,0.0,0.0,0.0,53.51,0.0,0.0,0.0,51.39,0.0,0.0,0.0
20260724,1731,美吾華,,,,,,0,False,False,False,Neutral,55.99,0.0,0.0,0.0,53.51,0.0,0.0,0.0,53.51,0.0,0.0,0.0,51.39,0.0,0.0,0.0
20260731,1731,美吾華,,,,,,0,False,False,False,Neutral,55.99,0.0,0.0,0.0,53.51,0.0,0.0,0.0,53.51,0.0,0.0,0.0,51.39,0.0,0.0,0.0
20260807,1731,美吾華,,,,,,1,False,True,False,Neutral,55.68,-0.3100000000000023,-0.3100000000000023,-0.3100000000000023,53.53,0.020000000000003126,0.020000000000003126,0.020000000000003126,53.53,0.020000000000003126,0.020000000000003126,0.020000000000003126,51.39,0.0,0.0,0.0
20260814,1731,美吾華,,,,,,2,False,True,False,Neutral,55.68,0.0,-0.3100000000000023,-0.3100000000000023,53.89,0.35999999999999943,0.38000000000000256,0.38000000000000256,53.89,0.35999999999999943,0.38000000000000256,0.38000000000000256,51.75,0.35999999999999943,0.35999999999999943,0.35999999999999943
20260821,1731,美吾華,,,,,,0,False,False,False,Neutral,55.68,0.0,0.0,-0.3100000000000023,53.89,0.0,0.35999999999999943,0.38000000000000256,53.89,0.0,0.35999999999999943,0.38000000000000256,51.75,0.0,0.35999999999999943,0.35999999999999943
