as_of_date,stock_id,stock_name,theme,retail_ratio,retail_ratio_change_1w,total_shareholders,total_shareholders_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,theme_breadth_level,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w
20260430,5426,振發,,,,,,0,False,False,False,Neutral,56.73,,,,55.19,,,,54.21,,,,53.59,,,
20260508,5426,振發,,,,,,1,False,True,False,Neutral,56.42,-0.30999999999999517,,,55.48,0.28999999999999915,,,54.5,0.28999999999999915,,,54.5,0.9099999999999966,,
20260515,5426,振發,,,,,,2,False,False,False,Neutral,56.73,0.30999999999999517,0.0,,55.47,-0.00999999999999801,0.28000000000000114,,54.49,-0.00999999999999801,0.28000000000000114,,54.49,-0.00999999999999801,0.8999999999999986,
20260522,5426,振發,,,,,,3,False,False,False,Neutral,57.05,0.3200000000000003,0.6299999999999955,0.3200000000000003,55.45,-0.01999999999999602,-0.02999999999999403,0.2600000000000051,54.47,-0.020000000000003126,-0.030000000000001137,0.259999999999998,54.47,-0.020000000000003126,-0.030000000000001137,0.8799999999999955
20260529,5426,振發,,,,,,4,False,True,False,Neutral,56.82,-0.22999999999999687,0.09000000000000341,0.3999999999999986,55.48,0.02999999999999403,0.00999999999999801,0.0,54.5,0.030000000000001137,0.00999999999999801,0.0,54.5,0.030000000000001137,0.00999999999999801,0.0
20260605,5426,振發,,,,,,5,True,True,True,Neutral,57.46,0.6400000000000006,0.4100000000000037,0.730000000000004,56.02,0.5400000000000063,0.5700000000000003,0.5500000000000043,54.63,0.13000000000000256,0.1600000000000037,0.14000000000000057,54.63,0.13000000000000256,0.1600000000000037,0.14000000000000057
20260612,5426,振發,,,,,,0,False,False,False,Neutral,56.18,-1.2800000000000011,-0.6400000000000006,-0.8699999999999974,55.45,-0.5700000000000003,-0.02999999999999403,0.0,54.09,-0.5399999999999991,-0.4099999999999966,-0.37999999999999545,53.5,-1.1300000000000026,-1.0,-0.9699999999999989
20260618,5426,振發,,,,,,1,True,True,True,Neutral,57.34,1.1600000000000037,-0.11999999999999744,0.5200000000000031,55.93,0.4799999999999969,-0.09000000000000341,0.45000000000000284,55.0,0.9099999999999966,0.36999999999999744,0.5,54.39,0.8900000000000006,-0.240000000000002,-0.10999999999999943
20260626,5426,振發,,,,,,0,False,False,False,Neutral,56.85,-0.490000000000002,0.6700000000000017,-0.6099999999999994,55.5,-0.4299999999999997,0.04999999999999716,-0.5200000000000031,54.07,-0.9299999999999997,-0.020000000000003126,-0.5600000000000023,52.77,-1.6199999999999974,-0.7299999999999969,-1.8599999999999994
20260703,5426,振發,,,,,,0,False,False,False,Neutral,56.37,-0.480000000000004,-0.970000000000006,0.18999999999999773,55.34,-0.1599999999999966,-0.5899999999999963,-0.10999999999999943,53.39,-0.6799999999999997,-1.6099999999999994,-0.7000000000000028,52.77,0.0,-1.6199999999999974,-0.7299999999999969
20260709,5426,振發,,,,,,0,False,False,False,Neutral,56.23,-0.14000000000000057,-0.6200000000000045,-1.1100000000000065,54.74,-0.6000000000000014,-0.759999999999998,-1.1899999999999977,53.36,-0.030000000000001137,-0.7100000000000009,-1.6400000000000006,52.77,0.0,0.0,-1.6199999999999974
20260717,5426,振發,,,,,,1,False,False,False,Neutral,56.33,0.10000000000000142,-0.03999999999999915,-0.5200000000000031,55.25,0.509999999999998,-0.09000000000000341,-0.25,53.36,0.0,-0.030000000000001137,-0.7100000000000009,52.77,0.0,0.0,0.0
20260724,5426,振發,,,,,,2,False,False,False,Neutral,56.27,-0.05999999999999517,0.04000000000000625,-0.09999999999999432,55.27,0.020000000000003126,0.5300000000000011,-0.07000000000000028,53.36,0.0,0.0,-0.030000000000001137,52.77,0.0,0.0,0.0
