event_date,index_id,index_name,event_name,event_group,event_value,close_on_event,market_regime,risk_level,mature_d1,future_ret_d1,future_max_ret_d1,future_min_ret_d1,mfe_d1,mae_d1,max_drawdown_d1,time_to_peak_d1,time_to_trough_d1,mature_d3,future_ret_d3,future_max_ret_d3,future_min_ret_d3,mfe_d3,mae_d3,max_drawdown_d3,time_to_peak_d3,time_to_trough_d3,mature_d5,future_ret_d5,future_max_ret_d5,future_min_ret_d5,mfe_d5,mae_d5,max_drawdown_d5,time_to_peak_d5,time_to_trough_d5,mature_d10,future_ret_d10,future_max_ret_d10,future_min_ret_d10,mfe_d10,mae_d10,max_drawdown_d10,time_to_peak_d10,time_to_trough_d10,mature_d20,future_ret_d20,future_max_ret_d20,future_min_ret_d20,mfe_d20,mae_d20,max_drawdown_d20,time_to_peak_d20,time_to_trough_d20,mature_d40,future_ret_d40,future_max_ret_d40,future_min_ret_d40,mfe_d40,mae_d40,max_drawdown_d40,time_to_peak_d40,time_to_trough_d40,mature_d60,future_ret_d60,future_max_ret_d60,future_min_ret_d60,mfe_d60,mae_d60,max_drawdown_d60,time_to_peak_d60,time_to_trough_d60
20241226,TPEX,TPEx,macd_dif_low_cross_signal,momentum,True,257.18,mild_bull,low_risk,True,-0.4199393420950215,0.1983046893226481,-0.4199393420950215,0.1983046893226481,-0.4199393420950215,-0.4199393420950215,1.0,1.0,True,-0.5210358503771717,0.1983046893226481,-1.644762423205548,0.1983046893226481,-1.644762423205548,-1.644762423205548,1.0,3.0,True,-1.8780620577027785,0.1983046893226481,-1.8897270394276466,0.1983046893226481,-1.8897270394276466,-1.8897270394276466,1.0,5.0,True,-2.73738237810095,0.2527412707053367,-2.8851388132825284,0.2527412707053367,-2.8851388132825284,-2.8851388132825284,7.0,10.0,True,-4.331596547165417,0.2527412707053367,-5.941364025196361,0.2527412707053367,-5.941364025196361,-5.941364025196361,7.0,11.0,True,1.0926199548954019,2.764600668792294,-5.941364025196361,2.764600668792294,-5.941364025196361,-5.941364025196361,37.0,11.0,True,-7.698887938408905,2.764600668792294,-10.412940353060119,2.764600668792294,-10.412940353060119,-10.412940353060119,37.0,58.0
20241226,TPEX,TPEx,macd_hist_turn_positive,momentum,True,257.18,mild_bull,low_risk,True,-0.4199393420950215,0.1983046893226481,-0.4199393420950215,0.1983046893226481,-0.4199393420950215,-0.4199393420950215,1.0,1.0,True,-0.5210358503771717,0.1983046893226481,-1.644762423205548,0.1983046893226481,-1.644762423205548,-1.644762423205548,1.0,3.0,True,-1.8780620577027785,0.1983046893226481,-1.8897270394276466,0.1983046893226481,-1.8897270394276466,-1.8897270394276466,1.0,5.0,True,-2.73738237810095,0.2527412707053367,-2.8851388132825284,0.2527412707053367,-2.8851388132825284,-2.8851388132825284,7.0,10.0,True,-4.331596547165417,0.2527412707053367,-5.941364025196361,0.2527412707053367,-5.941364025196361,-5.941364025196361,7.0,11.0,True,1.0926199548954019,2.764600668792294,-5.941364025196361,2.764600668792294,-5.941364025196361,-5.941364025196361,37.0,11.0,True,-7.698887938408905,2.764600668792294,-10.412940353060119,2.764600668792294,-10.412940353060119,-10.412940353060119,37.0,58.0
20241226,TPEX,TPEx,reclaim_ma20_after_breakdown,trend_ma,True,257.18,mild_bull,low_risk,True,-0.4199393420950215,0.1983046893226481,-0.4199393420950215,0.1983046893226481,-0.4199393420950215,-0.4199393420950215,1.0,1.0,True,-0.5210358503771717,0.1983046893226481,-1.644762423205548,0.1983046893226481,-1.644762423205548,-1.644762423205548,1.0,3.0,True,-1.8780620577027785,0.1983046893226481,-1.8897270394276466,0.1983046893226481,-1.8897270394276466,-1.8897270394276466,1.0,5.0,True,-2.73738237810095,0.2527412707053367,-2.8851388132825284,0.2527412707053367,-2.8851388132825284,-2.8851388132825284,7.0,10.0,True,-4.331596547165417,0.2527412707053367,-5.941364025196361,0.2527412707053367,-5.941364025196361,-5.941364025196361,7.0,11.0,True,1.0926199548954019,2.764600668792294,-5.941364025196361,2.764600668792294,-5.941364025196361,-5.941364025196361,37.0,11.0,True,-7.698887938408905,2.764600668792294,-10.412940353060119,2.764600668792294,-10.412940353060119,-10.412940353060119,37.0,58.0
20241227,TWSE,TAIEX,ma20_slope_up_price_above_ma20_ma60,trend_ma,True,23275.68,mild_bull,low_risk,True,-0.36725028012071226,0.24055151127699848,-0.49828834216658624,0.24055151127699848,-0.49828834216658624,-0.49828834216658624,1.0,1.0,True,-1.9059378716325348,0.24055151127699848,-2.4147522220618223,0.24055151127699848,-2.4147522220618223,-2.4147522220618223,1.0,3.0,True,1.1687306235521389,1.1927041444116826,-2.4147522220618223,1.1927041444116826,-2.4147522220618223,-2.4147522220618223,5.0,3.0,True,-3.382715349240062,2.871108384373744,-3.5120778426237176,2.871108384373744,-3.5120778426237176,-3.5120778426237176,6.0,10.0,True,-0.49021124194866816,2.871108384373744,-3.5120778426237176,2.871108384373744,-3.5120778426237176,-3.5120778426237176,6.0,10.0,True,-2.4070188282361626,2.871108384373744,-3.936211530662048,2.871108384373744,-3.936211530662048,-3.936211530662048,6.0,38.0,True,-17.37147958727737,2.871108384373744,-17.458823974208272,2.871108384373744,-17.458823974208272,-17.458823974208272,6.0,60.0
20241230,TWSE,TAIEX,ma20_slope_up_price_above_ma20_ma60,trend_ma,True,23190.2,mild_bull,low_risk,True,-0.6688170002846161,-0.28563789876758783,-0.9366456520426669,-0.28563789876758783,-0.9366456520426669,-0.9366456520426669,1.0,1.0,True,-1.2155996929737678,-0.28563789876758783,-2.055049115574681,-0.28563789876758783,-2.055049115574681,-2.055049115574681,1.0,2.0,True,1.988210537209678,3.250295383394719,-2.055049115574681,3.250295383394719,-2.055049115574681,-2.055049115574681,5.0,2.0,True,-1.6933014807979263,3.250295383394719,-3.1564195220394775,3.250295383394719,-3.1564195220394775,-3.1564195220394775,5.0,9.0,True,0.5450578261506855,3.250295383394719,-3.1564195220394775,3.250295383394719,-3.1564195220394775,-3.1564195220394775,5.0,9.0,True,-2.6482307181481923,3.250295383394719,-3.5821165837293334,3.250295383394719,-3.5821165837293334,-3.5821165837293334,5.0,37.0,True,-20.397624858776553,3.250295383394719,-21.602745987529214,3.250295383394719,-21.602745987529214,-21.602745987529214,5.0,60.0
20250106,TPEX,TPEx,reclaim_ma20_after_breakdown,trend_ma,True,255.31,high_risk,high_risk,True,0.614938701970158,0.9870353687673639,0.13317143864322034,0.9870353687673639,0.13317143864322034,0.0,1.0,1.0,True,-1.7625631585131751,0.9870353687673639,-1.7625631585131751,0.9870353687673639,-1.7625631585131751,-1.7625631585131751,1.0,3.0,True,-5.076181896517962,0.9870353687673639,-5.25243821236927,0.9870353687673639,-5.25243821236927,-5.25243821236927,1.0,5.0,True,-1.4727194391132348,0.9870353687673639,-5.25243821236927,0.9870353687673639,-5.25243821236927,-5.25243821236927,1.0,5.0,True,-0.8577807371430768,0.9870353687673639,-5.25243821236927,0.9870353687673639,-5.25243821236927,-5.25243821236927,1.0,5.0,True,-2.3540010183698223,3.517292702988528,-5.25243821236927,3.517292702988528,-5.25243821236927,-5.25243821236927,31.0,5.0,True,-18.291488778347887,3.517292702988528,-27.942501272962282,3.517292702988528,-27.942501272962282,-27.942501272962282,31.0,57.0
20250106,TWSE,TAIEX,ma20_slope_up_price_above_ma20_ma60,trend_ma,True,23547.71,mild_bull,low_risk,True,0.4397879878765387,1.6827113974140273,0.4397879878765387,1.6827113974140273,0.4397879878765387,0.0,1.0,1.0,True,-1.9814240960161267,1.6827113974140273,-1.9814240960161267,1.6827113974140273,-1.9814240960161267,-1.9814240960161267,1.0,3.0,True,-4.498866344115826,1.6827113974140273,-4.626734404322108,1.6827113974140273,-4.626734404322108,-4.626734404322108,1.0,5.0,True,-1.192854846607161,1.6827113974140273,-4.626734404322108,1.6827113974140273,-4.626734404322108,-4.626734404322108,1.0,5.0,True,-1.0954780740887293,1.6827113974140273,-4.626734404322108,1.6827113974140273,-4.626734404322108,-4.626734404322108,1.0,5.0,True,-6.735389555927085,1.6827113974140273,-7.551222602962238,1.6827113974140273,-7.551222602962238,-7.551222602962238,1.0,38.0,True,-17.13381046394744,1.6827113974140273,-26.502534641372765,1.6827113974140273,-26.502534641372765,-26.502534641372765,1.0,57.0
20250106,TWSE,TAIEX,macd_hist_turn_positive,momentum,True,23547.71,mild_bull,low_risk,True,0.4397879878765387,1.6827113974140273,0.4397879878765387,1.6827113974140273,0.4397879878765387,0.0,1.0,1.0,True,-1.9814240960161267,1.6827113974140273,-1.9814240960161267,1.6827113974140273,-1.9814240960161267,-1.9814240960161267,1.0,3.0,True,-4.498866344115826,1.6827113974140273,-4.626734404322108,1.6827113974140273,-4.626734404322108,-4.626734404322108,1.0,5.0,True,-1.192854846607161,1.6827113974140273,-4.626734404322108,1.6827113974140273,-4.626734404322108,-4.626734404322108,1.0,5.0,True,-1.0954780740887293,1.6827113974140273,-4.626734404322108,1.6827113974140273,-4.626734404322108,-4.626734404322108,1.0,5.0,True,-6.735389555927085,1.6827113974140273,-7.551222602962238,1.6827113974140273,-7.551222602962238,-7.551222602962238,1.0,38.0,True,-17.13381046394744,1.6827113974140273,-26.502534641372765,1.6827113974140273,-26.502534641372765,-26.502534641372765,1.0,57.0
20250106,TWSE,TAIEX,reclaim_ma20_after_breakdown,trend_ma,True,23547.71,mild_bull,low_risk,True,0.4397879878765387,1.6827113974140273,0.4397879878765387,1.6827113974140273,0.4397879878765387,0.0,1.0,1.0,True,-1.9814240960161267,1.6827113974140273,-1.9814240960161267,1.6827113974140273,-1.9814240960161267,-1.9814240960161267,1.0,3.0,True,-4.498866344115826,1.6827113974140273,-4.626734404322108,1.6827113974140273,-4.626734404322108,-4.626734404322108,1.0,5.0,True,-1.192854846607161,1.6827113974140273,-4.626734404322108,1.6827113974140273,-4.626734404322108,-4.626734404322108,1.0,5.0,True,-1.0954780740887293,1.6827113974140273,-4.626734404322108,1.6827113974140273,-4.626734404322108,-4.626734404322108,1.0,5.0,True,-6.735389555927085,1.6827113974140273,-7.551222602962238,1.6827113974140273,-7.551222602962238,-7.551222602962238,1.0,38.0,True,-17.13381046394744,1.6827113974140273,-26.502534641372765,1.6827113974140273,-26.502534641372765,-26.502534641372765,1.0,57.0
20250107,TPEX,TPEx,macd_dif_low_cross_signal,momentum,True,256.88,mild_bull,low_risk,True,-0.31142946122704185,0.16739333540953805,-0.564465898473987,0.16739333540953805,-0.564465898473987,-0.564465898473987,1.0,1.0,True,-2.6237932108377438,0.16739333540953805,-2.7717222049205903,0.16739333540953805,-2.7717222049205903,-2.7717222049205903,1.0,3.0,True,-4.430084085954533,0.16739333540953805,-5.8315166614761775,0.16739333540953805,-5.8315166614761775,-5.8315166614761775,1.0,4.0,True,-2.27343506695733,0.16739333540953805,-5.8315166614761775,0.16739333540953805,-5.8315166614761775,-5.8315166614761775,1.0,4.0,True,-0.7007162877608164,0.16739333540953805,-5.8315166614761775,0.16739333540953805,-5.8315166614761775,-5.8315166614761775,1.0,4.0,True,-2.6938648396138243,2.8846153846153966,-5.8315166614761775,2.8846153846153966,-5.8315166614761775,-5.8315166614761775,30.0,4.0,True,-15.727187791965125,2.8846153846153966,-28.382902522578636,2.8846153846153966,-28.382902522578636,-28.382902522578636,30.0,56.0
20250107,TPEX,TPEx,macd_hist_turn_positive,momentum,True,256.88,mild_bull,low_risk,True,-0.31142946122704185,0.16739333540953805,-0.564465898473987,0.16739333540953805,-0.564465898473987,-0.564465898473987,1.0,1.0,True,-2.6237932108377438,0.16739333540953805,-2.7717222049205903,0.16739333540953805,-2.7717222049205903,-2.7717222049205903,1.0,3.0,True,-4.430084085954533,0.16739333540953805,-5.8315166614761775,0.16739333540953805,-5.8315166614761775,-5.8315166614761775,1.0,4.0,True,-2.27343506695733,0.16739333540953805,-5.8315166614761775,0.16739333540953805,-5.8315166614761775,-5.8315166614761775,1.0,4.0,True,-0.7007162877608164,0.16739333540953805,-5.8315166614761775,0.16739333540953805,-5.8315166614761775,-5.8315166614761775,1.0,4.0,True,-2.6938648396138243,2.8846153846153966,-5.8315166614761775,2.8846153846153966,-5.8315166614761775,-5.8315166614761775,30.0,4.0,True,-15.727187791965125,2.8846153846153966,-28.382902522578636,2.8846153846153966,-28.382902522578636,-28.382902522578636,30.0,56.0
20250107,TWSE,TAIEX,bb_upper_breakout_long_upper_shadow,volatility_channel,True,23651.27,mild_bull,low_risk,True,-1.0314033876404838,0.08460433625763208,-1.1104689092805597,0.08460433625763208,-1.1104689092805597,-1.1104689092805597,1.0,1.0,True,-2.7034911867311995,0.08460433625763208,-2.79731278700891,0.08460433625763208,-2.79731278700891,-2.79731278700891,1.0,3.0,True,-3.6097427326312714,0.08460433625763208,-5.044337999608473,0.08460433625763208,-5.044337999608473,-5.044337999608473,1.0,4.0,True,-1.4851633760047611,0.08460433625763208,-5.044337999608473,0.08460433625763208,-5.044337999608473,-5.044337999608473,1.0,4.0,True,-1.0648899615115837,0.08460433625763208,-5.044337999608473,0.08460433625763208,-5.044337999608473,-5.044337999608473,1.0,4.0,True,-7.11682713021331,0.3437870355376349,-7.95602096631598,0.3437870355376349,-7.95602096631598,-7.95602096631598,26.0,37.0,True,-16.039730636029283,0.3437870355376349,-26.824352349789248,0.3437870355376349,-26.824352349789248,-26.824352349789248,26.0,56.0
20250108,TPEX,TPEx,adx_trend_plus_di_dominant,trend_ma,True,256.08,high_risk,high_risk,True,-2.057950640424855,0.07029053420806175,-2.057950640424855,0.07029053420806175,-2.057950640424855,-2.057950640424855,1.0,1.0,True,-5.361605748203679,0.07029053420806175,-5.537332083723823,0.07029053420806175,-5.537332083723823,-5.537332083723823,1.0,3.0,True,-4.428303655107769,0.07029053420806175,-5.537332083723823,0.07029053420806175,-5.537332083723823,-5.537332083723823,1.0,3.0,True,-1.2222742892845972,0.07029053420806175,-5.537332083723823,0.07029053420806175,-5.537332083723823,-5.537332083723823,1.0,3.0,True,-0.49593876913464063,0.1405810684161235,-5.537332083723823,0.1405810684161235,-5.537332083723823,-5.537332083723823,20.0,3.0,True,-2.0696657294595355,3.206029365823193,-5.537332083723823,3.206029365823193,-5.537332083723823,-5.537332083723823,29.0,3.0,True,-16.873633239612616,3.206029365823193,-28.15916900968447,3.206029365823193,-28.15916900968447,-28.15916900968447,29.0,55.0
20250108,TWSE,TAIEX,ma20_slope_up_price_above_ma20_ma60,trend_ma,True,23407.33,mild_bull,low_risk,True,-1.3935805578850768,0.24193276208777093,-1.3935805578850768,0.24193276208777093,-1.3935805578850768,-1.3935805578850768,1.0,1.0,True,-3.926120578468373,0.24193276208777093,-4.054755497530049,0.24193276208777093,-4.054755497530049,-4.054755497530049,1.0,3.0,True,-3.814018941929742,0.24193276208777093,-4.054755497530049,0.24193276208777093,-4.054755497530049,-4.054755497530049,1.0,3.0,True,0.5044573644238604,1.0028909747502146,-4.054755497530049,1.0028909747502146,-4.054755497530049,-4.054755497530049,10.0,3.0,True,-1.0882061303019275,1.0028909747502146,-4.054755497530049,1.0028909747502146,-4.054755497530049,-4.054755497530049,10.0,3.0,True,-5.505540358511629,1.389522000159782,-6.9967826317653525,1.389522000159782,-6.9967826317653525,-6.9967826317653525,25.0,36.0,True,-16.82947179366464,1.389522000159782,-26.061750742182042,1.389522000159782,-26.061750742182042,-26.061750742182042,25.0,55.0
20250109,TWSE,TAIEX,golden_cross_ma20_ma60,trend_ma,True,23081.13,correction,normal_risk,True,-0.30011528898281625,0.5247576700100787,-0.39625442948418854,0.5247576700100787,-0.39625442948418854,-0.39625442948418854,1.0,1.0,True,-1.2287526650558322,0.5247576700100787,-2.6987846782198233,0.5247576700100787,-2.6987846782198233,-2.6987846782198233,1.0,2.0,True,-0.24275241290180327,0.5247576700100787,-2.6987846782198233,0.5247576700100787,-2.6987846782198233,-2.6987846782198233,1.0,2.0,True,-1.6741814633859042,2.43034028229987,-2.6987846782198233,2.43034028229987,-2.6987846782198233,-2.6987846782198233,9.0,2.0,True,1.8378649572182937,2.43034028229987,-2.6987846782198233,2.43034028229987,-2.6987846782198233,-2.6987846782198233,9.0,2.0,True,-3.507020670131844,2.8224354700138177,-5.682390766829881,2.8224354700138177,-5.682390766829881,-5.682390766829881,24.0,35.0,True,-16.214110834261586,2.8224354700138177,-25.016799437462545,2.8224354700138177,-25.016799437462545,-25.016799437462545,24.0,54.0
