date,total_stocks,advancing_stocks,declining_stocks,advance_volume,decline_volume,new_20d_high_count,new_60d_high_count,new_120d_high_count,new_20d_low_count,new_60d_low_count,new_120d_low_count,stocks_above_ma20_count,stocks_above_ma60_count,stocks_above_ma120_count,stocks_above_ma240_count,limit_up_count,limit_down_count,strong_stock_count,weak_stock_count,advance_decline_ratio,advance_decline_volume_ratio,new_high_new_low_ratio,pct_stocks_above_ma20,pct_stocks_above_ma60,pct_stocks_above_ma120,pct_stocks_above_ma240,strong_stock_ratio,weak_stock_ratio,candidate_count,strict_breakout_count,range_rebound_count,revenue_low_response_count,pattern_watch_count,strong_sector_count,weak_sector_count,electronics_relative_strength,finance_relative_strength,non_fin_electronics_relative_strength,twse_vs_tpex_relative_strength,large_cap_vs_small_cap_relative_strength,breadth_expansion,breadth_deterioration,narrow_leadership,broad_participation
20260317,1946,1231,561,6247679333,1561120478,55,45,39,10,5,0,971,890,942,0,76,3,341,222,2.194295900178253,4.00204815774635,5.5,49.897225077081195,45.734840698869476,48.40698869475848,0.0,17.523124357656734,11.408016443987668,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260318,1947,1024,761,6302543901,1945353179,69,48,46,13,8,0,1014,916,968,0,89,0,431,163,1.3455978975032852,3.2397941767261993,5.3076923076923075,52.08012326656395,47.0467385721623,49.717514124293785,0.0,22.136620441705187,8.371854134566,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260319,1942,471,1360,3346696282,4796848242,50,41,40,38,27,0,837,841,899,0,64,4,400,198,0.3463235294117647,0.6976865043795146,1.3157894736842106,43.09989701338826,43.30587023686921,46.292481977342945,0.0,20.59732234809475,10.1956745623069,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260320,1939,786,1005,4058358228,5136180185,43,27,26,37,23,0,846,853,912,0,58,12,387,195,0.7820895522388059,0.790151062038724,1.162162162162162,43.630737493553376,43.99174832387829,47.034553893759664,0.0,19.95874161939144,10.056730273336772,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260323,1941,300,1560,844104189,6100499499,19,10,9,58,39,0,628,729,802,0,25,46,308,274,0.19230769230769232,0.13836640575716241,0.3275862068965517,32.35445646573931,37.557959814528594,41.318907779495106,0.0,15.868109222050489,14.116434827408552,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260324,1937,749,1015,1992055673,4321055442,15,6,6,24,17,0,616,711,805,0,21,21,245,377,0.7379310344827587,0.4610113662596232,0.625,31.801755291688178,36.70624677336087,41.55911202891069,0.0,12.648425400103253,19.463087248322147,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260325,1948,1499,322,4702775339,942918333,28,15,14,8,6,0,804,815,879,0,75,4,262,325,4.65527950310559,4.987468346317538,3.5,41.27310061601643,41.837782340862425,45.12320328542094,0.0,13.449691991786446,16.68377823408624,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260326,1938,634,1149,2643046851,3707741468,21,14,13,21,15,0,764,773,844,0,40,12,228,369,0.5517841601392516,0.712845508191727,1.0,39.42208462332301,39.886480908152734,43.550051599587206,0.0,11.76470588235294,19.040247678018577,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260327,1927,777,953,2826751906,3046027025,35,24,22,10,7,0,783,748,831,0,47,4,221,409,0.8153200419727177,0.9280127467024033,3.5,40.63310845874416,38.816813700051895,43.1240269849507,0.0,11.468604047742605,21.224701608718217,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260330,1936,431,1393,2042360913,4137417131,34,23,22,33,23,0,677,684,778,0,48,6,195,467,0.3094041636755205,0.4936318597652174,1.0303030303030303,34.96900826446281,35.33057851239669,40.18595041322314,0.0,10.072314049586776,24.12190082644628,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260331,1943,251,1603,1018453604,6439368583,12,9,8,163,122,0,464,556,679,0,12,46,170,503,0.15658140985651903,0.15816047658596963,0.0736196319018405,23.88059701492537,28.615542974781267,34.94595985589295,0.0,8.749356664951106,25.88780236747298,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260401,1951,1636,218,5177451765,580087135,20,17,16,14,9,0,697,680,795,0,71,4,304,199,7.504587155963303,8.925300101682138,1.4285714285714286,35.72526909277294,34.85392106611994,40.7483341875961,0.0,15.581752947206562,10.199897488467451,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260402,1936,430,1364,2316042513,4203641181,24,14,14,64,49,0,589,633,729,0,30,15,227,329,0.3152492668621701,0.5509610390792297,0.375,30.423553719008268,32.696280991735534,37.654958677685954,0.0,11.725206611570247,16.99380165289256,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260407,1943,912,838,3176199350,2079614722,36,25,22,60,47,0,658,648,749,0,57,9,234,338,1.0883054892601431,1.5273018200916544,0.6,33.86515697375193,33.350488934637156,38.54863612969635,0.0,12.04323211528564,17.395779722079258,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,True,False
20260408,1947,1510,320,6196439855,858722998,63,49,47,12,9,0,918,769,858,0,114,13,416,120,4.71875,7.215877377724546,5.25,47.14946070878274,39.496661530559834,44.06779661016949,0.0,21.366204417051872,6.163328197226503,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260409,1942,750,1041,5098733432,2916145343,61,37,35,30,16,0,886,762,837,0,67,11,388,142,0.7204610951008645,1.74844969378469,2.033333333333333,45.62306900102986,39.237899073120495,43.09989701338826,0.0,19.979402677651905,7.312049433573635,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260410,1945,975,802,4521279297,3673593336,68,42,38,22,13,0,957,815,884,0,79,3,331,196,1.21571072319202,1.2307511701670835,3.090909090909091,49.203084832904885,41.90231362467866,45.44987146529563,0.0,17.017994858611825,10.077120822622108,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260413,1945,1016,799,4522232316,2441822710,94,57,46,19,12,0,1017,868,922,0,119,6,376,178,1.2715894868585733,1.8519904403706688,4.947368421052632,52.2879177377892,44.62724935732648,47.40359897172237,0.0,19.331619537275063,9.151670951156813,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260414,1954,1072,722,6158341147,2564757777,59,41,39,25,19,0,1122,916,960,0,60,10,376,129,1.4847645429362881,2.401139476884019,2.36,57.420675537359266,46.87819856704197,49.12998976458546,0.0,19.242579324462643,6.601842374616172,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260415,1949,1003,777,5533882063,2927142896,65,41,38,18,10,0,1173,950,966,0,70,0,380,132,1.2908622908622909,1.8905404551865785,3.611111111111111,60.18471010774756,48.74294510005131,49.5638789122627,0.0,19.497178040020525,6.7727039507439715,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,True
20260416,1953,1188,615,5750107747,2494903083,81,46,41,7,2,0,1274,991,1005,0,74,1,372,148,1.9317073170731707,2.3047419301297163,11.571428571428571,65.23297491039428,50.742447516641064,51.45929339477726,0.0,19.047619047619047,7.578084997439836,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,True
20260417,1952,916,878,4802214164,3656999444,113,72,66,18,12,0,1276,1015,1028,0,96,1,380,154,1.0432801822323463,1.3131569303022295,6.277777777777778,65.3688524590164,51.997950819672134,52.66393442622951,0.0,19.4672131147541,7.889344262295082,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,True
20260420,1956,862,952,4293299088,3967067805,131,88,82,38,25,0,1245,1009,1046,0,129,4,438,160,0.9054621848739496,1.0822348643975346,3.4473684210526314,63.65030674846626,51.58486707566462,53.47648261758691,0.0,22.392638036809817,8.1799591002045,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260421,1957,1004,792,5202281989,2820939984,99,57,51,17,10,0,1285,1053,1065,0,101,2,487,125,1.2676767676767677,1.8441661355812808,5.823529411764706,65.66172713336739,53.80684721512519,54.420030659172205,0.0,24.885028104241186,6.3873275421563624,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,True
20260422,1955,955,865,4865137269,3046794468,107,73,65,20,15,0,1309,1080,1096,0,105,1,611,96,1.1040462427745665,1.596805206290666,5.35,66.95652173913044,55.24296675191815,56.06138107416881,0.0,31.25319693094629,4.910485933503836,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,True
20260423,1958,266,1618,1790129463,8950154550,36,28,25,40,20,0,1003,926,961,0,33,54,515,120,0.16440049443757726,0.20001101131823473,0.9,51.22574055158324,47.29315628192033,49.08069458631256,0.0,26.3023493360572,6.128702757916241,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260424,1947,597,1229,3432385686,3675781646,41,31,28,43,30,0,921,896,931,0,45,17,451,174,0.48576078112286414,0.9337838904917368,0.9534883720930233,47.303543913713405,46.01951720595788,47.81715459681561,0.0,23.163841807909606,8.936825885978427,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260427,1948,488,1350,4037957154,3366097715,30,19,16,51,35,0,801,836,903,0,41,28,437,200,0.36148148148148146,1.199595940428604,0.5882352941176471,41.119096509240244,42.91581108829568,46.35523613963039,0.0,22.433264887063658,10.266940451745379,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260428,1942,1116,657,4585227822,1723339510,29,19,16,24,15,0,896,870,933,0,76,7,462,188,1.6986301369863013,2.6606642483349088,1.2083333333333333,46.13800205973224,44.79917610710608,48.043254376931,0.0,23.789907312049433,9.680741503604532,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260429,1948,894,862,3116997370,3014157311,34,25,20,29,18,0,945,884,935,0,55,2,520,166,1.037122969837587,1.034119008528417,1.1724137931034482,48.51129363449692,45.37987679671458,47.997946611909654,0.0,26.69404517453799,8.521560574948666,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260430,1950,647,1160,2779602724,4116054649,30,20,20,61,42,0,849,861,926,0,50,4,593,138,0.5577586206896552,0.675307536228973,0.4918032786885246,43.53846153846154,44.15384615384615,47.48717948717949,0.0,30.41025641025641,7.076923076923077,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260504,1958,1020,795,5185240311,1921847412,66,51,44,60,41,0,911,909,943,0,99,1,571,171,1.2830188679245282,2.6980499485148512,1.1,46.527068437180795,46.42492339121553,48.16138917262513,0.0,29.162410623084778,8.733401430030643,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,True,False
20260505,1952,1153,643,6237403363,1186534089,68,53,48,25,23,0,983,963,983,0,97,5,662,140,1.7931570762052877,5.256826096127441,2.72,50.35860655737705,49.334016393442624,50.35860655737705,0.0,33.91393442622951,7.172131147540983,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260506,1960,744,1069,6593493965,3646997172,43,32,28,33,22,0,932,950,982,0,46,14,639,152,0.695977549111319,1.8079240684971938,1.303030303030303,47.55102040816326,48.46938775510204,50.10204081632653,0.0,32.602040816326536,7.755102040816326,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260507,1958,1045,736,7225294581,2276815382,69,49,44,17,11,0,985,992,1001,0,94,4,578,162,1.419836956521739,3.1734213665814033,4.0588235294117645,50.30643513789581,50.663942798774265,51.12359550561798,0.0,29.519918283963225,8.273748723186927,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260508,1957,685,1119,3433581510,6492301430,35,27,24,22,14,0,929,991,993,0,46,19,559,149,0.612153708668454,0.5288697000625863,1.5909090909090908,47.47061829330608,50.63873275421563,50.74092999489014,0.0,28.56412876852325,7.613694430250383,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260511,1963,966,875,6214116456,2266753597,77,61,53,26,16,0,934,1000,1019,0,105,8,550,142,1.104,2.74141682811235,2.9615384615384617,47.58023433520122,50.94243504839532,51.91034131431482,0.0,28.01833927661742,7.233825776872134,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260512,1965,640,1203,5808201503,4224954096,60,51,44,55,31,0,884,978,991,0,76,2,516,166,0.5320033250207814,1.3747371855469268,1.0909090909090908,44.98727735368957,49.770992366412216,50.43256997455471,0.0,26.259541984732827,8.447837150127228,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260513,1948,594,1225,5075507828,4381737096,42,32,31,70,36,0,802,937,958,0,57,15,462,206,0.48489795918367345,1.1583323501159688,0.6,41.17043121149898,48.100616016427104,49.17864476386037,0.0,23.716632443531825,10.574948665297741,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260514,1961,680,1159,4516399692,4966089607,44,36,31,138,86,0,792,922,943,0,68,18,451,245,0.5867126833477135,0.9094478854416692,0.3188405797101449,40.38755736868944,47.01682814890362,48.0877103518613,0.0,22.99847016828149,12.49362570117287,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260515,1961,478,1375,4132927389,5704359699,41,31,27,158,106,0,700,880,916,0,48,34,380,357,0.34763636363636363,0.7245208239102665,0.25949367088607594,35.696073431922485,44.87506374298827,46.710861805201425,0.0,19.37786843447221,18.20499745028047,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260518,1957,855,973,4654189851,2944779853,40,31,29,57,40,0,733,878,917,0,62,11,376,370,0.8787255909558068,1.5804882141727965,0.7017543859649122,37.4552887072049,44.864588656106285,46.85743484925907,0.0,19.213081246806336,18.90648952478283,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260519,1952,680,1112,3118412583,4881123047,29,22,20,65,39,0,676,849,907,0,39,27,334,401,0.6115107913669064,0.6388719466755947,0.4461538461538462,34.63114754098361,43.49385245901639,46.46516393442623,0.0,17.11065573770492,20.543032786885245,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260520,1950,842,934,2819198797,4563160599,35,27,23,60,35,0,696,853,913,0,59,11,315,455,0.9014989293361885,0.6178171326290416,0.5833333333333334,35.69230769230769,43.743589743589745,46.820512820512825,0.0,16.153846153846153,23.333333333333332,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260521,1962,1513,318,6931616735,1154622172,52,46,42,19,16,0,911,943,978,0,109,4,340,374,4.7578616352201255,6.0033636137380535,2.736842105263158,46.4322120285423,48.0632008154944,49.84709480122324,0.0,17.32925586136595,19.06218144750255,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260522,2112,1178,646,6578962153,1569704424,86,67,58,19,15,0,1033,1010,1015,0,118,3,474,222,1.8235294117647058,4.191210811673166,4.526315789473684,48.91098484848485,47.821969696969695,48.058712121212125,0.0,22.443181818181817,10.511363636363637,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260525,2111,1090,904,7826654887,2336232919,115,96,88,35,24,0,1080,1036,1029,0,131,4,537,202,1.2057522123893805,3.3501175432242936,3.2857142857142856,51.16058739933681,49.07626717195642,48.7446707721459,0.0,25.43818095689247,9.568924680246328,400.0,0.0,52.0,17.0,248.0,,,,,,,,True,False,False,False
20260526,2108,846,1102,5505805429,6749327586,83,67,66,28,24,0,1065,1019,1005,0,87,6,579,169,0.7676950998185118,0.8157561414592746,2.9642857142857144,50.52182163187856,48.339658444022774,47.675521821631875,0.0,27.466793168880454,8.01707779886148,555.0,0.0,279.0,28.0,392.0,,,,,,,,True,False,False,False
20260527,2109,689,1302,7804296129,4598906197,48,36,33,68,56,0,973,996,978,0,51,14,547,213,0.5291858678955453,1.6969896307280563,0.7058823529411765,46.13560929350403,47.22617354196302,46.372688477951634,0.0,25.936462778568043,10.099573257467995,455.0,0.0,79.0,25.0,321.0,,,,,,,,True,False,False,False
20260528,2113,712,1264,5299238104,9190473278,48,37,29,54,42,0,975,1057,1050,0,66,10,504,231,0.5632911392405063,0.5766012199486208,0.8888888888888888,46.142924751538104,50.02366303833412,49.692380501656416,0.0,23.852342640795076,10.932323710364411,597.0,0.0,140.0,30.0,387.0,,,,,,,,False,True,False,False
