trade_date,index_id,index_name,close,source,return_5d,return_10d,return_20d,return_60d,ma20,ma60,above_ma20,above_ma60,open,high,low,ohlc_source,ohlc_available,volume,turnover_value,transactions,turnover_source,volume_available,value,ma5,distance_ma5_pct,ma5_slope_5d,ma10,distance_ma10_pct,ma10_slope_5d,distance_ma20_pct,ma20_slope_5d,distance_ma60_pct,ma60_slope_5d,ma120,distance_ma120_pct,ma120_slope_5d,ma240,distance_ma240_pct,ma240_slope_5d,ema12,distance_ema12_pct,ema12_slope_5d,ema23,distance_ema23_pct,ema23_slope_5d,ema26,distance_ema26_pct,ema26_slope_5d,ema50,distance_ema50_pct,ema50_slope_5d,ema200,distance_ema200_pct,ema200_slope_5d,bullish_ma_alignment,bearish_ma_alignment,bullish_ema_alignment,bearish_ema_alignment,price_above_ma20,price_below_ma20,price_above_ma60,price_below_ma60,price_above_ema23,price_below_ema23,ma_convergence,ma_expansion,ema_convergence,ema_expansion,golden_cross_ma5_ma20,death_cross_ma5_ma20,golden_cross_ma20_ma60,death_cross_ma20_ma60,golden_cross_ma60_ma120,death_cross_ma60_ma120,golden_cross_ema12_ema26,death_cross_ema12_ema26,macd_dif,macd_dea,macd_signal,macd_hist,macd_hist_change_1d,macd_hist_change_3d,macd_bull_cross,macd_bear_cross,macd_above_zero,macd_below_zero,macd_hist_turn_positive,macd_hist_turn_negative,macd_dif_low_cross_signal,macd_bullish_divergence,macd_bearish_divergence,rsi6,rsi14,rsi14_overbought_70,rsi14_oversold_30,rsi14_rebound_from_oversold,rsi14_fall_from_overbought,rsi_bullish_divergence,rsi_bearish_divergence,roc_5,momentum_5,roc_10,momentum_10,roc_20,momentum_20,williams_r14,williams_oversold,williams_overbought,williams_rebound,cci20,cci_over_100,cci_below_minus_100,cci_rebound_from_low,cci_fall_from_high,rsv9,k_value,d_value,j_value,kd_bull_cross,kd_bear_cross,kd_overbought,kd_oversold,kd_low_golden_cross,kd_high_death_cross,kd_value_rising_3d,kd_value_falling_3d,kd_bullish_divergence,kd_bearish_divergence,kd_overbought_persistence_days,kd_oversold_persistence_days,bb_mid_20,bb_upper_20,bb_lower_20,bb_width_20,bb_width_percentile_120d,close_above_bb_upper,close_below_bb_lower,close_reenter_from_lower,close_reenter_from_upper,bollinger_squeeze,bollinger_expansion,bollinger_squeeze_breakout,bollinger_upper_breakout_with_volume,bollinger_upper_breakout_long_upper_shadow,bollinger_lower_breakdown_panic,atr14,atr14_pct,atr_percentile_120d,keltner_mid,keltner_upper,keltner_lower,close_above_keltner_upper,close_below_keltner_lower,donchian_high_20,donchian_low_20,donchian_breakout_20d,donchian_breakdown_20d,donchian_high_60,donchian_low_60,donchian_breakout_60d,donchian_breakdown_60d,volatility_10d,volatility_20d,volatility_60d,volatility_percentile_120d,high_low_range_pct,volatility_expansion_after_squeeze,volatility_reversal_after_expansion,volume_ma5,volume_ma20,volume_ratio_5d,volume_ratio_20d,volume_expansion,volume_contraction,price_up_volume_up,price_up_volume_down,price_down_volume_up,price_down_volume_down,high_volume_breakout,high_volume_down_day,high_volume_long_black,volume_price_bullish,volume_price_bearish,index_new_high_volume_divergence,obv,obv_ma20,obv_above_ma20,obv_slope_5d,obv_price_divergence_bullish,obv_price_divergence_bearish,mfi14,mfi_overbought,mfi_oversold,mfi_rebound,vwap_daily,close_above_vwap,close_below_vwap,ad_line,ad_line_slope_5d,ad_line_bullish_divergence,ad_line_bearish_divergence,cmf20,cmf_positive,cmf_negative,cmf_turn_positive,cmf_turn_negative,above_ma120,overextended_from_ma20,overextended_from_ma60,long_upper_shadow_flag,long_lower_shadow_flag,gap_up_flag,gap_down_flag,break_ma20_flag,break_ma60_flag,new_20d_high_flag,new_60d_high_flag,adx14,plus_di14,minus_di14,adx_trend_plus_di_dominant,long_lower_shadow,total_stocks,advancing_stocks,declining_stocks,advance_volume,decline_volume,new_20d_high_count,new_60d_high_count,new_120d_high_count,new_20d_low_count,new_60d_low_count,new_120d_low_count,stocks_above_ma20_count,stocks_above_ma60_count,stocks_above_ma120_count,stocks_above_ma240_count,limit_up_count,limit_down_count,strong_stock_count,weak_stock_count,advance_decline_ratio,advance_decline_volume_ratio,new_high_new_low_ratio,pct_stocks_above_ma20,pct_stocks_above_ma60,pct_stocks_above_ma120,pct_stocks_above_ma240,strong_stock_ratio,weak_stock_ratio,candidate_count,strict_breakout_count,range_rebound_count,revenue_low_response_count,pattern_watch_count,strong_sector_count,weak_sector_count,electronics_relative_strength,finance_relative_strength,non_fin_electronics_relative_strength,twse_vs_tpex_relative_strength,large_cap_vs_small_cap_relative_strength,breadth_expansion,breadth_deterioration,narrow_leadership,broad_participation,index_up_breadth_down,market_new_high_breadth_divergence,index_new_high_but_ma20_breadth_down,market_regime,risk_level,put_call_oi_ratio_pct,foreign_tx_futures_net_oi,taiwan_vix,put_call_ratio_extreme_high,foreign_tx_extreme_short,vix_spike
20241202,TPEX,TPEx,257.84,,,,,,257.84,257.84,True,True,256.87,258.84,256.87,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=113/12&response=json,True,,,,,False,,257.84,0.0,,257.84,0.0,,0.0,,0.0,,257.84,0.0,,257.84,0.0,,257.84,0.0,,257.84,0.0,,257.84,0.0,,257.84,0.0,,257.84,0.0,,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,,,False,False,False,False,False,False,False,False,False,50.0,50.0,False,False,False,False,False,False,,,,,,,-50.76142131979772,False,False,False,,False,False,False,False,49.23857868020228,49.23857868020228,49.23857868020228,49.23857868020227,False,False,False,False,False,False,False,False,False,False,0,0,257.84,,,,,False,False,False,False,False,False,False,False,False,False,,,,257.84,,,False,False,258.84,256.87,False,False,258.84,256.87,False,False,,,,,0.7640397145516485,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,True,,False,False,,False,False,False,,False,False,-0.0,,False,False,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,mild_bull,low_risk,,,,False,False,False
20241203,TPEX,TPEx,259.11,,,,,,258.475,258.475,True,True,258.3,260.3,258.3,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=113/12&response=json,True,,,,,False,,258.475,0.24567172840699314,,258.475,0.24567172840699314,,0.24567172840699314,,0.24567172840699314,,258.475,0.24567172840699314,,258.475,0.24567172840699314,,258.0353846153846,0.41646047351884263,,257.9458333333333,0.4513221445070936,,257.93407407407403,0.4559017377395058,,257.8898039215686,0.47314630507939714,,257.8526368159204,0.4876285926745272,,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10131054131056771,0.020262108262113544,0.020262108262113544,0.08104843304845417,0.08104843304845417,,False,False,True,False,True,False,False,False,False,50.0,50.0,False,False,False,False,False,False,,,,,,,-34.69387755102027,False,False,False,,False,False,False,False,65.30612244897974,54.5944266031281,51.02386132117755,61.735557167029185,False,False,False,False,False,False,False,False,False,False,0,0,258.475,260.27105122421386,256.6789487757862,1.389729160819298,,False,False,False,False,False,False,False,False,False,False,,,,257.9458333333333,,,False,False,260.3,256.87,True,False,260.3,256.87,True,False,,,,,0.7718729497124772,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,True,,False,False,,False,False,False,,False,False,-0.0,,False,False,,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,mild_bull,low_risk,,,,False,False,False
20241204,TPEX,TPEx,262.6,,,,,,259.84999999999997,259.84999999999997,True,True,259.13,262.62,259.13,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=113/12&response=json,True,,,,,False,,259.84999999999997,1.0583028670386962,,259.84999999999997,1.0583028670386962,,1.0583028670386962,,1.0583028670386962,,259.84999999999997,1.0583028670386962,,259.84999999999997,1.0583028670386962,,258.7376331360947,1.4927735162026945,,258.33368055555553,1.651476274897501,,258.2796982167352,1.6727221740980402,,258.0745174932718,1.753556511772314,,257.8998742605381,1.822461431180722,,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.45793491935950215,0.10779667048159128,0.10779667048159128,0.3501382488779109,0.26908981582945674,,False,False,True,False,False,False,False,False,False,50.0,50.0,False,False,False,False,False,False,,,,,,,-0.34782608695620537,False,True,False,,False,False,False,False,99.6521739130438,69.61367570643333,57.22046611626281,94.40009488677435,False,False,False,False,False,False,False,False,False,False,0,0,259.84999999999997,264.7795435894208,254.92045641057913,3.794145537364515,,False,False,False,False,False,False,False,False,False,False,,,,258.33368055555553,,,False,False,262.62,256.87,True,False,262.62,256.87,True,False,,,,,1.3290175171363323,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,True,,False,False,,False,False,False,,False,False,0.0,,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,mild_bull,low_risk,,,,False,False,False
20241205,TPEX,TPEx,263.39,,,,,,260.735,260.735,True,True,262.77,264.25,262.77,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=113/12&response=json,True,,,,,False,,260.735,1.018275260321766,,260.735,1.018275260321766,,1.018275260321766,,1.018275260321766,,260.735,1.018275260321766,,260.735,1.018275260321766,,259.45338188438785,1.5172737726603547,,258.75504050925923,1.791253798039505,,258.65823908956963,1.8293486134774994,,258.2829677876533,1.9773011964712373,,257.9545023773487,2.1071536152914128,,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7951427948182186,0.24526589534891677,0.24526589534891677,0.5498768994693018,0.19973865059139095,0.5498768994693018,False,False,True,False,False,False,False,False,False,50.0,50.0,False,False,False,False,False,False,,,,,,,-11.653116531165503,False,True,False,,False,False,False,False,88.34688346883449,75.85807829390038,63.43300350880867,100.7082278640838,False,False,False,False,False,False,True,False,False,False,0,0,260.735,266.0952114386157,255.37478856138432,4.111616345036679,,False,False,False,False,False,False,False,False,False,False,,,,258.75504050925923,,,False,False,264.25,256.87,True,False,264.25,256.87,True,False,,,,,0.5619044003189256,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,True,,False,False,,False,False,False,,False,False,0.0,,False,False,,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,mild_bull,low_risk,,,,False,False,False
20241206,TPEX,TPEx,261.52,,,,,,260.892,260.892,True,True,263.36,263.74,261.02,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=113/12&response=json,True,,,,,False,,260.892,0.2407126320469688,,260.892,0.2407126320469688,,0.2407126320469688,,0.2407126320469688,,260.892,0.2407126320469688,,260.892,0.2407126320469688,,259.77132313294356,0.6731600878675525,,258.9854538001543,0.978644229880743,,258.8702213792311,1.0235934464192686,,258.4099102273532,1.203548954415301,,257.98997996563384,1.3682779598015227,,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.901101753712453,0.37643306702162405,0.37643306702162405,0.524668686690829,-0.02520821277847285,0.44362025364237484,False,False,True,False,False,False,False,False,False,50.0,50.0,False,False,False,False,False,False,,,,,,,-36.99186991869946,False,False,False,,False,False,False,False,63.00813008130054,71.57476222303376,66.14692308021704,82.4304405086672,False,False,False,False,False,False,True,False,False,False,0,0,260.892,265.5868780601843,256.1971219398157,3.599096990466779,,False,False,False,False,False,False,False,False,False,False,,,,258.9854538001543,,,False,False,264.25,256.87,False,False,264.25,256.87,False,False,,,,,1.040073416947089,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,True,,False,False,,False,False,False,,False,False,0.0,,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,mild_bull,low_risk,,,,False,False,False
20241209,TPEX,TPEx,260.47,,1.0200124107974107,,,,260.82166666666666,260.82166666666666,False,False,261.44,262.28,259.85,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=113/12&response=json,True,,,,,False,,261.418,-0.3626376148543664,1.387682283586722,260.82166666666666,-0.1348303118989258,1.156401902988935,-0.1348303118989258,1.156401902988935,-0.1348303118989258,1.156401902988935,260.82166666666666,-0.1348303118989258,1.156401902988935,260.82166666666666,-0.1348303118989258,1.156401902988935,259.87881188172145,0.22748607860638703,0.7907275371243694,259.1091659834747,0.525197173693237,0.492230058747567,258.9887234992881,0.5719463305961403,0.44551795659637516,258.4906980615746,0.7657149573536692,0.25236505645929164,258.0146567818962,0.9516293565366762,0.06773843542360325,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8900883824333619,0.47916413010397163,0.47916413010397163,0.4109242523293902,-0.11374443436143877,0.06078600345147933,False,False,True,False,False,False,False,False,False,50.0,50.0,False,False,False,False,False,False,1.0200124107974107,2.6300000000000523,,,,,-51.21951219512162,False,False,False,,False,False,False,False,48.78048780487838,63.97667075031531,65.42350563691646,61.08300097711302,False,True,False,False,False,False,False,True,False,False,0,0,260.82166666666666,265.0350058016837,256.6083275316496,3.2308198846085627,,False,False,False,False,False,False,False,False,False,False,,,,259.1091659834747,,,False,False,264.25,256.87,False,False,264.25,256.87,False,False,,,,,0.9329289361538564,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,True,0.0,False,False,,False,False,False,,False,False,0.0,0.0,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,correction,normal_risk,,,,False,False,False
20241210,TPEX,TPEx,258.21,,-0.3473428273706225,,,,260.4485714285714,260.4485714285714,False,False,260.51,261.66,258.17,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=113/12&response=json,True,,,,,False,,261.238,-1.159096302988083,1.0689621820292095,260.4485714285714,-0.8595061267922421,0.7635444157351401,-0.8595061267922421,0.7635444157351401,-0.8595061267922421,0.7635444157351401,260.4485714285714,-0.8595061267922421,0.7635444157351401,260.4485714285714,-0.8595061267922421,0.7635444157351401,259.62207159222584,-0.5438950485087135,0.6149106174745178,259.0342354848518,-0.31819557878480786,0.4219498867081839,258.9310402771186,-0.2784680725597566,0.3865197751105498,258.47969029445403,-0.10433713153510382,0.2287358258897365,258.0166004955092,0.07495622534339219,0.06358813375479944,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6910313151072387,0.5215375671046251,0.5215375671046251,0.16949374800261363,-0.2414305043267766,-0.3803831514666882,False,False,True,False,False,False,False,False,False,51.7241379310345,50.0,False,False,False,False,False,False,-0.3473428273706225,-0.9000000000000341,,,,,-81.84281842818461,True,False,False,,False,False,False,False,18.15718157181539,48.703507690815336,59.85017298821609,26.410177096013825,False,False,False,False,False,False,False,True,False,False,0,0,260.4485714285714,264.77189466533315,256.1252481918097,3.319905509980809,,False,False,False,False,False,False,False,False,False,False,,,,259.0342354848518,,,False,False,264.25,256.87,False,False,264.25,256.87,False,False,,,,,1.351613028155381,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,True,0.0,False,False,,False,False,False,,False,False,0.0,0.0,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,correction,normal_risk,,,,False,False,False
20241211,TPEX,TPEx,257.78,,-1.8354912414318525,,,,260.115,260.115,False,False,257.9,259.33,257.53,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=113/12&response=json,True,,,,,False,,260.274,-0.958220951766231,0.16317106022707417,260.115,-0.8976798723641655,0.10198191264192413,-0.8976798723641655,0.10198191264192413,-0.8976798723641655,0.10198191264192413,260.115,-0.8976798723641655,0.10198191264192413,260.115,-0.8976798723641655,0.10198191264192413,259.33867596265264,-0.6010194803636404,0.23229818533656577,258.9297158611142,-0.4440262320956956,0.23072303397562166,258.84577803436906,-0.41174248328963436,0.21917317603445952,258.4522514593774,-0.26010663694415737,0.14636623940038618,258.01424626172303,-0.09078811155467381,0.04434744356229814,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.4928979282835826,0.5158096393404166,0.5158096393404166,-0.022911711056833983,-0.19240545905944761,-0.547580397747663,False,True,True,False,False,True,False,False,False,43.27603640040424,50.0,False,False,False,False,False,False,-1.8354912414318525,-4.82000000000005,,,,,-87.66937669376736,True,False,False,,False,False,False,False,12.330623306232638,36.57921289595444,52.093186290795536,5.5512661062722515,False,False,False,False,False,False,False,True,False,False,0,0,260.115,264.5401101681201,255.6898898318799,3.4024259793707503,,False,False,False,False,False,False,False,False,False,False,,,,258.9297158611142,,,False,False,264.25,256.87,False,False,264.25,256.87,False,False,,,,,0.6982698425013623,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,True,0.0,False,False,,False,False,False,,False,False,0.0,0.0,False,False,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,correction,normal_risk,,,,False,False,False
20241212,TPEX,TPEx,257.38,,-2.28178746345723,,,,259.81111111111113,259.81111111111113,False,False,258.21,260.24,257.38,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=113/12&response=json,True,,,,,False,,259.072,-0.653100296442688,-0.6378123381977963,259.81111111111113,-0.9357225334644892,-0.3543401878876584,-0.9357225334644892,-0.3543401878876584,-0.9357225334644892,-0.3543401878876584,259.81111111111113,-0.9357225334644892,-0.3543401878876584,259.81111111111113,-0.9357225334644892,-0.3543401878876584,259.0373411991676,-0.6398078329152179,-0.16035277019654792,258.800572872688,-0.5489063864579813,0.017596705880262853,258.737201883675,-0.5245484119771882,0.030527848014161307,258.41020238253907,-0.3986693919360018,0.049261705475811546,258.0079353536462,-0.2433783103552578,0.020714108807950993,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.3001393154925722,0.4726755745708477,0.4726755745708477,-0.17253625907827547,-0.14962454802144148,-0.5834605114076656,False,False,True,False,False,False,False,False,False,11.617647058823067,50.0,False,False,False,False,False,False,-2.28178746345723,-6.009999999999991,,,,,-93.08943089430906,True,False,False,,False,False,False,False,6.9105691056909375,26.68966496586661,43.62534584915256,-7.181696800705296,False,False,False,False,False,False,False,True,False,False,0,0,259.81111111111113,264.33421230879003,255.2880099134322,3.4818381541384937,,False,False,False,False,False,False,False,False,False,False,,,,258.800572872688,,,False,False,264.25,256.87,False,False,264.25,256.87,False,False,,,,,1.111197451239418,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,True,0.0,False,False,,False,False,False,,False,False,0.0,0.0,False,False,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,correction,normal_risk,,,,False,False,False
20241213,TPEX,TPEx,255.29,,-2.3822269807280527,,,,259.35900000000004,259.35900000000004,False,False,257.35,257.83,254.79,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=113/12&response=json,True,,,,,False,,257.82599999999996,-0.9836091007113246,-1.1751989328917856,259.35900000000004,-1.5688678626922692,-0.587599466445865,-1.5688678626922692,-0.587599466445865,-1.5688678626922692,-0.587599466445865,259.35900000000004,-1.5688678626922692,-0.587599466445865,259.35900000000004,-1.5688678626922692,-0.587599466445865,258.46082716852646,-1.226811506897707,-0.5044806134149149,258.50802513329734,-1.2448453511793245,-0.18434574600678655,258.4818535959954,-1.2348462963996831,-0.15002412450784153,258.2878415047924,-1.1606591651108777,-0.047238406009020295,257.9808912207741,-1.0430583474770994,-0.003522906145803084,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,-0.021026427468939346,0.37393517416289035,0.37393517416289035,-0.3949616016318297,-0.22242534255355423,-0.5644553496344433,False,False,False,True,False,False,False,False,False,0.0,50.0,False,False,False,False,False,False,-2.3822269807280527,-6.22999999999999,,,,,-94.71458773784356,True,False,False,,False,False,False,False,5.285412262156443,19.55491406462989,35.601868587645,-12.538994981400329,False,False,False,False,False,False,False,True,False,False,0,0,259.35900000000004,264.4933414594496,254.2246585405505,3.95925451551675,,False,False,False,False,False,False,False,False,False,False,,,,258.50802513329734,,,False,False,264.25,254.79,False,True,264.25,254.79,False,True,,,,,1.1908026166320624,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,True,0.0,False,False,,False,False,False,,False,False,0.0,0.0,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,correction,normal_risk,,,,False,False,False
