date,ticker,name,market,close,volume_lots,pattern,pattern_stage,pattern_score,a_date,a_low,b_date,neckline,c_date,c_low,second_low_gap_pct,rebound_from_a_pct,current_from_c_pct,distance_to_neckline_pct,attack1_gain_pct,attack2_gain_pct,attack1_avg_volume_lots,attack2_avg_volume_lots,volume_ratio_2_vs_1,attack1_red_count,attack2_red_count,red_body_ratio_2_vs_1,industry,is_mainstream,tdcc_date,tdcc_over_400_pct,tdcc_over_400_change,tdcc_over_1000_pct,tdcc_over_1000_change,tdcc_judge
20260515,8016,矽創,listed,274.0,4847.0,W底右側攻擊增強,已突破頸線,108,20260206,184.5,20260316,204.0,20260324,193.0,4.61,10.57,41.97,34.31,6.04,40.87,661.0,1851.0,2.8,10,18,4.37,,False,20260515,45.45,2.15,28.15,1.87,中大戶/超大戶同步增加
20260515,2359,所羅門,listed,135.0,10519.0,W底右側攻擊增強,已突破頸線,108,20260206,121.0,20260226,134.0,20260508,118.0,-2.48,10.74,14.41,0.75,8.61,12.97,1458.0,4000.0,2.74,1,3,32.0,,False,20260515,45.5,-0.12,38.29,-0.05,大戶籌碼減少
20260515,1904,正隆,listed,20.35,8051.0,W底右側攻擊增強,已突破頸線,108,20260119,17.65,20260224,19.45,20260313,17.25,-2.27,10.2,17.97,4.63,3.58,17.63,1188.0,3166.0,2.67,10,15,2.38,,False,20260515,65.04,0.47,60.82,0.5,中大戶/超大戶同步增加
20260515,8131,福懋科,listed,65.2,5123.0,W底右側攻擊增強,已突破頸線,108,20260331,57.5,20260414,64.8,20260424,56.0,-2.61,12.7,16.43,0.62,6.87,12.61,4003.0,9732.0,2.43,3,8,3.21,,False,20260515,71.46,-0.22,69.37,-0.13,大戶籌碼減少
20260515,3003,健和興,listed,58.6,1770.0,W底右側攻擊增強,已突破頸線,108,20260109,45.3,20260302,51.9,20260309,47.35,4.53,14.57,23.76,12.91,11.5,23.63,374.0,790.0,2.11,13,18,2.72,,False,20260515,57.46,-0.02,50.73,0.13,超大戶增加
20260515,3592,瑞鼎,listed,248.5,1702.0,W底右側攻擊增強,已突破頸線,108,20260309,208.5,20260330,231.5,20260402,217.0,4.08,11.03,14.52,7.34,5.46,13.99,507.0,1048.0,2.07,7,13,2.28,,False,20260515,40.27,-0.18,26.09,1.63,超大戶增加
20260515,6446,藥華藥,listed,826.0,6962.0,W底右側攻擊增強,已突破頸線,108,20260331,595.0,20260420,678.0,20260427,578.0,-2.86,13.95,42.91,21.83,9.67,36.3,1683.0,3457.0,2.05,3,10,7.0,,False,20260515,55.92,1.08,42.83,1.44,中大戶/超大戶同步增加
20260515,8114,振樺電,listed,216.0,1744.0,W底右側攻擊增強,已突破頸線,108,20260206,169.0,20260318,188.5,20260323,175.0,3.55,11.54,23.43,14.59,5.7,21.69,578.0,1149.0,1.99,10,15,2.5,,False,20260515,50.81,5.89,38.32,2.59,中大戶/超大戶同步增加
20260515,2395,研華,listed,459.5,4933.0,W底右側攻擊增強,已突破頸線,108,20260324,328.0,20260420,376.5,20260423,348.0,6.1,14.79,32.04,22.05,10.15,28.89,2710.0,5281.0,1.95,6,7,3.54,,False,20260515,86.08,-0.23,78.99,-0.14,大戶籌碼減少
20260515,3014,聯陽,listed,136.0,3064.0,W底右側攻擊增強,已突破頸線,108,20260206,114.0,20260226,126.0,20260309,112.0,-1.75,10.53,21.43,7.94,6.49,18.78,791.0,1531.0,1.93,3,14,7.83,,False,20260515,31.86,-1.63,19.34,-1.96,大戶籌碼減少
20260515,4961,天鈺,listed,169.0,1599.0,W底右側攻擊增強,已突破頸線,108,20260206,140.0,20260225,154.5,20260323,138.5,-1.07,10.36,22.02,9.39,4.21,19.86,837.0,1592.0,1.9,3,14,4.57,,False,20260515,42.45,0.52,32.68,0.43,中大戶/超大戶同步增加
20260515,6416,瑞祺電通,listed,89.3,1045.0,W底右側攻擊增強,已突破頸線,108,20260309,75.5,20260318,84.4,20260407,76.9,1.85,11.79,16.12,5.81,7.43,14.19,189.0,354.0,1.88,5,11,2.88,,False,20260515,47.22,0.84,35.29,1.38,中大戶/超大戶同步增加
20260515,2376,技嘉,listed,326.5,20436.0,W底右側攻擊增強,已突破頸線,108,20260206,219.0,20260318,251.0,20260323,231.5,5.71,14.61,41.04,30.08,9.67,40.43,5724.0,10590.0,1.85,11,14,1.7,,False,20260515,70.06,0.71,64.16,0.8,中大戶/超大戶同步增加
20260515,3406,玉晶光,listed,588.0,7906.0,W底右側攻擊增強,已突破頸線,108,20260108,428.5,20260126,484.0,20260330,434.0,1.28,12.95,35.48,21.49,8.75,33.48,1069.0,1981.0,1.85,4,12,4.44,,False,20260515,55.45,-0.33,39.29,-0.39,大戶籌碼減少
20260515,3528,安馳,listed,86.6,1416.0,W底右側攻擊增強,已突破頸線,108,20260107,64.5,20260129,71.9,20260206,65.6,1.71,11.47,32.01,20.45,6.52,28.87,238.0,437.0,1.84,5,27,12.93,,False,20260515,65.41,-1.47,62.8,0.07,超大戶增加
20260515,5258,虹堡,listed,53.5,2849.0,W底右側攻擊增強,已突破頸線,108,20260312,43.8,20260327,49.3,20260407,44.95,2.63,12.56,19.02,8.52,9.16,18.63,643.0,1174.0,1.83,5,8,3.88,,False,20260515,51.06,-1.89,36.96,-1.07,大戶籌碼減少
20260515,1773,勝一,listed,175.5,1274.0,W底右側攻擊增強,已突破頸線,108,20260309,138.0,20260313,156.0,20260331,136.0,-1.45,13.04,29.04,12.5,7.5,29.04,1093.0,1986.0,1.82,2,16,2.43,,False,20260515,75.84,0.23,69.82,0.14,中大戶/超大戶同步增加
20260515,1708,東鹼,listed,39.65,2218.0,W底右側攻擊增強,已突破頸線,106,20260202,32.75,20260303,39.0,20260311,35.2,7.48,19.08,12.64,1.67,14.24,11.85,2497.0,8518.0,3.41,9,16,4.91,,False,20260515,49.62,2.51,43.13,3.31,中大戶/超大戶同步增加
20260515,1304,台聚,listed,12.25,6115.0,W底右側攻擊增強,接近頸線,106,20260113,11.05,20260128,12.8,20260203,10.95,-0.9,15.84,11.87,-4.3,8.7,10.86,7630.0,21429.0,2.81,5,22,4.78,,False,20260515,59.99,0.17,57.05,0.23,中大戶/超大戶同步增加
20260515,6155,鈞寶,listed,49.3,6675.0,W底右側攻擊增強,右側攻擊中,106,20260309,41.7,20260318,52.3,20260407,41.2,-1.2,25.42,19.66,-5.74,15.93,19.37,1667.0,3953.0,2.37,4,11,6.58,,False,20260515,59.01,-2.14,52.71,-0.5,大戶籌碼減少
20260515,2380,虹光,listed,6.4,1452.0,W底右側攻擊增強,接近頸線,106,20260119,5.06,20260309,6.65,20260316,5.04,-0.4,31.42,26.98,-3.76,23.87,23.08,275.0,521.0,1.89,12,15,2.0,,False,20260515,44.58,0.2,37.22,0.57,中大戶/超大戶同步增加
20260515,2369,菱生,listed,29.7,7721.0,W底右側攻擊增強,接近頸線,106,20260206,24.25,20260303,29.85,20260309,24.5,1.03,23.09,21.22,-0.5,11.99,17.16,12594.0,23676.0,1.88,5,20,3.63,,False,20260515,31.74,-2.22,27.89,-1.72,大戶籌碼減少
20260515,3062,建漢,listed,27.45,5702.0,W底右側攻擊增強,接近頸線,106,20260109,22.85,20260126,27.8,20260210,23.75,3.94,21.66,15.58,-1.26,15.27,15.34,7058.0,12984.0,1.84,4,23,7.18,,False,20260515,24.49,-2.58,17.51,-1.64,大戶籌碼減少
20260515,6781,AES-KY,listed,1160.0,1700.0,W底右側攻擊增強,接近頸線,106,20260309,935.0,20260326,1175.0,20260402,957.0,2.35,25.67,21.21,-1.28,10.26,21.21,1226.0,2074.0,1.69,4,9,1.88,,False,20260515,71.56,-0.51,69.91,0.0,變化不明顯
20260515,8215,明基材,listed,27.15,5595.0,W底右側攻擊增強,已突破頸線,106,20260203,19.0,20260205,22.15,20260309,19.05,0.26,16.58,42.52,22.57,9.45,40.67,2932.0,4755.0,1.62,1,18,14.0,,False,20260515,52.73,-1.08,49.89,-0.23,大戶籌碼減少
20260515,2316,楠梓電,listed,129.5,7841.0,W底右側攻擊增強,已突破頸線,106,20260206,90.3,20260226,112.5,20260313,88.0,-2.55,24.58,47.16,15.11,17.8,41.68,5694.0,8264.0,1.45,5,17,6.33,,False,20260515,64.56,0.28,58.49,-0.05,中大戶增加
20260515,6196,帆宣,listed,403.5,7285.0,W底右側攻擊增強,已突破頸線,106,20260206,251.5,20260226,310.0,20260331,268.5,6.76,23.26,50.28,30.16,18.22,47.8,2598.0,3467.0,1.33,5,15,4.3,,False,20260515,72.19,0.06,67.14,0.04,中大戶/超大戶同步增加
20260515,3661,世芯-KY,listed,4605.0,2725.0,W底右側攻擊增強,已突破頸線,106,20260202,3040.0,20260303,3535.0,20260309,2980.0,-1.97,16.28,54.53,30.27,6.85,53.76,1965.0,2593.0,1.32,8,19,3.58,,False,20260515,39.48,0.21,18.46,-1.42,中大戶增加
20260515,2305,全友,listed,16.4,1994.0,W底右側攻擊增強,已突破頸線,104,20260202,12.5,20260313,15.5,20260324,13.85,10.8,24.0,18.41,5.81,10.34,13.49,1232.0,4351.0,3.53,14,14,1.94,,False,20260515,65.87,-2.15,62.25,-1.31,大戶籌碼減少
20260515,3312,弘憶股,listed,47.15,5738.0,W底右側攻擊增強,已突破頸線,104,20260309,31.5,20260318,39.0,20260331,34.35,9.05,23.81,37.26,20.9,15.93,37.26,1043.0,3308.0,3.17,3,12,12.86,,False,20260515,47.03,0.97,44.79,0.8,中大戶/超大戶同步增加
20260515,8150,南茂,listed,80.9,23694.0,W底右側攻擊增強,已突破頸線,104,20260309,56.1,20260318,66.1,20260331,53.0,-5.53,17.83,52.64,22.39,10.62,50.93,12427.0,37115.0,2.99,4,12,8.06,,False,20260515,71.74,-6.24,66.48,-5.77,大戶籌碼減少
20260515,2241,艾姆勒,listed,34.3,3589.0,W底右側攻擊增強,已突破頸線,104,20260309,27.95,20260320,32.9,20260409,27.05,-3.22,17.71,26.8,4.26,12.94,26.57,505.0,1421.0,2.82,3,11,3.9,,False,20260515,38.33,-0.19,29.95,-0.16,大戶籌碼減少
20260515,6209,今國光,listed,67.0,19369.0,W底右側攻擊增強,已突破頸線,104,20260309,51.0,20260319,61.6,20260331,48.2,-5.49,20.78,39.0,8.77,15.77,36.73,3723.0,8119.0,2.18,4,10,3.89,,False,20260515,48.8,-2.1,40.61,-3.05,大戶籌碼減少
20260515,4916,事欣科,listed,67.7,14924.0,W底右側攻擊增強,已突破頸線,104,20260309,55.2,20260319,65.5,20260407,53.2,-3.62,18.66,27.26,3.36,13.9,24.68,3989.0,7689.0,1.93,4,12,3.04,,False,20260515,36.21,0.89,30.65,0.85,中大戶/超大戶同步增加
20260515,6719,力智,listed,200.0,1430.0,W底右側攻擊增強,已突破頸線,104,20260409,157.0,20260423,184.5,20260430,170.0,8.28,17.52,17.65,8.4,11.11,17.65,633.0,1177.0,1.86,4,7,2.77,,False,20260515,50.65,-0.37,46.21,0.0,變化不明顯
20260515,3550,聯穎,listed,21.0,4371.0,W底右側攻擊增強,已突破頸線,104,20260109,14.45,20260130,18.75,20260205,15.8,9.34,29.76,32.91,12.0,14.19,23.17,3074.0,4533.0,1.47,6,24,5.84,,False,20260515,42.59,0.28,36.5,0.0,中大戶增加
20260515,2408,南亞科,listed,311.5,160442.0,W底右側攻擊增強,已突破頸線,104,20260309,210.0,20260318,288.5,20260420,202.0,-3.81,37.38,54.21,7.97,31.43,50.48,95836.0,139857.0,1.46,4,10,1.99,,False,20260515,83.14,0.98,81.16,0.93,中大戶/超大戶同步增加
20260515,2478,大毅,listed,83.5,9705.0,W底右側攻擊增強,已突破頸線,104,20260206,57.7,20260320,75.0,20260407,56.7,-1.73,29.98,47.27,11.33,17.35,42.74,3624.0,4910.0,1.35,12,14,1.26,,False,20260515,59.15,1.12,49.79,3.15,中大戶/超大戶同步增加
20260515,6139,亞翔,listed,693.0,6688.0,W底右側攻擊增強,已突破頸線,104,20260309,477.5,20260325,672.0,20260407,513.0,7.43,40.73,35.09,3.12,30.8,34.04,4141.0,5181.0,1.25,8,10,2.29,,False,20260515,69.44,-0.24,59.21,-1.23,大戶籌碼減少
20260515,6706,惠特,listed,158.5,5086.0,W底右側攻擊增強,已突破頸線,104,20260204,107.0,20260303,144.0,20260323,113.5,6.07,34.58,39.65,10.07,17.32,39.04,7887.0,8877.0,1.13,7,13,1.5,,False,20260515,33.5,-3.12,18.11,-6.82,大戶籌碼減少
20260515,8996,高力,listed,1040.0,2137.0,W底右側攻擊增強,已突破頸線,104,20260206,738.0,20260320,1005.0,20260324,738.0,0.0,36.18,40.92,3.48,13.45,34.72,2918.0,3274.0,1.12,10,14,1.58,,False,20260515,52.71,-0.67,33.2,-2.1,大戶籌碼減少
20260515,5285,界霖,listed,74.2,2496.0,W底右側攻擊增強,已突破頸線,102,20260330,46.35,20260422,59.0,20260427,51.1,10.25,27.29,45.21,25.76,20.17,40.0,319.0,1529.0,4.8,9,10,1.32,,False,20260515,63.34,1.21,53.24,-0.66,中大戶增加
20260515,7711,永擎,listed,383.0,1363.0,W底右側攻擊增強,已突破頸線,102,20260113,250.0,20260326,292.5,20260331,254.0,1.6,17.0,50.79,30.94,11.55,50.79,458.0,1144.0,2.5,15,13,2.3,,False,20260515,61.7,0.02,56.87,0.0,中大戶增加
20260515,6271,同欣電,listed,177.0,5753.0,W底右側攻擊增強,已突破頸線,102,20260309,143.5,20260318,164.0,20260331,140.0,-2.44,14.29,26.43,7.93,12.2,25.98,4344.0,7751.0,1.78,3,12,5.0,,False,20260515,47.24,0.94,38.16,-0.33,中大戶增加
20260515,2357,華碩,listed,641.0,6805.0,W底右側攻擊增強,已突破頸線,102,20260323,560.0,20260423,619.0,20260430,581.0,3.75,10.54,10.33,3.55,6.22,10.33,3870.0,6700.0,1.73,7,7,1.96,,False,20260515,72.15,0.75,62.38,0.45,中大戶/超大戶同步增加
20260515,2548,華固,listed,126.5,1380.0,W底右側攻擊增強,已突破頸線,102,20260202,105.0,20260306,116.0,20260309,109.0,3.81,10.48,16.06,9.05,8.02,12.95,1185.0,1912.0,1.61,9,23,2.7,,False,20260515,58.17,-0.2,44.98,-0.39,大戶籌碼減少
20260515,4976,佳凌,listed,30.5,2100.0,W底右側攻擊增強,已突破頸線,102,20260309,27.4,20260320,30.4,20260402,27.1,-1.09,10.95,12.55,0.33,5.33,12.55,438.0,684.0,1.56,5,11,3.49,,False,20260515,32.92,0.48,27.1,0.13,中大戶/超大戶同步增加
20260515,3034,聯詠,listed,466.5,8911.0,W底右側攻擊增強,已突破頸線,102,20260206,352.0,20260226,393.0,20260309,353.5,0.43,11.65,31.97,18.7,7.67,23.09,3639.0,5522.0,1.52,5,25,9.85,,False,20260515,70.37,0.97,59.14,0.43,中大戶/超大戶同步增加
20260515,2498,宏達電,listed,45.3,71302.0,W底右側攻擊增強,已突破頸線,102,20260309,39.25,20260311,44.75,20260423,39.3,0.13,14.01,15.27,1.23,8.29,13.25,8910.0,12805.0,1.44,3,6,4.06,,False,20260515,40.7,0.19,35.59,0.14,中大戶/超大戶同步增加
20260515,6770,力積電,listed,62.8,356822.0,W底右側攻擊增強,已突破頸線,102,20260331,52.4,20260423,59.1,20260424,51.6,-1.53,12.79,21.71,6.26,-0.38,18.71,132088.0,188317.0,1.43,4,5,1.51,,False,20260515,43.68,-3.42,39.48,-3.61,大戶籌碼減少
20260515,2882,國泰金,listed,77.9,54795.0,W底右側攻擊增強,已突破頸線,102,20260309,67.3,20260318,74.3,20260330,69.1,2.67,10.4,12.74,4.85,4.86,10.65,22495.0,30888.0,1.37,4,19,5.35,,False,20260515,85.26,-0.03,82.8,0.0,變化不明顯
20260515,6226,光鼎,listed,11.7,1187.0,W底右側攻擊增強,已突破頸線,100,20260202,8.58,20260204,9.49,20260309,8.09,-5.71,10.61,44.62,23.29,9.08,42.86,477.0,2829.0,5.93,1,21,11.78,,False,20260515,22.4,-0.04,15.49,0.0,變化不明顯
20260515,2495,普安,listed,35.15,3408.0,W底右側攻擊增強,已突破頸線,100,20260206,30.0,20260225,33.55,20260309,28.25,-5.83,11.83,24.42,4.77,3.41,20.38,3404.0,11291.0,3.32,3,19,16.48,,False,20260515,50.16,-3.29,45.37,-2.69,大戶籌碼減少
20260515,3036,文曄,listed,270.0,15103.0,W底右側攻擊增強,已突破頸線,100,20260331,213.5,20260414,238.0,20260424,197.0,-7.73,11.48,37.06,13.45,4.84,35.68,6998.0,14276.0,2.04,1,6,6.0,,False,20260515,89.3,0.18,84.86,0.57,中大戶/超大戶同步增加
20260515,8112,至上,listed,81.6,20084.0,W底右側攻擊增強,已突破頸線,100,20260206,66.9,20260223,76.2,20260309,63.5,-5.08,13.9,28.5,7.09,7.64,14.13,12340.0,23688.0,1.92,2,20,12.61,,False,20260515,41.47,-4.86,36.85,-5.16,大戶籌碼減少
20260515,6005,群益證,listed,31.25,12913.0,W底右側攻擊增強,接近頸線,100,20260206,27.75,20260226,32.2,20260420,27.4,-1.26,16.04,14.05,-2.95,15.26,10.82,10455.0,19754.0,1.89,5,8,2.07,,False,20260515,74.79,-0.2,71.32,-0.15,大戶籌碼減少
20260515,8103,瀚荃,listed,103.0,2617.0,W底右側攻擊增強,已突破頸線,100,20260309,82.4,20260318,90.8,20260331,77.1,-6.43,10.19,33.59,13.44,6.8,32.22,1838.0,3444.0,1.87,4,15,9.43,,False,20260515,51.34,-2.06,33.36,-4.09,大戶籌碼減少
20260515,3413,京鼎,listed,325.5,6509.0,W底右側攻擊增強,已突破頸線,100,20260202,276.5,20260226,325.0,20260323,291.0,5.24,17.54,11.86,0.15,12.86,9.6,1742.0,2334.0,1.34,5,16,4.56,,False,20260515,44.54,2.66,35.89,2.06,中大戶/超大戶同步增加
20260515,1504,東元,listed,69.4,18945.0,W底右側攻擊增強,已突破頸線,98,20260407,58.5,20260423,64.7,20260427,59.9,2.39,10.6,15.86,7.26,4.43,13.77,9679.0,22459.0,2.32,5,4,4.0,,False,20260515,73.55,-0.42,70.11,-0.58,大戶籌碼減少
20260515,8210,勤誠,listed,1410.0,1671.0,W底右側攻擊增強,已突破頸線,98,20260112,902.0,20260205,1085.0,20260421,992.0,9.98,20.29,42.14,29.95,19.1,38.24,2535.0,3865.0,1.52,9,10,1.91,,False,20260515,73.21,1.49,62.94,1.62,中大戶/超大戶同步增加
20260515,2855,統一證,listed,40.8,8723.0,W底右側攻擊增強,已突破頸線,98,20260309,28.5,20260318,34.15,20260413,30.85,8.25,19.82,32.25,19.47,15.7,31.61,6683.0,9249.0,1.38,6,15,3.53,,False,20260515,77.23,-0.49,72.15,-0.41,大戶籌碼減少
20260515,5243,乙盛-KY,listed,102.5,4399.0,W底右側攻擊增強,已突破頸線,98,20260109,76.5,20260129,92.8,20260202,80.4,5.1,21.31,27.49,10.45,9.76,26.39,3479.0,4349.0,1.25,7,26,4.2,,False,20260515,61.82,-0.58,54.48,-1.08,大戶籌碼減少
20260515,6669,緯穎,listed,5115.0,2347.0,W底右側攻擊增強,已突破頸線,98,20260121,3565.0,20260303,4320.0,20260309,3815.0,7.01,21.18,34.08,18.4,14.98,30.15,1933.0,2331.0,1.21,7,21,5.12,,False,20260515,64.24,-1.13,53.41,-1.96,大戶籌碼減少
20260515,1514,亞力,listed,116.5,5144.0,W底右側攻擊增強,接近頸線,96,20260309,108.0,20260318,120.5,20260430,109.5,1.39,11.57,6.39,-3.32,7.66,5.91,2661.0,7588.0,2.85,3,3,2.27,,False,20260515,44.25,-1.04,35.77,-1.31,大戶籌碼減少
20260515,3694,海華,listed,59.0,3303.0,W底右側攻擊增強,接近頸線,96,20260309,53.2,20260318,59.5,20260407,53.2,0.0,11.84,10.9,-0.84,7.92,10.69,940.0,1353.0,1.44,2,7,7.67,,False,20260515,61.05,-0.64,56.83,-0.55,大戶籌碼減少
20260515,4968,立積,listed,111.5,1196.0,W底右側攻擊增強,接近頸線,96,20260310,102.5,20260320,115.5,20260331,100.5,-1.95,12.68,10.95,-3.46,8.65,10.4,1369.0,1959.0,1.43,2,12,3.29,,False,20260515,15.01,-0.77,9.98,0.07,超大戶增加
20260515,2883,凱基金,listed,21.85,56055.0,W底右側攻擊增強,已突破頸線,96,20260323,19.4,20260408,21.5,20260424,20.05,3.35,10.82,8.98,1.63,7.83,7.64,43654.0,59735.0,1.37,6,9,2.03,,False,20260515,66.62,0.04,62.69,0.08,中大戶/超大戶同步增加
20260515,2105,正新,listed,32.4,15480.0,W底右側攻擊增強,已突破頸線,96,20260107,28.75,20260120,32.2,20260223,29.5,2.61,12.0,9.83,0.62,6.69,4.68,13361.0,18085.0,1.35,8,24,4.12,,False,20260515,80.71,0.01,78.11,0.0,中大戶增加
20260515,2027,大成鋼,listed,39.85,47747.0,W底右側攻擊增強,接近頸線,96,20260309,35.75,20260330,40.2,20260427,35.9,0.42,12.45,11.0,-0.87,-0.27,9.48,22810.0,30368.0,1.33,5,7,2.55,,False,20260515,70.22,1.12,66.46,1.42,中大戶/超大戶同步增加
20260515,1560,中砂,listed,642.0,2485.0,W底右側攻擊增強,已突破頸線,96,20260119,413.5,20260226,543.0,20260309,443.0,7.13,31.32,44.92,18.23,24.02,42.35,2872.0,2841.0,0.99,8,23,1.9,,False,20260515,67.02,0.8,51.36,1.09,中大戶/超大戶同步增加
20260515,3665,貿聯-KY,listed,2095.0,10274.0,W底右側攻擊增強,已突破頸線,96,20260112,1380.0,20260306,1785.0,20260310,1490.0,7.97,29.35,40.6,17.37,26.88,33.87,4198.0,3713.0,0.88,16,18,2.0,,False,20260515,61.52,-0.09,44.06,-0.39,大戶籌碼減少
20260515,3715,定穎投控,listed,175.0,15836.0,W底右側攻擊增強,已突破頸線,96,20260120,129.0,20260205,161.5,20260223,139.0,7.75,25.19,25.9,8.36,14.83,24.56,43683.0,32590.0,0.75,6,21,4.75,,False,20260515,35.44,-1.92,27.82,-1.98,大戶籌碼減少
20260515,4989,榮科,listed,87.7,8867.0,W底右側攻擊增強,已突破頸線,96,20260309,61.4,20260319,77.3,20260330,62.0,0.98,25.9,41.45,13.45,20.36,35.34,39153.0,15653.0,0.4,5,12,3.54,,False,20260515,30.15,-5.38,24.41,-5.99,大戶籌碼減少
20260515,2354,鴻準,listed,59.4,22400.0,W底右側攻擊增強,接近頸線,94,20260206,55.0,20260226,60.7,20260309,51.5,-6.36,10.36,15.34,-2.14,5.68,13.79,5285.0,11247.0,2.13,3,21,12.0,,False,20260515,45.29,-1.36,42.43,-1.43,大戶籌碼減少
20260515,6558,興能高,listed,31.35,4288.0,W底右側攻擊增強,已突破頸線,94,20260309,28.05,20260326,31.3,20260407,26.95,-3.92,11.59,16.33,0.16,1.91,16.11,467.0,769.0,1.65,3,15,6.5,,False,20260515,41.0,-0.74,38.63,0.0,變化不明顯
20260515,2449,京元電子,listed,299.5,36263.0,W底右側攻擊增強,右側攻擊中,94,20260309,256.5,20260319,328.0,20260402,255.5,-0.39,27.88,17.22,-8.69,16.18,15.64,22683.0,35649.0,1.57,5,10,1.74,,False,20260515,64.06,-5.64,56.9,-5.6,大戶籌碼減少
20260515,6854,錼創科技-KY創,listed,148.5,1002.0,W底右側攻擊增強,右側攻擊中,94,20260113,119.0,20260226,157.0,20260309,122.0,2.52,31.93,21.72,-5.41,22.67,16.93,748.0,1176.0,1.57,12,21,1.66,,False,20260515,66.29,-0.06,55.08,-0.01,大戶籌碼減少
20260515,2108,南帝,listed,27.0,1517.0,W底右側攻擊增強,接近頸線,94,20260112,23.55,20260225,27.85,20260309,23.85,1.27,18.26,13.21,-3.05,12.32,12.03,1322.0,2011.0,1.52,13,16,1.71,,False,20260515,69.74,0.37,64.32,0.42,中大戶/超大戶同步增加
20260515,6282,康舒,listed,49.6,20295.0,W底右側攻擊增強,右側攻擊中,94,20260309,41.8,20260318,55.0,20260407,42.5,1.67,31.58,16.71,-9.82,22.51,16.16,22917.0,34376.0,1.5,4,12,4.81,,False,20260515,45.48,1.41,41.87,1.84,中大戶/超大戶同步增加
20260515,2030,彰源,listed,17.3,2721.0,W底右側攻擊增強,已突破頸線,94,20260310,15.3,20260330,17.25,20260331,15.7,2.61,12.75,10.19,0.29,5.18,9.84,1058.0,1492.0,1.41,3,9,1.37,,False,20260515,46.63,1.7,42.2,0.83,中大戶/超大戶同步增加
20260515,3044,健鼎,listed,477.5,6953.0,W底右側攻擊增強,已突破頸線,94,20260309,348.5,20260313,392.0,20260331,337.0,-3.3,12.48,41.69,21.81,6.29,41.06,4231.0,5976.0,1.41,3,16,4.03,,False,20260515,81.48,-0.12,71.27,-0.46,大戶籌碼減少
20260515,5269,祥碩,listed,1455.0,3184.0,W底右側攻擊增強,已突破頸線,94,20260206,1195.0,20260306,1360.0,20260309,1160.0,-2.93,13.81,25.43,6.99,4.05,19.26,1351.0,1739.0,1.29,5,18,4.16,,False,20260515,56.62,-1.71,53.59,-0.66,大戶籌碼減少
20260515,2540,愛山林,listed,58.2,6366.0,W底右側攻擊增強,已突破頸線,94,20260112,45.25,20260122,50.3,20260408,47.3,4.53,11.16,23.04,15.71,7.73,21.63,1307.0,1567.0,1.2,9,16,3.19,,False,20260515,90.62,0.09,88.63,0.02,中大戶/超大戶同步增加
20260515,9939,宏全,listed,125.0,3190.0,W底右側攻擊增強,已突破頸線,94,20260413,108.5,20260420,120.0,20260508,109.5,0.92,10.6,14.16,4.17,7.21,12.11,2359.0,2826.0,1.2,2,4,2.33,,False,20260515,59.83,1.4,49.88,1.93,中大戶/超大戶同步增加
20260515,2347,聯強,listed,82.4,4320.0,W底右側攻擊增強,已突破頸線,94,20260121,63.6,20260226,71.9,20260309,67.0,5.35,13.05,22.99,14.6,11.13,20.29,5062.0,5967.0,1.18,11,19,2.78,,False,20260515,88.53,0.0,84.98,-0.08,變化不明顯
20260515,2382,廣達,listed,306.0,66014.0,W底右側攻擊增強,已突破頸線,94,20260108,272.0,20260226,302.0,20260331,278.0,2.21,11.03,10.07,1.32,6.78,9.87,20004.0,22844.0,1.14,8,13,1.82,,False,20260515,86.17,0.09,82.02,-0.09,中大戶增加
20260515,3717,聯嘉投控,listed,22.15,1121.0,W底右側攻擊增強,已突破頸線,92,20260204,16.95,20260320,20.4,20260320,18.65,10.03,20.35,18.77,8.58,16.91,10.47,829.0,2336.0,2.82,11,13,2.01,,False,20260515,46.38,-0.22,35.72,-0.07,大戶籌碼減少
20260515,2317,鴻海,listed,248.5,138413.0,W底右側攻擊增強,接近頸線,92,20260121,219.0,20260226,253.5,20260417,203.5,-7.08,15.75,22.11,-1.97,10.96,20.63,67332.0,99635.0,1.48,6,8,1.57,,False,20260515,69.39,0.17,66.71,0.19,中大戶/超大戶同步增加
20260515,3055,蔚華科,listed,103.0,5748.0,W底右側攻擊增強,已突破頸線,90,20260108,69.4,20260422,90.0,20260427,73.0,5.19,29.68,41.1,14.44,20.57,34.82,550.0,4016.0,7.3,26,6,0.5,,False,20260515,68.78,-0.32,61.33,-1.92,大戶籌碼減少
20260515,9105,泰金寶-DR,listed,5.69,16640.0,W底右側攻擊增強,接近頸線,90,20260309,5.26,20260318,5.95,20260413,5.32,1.14,13.12,6.95,-4.37,11.05,6.55,11334.0,23256.0,2.05,6,10,1.89,,False,20260515,30.13,-0.2,16.96,-0.38,大戶籌碼減少
20260515,1536,和大,listed,51.4,2809.0,W底右側攻擊增強,接近頸線,90,20260407,47.1,20260415,52.9,20260423,48.35,2.65,12.31,6.31,-2.84,8.05,3.84,1539.0,2819.0,1.83,3,6,2.28,,False,20260515,35.29,0.37,29.11,-0.54,中大戶增加
20260515,3596,智易,listed,183.5,2724.0,W底右側攻擊增強,接近頸線,90,20260113,170.0,20260123,188.5,20260206,174.0,2.35,10.88,5.46,-2.65,7.65,2.51,1257.0,2270.0,1.81,3,26,6.88,,False,20260515,72.49,-0.51,61.95,0.23,超大戶增加
