date,ticker,name,market,close,volume_lots,pattern,pattern_stage,pattern_score,a_date,a_low,b_date,neckline,c_date,c_low,second_low_gap_pct,rebound_from_a_pct,current_from_c_pct,distance_to_neckline_pct,attack1_gain_pct,attack2_gain_pct,attack1_avg_volume_lots,attack2_avg_volume_lots,volume_ratio_2_vs_1,attack1_red_count,attack2_red_count,red_body_ratio_2_vs_1,industry,is_mainstream,tdcc_date,tdcc_over_400_pct,tdcc_over_400_change,tdcc_over_1000_pct,tdcc_over_1000_change,tdcc_judge,stage_order
20260521,1815,富喬,TPEX,101.5,12471.0,W底右側攻擊增強・預備發動,預備發動型,130,20260309,95.4,20260320,117.0,20260331,95.0,-0.42,22.64,6.84,-13.25,5.05,5.95,16495.0,55560.0,3.37,6,11,3.31,電子零組件業,True,20260522,35.3,-0.85,32.35,-0.67,大戶籌碼減少,1
20260521,1304,台聚,TWSE,12.25,4599.0,W底右側攻擊增強・預備發動,預備發動型,130,20260113,11.05,20260127,13.0,20260203,10.95,-0.9,17.65,11.87,-5.77,6.96,10.86,7977.0,19815.0,2.48,4,25,5.73,塑膠工業,False,20260522,60.1,0.11,57.23,0.18,中大戶/超大戶同步增加,1
20260521,2337,旺宏,TWSE,141.0,96638.0,W底右側攻擊增強・預備發動,預備發動型,130,20260327,115.5,20260414,162.0,20260420,118.0,2.16,40.26,19.49,-12.96,24.4,17.01,82254.0,189453.0,2.3,6,10,2.93,半導體業,True,20260522,46.41,-6.36,41.45,-6.51,大戶籌碼減少,1
20260521,1447,力鵬,TWSE,5.9,2553.0,W底右側攻擊增強・預備發動,預備發動型,130,20260113,5.05,20260128,6.4,20260513,4.9,-2.97,26.73,20.41,-7.81,11.2,20.41,1932.0,4242.0,2.2,5,6,1.49,紡織纖維,False,20260522,71.23,0.92,66.69,1.24,中大戶/超大戶同步增加,1
20260521,1305,華夏,TWSE,12.5,1854.0,W底右側攻擊增強・預備發動,預備發動型,130,20260122,11.55,20260128,13.3,20260206,11.25,-2.6,15.15,11.11,-6.02,6.72,8.7,6278.0,13594.0,2.17,2,25,16.21,塑膠工業,False,20260522,51.18,0.35,47.82,0.28,中大戶/超大戶同步增加,1
20260521,7788,松川精密,TWSE,185.0,1276.0,W底右側攻擊增強・預備發動,預備發動型,130,20260223,160.5,20260225,195.0,20260506,163.0,1.56,21.5,13.5,-5.13,12.57,12.8,821.0,1516.0,1.85,2,7,3.17,電子零組件業,True,20260522,77.77,1.46,62.65,1.14,中大戶/超大戶同步增加,1
20260521,2419,仲琦,TWSE,30.7,1545.0,W底右側攻擊增強・預備發動,預備發動型,124,20260210,26.9,20260303,32.8,20260309,27.55,2.42,21.93,11.43,-6.4,9.24,6.6,3365.0,7980.0,2.37,4,23,3.4,通信網路業,True,20260522,64.85,-0.12,62.24,-0.34,大戶籌碼減少,1
20260521,2359,所羅門,TWSE,134.0,3362.0,W底右側攻擊增強・預備發動,預備發動型,122,20260113,128.0,20260129,149.0,20260508,118.0,-7.81,16.41,13.56,-10.07,7.03,12.13,3077.0,6822.0,2.22,4,5,2.09,其他電子業,True,20260522,45.54,0.04,38.18,-0.11,中大戶增加,1
20260521,3701,大眾控,TWSE,54.8,2495.0,W底右側攻擊增強・預備發動,預備發動型,122,20260106,49.0,20260116,62.5,20260126,51.0,4.08,27.55,7.45,-12.32,14.69,4.78,4070.0,8785.0,2.16,5,24,6.79,電腦及週邊設備業,True,20260522,73.7,-0.02,70.71,0.04,超大戶增加,1
20260521,1905,華紙,TWSE,12.1,2952.0,W底右側攻擊增強・預備發動,預備發動型,118,20260119,12.15,20260224,13.25,20260304,11.55,-4.94,9.05,4.76,-8.68,0.79,4.76,2675.0,7198.0,2.69,5,16,6.38,造紙工業,False,20260522,71.48,-0.33,69.13,0.02,超大戶增加,1
20260521,3689,湧德,TPEX,121.0,1696.0,W底右側攻擊增強・預備發動,預備發動型,118,20260206,107.5,20260319,128.5,20260331,105.5,-1.86,19.53,14.69,-5.84,11.71,14.15,3230.0,5432.0,1.68,11,15,1.43,電子零組件業,True,20260522,23.12,-1.58,12.56,0.0,變化不明顯,1
20260521,6191,精成科,TWSE,95.5,5789.0,W底右側攻擊增強・預備發動,預備發動型,118,20260309,88.3,20260318,102.5,20260331,88.1,-0.23,16.08,8.4,-6.83,10.93,8.4,6276.0,9414.0,1.5,5,11,2.88,電子零組件業,True,20260522,54.69,-0.34,50.46,-0.07,大戶籌碼減少,1
20260521,1313,聯成,TWSE,10.65,1674.0,W底右側攻擊增強・預備發動,預備發動型,116,20260113,10.0,20260128,11.8,20260206,10.0,0.0,18.0,6.5,-9.75,9.57,4.93,5014.0,10955.0,2.18,6,22,5.15,塑膠工業,False,20260522,66.45,0.13,62.28,0.0,中大戶增加,1
20260521,5452,佶優,TPEX,32.8,1802.0,W底右側攻擊增強・預備發動,預備發動型,116,20260202,28.6,20260303,37.4,20260309,30.15,5.42,30.77,8.79,-12.3,16.78,5.3,2683.0,4173.0,1.56,6,19,1.89,其他電子業,True,20260522,43.39,0.49,38.82,0.21,中大戶/超大戶同步增加,1
20260521,2338,光罩,TWSE,52.8,10738.0,W底右側攻擊增強・預備發動,預備發動型,116,20260126,39.45,20260303,59.4,20260310,42.8,8.49,50.57,23.36,-11.11,34.25,18.92,4844.0,6922.0,1.43,7,16,3.12,半導體業,True,20260522,48.62,1.61,43.52,2.82,中大戶/超大戶同步增加,1
20260521,2449,京元電子,TWSE,286.0,22236.0,W底右側攻擊增強・預備發動,預備發動型,116,20260109,252.0,20260225,333.0,20260309,256.5,1.79,32.14,11.5,-14.11,21.44,5.15,21739.0,29548.0,1.36,14,19,2.08,半導體業,True,20260522,62.44,-1.62,56.07,-0.83,大戶籌碼減少,1
20260521,4903,聯光通,TPEX,45.3,1906.0,W底右側攻擊增強・預備發動,預備發動型,116,20260126,37.15,20260303,48.15,20260309,36.9,-0.67,29.61,22.76,-5.92,16.6,12.55,6514.0,7989.0,1.23,10,24,2.22,通信網路業,True,20260522,45.97,-0.73,41.4,-0.59,大戶籌碼減少,1
20260521,5498,凱崴,TPEX,62.7,4353.0,W底右側攻擊增強・預備發動,預備發動型,116,20260309,55.1,20260319,67.9,20260324,54.1,-1.81,23.23,15.9,-7.66,13.97,15.05,12205.0,14418.0,1.18,3,15,3.26,電子零組件業,True,20260522,33.43,-1.63,30.25,-0.64,大戶籌碼減少,1
