Date,SecuritiesCompanyCode,CompanyName,AccumulationSituation
20260603,15952,川寶二,115年06月02日至115年06月03日連續二次
20260603,3288,點晶,115年06月02日至115年06月03日連續二次
20260603,3523,迎輝,115年06月02日至115年06月03日連續二次
20260603,4707,磐亞,115年06月02日至115年06月03日連續二次
20260603,6654,天正國際,115年06月02日至115年06月03日連續二次
20260603,8358,金居,115年05月29日至115年06月03日連續四次115年05月22日至115年06月03日等九個營業日已有五次
