Date,SecuritiesCompanyCode,CompanyName,AccumulationSituation
20260605,3114,好德,115年06月04日至115年06月05日連續二次
20260605,5426,振發,115年06月04日至115年06月05日連續二次
20260605,6207,雷科,115年06月04日至115年06月05日連續二次
20260605,6548,長科*,115年06月04日至115年06月05日連續二次
20260605,76101,聯友金屬一創,115年06月04日至115年06月05日連續二次
20260605,8085,福華,115年06月04日至115年06月05日連續二次
20260605,8277,商丞,115年06月04日至115年06月05日連續二次
20260605,8291,尚茂,115年06月04日至115年06月05日連續二次
