Date,SecuritiesCompanyCode,CompanyName,TradingInformation,ClosePrice,PriceEarningRatio
1150528,1570,力肯,最近六個營業日(含當日)累積之最後成交價漲幅達33.18%(第一款),52.30,134.10
1150528,2061,風青,最近六個營業日(含當日)累積之最後成交價漲幅達41.02%(第一款),33.00,N/A
1150528,24642,盟立二,最近六個營業日(含當日)累積之最後成交價漲幅達30.32%(第一款),212.00,N/A
1150528,3131,弘塑,最近六個營業日(含當日)累積之最後成交價漲幅達35.38%(第一款)當日週轉率達6.52%(第四款),3635.00,69.19
1150528,31311,弘塑一,最近六個營業日(含當日)累積之最後成交價漲幅達34.38%(第一款),208.00,N/A
1150528,31312,弘塑二,最近六個營業日(含當日)累積之最後成交價漲幅達32.34%(第一款),216.00,N/A
1150528,3191,雲嘉南,最近六個營業日(含當日)累積之最後成交價漲幅達50.66%(第一款)當日之成交量較最近六十個營業日日平均成交量放大14.63倍(第三款)富邦證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為37.28%(第五款),24.05,109.32
1150528,3485,敘豐,最近六個營業日(含當日)累積之最後成交價漲幅達35.33%(第一款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣99元(第十一款),340.00,65.76
1150528,3523,迎輝,最近六個營業日(含當日)累積之最後成交價漲幅達39.02%(第一款),14.50,N/A
1150528,4760,勤凱,最近六個營業日(含當日)累積之最後成交價漲幅達43.15%(第一款)當日週轉率達9.04%(第四款),425.50,56.43
1150528,4908,前鼎,當日本益比為120.71、股價淨值比為10.48且為其所屬產業類別股價淨值比之1.39倍、當日週轉率達6.3%、摩根大通證券公司當日賣出該有價證券之成交金額達1.41億元，且占當日該有價證券之總成交金額11.66%、單一投資人當日賣出該有價證券之成交金額達1.41億元，且占當日該有價證券之總成交金額11.66%(第六款),239.00,120.71
1150528,4923,力士,最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.82倍，當日成交量較最近六十個營業日之日平均成交量放大為12.59倍(第九款),48.85,N/A
1150528,4931,新盛力,最近六個營業日(含當日)之累積週轉率為115.81%，當日週轉率達17.24%(第十款),209.00,65.11
1150528,4973,廣穎,最近六個營業日(含當日)累積之最後成交價漲幅達34.96%(第一款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達255.73%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達216.49%(第二款)當日週轉率達13.45%(第四款),152.50,16.22
1150528,4979,華星光,當日本益比為109.22、股價淨值比為20.81且為其所屬產業類別股價淨值比之2.76倍、當日週轉率達6.86%(第六款),604.00,109.22
1150528,4991,環宇-KY,當日本益比為291.32、股價淨值比為19.99且為其所屬產業類別股價淨值比之3.53倍、當日週轉率達5.74%(第六款),705.00,291.32
1150528,5321,美而快,最近六個營業日(含當日)累積之最後成交價漲幅達44.42%(第一款),49.00,N/A
1150528,5386,青雲,最近六個營業日(含當日)累積之最後成交價漲幅達30.42%(第一款)當日週轉率達11.6%(第四款),575.00,11.38
1150528,5425,台半,最近六個營業日(含當日)累積之最後成交價漲幅達28.78%，當日週轉率達25.6%(第四款),114.50,53.50
1150528,5457,宣德,最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達12.55%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為8倍(第十二款),29.30,52.32
1150528,6127,九豪,最近六個營業日(含當日)之累積週轉率為206.73%，當日週轉率達40.48%(第十款),61.20,N/A
1150528,6173,信昌電,最近六個營業日(含當日)累積之最後成交價漲幅達33.51%(第一款),219.50,58.85
1150528,6182,合晶,最近六個營業日(含當日)累積之最後成交價漲幅達46.92%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達145.13%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達167.15%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達168.34%(第二款),90.70,2267.50
1150528,61827,合晶七,最近六個營業日(含當日)累積之最後成交價漲幅達31.47%(第一款),145.00,N/A
1150528,61828,合晶八,最近六個營業日(含當日)累積之最後成交價漲幅達45.54%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達123.52%(第二款),266.00,N/A
1150528,6187,萬潤,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣150元(第十一款),1240.00,82.17
1150528,6265,方土昶,最近六個營業日(含當日)之累積週轉率為81.24%，當日週轉率達12.39%(第十款),53.80,21.96
1150528,6284,佳邦,最近六個營業日(含當日)累積之最後成交價漲幅達35.97%(第一款),124.00,40.26
