Date,SecuritiesCompanyCode,CompanyName,TradingInformation,ClosePrice,PriceEarningRatio
1150528,629010,良維十,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣103元(第十一款),468.00,N/A
1150528,6291,沛亨,最近六個營業日(含當日)累積之最後成交價漲幅達36.11%(第一款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達252.94%(第二款)當日週轉率達17.21%(第四款),654.00,76.40
1150528,6411,晶焱,最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.34倍，當日成交量較最近六十個營業日之日平均成交量放大為8.88倍(第九款),111.00,36.39
1150528,6432,今展科,最近六個營業日(含當日)累積之最後成交價漲幅達29.52%，當日之成交量較最近六十個營業日日平均成交量放大5.66倍(第三款)當日週轉率達29.83%(第四款),70.00,94.59
1150528,64324,今展科四,最近六個營業日(含當日)累積之最後成交價漲幅達30.27%(第一款),213.00,N/A
1150528,6488,環球晶,最近六個營業日(含當日)累積之最後成交價漲幅達39.01%(第一款),927.00,57.19
1150528,6548,長科*,最近六個營業日(含當日)累積之最後成交價漲幅達32.33%(第一款),66.40,40.49
1150528,6570,維田,最近六個營業日(含當日)累積之最後成交價漲幅達32.03%(第一款),59.30,36.16
1150528,6603,富強鑫,最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達9.9%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為4倍(第十二款),24.55,40.25
1150528,6654,天正國際,最近六個營業日(含當日)累積之最後成交價漲幅達38.52%(第一款)當日之成交量較最近六十個營業日日平均成交量放大9.48倍(第三款),140.00,378.38
1150528,6821,聯寶,最近六個營業日(含當日)累積之最後成交價漲幅達33.98%(第一款)當日週轉率達13.02%(第四款),72.00,64.29
1150528,68211,聯寶一,最近六個營業日(含當日)累積之最後成交價漲幅達34.44%(第一款),171.00,N/A
1150528,705031,訊聯群益5A購02,最近六個營業日(含當日)累積之最後成交價漲幅達30.48%(第一款),2.88,N/A
1150528,76101,聯友金屬一創,最近六個營業日(含當日)累積之最後成交價漲幅達33.73%(第一款),153.00,N/A
1150528,7828,創新服務,最近六個營業日(含當日)累積之最後成交價漲幅達29.21%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣340元(第一款),1400.00,207.10
1150528,8042,金山電,最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達129.54%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達165.32%(第二款),151.50,48.40
1150528,8289,泰藝,最近六個營業日(含當日)累積之最後成交價漲幅達32.79%(第一款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達267.47%(第二款)當日週轉率達19.93%(第四款)凱基證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為34.21%(第五款),75.70,302.80
1150528,8291,尚茂,最近六個營業日(含當日)累積之最後成交價漲幅達59.5%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達885.18%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達786.66%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達660.86%(第二款),133.00,N/A
