Date,SecuritiesCompanyCode,CompanyName,TradingInformation,ClosePrice,PriceEarningRatio
1150605,3081,聯亞,最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達296.86%(第二款),2655.00,348.88
1150605,3114,好德,最近六個營業日(含當日)累積之最後成交價漲幅達47.08%(第一款)當日之成交量較最近六十個營業日日平均成交量放大13.6倍(第三款)當日週轉率達10.9%(第四款),44.65,16.91
1150605,3147,大綜,最近六個營業日(含當日)累積之最後成交價漲幅達48.96%(第一款)當日之成交量較最近六十個營業日日平均成交量放大9.59倍(第三款)當日週轉率達12.32%(第四款),284.50,31.86
1150605,3163,波若威,當日本益比為118.06、股價淨值比為25.73且為其所屬產業類別股價淨值比之3.23倍、當日週轉率達6.04%(第六款),1020.00,118.06
1150605,3288,點晶,最近六個營業日(含當日)累積之最後成交價漲幅達46.37%(第一款)當日之成交量較最近六十個營業日日平均成交量放大10.21倍(第三款),23.45,N/A
1150605,3362,先進光,最近六個營業日(含當日)累積之最後成交價漲幅達30.63%(第一款)當日之成交量較最近六十個營業日日平均成交量放大10.18倍(第三款)當日週轉率達11.11%(第四款),148.00,N/A
1150605,3363,上詮,當日本益比為N/A、股價淨值比為17.99且為其所屬產業類別股價淨值比之2.26倍、當日週轉率達6.43%(第六款),908.00,N/A
1150605,3491,昇達科,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣265元(第十一款),1935.00,211.71
1150605,3523,迎輝,最近六個營業日(含當日)累積之最後成交價漲幅達39.61%(第一款),20.95,N/A
1150605,3581,博磊,最近六個營業日(含當日)累積之最後成交價跌幅達30.87%(第一款)元大證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為57.87%(第五款),173.50,129.48
1150605,4542,科嶠,當日本益比為240.34、股價淨值比為11.47且為其所屬產業類別股價淨值比之2.38倍、當日週轉率達13.73%、單一投資人當日買進該有價證券之成交金額達1.33億元，且占當日該有價證券之總成交金額10.09%、單一投資人當日賣出該有價證券之成交金額達2.16億元，且占當日該有價證券之總成交金額16.37%(第六款),286.00,240.34
1150605,4707,磐亞,最近六個營業日(含當日)累積之最後成交價漲幅達31.45%(第一款),20.00,21.51
1150605,4931,新盛力,最近六個營業日(含當日)之累積週轉率為132.09%，當日週轉率達20.58%(第十款),242.50,75.55
1150605,49311,新盛力一,最近六個營業日(含當日)累積之最後成交價漲幅達30.78%(第一款),182.00,N/A
1150605,4939,亞電,最近六個營業日(含當日)累積之最後成交價漲幅達28.02%，當日週轉率達18.38%(第四款)凱基證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為38.15%(第五款),59.70,N/A
1150605,5274,信驊,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣1445元(第十一款),17505.00,148.52
1150605,5425,台半,最近六個營業日(含當日)之累積週轉率為85.82%，當日週轉率達9.45%(第十款),101.00,47.20
1150605,5426,振發,最近六個營業日(含當日)累積之最後成交價漲幅達49.65%(第一款)當日之成交量較最近六十個營業日日平均成交量放大19.34倍(第三款)當日週轉率達7.88%(第四款)凱基證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為41.83%(第五款),29.95,76.79
1150605,5536,聖暉*,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣137元(第十一款),1130.00,31.39
1150605,5701,劍湖山,最近六個營業日(含當日)累積之最後成交價漲幅達59.67%(第一款)當日之成交量較最近六十個營業日日平均成交量放大33.52倍(第三款)當日週轉率達6%(第四款),6.43,N/A
1150605,5864,致和證,最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達187.39%(第二款),53.60,7.61
1150605,60152,宏遠證二,最近六個營業日(含當日)累積之最後成交價漲幅達23.31%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣43元(第一款),225.00,N/A
1150605,6180,橘子,最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達12.13%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為4倍(第十二款),43.70,N/A
1150605,6187,萬潤,最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達197.87%(第二款),1120.00,74.22
1150605,6207,雷科,最近六個營業日(含當日)累積之最後成交價漲幅達33.68%(第一款)當日之成交量較最近六十個營業日日平均成交量放大5.63倍(第三款)當日週轉率達67.98%(第四款),144.50,229.37
1150605,62075,雷科五,最近六個營業日(含當日)累積之最後成交價漲幅達36.38%(第一款),287.00,N/A
1150605,62076,雷科六,最近六個營業日(含當日)累積之最後成交價漲幅達35.42%(第一款),296.00,N/A
1150605,6217,中探針,當日本益比為N/A、股價淨值比為9.8且為其所屬產業類別股價淨值比之2.04倍、當日週轉率達6.81%(第六款),254.00,N/A
1150605,6263,普萊德,最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達14.18%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為9倍(第十二款),166.50,20.01
