Date,SecuritiesCompanyCode,CompanyName,AccumulationSituation
20260601,3191,雲嘉南,115年05月29日至115年06月01日連續二次
20260601,47602,勤凱二,115年05月29日至115年06月01日連續二次
20260601,4979,華星光,115年05月27日至115年06月01日連續四次
20260601,6147,頎邦,115年05月29日至115年06月01日連續二次
20260601,704710,精材元大58購03,115年05月29日至115年06月01日連續二次
