Code,Name,RecentlyMetAttentionSecuritiesCriteria
1312,國喬,115年6月3日至115年6月4日連續二次
2351,順德,115年5月25日至115年6月4日等九個營業日已有五次
3149,正達,115年6月1日至115年6月4日連續四次
1718,中纖,115年6月3日至115年6月4日連續二次
2491,吉祥全,115年6月3日至115年6月4日連續二次
6442,光聖,115年5月25日至115年6月4日等九個營業日已有五次
9110,越南控-DR,115年6月1日至115年6月4日連續四次
4807,日成-KY,115年6月3日至115年6月4日連續二次
