generated_at,model_id,artifact_version,cutoff_date,v2_source_commit,v3_source_commit,v2_manifest_bytes_sha256,v2_detail_bytes_sha256,cutoff_monthly_semantic_sha256,old_price_stock_count,new_price_stock_count,old_price_row_count,new_price_row_count,old_episode_count,new_episode_count,historical_availability_status,candidate_status,research_only,formal_model_use_allowed,promotion_evidence_allowed,pdf_consumption_allowed,production_change,v2_price_tree_oid,v2_monthly_revenue_bytes_sha256,v2_monthly_resolution_bytes_sha256,v2_price_resolution_bytes_sha256,v3_price_tree_oid,v3_monthly_revenue_bytes_sha256,v3_monthly_resolution_bytes_sha256,v3_price_resolution_bytes_sha256,detail_bytes_sha256,price_diff_bytes_sha256,episode_diff_bytes_sha256,comparison_bytes_sha256,report_bytes_sha256
2026-09-23T11:56:37.060949+08:00,revenue_unreacted_range,source_snapshot_projection_v3_20260923,20260713,4bcaa07123ef4a000c187dc2f19caefbec4cf252,231d2e279a99a89f1888ece0361ea64d45f69ecd,e09bb01dd24c1069b0e84dd7de778a822ddaf53b7a550e1602927c27c1d93a5f,d925cf20ede112c6ddce22e2201195ab4a149ee13c1e05d5750cccacef7430d2,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,1972,1972,475067,504325,19565,20430,current_version_replay_not_first_publication_PIT,not_adopted_pending_review,true,false,false,false,false,680eac76dd2a2dd006946b04a84867bac886e658,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,a24c895c387184e551d253c81b5d410e7f26c3611c8ebc6078465ec8a870ed59,d93af58bb52d60ef25c4c56c123c305d9e6e112a2e6d97b9c1dd8124eb01b2c1,283008e74c8be87b2a15829b760e25b547f9ef9c,82e5a7fac0a5128e6affc5bcc7f8cac7f8009e644a4a165b07c745e75ddb3b94,a24c895c387184e551d253c81b5d410e7f26c3611c8ebc6078465ec8a870ed59,d93af58bb52d60ef25c4c56c123c305d9e6e112a2e6d97b9c1dd8124eb01b2c1,fad447e45ba84f9767cd3a317a3ce0ea9e930f434370788e407294ef57792972,f162f4e68549089a2540bc1f5bd70c11dbcc5d23635219eca4783fc2bb454d74,6622b8469da4ed9349a790bc4f3716e19170be31e385f58e081ca3db8fdd1f54,b06b8de1525f3196a0fb3899fe88871cfec1500a60e7c49c319296035a6faafc,5c5e58123408ab2ea087302767696f60ec6d7c40c0f9be4f860822402e92cb9c
