date,stock_id,found,stock_name,market,open,high,low,close,volume,trading_value
20240401,2330,True,台積電,TWSE,783.0,783.0,769.0,770.0,22348250,17301753062
20240402,2330,True,台積電,TWSE,784.0,790.0,783.0,790.0,42219075,33230356267
20240403,2330,True,台積電,TWSE,783.0,785.0,778.0,780.0,32909892,25719094412
20240408,2330,True,台積電,TWSE,789.0,792.0,783.0,783.0,40567580,31925988285
20240409,2330,True,台積電,TWSE,795.0,820.0,792.0,819.0,61642573,49946542596
20240410,2330,True,台積電,TWSE,815.0,819.0,810.0,815.0,31109466,25358780514
20240411,2330,True,台積電,TWSE,811.0,820.0,811.0,820.0,27772972,22655121636
20240412,2330,True,台積電,TWSE,823.0,826.0,817.0,818.0,32473155,26663806808
20240415,2330,True,台積電,TWSE,804.0,812.0,803.0,806.0,41251141,33300372097
20240416,2330,True,台積電,TWSE,802.0,803.0,785.0,788.0,54120813,42833069476
20240417,2330,True,台積電,TWSE,798.0,808.0,793.0,804.0,36616351,29324186091
20240418,2330,True,台積電,TWSE,796.0,810.0,792.0,804.0,45765617,36684269610
20240419,2330,True,台積電,TWSE,769.0,770.0,746.0,750.0,143868560,109032970933
20240422,2330,True,台積電,TWSE,740.0,757.0,740.0,742.0,52354944,39093628250
20240423,2330,True,台積電,TWSE,761.0,761.0,752.0,754.0,32067682,24247217869
20240424,2330,True,台積電,TWSE,770.0,785.0,769.0,783.0,41652749,32458429294
20240425,2330,True,台積電,TWSE,770.0,774.0,765.0,766.0,30492037,23412746667
20240426,2330,True,台積電,TWSE,788.0,789.0,782.0,782.0,34721905,27272338208
20240429,2330,True,台積電,TWSE,790.0,795.0,787.0,795.0,30704200,24322394064
20240430,2330,True,台積電,TWSE,797.0,802.0,790.0,790.0,41627249,33118845170
