date,stock_id,found,stock_name,market,open,high,low,close,volume,trading_value
20250203,2330,True,台積電,TWSE,1065.0,1075.0,1060.0,1070.0,113031525,120769676393
20250204,2330,True,台積電,TWSE,1085.0,1100.0,1080.0,1095.0,57904652,63132252012
20250205,2330,True,台積電,TWSE,1110.0,1120.0,1105.0,1110.0,43082532,47931709801
20250206,2330,True,台積電,TWSE,1120.0,1120.0,1105.0,1115.0,33768196,37638807097
20250207,2330,True,台積電,TWSE,1110.0,1125.0,1105.0,1125.0,31107545,34745052940
20250210,2330,True,台積電,TWSE,1125.0,1125.0,1095.0,1105.0,31037109,34425517969
20250211,2330,True,台積電,TWSE,1110.0,1115.0,1100.0,1110.0,21023057,23294288731
20250212,2330,True,台積電,TWSE,1110.0,1115.0,1100.0,1100.0,26190392,28966591975
20250213,2330,True,台積電,TWSE,1090.0,1095.0,1080.0,1090.0,35681521,38806197999
20250214,2330,True,台積電,TWSE,1065.0,1070.0,1060.0,1060.0,73417323,78100130074
20250217,2330,True,台積電,TWSE,1065.0,1085.0,1065.0,1085.0,37215861,40057489554
20250218,2330,True,台積電,TWSE,1085.0,1100.0,1080.0,1100.0,24018940,26204727000
20250219,2330,True,台積電,TWSE,1090.0,1095.0,1085.0,1090.0,28756849,31328641002
20250220,2330,True,台積電,TWSE,1080.0,1085.0,1070.0,1080.0,31108197,33537160793
20250221,2330,True,台積電,TWSE,1085.0,1095.0,1080.0,1095.0,31480715,34322859039
20250224,2330,True,台積電,TWSE,1080.0,1085.0,1075.0,1075.0,33837606,36461265148
20250225,2330,True,台積電,TWSE,1055.0,1060.0,1050.0,1055.0,53174277,56084293935
20250226,2330,True,台積電,TWSE,1045.0,1060.0,1045.0,1060.0,42921499,45208281264
20250227,2330,True,台積電,TWSE,1085.0,1100.0,1080.0,1100.0,24018940,26204727000
