date,stock_id,found,stock_name,market,open,high,low,close,volume,trading_value
20240102,2330,True,台積電,TWSE,590.0,593.0,589.0,593.0,27997826,16549619798
20240103,2330,True,台積電,TWSE,584.0,585.0,576.0,578.0,40134497,23267025945
20240104,2330,True,台積電,TWSE,580.0,581.0,577.0,580.0,18063758,10466284102
20240105,2330,True,台積電,TWSE,578.0,580.0,574.0,576.0,22008878,12685460114
20240108,2330,True,台積電,TWSE,582.0,585.0,579.0,583.0,19270119,11232942053
20240109,2330,True,台積電,TWSE,588.0,589.0,583.0,586.0,23718766,13909252422
20240110,2330,True,台積電,TWSE,581.0,586.0,580.0,584.0,13708117,8006229126
20240111,2330,True,台積電,TWSE,586.0,589.0,583.0,586.0,27842729,16323168586
20240112,2330,True,台積電,TWSE,581.0,588.0,581.0,584.0,17636558,10304253419
20240115,2330,True,台積電,TWSE,590.0,590.0,585.0,586.0,21900687,12873769022
20240116,2330,True,台積電,TWSE,581.0,588.0,579.0,580.0,28889681,16817280777
20240117,2330,True,台積電,TWSE,583.0,584.0,578.0,581.0,46857735,27229863028
20240118,2330,True,台積電,TWSE,586.0,589.0,585.0,588.0,36746623,21575062923
20240119,2330,True,台積電,TWSE,625.0,627.0,614.0,626.0,176166037,109423769320
20240122,2330,True,台積電,TWSE,633.0,633.0,623.0,626.0,70829523,44436449501
20240123,2330,True,台積電,TWSE,629.0,629.0,622.0,628.0,45761889,28681559251
20240124,2330,True,台積電,TWSE,628.0,630.0,624.0,627.0,29905121,18779693566
20240125,2330,True,台積電,TWSE,635.0,642.0,633.0,642.0,59214638,37803501446
20240126,2330,True,台積電,TWSE,644.0,646.0,639.0,644.0,44103850,28392638215
20240129,2330,True,台積電,TWSE,646.0,648.0,644.0,648.0,29828008,19268444564
20240130,2330,True,台積電,TWSE,642.0,647.0,642.0,642.0,40398877,26028211247
20240131,2330,True,台積電,TWSE,634.0,637.0,626.0,628.0,47554701,29978630024
