date,stock_id,found,stock_name,market,open,high,low,close,volume,trading_value
20250303,2330,True,台積電,TWSE,1000.0,1020.0,1000.0,1020.0,73279419,74076141634
20250304,2330,True,台積電,TWSE,996.0,1010.0,996.0,1000.0,70879417,71031410815
20250305,2330,True,台積電,TWSE,1020.0,1030.0,1015.0,1020.0,45086222,46126315408
20250306,2330,True,台積電,TWSE,1020.0,1025.0,1005.0,1005.0,49318590,49937586396
20250307,2330,True,台積電,TWSE,1005.0,1010.0,1000.0,1005.0,50358724,50550677397
20250310,2330,True,台積電,TWSE,1005.0,1005.0,992.0,998.0,55410836,55278923810
20250311,2330,True,台積電,TWSE,969.0,979.0,963.0,971.0,58764791,57064143987
20250312,2330,True,台積電,TWSE,980.0,995.0,976.0,988.0,38527201,37951553847
20250313,2330,True,台積電,TWSE,1000.0,1005.0,965.0,965.0,42915696,42199819801
20250314,2330,True,台積電,TWSE,965.0,969.0,955.0,959.0,42394920,40803705615
20250317,2330,True,台積電,TWSE,977.0,985.0,968.0,970.0,35012870,34177107575
20250318,2330,True,台積電,TWSE,976.0,978.0,968.0,971.0,25716157,24986151171
20250319,2330,True,台積電,TWSE,965.0,967.0,950.0,952.0,43493556,41620146409
20250320,2330,True,台積電,TWSE,978.0,985.0,971.0,985.0,31993556,31303215198
20250321,2330,True,台積電,TWSE,985.0,987.0,970.0,972.0,46869716,45683124466
20250324,2330,True,台積電,TWSE,986.0,987.0,972.0,972.0,16866075,16480791636
20250325,2330,True,台積電,TWSE,989.0,995.0,985.0,990.0,28306040,28011143558
20250326,2330,True,台積電,TWSE,995.0,995.0,980.0,980.0,25939071,25540092915
20250327,2330,True,台積電,TWSE,961.0,964.0,958.0,958.0,44589770,42834147980
20250328,2330,True,台積電,TWSE,946.0,955.0,946.0,952.0,37802947,35917004376
20250331,2330,True,台積電,TWSE,920.0,924.0,910.0,910.0,59733510,54820217557
