date,status,twse_rows,tpex_rows,total_rows,reason,saved_files
20250301,skipped_weekend,0,0,0,weekend,
20250302,skipped_weekend,0,0,0,weekend,
20250303,repaired,1177,841,2018,full_market_ok,data/daily_price/20250303.csv;data/daily_price/daily_price_20250303.csv
20250304,repaired,1177,842,2019,full_market_ok,data/daily_price/20250304.csv;data/daily_price/daily_price_20250304.csv
20250305,repaired,1175,842,2017,full_market_ok,data/daily_price/20250305.csv;data/daily_price/daily_price_20250305.csv
20250306,repaired,1174,848,2022,full_market_ok,data/daily_price/20250306.csv;data/daily_price/daily_price_20250306.csv
20250307,repaired,1175,843,2018,full_market_ok,data/daily_price/20250307.csv;data/daily_price/daily_price_20250307.csv
20250308,skipped_weekend,0,0,0,weekend,
20250309,skipped_weekend,0,0,0,weekend,
20250310,repaired,1178,848,2026,full_market_ok,data/daily_price/20250310.csv;data/daily_price/daily_price_20250310.csv
20250311,repaired,1176,846,2022,full_market_ok,data/daily_price/20250311.csv;data/daily_price/daily_price_20250311.csv
20250312,repaired,1178,851,2029,full_market_ok,data/daily_price/20250312.csv;data/daily_price/daily_price_20250312.csv
20250313,repaired,1183,842,2025,full_market_ok,data/daily_price/20250313.csv;data/daily_price/daily_price_20250313.csv
20250314,repaired,1184,841,2025,full_market_ok,data/daily_price/20250314.csv;data/daily_price/daily_price_20250314.csv
20250315,skipped_weekend,0,0,0,weekend,
20250316,skipped_weekend,0,0,0,weekend,
20250317,repaired,1184,848,2032,full_market_ok,data/daily_price/20250317.csv;data/daily_price/daily_price_20250317.csv
20250318,repaired,1184,847,2031,full_market_ok,data/daily_price/20250318.csv;data/daily_price/daily_price_20250318.csv
20250319,repaired,1184,844,2028,full_market_ok,data/daily_price/20250319.csv;data/daily_price/daily_price_20250319.csv
20250320,repaired,1187,856,2043,full_market_ok,data/daily_price/20250320.csv;data/daily_price/daily_price_20250320.csv
20250321,repaired,1187,853,2040,full_market_ok,data/daily_price/20250321.csv;data/daily_price/daily_price_20250321.csv
20250322,skipped_weekend,0,0,0,weekend,
20250323,skipped_weekend,0,0,0,weekend,
20250324,repaired,1185,842,2027,full_market_ok,data/daily_price/20250324.csv;data/daily_price/daily_price_20250324.csv
20250325,repaired,1187,847,2034,full_market_ok,data/daily_price/20250325.csv;data/daily_price/daily_price_20250325.csv
20250326,repaired,1183,840,2023,full_market_ok,data/daily_price/20250326.csv;data/daily_price/daily_price_20250326.csv
20250327,repaired,1181,843,2024,full_market_ok,data/daily_price/20250327.csv;data/daily_price/daily_price_20250327.csv
20250328,repaired,1185,848,2033,full_market_ok,data/daily_price/20250328.csv;data/daily_price/daily_price_20250328.csv
20250329,skipped_weekend,0,0,0,weekend,
20250330,skipped_weekend,0,0,0,weekend,
20250331,repaired,1190,853,2043,full_market_ok,data/daily_price/20250331.csv;data/daily_price/daily_price_20250331.csv
