date,stock_id,found,stock_name,market,open,high,low,close,volume,trading_value
20241001,2330,True,台積電,TWSE,967.0,977.0,967.0,972.0,27877267,27093881327
20241004,2330,True,台積電,TWSE,986.0,986.0,967.0,977.0,43765757,42845984122
20241007,2330,True,台積電,TWSE,993.0,1010.0,989.0,1005.0,43850831,43905376215
20241008,2330,True,台積電,TWSE,1000.0,1010.0,997.0,1010.0,35344059,35503172585
20241009,2330,True,台積電,TWSE,1030.0,1035.0,1020.0,1020.0,53208610,54663169800
20241011,2330,True,台積電,TWSE,1025.0,1050.0,1020.0,1045.0,47776351,49706577415
20241014,2330,True,台積電,TWSE,1045.0,1055.0,1035.0,1045.0,39906157,41745442865
20241015,2330,True,台積電,TWSE,1050.0,1075.0,1050.0,1070.0,52066470,55504081569
20241016,2330,True,台積電,TWSE,1040.0,1070.0,1035.0,1045.0,60312846,63228552464
20241017,2330,True,台積電,TWSE,1050.0,1055.0,1030.0,1035.0,56618332,58862054838
20241018,2330,True,台積電,TWSE,1095.0,1100.0,1075.0,1085.0,91036335,99230303460
20241021,2330,True,台積電,TWSE,1090.0,1095.0,1080.0,1085.0,42094031,45813114865
20241022,2330,True,台積電,TWSE,1065.0,1075.0,1060.0,1075.0,43740591,46707090730
20241023,2330,True,台積電,TWSE,1060.0,1070.0,1055.0,1060.0,32895421,34912308143
20241024,2330,True,台積電,TWSE,1070.0,1075.0,1055.0,1060.0,40791484,43477824029
20241025,2330,True,台積電,TWSE,1065.0,1070.0,1060.0,1065.0,23347890,24867260319
20241028,2330,True,台積電,TWSE,1075.0,1080.0,1050.0,1050.0,41665065,44216316045
20241029,2330,True,台積電,TWSE,1035.0,1040.0,1020.0,1040.0,48097705,49680152085
20241030,2330,True,台積電,TWSE,1040.0,1055.0,1030.0,1030.0,40765247,42368799669
