date,stock_id,found,stock_name,market,open,high,low,close,volume,trading_value
20240701,2330,True,台積電,TWSE,968.0,977.0,965.0,968.0,20936005,20320957284
20240702,2330,True,台積電,TWSE,967.0,971.0,959.0,960.0,27992930,26971516491
20240703,2330,True,台積電,TWSE,976.0,979.0,967.0,979.0,25022531,24386705873
20240704,2330,True,台積電,TWSE,1000.0,1010.0,997.0,1005.0,47251502,47347126144
20240705,2330,True,台積電,TWSE,1005.0,1010.0,1000.0,1005.0,21735614,21827958195
20240708,2330,True,台積電,TWSE,1005.0,1050.0,1000.0,1035.0,45678332,47210175550
20240709,2330,True,台積電,TWSE,1030.0,1055.0,1025.0,1040.0,54339957,56382512235
20240710,2330,True,台積電,TWSE,1020.0,1050.0,1015.0,1045.0,51810372,53308027550
20240711,2330,True,台積電,TWSE,1065.0,1080.0,1055.0,1080.0,49304453,52782475514
20240712,2330,True,台積電,TWSE,1030.0,1045.0,1025.0,1040.0,79472761,82222185037
20240715,2330,True,台積電,TWSE,1040.0,1045.0,1025.0,1040.0,44123104,45805242410
20240716,2330,True,台積電,TWSE,1040.0,1070.0,1035.0,1055.0,36244442,38188299315
20240717,2330,True,台積電,TWSE,1035.0,1045.0,1020.0,1030.0,62390596,64372740657
20240718,2330,True,台積電,TWSE,988.0,1005.0,986.0,1005.0,94327431,93948039256
20240719,2330,True,台積電,TWSE,988.0,995.0,970.0,970.0,110541544,108678133437
20240722,2330,True,台積電,TWSE,964.0,965.0,938.0,939.0,90266550,85567920175
20240723,2330,True,台積電,TWSE,963.0,979.0,956.0,979.0,53439290,51686291065
20240726,2330,True,台積電,TWSE,915.0,930.0,915.0,924.0,95625050,88299582909
20240729,2330,True,台積電,TWSE,942.0,948.0,936.0,944.0,44000914,41481319942
20240730,2330,True,台積電,TWSE,930.0,949.0,926.0,940.0,45996400,42988422577
20240731,2330,True,台積電,TWSE,929.0,940.0,928.0,934.0,47407263,44270020990
