date,status,twse_rows,tpex_rows,total_rows,reason,saved_files
20241101,repaired,1154,831,1985,full_market_ok,data/daily_price/20241101.csv;data/daily_price/daily_price_20241101.csv
20241102,skipped_weekend,0,0,0,weekend,
20241103,skipped_weekend,0,0,0,weekend,
20241104,repaired,1156,831,1987,full_market_ok,data/daily_price/20241104.csv;data/daily_price/daily_price_20241104.csv
20241105,repaired,1156,823,1979,full_market_ok,data/daily_price/20241105.csv;data/daily_price/daily_price_20241105.csv
20241106,repaired,1154,832,1986,full_market_ok,data/daily_price/20241106.csv;data/daily_price/daily_price_20241106.csv
20241107,repaired,1156,834,1990,full_market_ok,data/daily_price/20241107.csv;data/daily_price/daily_price_20241107.csv
20241108,repaired,1158,836,1994,full_market_ok,data/daily_price/20241108.csv;data/daily_price/daily_price_20241108.csv
20241109,skipped_weekend,0,0,0,weekend,
20241110,skipped_weekend,0,0,0,weekend,
20241111,repaired,1159,837,1996,full_market_ok,data/daily_price/20241111.csv;data/daily_price/daily_price_20241111.csv
20241112,repaired,1158,836,1994,full_market_ok,data/daily_price/20241112.csv;data/daily_price/daily_price_20241112.csv
20241113,repaired,1159,838,1997,full_market_ok,data/daily_price/20241113.csv;data/daily_price/daily_price_20241113.csv
20241114,repaired,1160,833,1993,full_market_ok,data/daily_price/20241114.csv;data/daily_price/daily_price_20241114.csv
20241115,repaired,1159,833,1992,full_market_ok,data/daily_price/20241115.csv;data/daily_price/daily_price_20241115.csv
20241116,skipped_weekend,0,0,0,weekend,
20241117,skipped_weekend,0,0,0,weekend,
20241118,repaired,1162,835,1997,full_market_ok,data/daily_price/20241118.csv;data/daily_price/daily_price_20241118.csv
20241119,repaired,1033,835,1868,full_market_ok,data/daily_price/20241119.csv;data/daily_price/daily_price_20241119.csv
20241120,repaired,1162,832,1994,full_market_ok,data/daily_price/20241120.csv;data/daily_price/daily_price_20241120.csv
20241121,repaired,1154,836,1990,full_market_ok,data/daily_price/20241121.csv;data/daily_price/daily_price_20241121.csv
20241122,repaired,1160,830,1990,full_market_ok,data/daily_price/20241122.csv;data/daily_price/daily_price_20241122.csv
20241123,skipped_weekend,0,0,0,weekend,
20241124,skipped_weekend,0,0,0,weekend,
20241125,repaired,1166,833,1999,full_market_ok,data/daily_price/20241125.csv;data/daily_price/daily_price_20241125.csv
20241126,repaired,1168,825,1993,full_market_ok,data/daily_price/20241126.csv;data/daily_price/daily_price_20241126.csv
20241127,repaired,1163,829,1992,full_market_ok,data/daily_price/20241127.csv;data/daily_price/daily_price_20241127.csv
20241128,repaired,1165,825,1990,full_market_ok,data/daily_price/20241128.csv;data/daily_price/daily_price_20241128.csv
20241129,repaired,1170,829,1999,full_market_ok,data/daily_price/20241129.csv;data/daily_price/daily_price_20241129.csv
20241130,skipped_weekend,0,0,0,weekend,
