date,stock_id,found,stock_name,market,open,high,low,close,volume,trading_value
20241202,2330,True,台積電,TWSE,1020.0,1040.0,1015.0,1035.0,33333423,34325585125
20241203,2330,True,台積電,TWSE,1060.0,1065.0,1055.0,1055.0,48632084,51509603939
20241204,2330,True,台積電,TWSE,1065.0,1070.0,1055.0,1070.0,35431584,37738286825
20241205,2330,True,台積電,TWSE,1070.0,1080.0,1070.0,1075.0,41293183,44420331699
20241206,2330,True,台積電,TWSE,1075.0,1080.0,1060.0,1065.0,32090124,34306935479
20241209,2330,True,台積電,TWSE,1070.0,1075.0,1065.0,1075.0,30255281,32409791931
20241210,2330,True,台積電,TWSE,1070.0,1075.0,1060.0,1065.0,32359253,34496134808
20241211,2330,True,台積電,TWSE,1045.0,1060.0,1045.0,1045.0,26948940,28278772503
20241212,2330,True,台積電,TWSE,1060.0,1065.0,1055.0,1060.0,26574460,28185087817
20241213,2330,True,台積電,TWSE,1060.0,1070.0,1055.0,1065.0,24329785,25873117992
20241216,2330,True,台積電,TWSE,1085.0,1085.0,1075.0,1085.0,43679921,47253709874
20241217,2330,True,台積電,TWSE,1090.0,1095.0,1075.0,1075.0,40033595,43428037809
20241218,2330,True,台積電,TWSE,1075.0,1090.0,1070.0,1085.0,47331164,51170937776
20241219,2330,True,台積電,TWSE,1065.0,1070.0,1055.0,1070.0,46126529,49061396399
20241220,2330,True,台積電,TWSE,1060.0,1060.0,1035.0,1035.0,56392109,58923043065
20241223,2330,True,台積電,TWSE,1065.0,1080.0,1060.0,1080.0,32800319,35200907996
20241224,2330,True,台積電,TWSE,1095.0,1095.0,1080.0,1080.0,30069757,32689957470
20241225,2330,True,台積電,TWSE,1090.0,1090.0,1080.0,1085.0,16186220,17591123835
20241226,2330,True,台積電,TWSE,1085.0,1090.0,1085.0,1085.0,15017636,16328335510
20241227,2330,True,台積電,TWSE,1080.0,1095.0,1080.0,1090.0,26151993,28531251520
20241230,2330,True,台積電,TWSE,1090.0,1095.0,1085.0,1090.0,27437455,29944447716
20241231,2330,True,台積電,TWSE,1080.0,1085.0,1075.0,1075.0,29239004,31511634720
