date,status,twse_rows,tpex_rows,total_rows,reason,saved_files
20240301,repaired,1127,823,1950,full_market_ok,data/daily_price/20240301.csv;data/daily_price/daily_price_20240301.csv
20240302,skipped_weekend,0,0,0,weekend,
20240303,skipped_weekend,0,0,0,weekend,
20240304,repaired,1008,823,1831,full_market_ok,data/daily_price/20240304.csv;data/daily_price/daily_price_20240304.csv
20240305,repaired,1126,823,1949,full_market_ok,data/daily_price/20240305.csv;data/daily_price/daily_price_20240305.csv
20240306,repaired,1126,824,1950,full_market_ok,data/daily_price/20240306.csv;data/daily_price/daily_price_20240306.csv
20240307,repaired,1129,824,1953,full_market_ok,data/daily_price/20240307.csv;data/daily_price/daily_price_20240307.csv
20240308,repaired,1132,823,1955,full_market_ok,data/daily_price/20240308.csv;data/daily_price/daily_price_20240308.csv
20240309,skipped_weekend,0,0,0,weekend,
20240310,skipped_weekend,0,0,0,weekend,
20240311,repaired,1131,824,1955,full_market_ok,data/daily_price/20240311.csv;data/daily_price/daily_price_20240311.csv
20240312,repaired,1130,822,1952,full_market_ok,data/daily_price/20240312.csv;data/daily_price/daily_price_20240312.csv
20240313,repaired,1131,820,1951,full_market_ok,data/daily_price/20240313.csv;data/daily_price/daily_price_20240313.csv
20240314,repaired,1127,823,1950,full_market_ok,data/daily_price/20240314.csv;data/daily_price/daily_price_20240314.csv
20240315,repaired,1129,820,1949,full_market_ok,data/daily_price/20240315.csv;data/daily_price/daily_price_20240315.csv
20240316,skipped_weekend,0,0,0,weekend,
20240317,skipped_weekend,0,0,0,weekend,
20240318,repaired,1130,824,1954,full_market_ok,data/daily_price/20240318.csv;data/daily_price/daily_price_20240318.csv
20240319,repaired,1132,825,1957,full_market_ok,data/daily_price/20240319.csv;data/daily_price/daily_price_20240319.csv
20240320,repaired,1134,824,1958,full_market_ok,data/daily_price/20240320.csv;data/daily_price/daily_price_20240320.csv
20240321,repaired,1130,828,1958,full_market_ok,data/daily_price/20240321.csv;data/daily_price/daily_price_20240321.csv
20240322,repaired,1133,823,1956,full_market_ok,data/daily_price/20240322.csv;data/daily_price/daily_price_20240322.csv
20240323,skipped_weekend,0,0,0,weekend,
20240324,skipped_weekend,0,0,0,weekend,
20240325,repaired,1130,830,1960,full_market_ok,data/daily_price/20240325.csv;data/daily_price/daily_price_20240325.csv
20240326,repaired,1129,825,1954,full_market_ok,data/daily_price/20240326.csv;data/daily_price/daily_price_20240326.csv
20240327,repaired,1128,823,1951,full_market_ok,data/daily_price/20240327.csv;data/daily_price/daily_price_20240327.csv
20240328,repaired,1133,827,1960,full_market_ok,data/daily_price/20240328.csv;data/daily_price/daily_price_20240328.csv
20240329,repaired,1132,826,1958,full_market_ok,data/daily_price/20240329.csv;data/daily_price/daily_price_20240329.csv
20240330,skipped_weekend,0,0,0,weekend,
20240331,skipped_weekend,0,0,0,weekend,
