date,stock_id,found,stock_name,market,open,high,low,close,volume,trading_value
20240902,2330,True,台積電,TWSE,950.0,955.0,943.0,948.0,19272593,18270058260
20240903,2330,True,台積電,TWSE,948.0,952.0,939.0,940.0,23205623,21908471541
20240904,2330,True,台積電,TWSE,894.0,905.0,888.0,889.0,93169835,83424133824
20240905,2330,True,台積電,TWSE,907.0,915.0,900.0,902.0,34147890,30998595394
20240906,2330,True,台積電,TWSE,909.0,918.0,903.0,918.0,28248063,25786016936
20240909,2330,True,台積電,TWSE,892.0,900.0,891.0,899.0,38448946,34456838126
20240910,2330,True,台積電,TWSE,907.0,911.0,901.0,904.0,34312646,31067424234
20240911,2330,True,台積電,TWSE,906.0,906.0,900.0,901.0,19513256,17621000956
20240912,2330,True,台積電,TWSE,936.0,944.0,928.0,940.0,43749260,40999951508
20240913,2330,True,台積電,TWSE,955.0,955.0,939.0,947.0,28307441,26795862243
20240916,2330,True,台積電,TWSE,952.0,952.0,943.0,947.0,14456888,13692259575
20240918,2330,True,台積電,TWSE,945.0,948.0,933.0,941.0,30094662,28303054525
20240919,2330,True,台積電,TWSE,940.0,960.0,936.0,960.0,35254383,33482773635
20240920,2330,True,台積電,TWSE,981.0,982.0,971.0,973.0,66762167,65105344444
20240923,2330,True,台積電,TWSE,971.0,977.0,971.0,977.0,15399658,15013916758
20240924,2330,True,台積電,TWSE,976.0,987.0,971.0,987.0,29324170,28726805585
20240925,2330,True,台積電,TWSE,1000.0,1005.0,998.0,1005.0,43039991,43053012337
20240926,2330,True,台積電,TWSE,1010.0,1015.0,1005.0,1015.0,43341810,43835515361
20240927,2330,True,台積電,TWSE,1020.0,1025.0,1000.0,1000.0,37665070,38074974690
20240930,2330,True,台積電,TWSE,978.0,990.0,957.0,957.0,66874949,65017701862
