date,stock_id,stock_name,market,open,high,low,close,volume,trading_value,source
20260817,006201,元大富櫃50,TPEx,44.95,44.95,44.04,44.5,164000,7282000,TPEX_OTC_QUOTES_NO1430_JSON
20260817,00858,永豐美國500大,TPEx,36.56,36.56,36.35,36.36,693000,25219820,TPEX_OTC_QUOTES_NO1430_JSON
20260817,00877,復華中國5G,TPEx,38.53,40.1,38.53,39.81,3763000,148007520,TPEX_OTC_QUOTES_NO1430_JSON
20260817,00886,永豐美國科技,TPEx,47.38,47.38,47.38,47.38,20000,947600,TPEX_OTC_QUOTES_NO1430_JSON
20260817,00887,永豐中國科技50大,TPEx,16.98,17.37,16.98,17.25,4188000,72037970,TPEX_OTC_QUOTES_NO1430_JSON
20260817,00888,永豐台灣ESG,TPEx,33.21,33.44,33.02,33.02,9153000,303857750,TPEX_OTC_QUOTES_NO1430_JSON
20260817,00928,中信上櫃ESG 30,TPEx,32.95,32.95,32.34,32.71,699000,22840080,TPEX_OTC_QUOTES_NO1430_JSON
20260817,00955,中信日本商社,TPEx,15.55,15.55,15.29,15.33,4295000,66017700,TPEX_OTC_QUOTES_NO1430_JSON
20260817,009806,台新標普500,TPEx,13.88,13.88,13.8,13.8,30000,415860,TPEX_OTC_QUOTES_NO1430_JSON
20260817,009807,台新標普科技精選,TPEx,17.34,17.34,17.33,17.33,8000,138650,TPEX_OTC_QUOTES_NO1430_JSON
20260817,009814,富邦標普500,TPEx,11.59,11.59,11.53,11.57,1243000,14371720,TPEX_OTC_QUOTES_NO1430_JSON
20260817,009815,大華美國MAG7+,TPEx,11.7,11.7,11.61,11.62,1810000,21042130,TPEX_OTC_QUOTES_NO1430_JSON
20260817,009822,華南永昌未來金融,TPEx,9.52,9.57,9.51,9.55,388000,3695310,TPEX_OTC_QUOTES_NO1430_JSON
20260817,009823,群益S&P500,TPEx,10.65,10.65,10.6,10.61,2285000,24270610,TPEX_OTC_QUOTES_NO1430_JSON
20260817,009825,聯邦美國金融創新,TPEx,10.27,10.29,10.23,10.25,2741000,28083660,TPEX_OTC_QUOTES_NO1430_JSON
20260817,020025,統一亞洲半導體N,TPEx,38.37,38.37,38.17,38.35,13000,497540,TPEX_OTC_QUOTES_NO1430_JSON
20260817,020033,統一恒生科期N,TPEx,3.83,3.83,3.83,3.83,12000,45960,TPEX_OTC_QUOTES_NO1430_JSON
20260817,020041,兆豐半導體氣候N,TPEx,19.14,19.33,18.92,19.22,42000,804440,TPEX_OTC_QUOTES_NO1430_JSON
20260817,1240,茂生農經,TPEx,56.9,56.9,56.7,56.8,12000,682000,TPEX_OTC_QUOTES_NO1430_JSON
20260817,1259,安心,TPEx,64.0,66.4,64.0,65.6,127000,8250000,TPEX_OTC_QUOTES_NO1430_JSON
20260817,1264,德麥,TPEx,259.5,259.5,255.0,259.0,29000,7467500,TPEX_OTC_QUOTES_NO1430_JSON
20260817,1268,漢來美食,TPEx,181.0,181.5,181.0,181.0,4000,725000,TPEX_OTC_QUOTES_NO1430_JSON
