generated_at,model_id,model_name_zh,research_artifact_id,artifact_scope,anomaly_exclusion_basis,decision_basis,source_condition_id,source_condition_rule,entry_rule_id,exit_rule_id,win_definition,neutral_definition,failure_definition,high_return_definition,non_overlap_cooldown_days,non_overlap_applied,same_stock_overlap_pair_count,source_strong_signal_count,known_anomaly_count_in_source,basis_source_signal_count,accepted_signal_count_after_non_overlap,suppressed_signal_count,return_path_discontinuity_count_after_non_overlap,anomaly_interpretation_status,sample_count_context,combination_policy,approved_for_daily,production_change,promotion_readiness,row_type,feature_order,feature_id,feature_family,feature_rule,feature_column,feature_independence_status,equivalent_to_feature_id,feature_hit_count,feature_coverage_pct,evidence_interpretation,accepted_trade_count,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,avg_realized_return_pct,median_realized_return_pct,high_return_8_count,high_return_8_rate_pct,loss_5_count,loss_5_rate_pct,high_return_group_count,high_return_feature_hit_count,high_return_feature_hit_rate_pct,win_group_count,win_feature_hit_count,win_feature_hit_rate_pct,failure_group_count,failure_feature_hit_count,failure_feature_hit_rate_pct,high_return_minus_failure_hit_rate_pct,delta_vs_baseline_win_rate_pct,delta_vs_baseline_failure_rate_pct,delta_vs_baseline_avg_return_pct,delta_vs_baseline_median_return_pct,delta_vs_baseline_high_return_8_rate_pct,delta_vs_baseline_loss_5_rate_pct,high_return_feature_value_count,high_return_feature_mean,high_return_feature_median,win_feature_value_count,win_feature_mean,win_feature_median,failure_feature_value_count,failure_feature_mean,failure_feature_median,high_return_minus_failure_feature_mean,high_return_minus_failure_feature_median
2026-07-11 23:37:00 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_known_revenue_and_price_anomalies,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,90512,12913,77599,5226,72373,4,anomaly_check_pass,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,130,tdcc_consecutive_up_ge1,tdcc,TDCC consecutive up weeks >= 1,feature__tdcc_consecutive_up_ge1,distinct_observed_mask,,337,7.25,positive_discriminator_single_feature_candidate,337.0,135.0,58.0,144.0,40.06,17.21,42.73,4.25,1.61,99.0,29.38,101.0,29.97,1146.0,99.0,8.64,1469.0,135.0,9.19,2316.0,144.0,6.22,2.42,8.44,-7.12,0.84,1.61,4.71,1.39,,,,,,,,,,,
2026-07-11 23:37:00 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_known_revenue_and_price_anomalies,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,90512,12913,77599,5226,72373,4,anomaly_check_pass,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,140,tdcc_consecutive_up_ge2,tdcc,TDCC consecutive up weeks >= 2,feature__tdcc_consecutive_up_ge2,distinct_observed_mask,,204,4.39,positive_discriminator_single_feature_candidate,204.0,86.0,38.0,80.0,42.16,18.63,39.22,5.42,2.26,62.0,30.39,54.0,26.47,1146.0,62.0,5.41,1469.0,86.0,5.85,2316.0,80.0,3.45,1.96,10.54,-10.63,2.01,2.26,5.72,-2.11,,,,,,,,,,,
2026-07-11 23:37:00 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_known_revenue_and_price_anomalies,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,90512,12913,77599,5226,72373,4,anomaly_check_pass,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,200,technical_macd_hist_gt0,technical,MACD histogram > 0 on signal date,feature__technical_macd_hist_gt0,distinct_observed_mask,,1707,36.74,failure_associated_risk_feature_candidate,1707.0,539.0,286.0,882.0,31.58,16.75,51.67,3.21,-0.48,434.0,25.42,508.0,29.76,1146.0,434.0,37.87,1469.0,539.0,36.69,2316.0,882.0,38.08,-0.21,-0.04,1.82,-0.2,-0.48,0.75,1.18,,,,,,,,,,,
2026-07-11 23:37:00 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_known_revenue_and_price_anomalies,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,90512,12913,77599,5226,72373,4,anomaly_check_pass,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,210,technical_rsi14_ge60,technical,RSI14 >= 60 on signal date,feature__technical_rsi14_ge60,distinct_observed_mask,,1009,21.72,positive_discriminator_single_feature_candidate,1009.0,381.0,148.0,480.0,37.76,14.67,47.57,5.24,0.65,315.0,31.22,279.0,27.65,1146.0,315.0,27.49,1469.0,381.0,25.94,2316.0,480.0,20.73,6.76,6.14,-2.28,1.83,0.65,6.55,-0.93,,,,,,,,,,,
2026-07-11 23:37:00 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_known_revenue_and_price_anomalies,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,90512,12913,77599,5226,72373,4,anomaly_check_pass,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,220,technical_rsi14_40_70,technical,40 <= RSI14 <= 70 on signal date,feature__technical_rsi14_40_70,distinct_observed_mask,,2692,57.94,mixed_or_low_discrimination_research_only,2692.0,870.0,462.0,1360.0,32.32,17.16,50.52,3.59,-0.2,695.0,25.82,803.0,29.83,1146.0,695.0,60.65,1469.0,870.0,59.22,2316.0,1360.0,58.72,1.93,0.7,0.67,0.18,-0.2,1.15,1.25,,,,,,,,,,,
2026-07-11 23:37:00 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_known_revenue_and_price_anomalies,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,90512,12913,77599,5226,72373,4,anomaly_check_pass,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,230,technical_kd_bullish_not_overheated,technical,K > D and K < 80 on signal date,feature__technical_kd_bullish_not_overheated,distinct_observed_mask,,1705,36.7,failure_associated_risk_feature_candidate,1705.0,433.0,301.0,971.0,25.4,17.65,56.95,1.48,-1.72,353.0,20.7,578.0,33.9,1146.0,353.0,30.8,1469.0,433.0,29.48,2316.0,971.0,41.93,-11.13,-6.22,7.1,-1.93,-1.72,-3.97,5.32,,,,,,,,,,,
2026-07-11 23:37:00 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_known_revenue_and_price_anomalies,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,90512,12913,77599,5226,72373,4,anomaly_check_pass,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,240,technical_kdj_bullish_not_extreme,technical,"K > D, J > K, and J < 100 on signal date; J = 3K - 2D",feature__technical_kdj_bullish_not_extreme,distinct_observed_mask,,1727,37.17,failure_associated_risk_feature_candidate,1727.0,448.0,307.0,972.0,25.94,17.78,56.28,1.66,-1.62,368.0,21.31,574.0,33.24,1146.0,368.0,32.11,1469.0,448.0,30.5,2316.0,972.0,41.97,-9.86,-5.68,6.43,-1.75,-1.62,-3.36,4.66,,,,,,,,,,,
2026-07-11 23:37:00 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_known_revenue_and_price_anomalies,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,90512,12913,77599,5226,72373,4,anomaly_check_pass,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,250,technical_kdj_j_ge100,technical_risk,KDJ J >= 100 on signal date; J = 3K - 2D,feature__technical_kdj_j_ge100,distinct_observed_mask,,143,3.08,failure_associated_risk_feature_candidate,143.0,29.0,30.0,84.0,20.28,20.98,58.74,-0.39,-2.14,21.0,14.69,41.0,28.67,1146.0,21.0,1.83,1469.0,29.0,1.97,2316.0,84.0,3.63,-1.8,-11.34,8.89,-3.8,-2.14,-9.98,0.09,,,,,,,,,,,
2026-07-11 23:37:00 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_known_revenue_and_price_anomalies,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,90512,12913,77599,5226,72373,4,anomaly_check_pass,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,260,technical_bb_width_not_extreme,technical,Bollinger Band width rank over 120 days <= 80%,feature__technical_bb_width_not_extreme,distinct_observed_mask,,1946,41.89,mixed_or_low_discrimination_research_only,1946.0,632.0,338.0,976.0,32.48,17.37,50.15,3.43,-0.11,508.0,26.1,587.0,30.16,1146.0,508.0,44.33,1469.0,632.0,43.02,2316.0,976.0,42.14,2.19,0.86,0.3,0.02,-0.11,1.43,1.58,,,,,,,,,,,
2026-07-11 23:37:00 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_known_revenue_and_price_anomalies,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,90512,12913,77599,5226,72373,4,anomaly_check_pass,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,270,technical_close_above_ma20_ema23,technical,signal close is above both MA20 and EMA23,feature__technical_close_above_ma20_ema23,distinct_observed_mask,,1826,39.3,mixed_or_low_discrimination_research_only,1826.0,603.0,295.0,928.0,33.02,16.16,50.82,4.05,-0.33,502.0,27.49,568.0,31.11,1146.0,502.0,43.8,1469.0,603.0,41.05,2316.0,928.0,40.07,3.73,1.4,0.97,0.64,-0.33,2.82,2.53,,,,,,,,,,,
2026-07-11 23:37:00 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_known_revenue_and_price_anomalies,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,90512,12913,77599,5226,72373,4,anomaly_check_pass,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,280,technical_ema23_slope_positive,technical,EMA23 five-day slope is positive,feature__technical_ema23_slope_positive,distinct_observed_mask,,1983,42.68,positive_discriminator_single_feature_candidate,1983.0,730.0,300.0,953.0,36.81,15.13,48.06,4.96,0.43,595.0,30.01,592.0,29.85,1146.0,595.0,51.92,1469.0,730.0,49.69,2316.0,953.0,41.15,10.77,5.19,-1.79,1.55,0.43,5.34,1.27,,,,,,,,,,,
