generated_at,model_id,artifact_id,artifact_version,analysis_basis,row_type,feature_order,feature_id,feature_family,feature_rule,success_group_count,failure_group_count,success_observed_count,failure_observed_count,success_hit_count,failure_hit_count,success_hit_rate_pct,failure_hit_rate_pct,success_minus_failure_hit_rate_pct_points,feature_hit_event_count,strict_success_share_when_feature_hit_pct,feature_miss_event_count,strict_success_share_when_feature_miss_pct,success_mean,success_median,failure_mean,failure_median,success_minus_failure_mean,standardized_mean_difference,contrast_scope,sample_policy,approved_for_daily,production_change,promotion_readiness
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,250,solid_red_candle,candle,solid red candle,329,1168,329,1168,224,738,68.0851,63.1849,4.9002,962,23.2848,535,19.6262,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,300,tdcc_high_thresholds_up,tdcc,TDCC high thresholds increasing,329,1168,90,173,26,76,28.8889,43.9306,-15.0417,102,25.4902,161,39.7516,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,310,tdcc_consecutive_up_ge1,tdcc,TDCC consecutive up weeks >= 1,329,1168,90,173,35,95,38.8889,54.9133,-16.0244,130,26.9231,133,41.3534,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,320,market_bull,market_regime,market regime is strong_bull or mild_bull,329,1168,329,1168,298,1095,90.5775,93.75,-3.1725,1393,21.3927,104,29.8077,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,330,market_correction_or_high_risk,market_regime_risk,market regime is correction or high_risk,329,1168,329,1168,31,73,9.4225,6.25,3.1725,104,29.8077,1393,21.3927,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,400,revenue_latest_ge50,monthly_revenue,latest monthly revenue YoY >= 50%,329,1168,329,1168,82,230,24.924,19.6918,5.2322,312,26.2821,1185,20.8439,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,410,revenue_cumulative_ge30,monthly_revenue,cumulative monthly revenue YoY >= 30%,329,1168,329,1168,122,358,37.0821,30.6507,6.4314,480,25.4167,1017,20.354,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,420,revenue_two_month_yoy_ge15,monthly_revenue,latest and previous monthly revenue YoY >= 15%,329,1168,329,1166,156,537,47.4164,46.0549,1.3615,693,22.5108,802,21.5711,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,430,revenue_lag_0_14,revenue_freshness,0-14 trading days after latest available revenue source,329,1168,329,1168,189,795,57.4468,68.0651,-10.6183,984,19.2073,513,27.2904,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,440,revenue_lag_15_30,revenue_freshness,15-30 trading days after latest available revenue source,329,1168,329,1168,69,220,20.9726,18.8356,2.137,289,23.8754,1208,21.5232,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,450,revenue_lag_31_60,revenue_freshness,31-60 trading days after latest available revenue source,329,1168,329,1168,48,130,14.5897,11.1301,3.4596,178,26.9663,1319,21.304,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,460,revenue_lag_61_90,revenue_freshness,61-90 trading days after latest available revenue source,329,1168,329,1168,16,20,4.8632,1.7123,3.1509,36,44.4444,1461,21.4237,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,470,revenue_lag_91_126,revenue_freshness,91-126 trading days after latest available revenue source,329,1168,329,1168,7,3,2.1277,0.2568,1.8709,10,70.0,1487,21.6543,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,10,revenue_lag_trading_days,revenue_freshness,compare revenue_lag_trading_days between strict-success and first-mature-failure events,329,1168,329,1168,,,,,,,,,,19.769,12.0,13.4152,9.0,6.3538,0.3677,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,20,revenue_latest_yoy_pct,monthly_revenue,compare revenue_latest_yoy_pct between strict-success and first-mature-failure events,329,1168,329,1167,,,,,,,,,,43.9028,25.02,31.5991,27.61,12.3037,0.1177,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,30,revenue_cumulative_yoy_pct,monthly_revenue,compare revenue_cumulative_yoy_pct between strict-success and first-mature-failure events,329,1168,329,1168,,,,,,,,,,42.3598,24.38,26.8325,21.195,15.5273,0.1513,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,40,revenue_latest_yoy_delta_1m,monthly_revenue,compare revenue_latest_yoy_delta_1m_pct_points between strict-success and first-mature-failure events,329,1168,329,1166,,,,,,,,,,14.9947,1.85,-1.4162,1.63,16.4109,0.1021,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,100,return_5d_pct,price_momentum,compare return_5d_pct between strict-success and first-mature-failure events,329,1168,329,1168,,,,,,,,,,10.6376,9.4241,7.4232,5.9037,3.2144,0.5206,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,110,return_20d_pct,price_momentum,compare return_20d_pct between strict-success and first-mature-failure events,329,1168,329,1168,,,,,,,,,,14.8488,12.1076,7.2228,5.5465,7.626,0.9189,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,120,volume_ratio_prev20,volume,compare volume_ratio_prev20 between strict-success and first-mature-failure events,329,1168,329,1168,,,,,,,,,,2.8115,2.0101,3.0056,2.032,-0.1941,-0.0597,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,130,range_width_23d_pct,price_shape,compare range_width_23d_pct between strict-success and first-mature-failure events,329,1168,329,1168,,,,,,,,,,18.7906,15.7718,11.7914,10.1798,6.9992,0.8076,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,140,range_width_60d_pct,price_shape,compare range_width_60d_pct between strict-success and first-mature-failure events,329,1168,319,1003,,,,,,,,,,42.1392,35.9023,34.2919,24.7672,7.8473,0.2666,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,150,close_position_120d_pct,price_position,compare close_position_120d_pct between strict-success and first-mature-failure events,329,1168,319,1003,,,,,,,,,,82.805,88.172,64.4487,63.5659,18.3563,0.6388,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,160,signal_body_pct,candle,compare signal_body_pct between strict-success and first-mature-failure events,329,1168,329,1168,,,,,,,,,,4.1313,3.6199,3.2453,2.2896,0.886,0.2991,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,170,close_location_pct,candle_advisory,compare close_location_pct between strict-success and first-mature-failure events,329,1168,321,1148,,,,,,,,,,78.7075,84.8485,75.7252,83.3333,2.9823,0.119,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,200,rsi14,technical,compare rsi14 between strict-success and first-mature-failure events,329,1168,328,1078,,,,,,,,,,66.4525,66.1652,64.0052,63.171,2.4473,0.3277,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,210,macd_hist,technical,compare macd_hist between strict-success and first-mature-failure events,329,1168,312,888,,,,,,,,,,2.0429,0.5507,0.6039,0.2301,1.439,0.3701,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,220,kd_k_value,technical,compare k_value between strict-success and first-mature-failure events,329,1168,329,1120,,,,,,,,,,68.2485,69.098,66.5673,67.1712,1.6812,0.1436,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,230,kd_d_value,technical,compare d_value between strict-success and first-mature-failure events,329,1168,329,1094,,,,,,,,,,57.8274,56.9224,54.9478,54.8396,2.8796,0.2224,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,240,kdj_j_value,technical,compare kdj_j_value between strict-success and first-mature-failure events,329,1168,329,1094,,,,,,,,,,89.0906,90.8664,89.7805,92.1069,-0.6899,-0.0408,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
