generated_at,model_id,artifact_id,artifact_version,analysis_basis,row_type,feature_order,feature_id,feature_family,feature_rule,success_group_count,failure_group_count,success_observed_count,failure_observed_count,success_hit_count,failure_hit_count,success_hit_rate_pct,failure_hit_rate_pct,success_minus_failure_hit_rate_pct_points,feature_hit_event_count,strict_success_share_when_feature_hit_pct,feature_miss_event_count,strict_success_share_when_feature_miss_pct,success_mean,success_median,failure_mean,failure_median,success_minus_failure_mean,standardized_mean_difference,contrast_scope,sample_policy,approved_for_daily,production_change,promotion_readiness
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,10,breakout_prev40,breakout,trigger close is above previous 40-day highest close,329,1168,329,1168,220,346,66.8693,29.6233,37.246,566,38.8693,931,11.7078,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,20,breakout_prev60,breakout,trigger close is above previous 60-day highest close,329,1168,329,1168,177,200,53.7994,17.1233,36.6761,377,46.9496,1120,13.5714,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,30,next_close_continuation,close_confirmation,next-day close is above trigger close,329,1168,329,1168,196,501,59.5745,42.8938,16.6807,697,28.1205,800,16.625,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,40,next_close_holds_breakout,close_confirmation,next-day close holds the trigger's previous 20-day highest close,329,1168,329,1168,280,861,85.1064,73.7158,11.3906,1141,24.5399,356,13.764,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,100,volume_ge1_5,volume,trigger-day volume ratio >= 1.5,329,1168,329,1168,223,756,67.7812,64.726,3.0552,979,22.7783,518,20.4633,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,110,volume_ge2,volume,trigger-day volume ratio >= 2.0,329,1168,329,1168,166,595,50.4559,50.9418,-0.4859,761,21.8134,736,22.1467,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,120,ma60_gt_ma120,technical,MA60 > MA120,329,1168,329,1168,226,442,68.693,37.8425,30.8505,668,33.8323,829,12.4246,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,130,obv_above_ma20,technical,OBV above OBV MA20,329,1168,329,1167,315,1048,95.7447,89.8029,5.9418,1363,23.1108,133,10.5263,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,140,kdj_bullish_not_extreme,technical,"K > D, J > K, and J < 100",329,1168,329,1094,228,721,69.3009,65.9049,3.396,949,24.0253,474,21.308,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,150,close_above_ma20_ema23,technical,close above MA20 and EMA23,329,1168,329,1168,326,1161,99.0881,99.4007,-0.3126,1487,21.9233,10,30.0,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,160,macd_hist_gt0,technical,MACD histogram > 0,329,1168,312,888,298,841,95.5128,94.7072,0.8056,1139,26.1633,61,22.9508,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,170,rsi14_40_70,technical,40 <= RSI14 <= 70,329,1168,328,1078,224,855,68.2927,79.3135,-11.0208,1079,20.76,327,31.8043,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,180,rsi14_ge60,technical,RSI14 >= 60,329,1168,328,1078,258,727,78.6585,67.4397,11.2188,985,26.1929,421,16.6271,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,190,kdj_j_ge100,technical_risk,KDJ J >= 100,329,1168,329,1094,92,339,27.9635,30.9872,-3.0237,431,21.3457,992,23.8911,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,200,return20_0_25,price_momentum,20-day close return between 0% and 25%,329,1168,329,1168,281,1134,85.4103,97.089,-11.6787,1415,19.8587,82,58.5366,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,210,range23_le15,price_shape,previous 23-day range width <= 15%,329,1168,329,1168,152,878,46.2006,75.1712,-28.9706,1030,14.7573,467,37.9015,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,220,position120_low_le40,price_position,close position in previous 120-day range <= 40%,329,1168,319,1003,30,251,9.4044,25.0249,-15.6205,281,10.6762,1041,27.7618,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,230,position120_mid_40_75,price_position,40% < close position in previous 120-day range <= 75%,329,1168,319,1003,78,367,24.4514,36.5902,-12.1388,445,17.5281,877,27.48,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 19:15:08 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,240,position120_high_gt75,price_position,close position in previous 120-day range > 75%,329,1168,319,1003,211,385,66.1442,38.3848,27.7594,596,35.4027,726,14.876,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
