model_id,operation_asof_date,stock_id,stock_name,report_line,signal_date,entry_date,operation_lifecycle_state,audit_status,included_in_daily_adapter,exit_date,exit_reason,stop_loss_price,left_low_date,right_low_date,neckline_price,reason,adapter_source,generated_at
w_bottom_right_side,20260828,1618,合機,mainstream,20260529,,w_structure_low_close_stop,lifecycle_suppressed,False,20260717,w_structure_low_close_stop,37.8,20260413,20260518,41.9,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2241,艾姆勒,non_mainstream,20260529,,d20_gain10_close_exit,lifecycle_suppressed,False,20260629,d20_gain10_close_exit,27,20260304,20260410,32.9,d20_gain10_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2374,佳能,mainstream,20260529,,w_structure_low_close_stop,lifecycle_suppressed,False,20260728,w_structure_low_close_stop,64.9,20260309,20260402,73.4,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2597,潤弘,non_mainstream,20260529,,d40_close_exit,lifecycle_suppressed,False,20260728,d40_close_exit,150,20260323,20260429,165.5,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,8213,志超,mainstream,20260529,,w_structure_low_close_stop,lifecycle_suppressed,False,20260608,w_structure_low_close_stop,35.75,20260430,20260518,43.8,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1449,佳和,non_mainstream,20260601,,d40_close_exit,lifecycle_suppressed,False,20260729,d40_close_exit,10.95,20260202,20260331,14.3,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2014,中鴻,non_mainstream,20260601,,w_structure_low_close_stop,lifecycle_suppressed,False,20260729,w_structure_low_close_stop,16.85,20260427,20260520,18.7,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2241,艾姆勒,non_mainstream,20260601,,d20_gain10_close_exit,lifecycle_suppressed,False,20260630,d20_gain10_close_exit,27,20260304,20260410,32.9,d20_gain10_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2597,潤弘,non_mainstream,20260601,,d40_close_exit,lifecycle_suppressed,False,20260729,d40_close_exit,150,20260323,20260429,165.5,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1476,儒鴻,non_mainstream,20260602,,w_structure_low_close_stop,lifecycle_suppressed,False,20260623,w_structure_low_close_stop,315.5,20260407,20260527,355.5,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1590,亞德客-KY,mainstream,20260602,,d40_close_exit,lifecycle_suppressed,False,20260730,d40_close_exit,943,20260309,20260330,1070,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1810,和成,non_mainstream,20260602,,d40_close_exit,lifecycle_suppressed,False,20260730,d40_close_exit,16.75,20260331,20260511,20,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1449,佳和,non_mainstream,20260603,,d40_close_exit,lifecycle_suppressed,False,20260731,d40_close_exit,10.95,20260202,20260331,14.3,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1808,潤隆,non_mainstream,20260603,,d40_close_exit,lifecycle_suppressed,False,20260731,d40_close_exit,28.05,20260505,20260528,31,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1618,合機,mainstream,20260605,,w_structure_low_close_stop,lifecycle_suppressed,False,20260717,w_structure_low_close_stop,37.8,20260413,20260518,41.9,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2201,裕隆,non_mainstream,20260605,,d40_close_exit,lifecycle_suppressed,False,20260804,d40_close_exit,26.45,20260323,20260527,29.05,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2241,艾姆勒,non_mainstream,20260605,,d20_gain10_close_exit,lifecycle_suppressed,False,20260706,d20_gain10_close_exit,27,20260304,20260410,32.9,d20_gain10_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2363,矽統,non_mainstream,20260605,,w_structure_low_close_stop,lifecycle_suppressed,False,20260729,w_structure_low_close_stop,45.65,20260309,20260413,53.6,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1618,合機,mainstream,20260612,,w_structure_low_close_stop,lifecycle_suppressed,False,20260714,w_structure_low_close_stop,38.2,20260504,20260608,46.05,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1447,力鵬,non_mainstream,20260616,,d20_gain10_close_exit,lifecycle_suppressed,False,20260716,d20_gain10_close_exit,4.9,20260325,20260513,5.44,d20_gain10_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2323,中環,mainstream,20260616,,w_structure_low_close_stop,lifecycle_suppressed,False,20260717,w_structure_low_close_stop,10.6,20260331,20260611,12.75,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1447,力鵬,non_mainstream,20260617,,d20_gain10_close_exit,lifecycle_suppressed,False,20260717,d20_gain10_close_exit,4.9,20260325,20260513,5.44,d20_gain10_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2331,精英,mainstream,20260617,,w_structure_low_close_stop,lifecycle_suppressed,False,20260717,w_structure_low_close_stop,19.75,20260427,20260611,26.5,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1447,力鵬,non_mainstream,20260618,,d20_gain10_close_exit,lifecycle_suppressed,False,20260720,d20_gain10_close_exit,4.9,20260325,20260513,5.44,d20_gain10_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2331,精英,mainstream,20260618,,w_structure_low_close_stop,lifecycle_suppressed,False,20260717,w_structure_low_close_stop,19.75,20260427,20260611,26.5,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,9958,世紀鋼,non_mainstream,20260618,,w_structure_low_close_stop,lifecycle_suppressed,False,20260819,w_structure_low_close_stop,100.5,20260414,20260525,114.5,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1447,力鵬,non_mainstream,20260622,,d20_gain10_close_exit,lifecycle_suppressed,False,20260721,d20_gain10_close_exit,4.9,20260325,20260513,5.44,d20_gain10_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1808,潤隆,non_mainstream,20260622,,d40_close_exit,lifecycle_suppressed,False,20260818,d40_close_exit,28.05,20260505,20260528,31,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2027,大成鋼,non_mainstream,20260622,,d40_close_exit,lifecycle_suppressed,False,20260818,d40_close_exit,35.7,20260304,20260513,40.45,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2637,慧洋-KY,non_mainstream,20260622,,d40_close_exit,lifecycle_suppressed,False,20260818,d40_close_exit,66.5,20260313,20260519,77.6,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,6191,精成科,mainstream,20260622,,w_structure_low_close_stop,lifecycle_suppressed,False,20260728,w_structure_low_close_stop,88.1,20260331,20260611,116,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,6757,台灣虎航,non_mainstream,20260622,,d40_close_exit,lifecycle_suppressed,False,20260818,d40_close_exit,50.9,20260518,20260608,59.1,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,1447,力鵬,non_mainstream,20260623,,d20_gain10_close_exit,lifecycle_suppressed,False,20260722,d20_gain10_close_exit,4.9,20260325,20260513,5.44,d20_gain10_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,2331,精英,mainstream,20260623,,w_structure_low_close_stop,lifecycle_suppressed,False,20260626,w_structure_low_close_stop,20.75,20260331,20260617,26.5,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,6134,萬旭,mainstream,20260623,,w_structure_low_close_stop,lifecycle_suppressed,False,20260714,w_structure_low_close_stop,28.8,20260309,20260518,34.5,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,6472,保瑞,non_mainstream,20260623,,d40_close_exit,lifecycle_suppressed,False,20260819,d40_close_exit,330.5,20260515,20260528,405.5,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,6668,中揚光,mainstream,20260623,,d40_close_exit,lifecycle_suppressed,False,20260819,d40_close_exit,33.3,20260429,20260608,42.45,d40_close_exit,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
w_bottom_right_side,20260828,8104,錸寶,mainstream,20260623,,w_structure_low_close_stop,lifecycle_suppressed,False,20260724,w_structure_low_close_stop,32.95,20260429,20260518,36.55,w_structure_low_close_stop,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-08-28 20:59:09 Asia/Taipei
