signal_date,code,name,primary_theme,secondary_theme,abm_rank,abm_score,setup_type,tdcc_price_phase,priority_group,all_threshold_streak_weeks,tdcc_400_streak_weeks,tdcc_600_streak_weeks,tdcc_800_streak_weeks,tdcc_1000_streak_weeks,tdcc_800_ratio_20w_high,tdcc_1000_ratio_20w_high,price_return_5d,price_return_10d,price_return_20d,price_return_60d,distance_ma20_pct,distance_ma60_pct,distance_20d_high_pct,distance_60d_high_pct,price_range_20d_pct,price_range_60d_pct,bollinger_bandwidth_20d,atr_pct_14d,volume_ratio_5d,volume_ratio_20d,relative_ret_2w,turnover_ratio,is_price_not_reacted,is_compression,is_volume_healthy,is_volume_explosive,theme_breadth_score,abm_reason,created_at,updated_at
20260904,1236,宏亞,other,,1,100,quiet_accumulation,tdcc_leading_price,A,8,8,8,8,8,1.0,1.0,2.3483365949119372,2.3483365949119372,2.549019607843128,2.148437499999978,2.338323060365921,4.356640314785909,-0.3809523809523818,-4.387568555758692,7.14285714285714,19.956140350877206,4.754045328269961,1.597924064463262,0.926,0.9259877200704443,-0.5855734786348155,0.9259877200704443,True,True,True,False,10,四級距連續三週增加；高級距同步改善；20日股價尚未明顯反應；20日平台壓縮；同族群多檔同步,2026-09-05 15:36:22 Asia/Taipei,2026-09-05 15:45:26 Asia/Taipei
20260904,1314,中石化,other,,2,100,quiet_accumulation,tdcc_price_divergence,A,3,3,3,3,3,0.949610244988864,0.9494117647058824,0.8695652173912771,-1.3365735115431487,4.102564102564088,5.045278137128051,2.099836539670541,-0.7674634599403762,-5.029239766081883,-24.11214953271028,12.500000000000021,45.57823129251701,10.16849065135437,2.9644616467276577,0.6992,0.6992436086670154,-4.2704835850899014,0.6992436086670154,True,True,False,False,10,四級距連續三週增加；高級距同步改善；20日股價尚未明顯反應；20日平台壓縮；同族群多檔同步,2026-09-05 15:36:23 Asia/Taipei,2026-09-05 15:45:26 Asia/Taipei
20260904,2114,鑫永銓,other,,3,100,quiet_accumulation,tdcc_leading_price,A,3,4,3,3,3,1.0,1.0,-0.22471910112359383,0.22573363431150906,1.2542759407069504,0.22573363431150906,0.1579066095195092,0.17112567302473014,-2.844638949671785,-4.413347685683544,4.457142857142871,7.52314814814814,2.5913135011392243,0.9009009009009022,0.5539,0.553943574722577,-2.7081764392352436,0.553943574722577,True,True,False,False,10,四級距連續三週增加；高級距同步改善；20日股價尚未明顯反應；20日平台壓縮；同族群多檔同步,2026-09-05 15:36:24 Asia/Taipei,2026-09-05 15:45:26 Asia/Taipei
20260904,2430,燦坤,other,,4,100,quiet_accumulation,tdcc_leading_price,A,5,5,7,7,8,0.9791596638655462,0.978657487091222,0.2808988764045006,0.847457627118664,4.385964912280693,-3.7735849056603765,1.9563044409538932,0.6722764906264889,-0.27932960893852776,-5.305039787798405,5.294117647058805,14.589665653495466,6.936631581750392,1.4405762304921972,0.9623,0.9622761211316692,-2.0864524464280887,0.9622761211316692,True,True,True,False,10,四級距連續三週增加；高級距同步改善；20日股價尚未明顯反應；20日平台壓縮；同族群多檔同步,2026-09-05 15:36:25 Asia/Taipei,2026-09-05 15:45:26 Asia/Taipei
20260904,2618,長榮航,other,,5,100,quiet_accumulation,tdcc_price_divergence,A,18,18,18,18,18,1.0,1.0,1.674641148325362,-0.23474178403756207,-4.2792792792792795,14.093959731543615,0.9681059571182482,0.7944978062373931,-2.5229357798165153,-6.9003285870755775,11.22448979591837,24.217687074829918,6.725339984083447,1.9075630252100844,0.3746,0.3745901448900024,-3.168651857584315,0.3745901448900024,True,True,False,False,10,四級距連續三週增加；高級距同步改善；20日股價尚未明顯反應；20日平台壓縮；同族群多檔同步,2026-09-05 15:36:25 Asia/Taipei,2026-09-05 15:45:26 Asia/Taipei
20260904,2633,台灣高鐵,other,,6,100,quiet_accumulation,tdcc_price_divergence,A,3,4,10,3,3,1.0,1.0,-0.5714285714285672,-0.19120458891012104,1.1627906976744207,1.1627906976744207,0.11507479861909697,0.08628127696290733,-1.3232514177693666,-2.9739776951672736,3.3203125,6.746031746031744,2.9175649180756857,0.9168035030104019,1.0788,1.0787683996388564,-3.1251146624568737,1.0787683996388564,True,True,True,False,10,四級距連續三週增加；高級距同步改善；20日股價尚未明顯反應；20日平台壓縮；同族群多檔同步,2026-09-05 15:36:25 Asia/Taipei,2026-09-05 15:45:26 Asia/Taipei
20260904,4995,晶達,other,,7,100,quiet_accumulation,tdcc_leading_price,A,4,5,4,4,6,0.9769863934150848,1.0,-0.7920792079207928,2.5588536335721557,2.7692307692307683,11.333333333333329,0.6630500301386233,5.699993459681041,-3.0947775628626717,-4.571428571428571,9.766454352441611,19.318181818181813,5.831213936974113,1.504134587966926,0.878,0.8780487804878049,-1.3686388135577543,0.8780487804878049,True,True,True,False,10,四級距連續三週增加；高級距同步改善；20日股價尚未明顯反應；20日平台壓縮；同族群多檔同步,2026-09-05 15:36:29 Asia/Taipei,2026-09-05 15:45:26 Asia/Taipei
20260904,5880,合庫金,other,,8,100,quiet_accumulation,insufficient_price_context,A,3,3,3,3,3,1.0,1.0,5.5445544554455495,6.387225548902187,1.717557251908386,11.974789915966365,5.901053049870852,5.474794888133383,-0.7448789571694703,-3.616636528028938,12.578616352201255,17.16101694915253,12.561146417726416,1.6751541141785036,0.9367,0.9366503998766462,3.453315475355434,0.9366503998766462,True,True,True,False,10,四級距連續三週增加；高級距同步改善；20日股價尚未明顯反應；20日平台壓縮；同族群多檔同步,2026-09-05 15:36:30 Asia/Taipei,2026-09-05 15:45:26 Asia/Taipei
20260904,6578,達邦蛋白,other,,9,100,watch_only,tdcc_price_divergence,B,8,10,10,10,8,1.0,1.0,1.6666666666666607,-0.8130081300812941,-2.1390374331550777,7.331378299120228,1.0910095290705746,6.934372680897316,-2.659574468085102,-5.670103092783496,7.428571428571429,22.397476340694,4.65261770904939,2.068696330991413,5.1111,5.111111111111111,-4.740500577211204,5.111111111111111,True,True,False,True,10,四級距連續三週增加；高級距同步改善；20日股價尚未明顯反應；20日平台壓縮；同族群多檔同步,2026-09-05 15:36:31 Asia/Taipei,2026-09-05 15:45:26 Asia/Taipei
20260904,6756,威鋒電子,other,,10,100,quiet_accumulation,tdcc_leading_price,A,5,9,5,8,8,1.0,1.0,1.4999999999999902,3.1504065040650397,2.01005025125629,8.20895522388061,1.728890002505623,3.3885995479422615,-3.791469194312791,-8.558558558558559,11.404435058078132,33.734939759036145,8.122725853117066,3.0190007037297693,1.6147,1.6147472898609838,0.21649643051828704,1.6147472898609838,True,True,True,False,10,四級距連續三週增加；高級距同步改善；20日股價尚未明顯反應；20日平台壓縮；同族群多檔同步,2026-09-05 15:36:31 Asia/Taipei,2026-09-05 15:45:26 Asia/Taipei
