generated_at,model_id,model_name_zh,research_artifact_id,matrix_scope,base_condition_id,base_condition_rule,test_order,condition_test_id,condition_family,condition_role_candidate,condition_rule,data_status,revenue_join_source,point_in_time_rule,anomaly_exclusion_basis,revenue_or_price_anomaly_count_in_sample,revenue_or_price_anomaly_count_in_baseline,exit_rule_id,formal_price_rule_status,profit_target_pct,exit_price_rule,entry_rule_id,operation_basis,lifecycle_replay_scope,source_mature_signal_stock_days,source_unique_stocks,accepted_trade_count,accepted_unique_stocks,suppressed_signal_count,suppressed_rate_pct,accepted_share_of_source_mature_pct,baseline_source_mature_signal_stock_days,baseline_accepted_trade_count,accepted_trade_share_of_baseline_pct,source_signal_day_count,source_avg_signals_per_signal_day,accepted_signal_day_count,accepted_avg_trades_per_signal_day,research_trading_day_count,accepted_avg_trades_per_research_day,first_signal_date,last_signal_date,metric_surface_use,advisory_status,approved_for_daily,production_change,promotion_readiness,promotion_blocker,mature_count,win_count,neutral_count,failure_count,same_day_unresolved_count,hard_stop_count,ma5_exit_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,same_day_unresolved_rate_pct,hard_stop_rate_pct,ma5_exit_rate_pct,avg_d20_close_return_pct,median_d20_close_return_pct,avg_realized_return_pct,avg_win_realized_return_pct,avg_failure_realized_return_pct,avg_neutral_realized_return_pct,avg_realized_or_d20_days,avg_days_to_win,avg_days_to_failure,median_realized_return_pct,high_return_8_count,high_return_8_rate_pct,high_return_10_count,high_return_10_rate_pct,loss_5_count,loss_5_rate_pct,avg_revenue_latest_yoy_pct,median_revenue_latest_yoy_pct,avg_revenue_cumulative_yoy_pct,median_revenue_cumulative_yoy_pct,avg_revenue_latest_yoy_delta_1m_pct_points,median_revenue_latest_yoy_delta_1m_pct_points,avg_revenue_cumulative_yoy_delta_1m_pct_points,median_revenue_cumulative_yoy_delta_1m_pct_points
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",100,latest_yoy_turn_positive,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY turns from negative in the previous available month to positive,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,41,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,868,215,285,215,583,67.17,32.83,4062,1128,25.27,115,7.55,59,4.83,275,1.04,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",285,185,15,85,0,24,0,64.91,5.26,29.82,0.0,8.42,0.0,3.75,0.23,3.16,7.41,-6.04,2.82,10.18,6.04,17.47,1.85,69,24.21,48,16.84,44,15.44,18.69,12.24,3.38,2.54,34.42,25.05,6.76,4.24
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",110,latest_yoy_turn_positive_after_2_negative,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY turns positive after two negative available months,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,21,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,406,95,124,95,282,69.46,30.54,4062,1128,10.99,101,4.02,46,2.7,275,0.45,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",124,85,5,34,0,6,0,68.55,4.03,27.42,0.0,4.84,0.0,3.37,0.0,3.25,6.99,-5.83,1.35,9.71,5.56,18.56,1.32,28,22.58,25,20.16,17,13.71,15.0,10.25,-5.6,-1.81,31.2,19.73,6.64,4.85
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",120,cumulative_yoy_turn_positive,revenue_turnaround,turnaround_add_score_candidate,cumulative monthly revenue YoY turns from negative in the previous available month to positive,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,28,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,293,80,99,80,194,66.21,33.79,4062,1128,8.78,72,4.07,32,3.09,275,0.36,20260119,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",99,58,9,32,0,8,0,58.59,9.09,32.32,0.0,8.08,0.0,3.5,0.67,2.56,8.05,-7.54,3.03,11.12,5.93,18.03,2.37,23,23.23,18,18.18,22,22.22,24.43,17.17,7.35,3.09,28.62,20.22,12.2,7.0
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",130,latest_yoy_delta_ge20,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY improves by at least 20 percentage points from the previous available month,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,105,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,867,234,283,234,584,67.36,32.64,4062,1128,25.09,105,8.26,46,6.15,275,1.03,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",283,169,17,97,0,30,0,59.72,6.01,34.28,0.0,10.6,0.0,4.21,1.11,3.27,9.19,-7.07,3.49,11.15,6.75,17.27,2.85,82,28.98,62,21.91,56,19.79,34.31,23.56,13.03,5.79,46.63,36.13,6.98,6.77
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",140,turn_positive_and_cumulative_improving,revenue_turnaround_combo,condition_package_candidate,latest monthly revenue YoY turns positive and cumulative monthly revenue YoY improves,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,40,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,770,191,254,191,516,67.01,32.99,4062,1128,22.52,112,6.88,55,4.62,275,0.92,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",254,169,13,72,0,18,0,66.54,5.12,28.35,0.0,7.09,0.0,4.28,0.59,3.56,7.68,-5.99,2.89,9.94,5.96,17.47,2.22,66,25.98,46,18.11,38,14.96,20.14,13.3,2.26,1.8,36.58,26.81,8.15,5.21
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",150,latest_improving_2m_and_cumulative_improving,revenue_turnaround_combo,condition_package_candidate,latest monthly revenue YoY improves for two consecutive available months and cumulative monthly revenue YoY improves,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,45,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,843,197,271,197,572,67.85,32.15,4062,1128,24.02,116,7.27,55,4.93,275,0.99,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",271,184,16,71,0,21,0,67.9,5.9,26.2,0.0,7.75,0.0,3.75,1.12,3.18,7.32,-7.53,3.0,9.59,5.48,17.9,2.74,66,24.35,59,21.77,42,15.5,23.29,13.88,7.31,3.25,17.86,9.61,7.14,3.88
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",190,revenue_negative_both_risk,revenue_risk,deduct_score_or_risk_tag_candidate,latest and cumulative monthly revenue YoY are both negative,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,5,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,1308,218,376,218,932,71.25,28.75,4062,1128,33.33,119,10.99,87,4.32,275,1.37,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",376,247,23,106,0,30,0,65.69,6.12,28.19,0.0,7.98,0.0,2.23,0.48,2.9,6.87,-6.18,2.11,9.64,5.43,17.21,1.28,85,22.61,74,19.68,63,16.76,-19.85,-14.33,-16.04,-10.46,-4.21,-1.31,-9.02,-0.7
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",0,base_v1_without_revenue_gate,baseline,baseline_anchor,"price_pullback_23ema production proxy plus return20_0_25, TDCC high thresholds up, and OBV above MA20; no revenue gate",available_full_market_monthly_revenue_history_join_not_required,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,130,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,4192,690,1161,690,3031,72.3,27.7,4192,1161,100.0,120,34.93,103,11.27,275,4.22,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",1161,767,65,329,0,106,0,66.06,5.6,28.34,0.0,9.13,0.0,3.35,0.6,3.17,7.53,-6.82,2.39,10.06,6.18,17.13,1.65,264,22.74,209,18.0,181,15.59,262.4,4.4,75.55,2.54,241.72,4.42,34.43,0.29
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",10,revenue_context_ready,revenue_coverage,coverage_gate_review,canonical monthly revenue history has an as-of row where source_table_date <= signal_date,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,130,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,4187,689,1159,689,3028,72.32,27.68,4192,1161,99.83,120,34.89,103,11.25,275,4.21,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",1159,765,65,329,0,106,0,66.01,5.61,28.39,0.0,9.15,0.0,3.34,0.6,3.15,7.5,-6.82,2.39,10.06,6.17,17.13,1.64,262,22.61,207,17.86,181,15.62,262.4,4.4,75.55,2.54,241.72,4.42,34.43,0.29
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",20,revenue_positive,revenue_direction,add_score_candidate,latest or cumulative monthly revenue YoY is positive,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,125,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,2869,546,825,546,2044,71.24,28.76,4192,1161,71.06,120,23.91,96,8.59,275,3.0,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",825,543,45,237,0,76,0,65.82,5.45,28.73,0.0,9.21,0.0,3.95,0.67,3.33,7.9,-7.0,2.54,10.29,6.46,17.23,1.86,191,23.15,145,17.58,126,15.27,379.22,13.05,113.62,8.92,347.69,7.96,53.9,1.58
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",30,revenue_production_strong,revenue_strength,required_gate_candidate,latest revenue YoY >= 30% or cumulative revenue YoY >= 20%,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,124,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,964,235,309,235,655,67.95,32.05,4192,1161,26.61,102,9.45,53,5.83,275,1.12,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",309,191,15,103,0,43,0,61.81,4.85,33.33,0.0,13.92,0.0,5.1,1.74,3.22,9.57,-8.59,3.48,10.76,6.84,16.68,2.93,96,31.07,74,23.95,66,21.36,1004.41,42.12,297.92,30.16,924.15,19.31,142.2,4.41
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",40,latest_revenue_yoy_ge50,revenue_strength,strong_add_score_candidate,latest monthly revenue YoY >= 50%,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,114,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,396,107,133,107,263,66.41,33.59,4192,1161,11.46,84,4.71,33,4.03,275,0.48,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",133,87,7,39,0,17,0,65.41,5.26,29.32,0.0,12.78,0.0,5.92,2.4,3.46,9.51,-10.14,4.03,10.24,6.75,16.28,3.66,42,31.58,33,24.81,29,21.8,2305.41,92.19,627.29,66.23,2175.64,55.57,396.65,11.78
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",50,cumulative_revenue_yoy_ge30,revenue_strength,strong_add_score_candidate,cumulative monthly revenue YoY >= 30%,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,117,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,515,130,157,130,358,69.51,30.49,4192,1161,13.52,87,5.92,38,4.13,275,0.57,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",157,97,9,51,0,23,0,61.78,5.73,32.48,0.0,14.65,0.0,5.31,1.54,3.7,10.31,-8.83,3.57,10.92,7.4,16.0,3.41,53,33.76,41,26.11,31,19.75,1383.53,69.45,570.41,61.08,1230.54,16.55,274.82,2.55
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",60,latest30_and_cumulative20,revenue_strength_combo,condition_package_candidate,latest monthly revenue YoY >= 30% and cumulative revenue YoY >= 20%,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,108,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,551,150,184,150,367,66.61,33.39,4192,1161,15.85,83,6.64,37,4.97,275,0.67,20251212,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",184,117,9,58,0,26,0,63.59,4.89,31.52,0.0,14.13,0.0,5.11,2.13,3.56,9.86,-9.15,3.52,10.47,6.74,16.52,3.69,63,34.24,46,25.0,36,19.57,1190.27,65.05,470.35,48.08,1074.05,27.03,284.04,6.46
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",70,latest_yoy_improving_2m,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY improves for two consecutive available months,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,45,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,965,221,309,221,656,67.98,32.02,4192,1161,26.61,117,8.25,61,5.07,275,1.12,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",309,210,19,80,0,24,0,67.96,6.15,25.89,0.0,7.77,0.0,3.6,0.76,3.23,7.22,-7.36,3.7,9.5,5.42,17.71,2.88,74,23.95,65,21.04,47,15.21,487.06,14.34,154.15,3.49,465.26,9.61,141.17,3.8
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",80,latest_yoy_improving_3m,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY improves for three consecutive available months,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,15,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,239,51,75,51,164,68.62,31.38,4192,1161,6.46,92,2.6,42,1.79,275,0.27,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",75,49,7,19,0,7,0,65.33,9.33,25.33,0.0,9.33,0.0,3.91,0.42,2.37,6.02,-7.71,4.17,9.89,5.61,17.21,1.24,14,18.67,13,17.33,12,16.0,83.08,16.76,74.88,3.82,39.71,11.06,50.8,5.26
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",90,cumulative_yoy_improving_2m,revenue_turnaround,turnaround_add_score_candidate,cumulative monthly revenue YoY improves for two consecutive available months,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,48,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,1227,250,365,250,862,70.25,29.75,4192,1161,31.44,119,10.31,74,4.93,275,1.33,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",365,242,28,95,0,24,0,66.3,7.67,26.03,0.0,6.58,0.0,3.74,0.83,2.89,6.68,-6.82,3.07,10.05,5.83,17.84,1.73,78,21.37,66,18.08,50,13.7,720.98,14.34,162.78,3.81,677.4,4.57,138.72,3.19
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",100,latest_yoy_turn_positive,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY turns from negative in the previous available month to positive,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,41,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,909,223,294,223,615,67.66,32.34,4192,1161,25.32,115,7.9,60,4.9,275,1.07,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",294,187,16,91,0,25,0,63.61,5.44,30.95,0.0,8.5,0.0,3.57,0.08,2.97,7.37,-6.03,2.74,10.32,5.99,17.51,1.66,69,23.47,48,16.33,47,15.99,383.38,12.8,25.79,2.81,402.97,25.89,18.03,4.45
2026-07-05 19:23:25 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",110,latest_yoy_turn_positive_after_2_negative,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY turns positive after two negative available months,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,21,130,close_prev20_high_break_next_open,close_confirmed_candidate,,next_open_after_close_breaks_previous_20d_high,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,427,99,128,99,299,70.02,29.98,4192,1161,11.02,101,4.23,47,2.72,275,0.47,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",128,86,5,37,0,6,0,67.19,3.91,28.91,0.0,4.69,0.0,3.21,0.0,3.06,6.97,-5.8,1.35,9.89,5.52,18.68,1.23,28,21.88,25,19.53,19,14.84,787.49,10.69,-1.22,-1.6,810.97,22.55,9.39,4.88
