artifact_version,model_id,producer_path,producer_canonical_sha256,evidence_basis,production_condition_recalculated,snapshot_revision_policy,source_manifest_path,source_manifest_sha256,selected_snapshot_count,selected_snapshot_date_min,selected_snapshot_date_max,selected_snapshot_bundle_sha256,price_input_file_count,price_input_bundle_sha256,signal_event_count,scenario_event_count,events_row_set_sha256,summary_row_set_sha256,anomaly_candidate_count,effective_anomaly_blocker_count,semantic_version_binding_status,full_historical_condition_replay_status,operation_contract_status,formal_use_allowed,approved_for_daily,presentation_allowed,promotion_evidence_allowed,production_change,events_path,events_file_sha256,events_row_count,summary_path,summary_file_sha256,summary_row_count,anomalies_path,anomalies_file_sha256,anomalies_row_count,evidence_payload_bundle_sha256
hot_theme_pullback_published_signal_replay_v1,hot_theme_pullback,scripts/build_hot_theme_pullback_research.py,6bbd6ee0063a269ccc6b5b34c391e747e71d2901fb92a640856e831f4037007e,as_published_formal_signal_membership,False,latest_revision_per_report_date_artifact,output/history/daily_model_snapshots/daily_published_model_snapshot_manifest.csv,a032c8edaaab274df67ecf6c15170cc054a4aa783301fa44b1206d0a787c3b0c,32,20260615,20260901,afb499108c871e6cf7fa78ae45eebe0b737056d655390044a89daf493fd56405,138,694eb59979a0c9746555a82041648e21029faa5f95ebdd2b7504cf0fef8641b8,1544,4632,33c6227966cc14ebdf05181565a277dc8efcf25790626d4d32b8301653c59e81,e6db85f8ac3a51fbda41ce3b558f511a76097c3168966bd71b7e8536f6115aac,166,166,published_pipeline_commit_only_no_current_ast_binding,blocked_missing_point_in_time_hot_theme_labels,decision_required,False,False,False,False,False,output/latest/research_backtest/hot_theme_pullback_published_signal_events_latest.csv,c221b846beb08fe27514ce751391e9944d9df9233ea6a79f1ca108acf950e70e,4632,output/latest/research_backtest/hot_theme_pullback_published_signal_summary_latest.csv,b5781307f54a0cd83b0b293fa342301c09af820df6fe7f2b799ed987e2e0ae45,3,output/latest/research_backtest/hot_theme_pullback_published_signal_anomaly_candidates_latest.csv,67137bd193355cf547d0393401d0542e400134f7495db896945057f019f6cd5e,166,75347b5a33afb68895738f6b3d13b0f1a24ae50b3dbd99e1c307015c3cb045c8
