tdcc_list_type,tdcc_rank,signal_date,stock_id,stock_name,theme,tdcc_phase_group_zh,risk_bucket,risk_bucket_zh,tdcc_score,model_id,model_name_zh,display_rank,tdcc_model_rank_in_list,model_score,model_source,source_hit_labels_zh,why_selected_zh,risk_tags_zh,next_confirmation_zh,recommended_usage_zh,report_usage_zh,operation_note_zh,tdcc_1w_change_400,tdcc_1w_change_600,tdcc_1w_change_800,tdcc_1w_change_1000,tdcc_high_pair_effective_streak_weeks,tdcc_consecutive_up_weeks,price_context_date,price_context_source,price_start_date_5d,price_start_date_10d,price_start_date_20d,report_price_return_5d,report_price_return_10d,report_price_return_20d,report_distance_ma20_pct,tdcc_facts_zh,price_facts_zh,historical_evidence_status,historical_evidence_zh
consecutive_accumulation,4,20260924,3605,宏致,電子零組件業,TDCC 後股價過熱,strong_but_overheated,短線過熱,53.97,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,2,1,97.3,短線專項,,TDCC 名單與模型來源名單交集；不代表核准績效或買進訊號。,,,僅列示名單交集；不提供本週個股操作規則。,,未提供本週個股操作規則。,2.1799999999999926,2.769999999999996,3.229999999999997,1.6400000000000006,3,4,20260924,data/stock_price_history/3605.csv,20260917,20260910,20260827,31.071428571428573,43.359375,53.55648535564854,32.41926754465092,>400／600／800／1000張：+2.18／+2.77／+3.23／+1.64百分點；800/1000有效連增：3週,截至20260924；5日：+31.07%；10日：+43.36%；20日：+53.56%；距MA20：+32.42%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
consecutive_accumulation,9,20260924,3105,穩懋,低軌衛星,價格資料不足,insufficient_data,資料不足,41.75,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,5,2,92.3,短線專項,,TDCC 名單與模型來源名單交集；不代表核准績效或買進訊號。,,,僅列示名單交集；不提供本週個股操作規則。,,未提供本週個股操作規則。,1.7199999999999989,1.8299999999999983,1.8700000000000045,1.4399999999999977,2,3,20260924,data/stock_price_history/3105.csv,20260917,20260910,20260827,6.581740976645434,8.77573131094258,12.682379349046013,7.598328153466927,>400／600／800／1000張：+1.72／+1.83／+1.87／+1.44百分點；800/1000有效連增：2週,截至20260924；5日：+6.58%；10日：+8.78%；20日：+12.68%；距MA20：+7.60%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
consecutive_accumulation,8,20260924,2303,聯電,半導體業,價格資料不足,insufficient_data,資料不足,42.31,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,7,3,89.3,短線專項,,TDCC 名單與模型來源名單交集；不代表核准績效或買進訊號。,,,僅列示名單交集；不提供本週個股操作規則。,,未提供本週個股操作規則。,0.7099999999999937,0.7199999999999989,0.6799999999999926,0.7800000000000011,4,4,20260924,data/stock_price_history/2303.csv,20260917,20260910,20260827,4.406779661016946,8.070175438596493,29.957805907172986,8.661139530781448,>400／600／800／1000張：+0.71／+0.72／+0.68／+0.78百分點；800/1000有效連增：4週,截至20260924；5日：+4.41%；10日：+8.07%；20日：+29.96%；距MA20：+8.66%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
consecutive_accumulation,3,20260924,6168,宏齊,光電業,TDCC 後股價過熱,strong_but_overheated,短線過熱,64.17,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,10,4,69.5,短線專項,,TDCC 名單與模型來源名單交集；不代表核准績效或買進訊號。,,,僅列示名單交集；不提供本週個股操作規則。,,未提供本週個股操作規則。,3.779999999999994,3.440000000000005,4.090000000000003,4.060000000000002,2,2,20260924,data/stock_price_history/6168.csv,20260917,20260910,20260827,24.46958981612446,47.65100671140938,48.39797639123105,34.59773631079841,>400／600／800／1000張：+3.78／+3.44／+4.09／+4.06百分點；800/1000有效連增：2週,截至20260924；5日：+24.47%；10日：+47.65%；20日：+48.40%；距MA20：+34.60%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
weekly_increase,21,20260924,3605,宏致,電子零組件業,TDCC 後股價過熱,strong_but_overheated,短線過熱,43.97,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,2,1,97.3,短線專項,,TDCC 名單與模型來源名單交集；不代表核准績效或買進訊號。,,,僅列示名單交集；不提供本週個股操作規則。,,未提供本週個股操作規則。,2.1799999999999926,2.769999999999996,3.229999999999997,1.6400000000000006,3,4,20260924,data/stock_price_history/3605.csv,20260917,20260910,20260827,31.071428571428573,43.359375,53.55648535564854,32.41926754465092,>400／600／800／1000張：+2.18／+2.77／+3.23／+1.64百分點；800/1000有效連增：3週,截至20260924；5日：+31.07%；10日：+43.36%；20日：+53.56%；距MA20：+32.42%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
weekly_increase,231,20260924,3066,李洲,光電業,價格資料不足,insufficient_data,資料不足,4.28,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,3,2,95.8,短線專項,,TDCC 名單與模型來源名單交集；不代表核准績效或買進訊號。,,,僅列示名單交集；不提供本週個股操作規則。,,未提供本週個股操作規則。,1.509999999999991,0.9299999999999926,-0.7099999999999937,-1.7399999999999949,0,2,20260924,data/stock_price_history/3066.csv,20260917,20260910,20260827,-3.180212014134287,14.644351464435147,9.599999999999987,6.283941039565555,>400／600／800／1000張：+1.51／+0.93／-0.71／-1.74百分點；800/1000有效連增：0週,截至20260924；5日：-3.18%；10日：+14.64%；20日：+9.60%；距MA20：+6.28%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
weekly_increase,243,20260924,1560,中砂,半導體設備 / CoWoS,價格資料不足,insufficient_data,資料不足,3.07,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,4,3,95.3,短線專項,,TDCC 名單與模型來源名單交集；不代表核准績效或買進訊號。,,,僅列示名單交集；不提供本週個股操作規則。,,未提供本週個股操作規則。,-0.03999999999999204,-0.46999999999999886,1.5500000000000043,-1.4000000000000057,0,2,20260924,data/stock_price_history/1560.csv,20260917,20260910,20260827,19.141104294478527,32.469304229195096,40.724637681159415,23.994381305069588,>400／600／800／1000張：-0.04／-0.47／+1.55／-1.40百分點；800/1000有效連增：0週,截至20260924；5日：+19.14%；10日：+32.47%；20日：+40.72%；距MA20：+23.99%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
weekly_increase,35,20260924,3105,穩懋,低軌衛星,價格資料不足,insufficient_data,資料不足,36.75,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,5,4,92.3,短線專項,,TDCC 名單與模型來源名單交集；不代表核准績效或買進訊號。,,,僅列示名單交集；不提供本週個股操作規則。,,未提供本週個股操作規則。,1.7199999999999989,1.8299999999999983,1.8700000000000045,1.4399999999999977,2,3,20260924,data/stock_price_history/3105.csv,20260917,20260910,20260827,6.581740976645434,8.77573131094258,12.682379349046013,7.598328153466927,>400／600／800／1000張：+1.72／+1.83／+1.87／+1.44百分點；800/1000有效連增：2週,截至20260924；5日：+6.58%；10日：+8.78%；20日：+12.68%；距MA20：+7.60%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
weekly_increase,57,20260924,2303,聯電,半導體業,價格資料不足,insufficient_data,資料不足,27.31,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,7,5,89.3,短線專項,,TDCC 名單與模型來源名單交集；不代表核准績效或買進訊號。,,,僅列示名單交集；不提供本週個股操作規則。,,未提供本週個股操作規則。,0.7099999999999937,0.7199999999999989,0.6799999999999926,0.7800000000000011,4,4,20260924,data/stock_price_history/2303.csv,20260917,20260910,20260827,4.406779661016946,8.070175438596493,29.957805907172986,8.661139530781448,>400／600／800／1000張：+0.71／+0.72／+0.68／+0.78百分點；800/1000有效連增：4週,截至20260924；5日：+4.41%；10日：+8.07%；20日：+29.96%；距MA20：+8.66%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
weekly_increase,167,20260924,6620,漢達,生技醫療業,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,7.85,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,2,6,87.3,短線專項,,TDCC 名單與模型來源名單交集；不代表核准績效或買進訊號。,,,僅列示名單交集；不提供本週個股操作規則。,,未提供本週個股操作規則。,-1.509999999999998,0.10999999999999943,0.8599999999999994,0.39000000000000057,0,4,20260924,data/stock_price_history/6620.csv,20260917,20260910,20260827,-15.646258503401356,-1.9762845849802368,61.2483745123537,4.131676184077926,>400／600／800／1000張：-1.51／+0.11／+0.86／+0.39百分點；800/1000有效連增：0週,截至20260924；5日：-15.65%；10日：-1.98%；20日：+61.25%；距MA20：+4.13%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
