segment_type,segment_value,source_artifact,model_id,model_name_zh,sample_size,report_date_min,report_date_max,snapshot_report_count,generated_at,evaluated_d1_count,win_rate_d1,avg_return_d1,median_return_d1,avg_mfe_d1,avg_mae_d1,evaluated_d3_count,win_rate_d3,avg_return_d3,median_return_d3,avg_mfe_d3,avg_mae_d3,evaluated_d5_count,win_rate_d5,avg_return_d5,median_return_d5,avg_mfe_d5,avg_mae_d5,evaluated_d10_count,win_rate_d10,avg_return_d10,median_return_d10,avg_mfe_d10,avg_mae_d10,confidence_status,advisory_only
model_report_bucket,price_pullback_23ema|mainstream,model_signals_for_report,price_pullback_23ema,股價回檔模型,1730,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,1560,46.86%,0.09%,-0.16%,2.73%,-2.27%,1261,39.02%,-0.56%,-1.33%,5.08%,-4.77%,978,36.91%,-1.15%,-2.31%,6.46%,-6.48%,407,44.47%,0.48%,-0.72%,9.49%,-7.75%,ok_first_pass,True
model_report_bucket,price_pullback_23ema|non_mainstream,model_signals_for_report,price_pullback_23ema,股價回檔模型,1110,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,1000,45.80%,0.12%,0.00%,1.74%,-1.37%,836,39.11%,-0.27%,-0.54%,3.02%,-2.83%,663,41.78%,0.03%,-0.67%,4.18%,-3.61%,290,40.34%,0.51%,-0.79%,5.73%,-5.00%,ok_first_pass,True
model_report_bucket,pullback_short_reclaim|mainstream,model_signals_for_report,pullback_short_reclaim,回檔後短線轉強模型,722,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,691,43.27%,-0.09%,-0.39%,2.74%,-2.50%,618,39.48%,-0.17%,-1.33%,5.56%,-4.71%,545,38.35%,-0.66%,-2.16%,7.21%,-6.06%,306,47.06%,0.57%,-0.66%,10.84%,-7.62%,ok_first_pass,True
model_report_bucket,pullback_short_reclaim|non_mainstream,model_signals_for_report,pullback_short_reclaim,回檔後短線轉強模型,479,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,460,45.00%,0.03%,0.00%,1.81%,-1.65%,404,35.40%,-0.35%,-0.92%,3.39%,-3.18%,327,40.06%,-0.19%,-1.02%,4.54%,-4.01%,135,42.22%,-0.75%,-0.76%,5.83%,-5.92%,ok_first_pass,True
model_report_bucket,revenue_unreacted_range|mainstream,model_signals_for_report,revenue_unreacted_range,營收爆發但股價尚未反應模型,1138,20260615,20260703,12,2026-07-05 05:07:42 Asia/Taipei,1044,48.47%,0.01%,0.00%,2.63%,-2.37%,874,44.51%,-0.19%,-0.77%,5.42%,-4.74%,635,46.61%,0.17%,-0.63%,7.19%,-6.01%,219,50.23%,1.25%,0.11%,11.32%,-7.37%,ok_first_pass,True
model_report_bucket,revenue_unreacted_range|non_mainstream,model_signals_for_report,revenue_unreacted_range,營收爆發但股價尚未反應模型,600,20260615,20260703,12,2026-07-05 05:07:42 Asia/Taipei,542,49.08%,0.18%,0.00%,1.80%,-1.34%,465,41.94%,-0.18%,-0.40%,3.12%,-2.73%,349,44.99%,-0.09%,-0.28%,4.12%,-3.50%,126,32.54%,-2.00%,-1.40%,5.23%,-5.21%,ok_first_pass,True
model_report_bucket,tdcc_short_term_continuation_d5_d10|mainstream,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,220,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,207,44.93%,-0.21%,-0.50%,3.60%,-3.51%,187,40.11%,-0.73%,-1.56%,7.40%,-6.83%,168,42.86%,-1.45%,-2.07%,8.78%,-9.14%,56,55.36%,1.68%,2.74%,14.38%,-11.92%,ok_first_pass,True
model_report_bucket,tdcc_short_term_continuation_d5_d10|non_mainstream,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,74,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,66,43.94%,-0.46%,-0.48%,2.54%,-3.05%,58,31.03%,-0.70%,-1.12%,4.22%,-5.11%,52,36.54%,-0.69%,-3.23%,5.47%,-6.10%,16,31.25%,-6.24%,-6.04%,3.51%,-9.72%,small_or_early_snapshot_sample,True
model_report_bucket,volume_range_breakout|mainstream,model_signals_for_report,volume_range_breakout,放量攻擊模型,174,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,155,32.90%,-1.25%,-0.65%,3.33%,-4.20%,134,41.79%,-0.55%,-2.03%,7.57%,-7.85%,112,34.82%,-1.85%,-4.89%,10.22%,-9.90%,48,39.58%,1.81%,-2.92%,15.12%,-11.34%,ok_first_pass,True
model_report_bucket,volume_range_breakout|non_mainstream,model_signals_for_report,volume_range_breakout,放量攻擊模型,97,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,67,41.79%,-0.13%,0.00%,3.36%,-3.71%,52,57.69%,3.85%,2.09%,9.31%,-5.45%,36,47.22%,1.95%,-0.44%,11.33%,-6.60%,17,52.94%,2.61%,1.39%,10.68%,-6.54%,small_or_early_snapshot_sample,True
model_report_bucket,w_bottom_right_side|mainstream,model_signals_for_report,w_bottom_right_side,W底右側模型,20,20260616,20260703,11,2026-07-05 05:07:42 Asia/Taipei,19,57.89%,0.54%,0.52%,3.38%,-1.65%,16,43.75%,-1.13%,-3.85%,5.53%,-4.22%,15,46.67%,0.47%,-1.83%,6.53%,-5.04%,3,33.33%,-2.52%,-4.31%,9.17%,-5.76%,small_or_early_snapshot_sample,True
model_report_bucket,w_bottom_right_side|non_mainstream,model_signals_for_report,w_bottom_right_side,W底右側模型,32,20260616,20260703,12,2026-07-05 05:07:42 Asia/Taipei,28,42.86%,0.45%,0.00%,1.87%,-1.20%,22,36.36%,-0.19%,-0.12%,2.61%,-2.66%,18,61.11%,2.21%,1.02%,5.34%,-3.38%,4,100.00%,38.32%,42.18%,38.54%,-2.63%,small_or_early_snapshot_sample,True
model_score_decile,hot_theme_pullback|score_70_80,model_signals_for_report,hot_theme_pullback,熱門族群回檔模型,77,20260615,20260702,12,2026-07-05 05:07:42 Asia/Taipei,77,58.44%,0.91%,0.47%,3.32%,-1.78%,68,47.06%,1.31%,-0.48%,6.80%,-3.88%,52,57.69%,2.50%,2.09%,8.79%,-5.10%,20,50.00%,2.77%,1.38%,11.32%,-6.93%,small_or_early_snapshot_sample,True
model_score_decile,hot_theme_pullback|score_80_90,model_signals_for_report,hot_theme_pullback,熱門族群回檔模型,531,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,476,46.64%,0.08%,0.00%,2.59%,-2.25%,386,44.56%,-0.13%,-0.75%,5.37%,-4.62%,300,42.67%,-0.24%,-1.22%,6.89%,-6.20%,135,52.59%,2.45%,0.63%,10.43%,-7.78%,ok_first_pass,True
model_score_decile,hot_theme_pullback|score_90_100,model_signals_for_report,hot_theme_pullback,熱門族群回檔模型,56,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,50,38.00%,-0.43%,-0.83%,1.96%,-2.49%,47,27.66%,-1.31%,-2.49%,4.30%,-5.37%,37,27.03%,-4.55%,-4.53%,5.87%,-7.96%,20,35.00%,1.69%,-1.28%,9.94%,-7.68%,small_or_early_snapshot_sample,True
model_score_decile,near_high_neckline_challenge|score_50_60,model_signals_for_report,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,1,20260616,20260616,1,2026-07-05 05:07:42 Asia/Taipei,1,0.00%,-1.47%,-1.47%,0.00%,-1.47%,1,0.00%,-0.73%,-0.73%,0.00%,-1.47%,1,0.00%,-0.63%,-0.63%,0.00%,-1.57%,1,0.00%,-1.26%,-1.26%,0.31%,-2.20%,small_or_early_snapshot_sample,True
model_score_decile,near_high_neckline_challenge|score_60_70,model_signals_for_report,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,9,20260615,20260624,6,2026-07-05 05:07:42 Asia/Taipei,9,55.56%,0.24%,0.66%,1.76%,-1.11%,9,33.33%,-1.70%,-1.23%,2.20%,-2.81%,9,22.22%,-2.71%,-3.38%,2.40%,-3.79%,6,33.33%,-4.25%,-4.75%,2.87%,-6.68%,small_or_early_snapshot_sample,True
model_score_decile,near_high_neckline_challenge|score_70_80,model_signals_for_report,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,3,20260615,20260622,3,2026-07-05 05:07:42 Asia/Taipei,3,0.00%,-3.15%,-3.91%,0.85%,-3.90%,3,33.33%,-1.65%,-0.56%,2.61%,-5.26%,3,33.33%,-2.94%,-0.84%,3.39%,-6.53%,2,0.00%,-0.67%,-0.67%,6.26%,-3.50%,small_or_early_snapshot_sample,True
model_score_decile,platform_strengthening|score_60_70,model_signals_for_report,platform_strengthening,平台整理轉強模型,9,20260615,20260624,6,2026-07-05 05:07:42 Asia/Taipei,9,55.56%,0.07%,0.14%,1.83%,-1.42%,9,11.11%,-1.96%,-1.40%,2.34%,-4.01%,9,22.22%,-2.02%,-1.08%,2.99%,-4.57%,4,0.00%,-2.84%,-1.76%,3.99%,-4.68%,small_or_early_snapshot_sample,True
model_score_decile,price_pullback_23ema|score_50_60,model_signals_for_report,price_pullback_23ema,股價回檔模型,29,20260616,20260703,8,2026-07-05 05:07:42 Asia/Taipei,20,60.00%,1.19%,0.54%,3.65%,-1.94%,9,66.67%,0.06%,1.15%,3.94%,-3.62%,3,66.67%,1.12%,2.37%,4.65%,-2.85%,1,0.00%,-3.08%,-3.08%,3.08%,-6.15%,small_or_early_snapshot_sample,True
model_score_decile,price_pullback_23ema|score_60_70,model_signals_for_report,price_pullback_23ema,股價回檔模型,457,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,404,50.50%,0.23%,0.11%,2.51%,-1.81%,307,37.13%,-0.64%,-1.10%,4.29%,-4.17%,231,35.06%,-1.43%,-2.28%,4.96%,-5.78%,99,34.34%,-1.40%,-1.26%,5.82%,-7.93%,ok_first_pass,True
model_score_decile,price_pullback_23ema|score_70_80,model_signals_for_report,price_pullback_23ema,股價回檔模型,1277,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,1225,44.41%,-0.05%,-0.14%,2.10%,-1.86%,1127,38.42%,-0.39%,-0.82%,4.09%,-3.66%,959,40.15%,-0.33%,-1.04%,5.39%,-4.87%,419,45.11%,1.07%,-0.52%,7.72%,-5.80%,ok_first_pass,True
model_score_decile,price_pullback_23ema|score_80_90,model_signals_for_report,price_pullback_23ema,股價回檔模型,773,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,699,44.64%,0.08%,-0.29%,2.39%,-2.10%,572,39.16%,-0.66%,-1.09%,4.64%,-4.51%,448,37.95%,-1.05%,-1.61%,6.16%,-6.07%,178,42.13%,0.21%,-1.70%,9.61%,-7.77%,ok_first_pass,True
model_score_decile,price_pullback_23ema|score_90_100,model_signals_for_report,price_pullback_23ema,股價回檔模型,304,20260630,20260703,4,2026-07-05 05:07:42 Asia/Taipei,212,55.19%,0.73%,0.71%,3.10%,-1.85%,82,51.22%,0.92%,0.42%,3.82%,-4.55%,0,,,,,,0,,,,,,ok_first_pass,True
model_score_decile,pullback_short_reclaim|score_50_60,model_signals_for_report,pullback_short_reclaim,回檔後短線轉強模型,828,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,795,45.41%,0.06%,-0.12%,2.29%,-2.00%,708,37.57%,-0.14%,-1.03%,4.52%,-3.82%,597,39.53%,-0.19%,-1.37%,6.06%,-4.93%,290,47.93%,0.54%,-0.20%,9.25%,-6.77%,ok_first_pass,True
model_score_decile,pullback_short_reclaim|score_60_70,model_signals_for_report,pullback_short_reclaim,回檔後短線轉強模型,366,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,349,40.69%,-0.25%,-0.49%,2.55%,-2.52%,307,38.44%,-0.48%,-1.20%,5.09%,-4.71%,270,38.15%,-1.09%,-2.04%,6.54%,-6.04%,149,40.94%,-0.44%,-1.71%,9.45%,-7.66%,ok_first_pass,True
model_score_decile,pullback_short_reclaim|score_70_80,model_signals_for_report,pullback_short_reclaim,回檔後短線轉強模型,7,20260615,20260629,5,2026-07-05 05:07:42 Asia/Taipei,7,42.86%,-1.04%,-0.47%,2.76%,-2.96%,7,42.86%,-0.56%,-3.83%,6.36%,-5.94%,5,20.00%,-2.56%,-5.06%,6.88%,-8.84%,2,50.00%,-7.76%,-7.76%,7.15%,-14.04%,small_or_early_snapshot_sample,True
model_score_decile,revenue_unreacted_range|score_70_80,model_signals_for_report,revenue_unreacted_range,營收爆發但股價尚未反應模型,243,20260615,20260703,12,2026-07-05 05:07:42 Asia/Taipei,220,45.91%,0.14%,0.00%,2.11%,-1.80%,185,42.16%,-0.17%,-0.50%,3.98%,-3.50%,133,46.62%,0.21%,-0.23%,5.17%,-4.14%,55,38.18%,-1.16%,-0.68%,5.34%,-5.27%,ok_first_pass,True
model_score_decile,revenue_unreacted_range|score_80_90,model_signals_for_report,revenue_unreacted_range,營收爆發但股價尚未反應模型,1464,20260615,20260703,12,2026-07-05 05:07:42 Asia/Taipei,1338,49.03%,0.06%,0.00%,2.40%,-2.08%,1132,44.08%,-0.17%,-0.55%,4.77%,-4.16%,833,46.34%,0.09%,-0.50%,6.33%,-5.31%,281,45.20%,0.41%,-0.81%,10.03%,-6.87%,ok_first_pass,True
model_score_decile,revenue_unreacted_range|score_90_100,model_signals_for_report,revenue_unreacted_range,營收爆發但股價尚未反應模型,31,20260615,20260703,12,2026-07-05 05:07:42 Asia/Taipei,28,53.57%,0.20%,0.19%,1.74%,-0.94%,22,31.82%,-0.90%,-1.01%,2.28%,-2.44%,18,27.78%,-1.39%,-0.66%,2.48%,-3.45%,9,33.33%,-3.20%,0.00%,2.89%,-5.55%,small_or_early_snapshot_sample,True
model_score_decile,tdcc_short_term_continuation_d5_d10|score_60_70,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,5,20260629,20260703,5,2026-07-05 05:07:42 Asia/Taipei,4,100.00%,3.48%,3.02%,6.31%,-1.28%,2,100.00%,15.84%,15.84%,22.09%,-1.62%,0,,,,,,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,tdcc_short_term_continuation_d5_d10|score_70_80,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,8,20260622,20260626,4,2026-07-05 05:07:42 Asia/Taipei,8,12.50%,-2.11%,-2.15%,1.94%,-4.05%,8,25.00%,-5.41%,-7.49%,3.22%,-8.43%,8,12.50%,-5.97%,-6.03%,3.77%,-11.27%,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,tdcc_short_term_continuation_d5_d10|score_80_90,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,75,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,69,46.38%,-0.57%,-0.50%,3.09%,-3.60%,57,28.07%,-0.68%,-2.00%,6.19%,-6.81%,48,41.67%,-1.68%,-3.23%,6.91%,-8.91%,12,33.33%,-5.36%,-5.91%,8.19%,-14.26%,small_or_early_snapshot_sample,True
model_score_decile,tdcc_short_term_continuation_d5_d10|score_90_100,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,206,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,192,44.27%,-0.16%,-0.48%,3.44%,-3.34%,178,41.01%,-0.71%,-1.34%,6.77%,-6.26%,164,42.68%,-0.93%,-2.02%,8.52%,-8.14%,60,53.33%,0.97%,0.60%,12.72%,-10.87%,ok_first_pass,True
model_score_decile,volume_range_breakout|score_40_50,model_signals_for_report,volume_range_breakout,放量攻擊模型,1,20260626,20260626,1,2026-07-05 05:07:42 Asia/Taipei,1,100.00%,1.94%,1.94%,8.75%,-1.62%,1,100.00%,14.91%,14.91%,14.91%,-1.62%,1,100.00%,36.14%,36.14%,38.74%,-1.62%,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,volume_range_breakout|score_50_60,model_signals_for_report,volume_range_breakout,放量攻擊模型,11,20260618,20260702,5,2026-07-05 05:07:42 Asia/Taipei,11,45.45%,-0.14%,-0.72%,5.40%,-2.46%,9,44.44%,-1.85%,-3.87%,6.13%,-7.46%,9,11.11%,-6.16%,-6.33%,8.25%,-9.81%,5,20.00%,-4.50%,-5.10%,8.62%,-10.90%,small_or_early_snapshot_sample,True
model_score_decile,volume_range_breakout|score_60_70,model_signals_for_report,volume_range_breakout,放量攻擊模型,54,20260615,20260703,11,2026-07-05 05:07:42 Asia/Taipei,47,25.53%,-2.01%,-1.49%,2.30%,-4.51%,39,46.15%,0.99%,-0.49%,6.61%,-6.44%,35,45.71%,-0.58%,-1.72%,9.76%,-7.97%,26,38.46%,0.46%,-2.73%,14.87%,-10.54%,small_or_early_snapshot_sample,True
model_score_decile,volume_range_breakout|score_70_80,model_signals_for_report,volume_range_breakout,放量攻擊模型,94,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,78,37.18%,-0.60%,0.00%,3.33%,-3.80%,68,42.65%,0.25%,-0.95%,8.03%,-7.19%,53,43.40%,0.21%,-2.68%,10.25%,-9.26%,25,48.00%,3.26%,-1.58%,13.99%,-10.04%,small_or_early_snapshot_sample,True
model_score_decile,volume_range_breakout|score_80_90,model_signals_for_report,volume_range_breakout,放量攻擊模型,50,20260618,20260703,10,2026-07-05 05:07:42 Asia/Taipei,38,34.21%,-0.98%,-0.93%,3.86%,-4.21%,33,48.48%,0.09%,-1.00%,7.74%,-7.72%,23,17.39%,-2.63%,-4.44%,8.95%,-10.31%,2,50.00%,7.47%,7.47%,8.94%,-5.93%,small_or_early_snapshot_sample,True
model_score_decile,volume_range_breakout|score_90_100,model_signals_for_report,volume_range_breakout,放量攻擊模型,61,20260617,20260703,11,2026-07-05 05:07:42 Asia/Taipei,47,40.43%,-0.51%,0.00%,3.37%,-4.28%,36,50.00%,1.94%,-0.15%,10.26%,-7.57%,27,40.74%,-1.77%,-3.84%,12.90%,-9.25%,7,57.14%,6.46%,5.02%,15.70%,-9.15%,small_or_early_snapshot_sample,True
model_score_decile,w_bottom_right_side|score_50_60,model_signals_for_report,w_bottom_right_side,W底右側模型,25,20260616,20260629,8,2026-07-05 05:07:42 Asia/Taipei,25,52.00%,0.27%,0.25%,2.39%,-1.42%,25,40.00%,-0.58%,-1.47%,4.34%,-3.22%,24,50.00%,1.67%,-0.23%,6.31%,-4.01%,7,71.43%,20.82%,4.35%,25.95%,-3.97%,small_or_early_snapshot_sample,True
model_score_decile,w_bottom_right_side|score_60_70,model_signals_for_report,w_bottom_right_side,W底右側模型,26,20260622,20260703,9,2026-07-05 05:07:42 Asia/Taipei,21,47.62%,0.78%,0.00%,2.68%,-1.34%,12,41.67%,-0.29%,0.00%,3.06%,-3.44%,8,75.00%,1.35%,1.70%,5.28%,-4.40%,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,w_bottom_right_side|score_70_80,model_signals_for_report,w_bottom_right_side,W底右側模型,1,20260624,20260624,1,2026-07-05 05:07:42 Asia/Taipei,1,0.00%,-0.48%,-0.48%,0.48%,-1.28%,1,0.00%,-4.17%,-4.17%,0.48%,-4.33%,1,0.00%,-4.01%,-4.01%,0.48%,-5.13%,0,,,,,,small_or_early_snapshot_sample,True
volume_operation_section,volume_range_breakout|active_operation,volume_breakout_operation_section,volume_range_breakout,放量攻擊模型,38,20260618,20260703,10,2026-07-05 05:07:42 Asia/Taipei,38,73.68%,1.94%,1.09%,4.11%,-3.26%,38,65.79%,4.83%,2.06%,11.41%,-4.87%,30,30.00%,-1.12%,-4.00%,11.75%,-7.03%,23,56.52%,6.48%,1.62%,21.37%,-8.98%,small_or_early_snapshot_sample,True
volume_operation_section,volume_range_breakout|confirmed_operation,volume_breakout_operation_section,volume_range_breakout,放量攻擊模型,4,20260622,20260624,3,2026-07-05 05:07:42 Asia/Taipei,4,25.00%,-3.37%,-3.54%,4.09%,-5.45%,4,0.00%,-8.75%,-10.48%,5.34%,-12.00%,4,25.00%,-8.35%,-11.32%,5.34%,-13.79%,0,,,,,,small_or_early_snapshot_sample,True
volume_operation_section,volume_range_breakout|confirmed_unranked_operation,volume_breakout_operation_section,volume_range_breakout,放量攻擊模型,106,20260618,20260703,9,2026-07-05 05:07:42 Asia/Taipei,106,50.94%,1.04%,0.19%,3.83%,-2.64%,89,56.18%,2.45%,1.51%,9.13%,-5.57%,60,41.67%,0.43%,-1.78%,11.78%,-7.66%,28,50.00%,4.17%,-0.08%,12.61%,-8.85%,ok_first_pass,True
volume_operation_section,volume_range_breakout|pending_confirmation,volume_breakout_operation_section,volume_range_breakout,放量攻擊模型,293,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,253,28.46%,-1.61%,-1.49%,2.98%,-4.27%,217,41.47%,-0.75%,-1.75%,6.73%,-7.41%,176,37.50%,-1.29%,-3.97%,9.10%,-8.89%,87,39.08%,0.38%,-2.41%,12.28%,-10.05%,ok_first_pass,True
