generated_at,model_id,model_name_zh,research_artifact_id,entry_filter_id,entry_filter_rule,exit_rule_id,profit_target_pct,feature_column,feature_family,feature_type,feature_rule,win_count,non_win_count,win_feature_value_count,non_win_feature_value_count,win_mean,non_win_mean,delta_win_minus_non_win,win_median,non_win_median,win_share_pct,non_win_share_pct,delta_share_pct,interpretation_status,data_status,advisory_status,approved_for_daily,production_change
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,baseline_replay,no extra feature confirmation beyond production proxy replay,close_prev20_break_then_tp10_or_5ma_next_open,10.0,tdcc_history_available,chip,boolean_share,TDCC history available,41879,221166,41879,221166,,,,,,17.57,12.95,4.62,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,baseline_replay,no extra feature confirmation beyond production proxy replay,close_prev20_break_then_tp10_or_5ma_next_open,10.0,high_thresholds_up,chip,boolean_share,large-holder TDCC high thresholds increased,41879,221166,41879,221166,,,,,,6.82,4.92,1.9,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,baseline_replay,no extra feature confirmation beyond production proxy replay,close_prev20_break_then_tp10_or_5ma_next_open,10.0,theme_context_ready,theme_context,boolean_share,point-in-time theme context row available,41879,221166,41879,221166,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,baseline_replay,no extra feature confirmation beyond production proxy replay,close_prev20_break_then_tp10_or_5ma_next_open,10.0,theme_context_mainstream_supported,theme_context,boolean_share,theme context mainstream-supported or overheated,41879,221166,41879,221166,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,baseline_replay,no extra feature confirmation beyond production proxy replay,close_prev20_break_then_tp10_or_5ma_next_open,10.0,theme_context_leadership_supported,theme_context,boolean_share,theme context leadership supported,41879,221166,41879,221166,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,baseline_replay,no extra feature confirmation beyond production proxy replay,close_prev20_break_then_tp10_or_5ma_next_open,10.0,theme_context_overheated,theme_context,boolean_share,theme context overheated,41879,221166,41879,221166,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,baseline_replay,no extra feature confirmation beyond production proxy replay,close_prev20_break_then_tp10_or_5ma_next_open,10.0,theme_context_volume_attack_selected_flag,theme_context,boolean_share,theme context volume-attack selected,41879,221166,41879,221166,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,volume_ratio_prev20,technical_volume,numeric,signal volume ratio vs previous 20 trading days,2028,3370,2028,3370,0.95,1.0,-0.05,0.8,0.8,,,,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,return_20d_pct,price_structure,numeric,signal-date prior 20d return,2028,3370,2028,3370,5.18,4.63,0.55,3.82,3.16,,,,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,return_45d_pct,price_structure,numeric,signal-date prior 45d return,2028,3370,1980,3250,6.51,6.05,0.46,4.36,2.36,,,,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,range_width_45d_pct,price_structure,numeric,prior 45d range width,2028,3370,2028,3370,27.91,31.45,-3.54,21.32,18.38,,,,lower_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,close_position_45d_pct,price_structure,numeric,signal close position inside prior 45d range,2028,3370,2028,3370,56.61,58.7,-2.09,59.27,60.0,,,,lower_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,prior_extension_ema23_20d_pct,price_structure,numeric,prior 20d high extension above 23EMA,2028,3370,2026,3366,8.43,7.5,0.93,7.32,5.3,,,,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,prior_runup_20d_pct,price_structure,numeric,prior 20d range runup,2028,3370,2028,3370,16.67,14.77,1.9,14.47,11.53,,,,higher_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,pullback_from_high_20d_pct,price_structure,numeric,signal close pullback from prior 20d high,2028,3370,2028,3370,-6.11,-5.49,-0.62,-5.21,-3.68,,,,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,rsi14,technical,numeric,RSI14 on signal date,2028,3370,2028,3370,55.2,55.83,-0.63,55.81,55.67,,,,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,obv_slope_5d,technical_volume,numeric,OBV 5d slope on signal date,2028,3370,2028,3370,1259189.04,1500137.7,-240948.66,57011.5,74775.5,,,,lower_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,tdcc_consecutive_up_weeks,chip,numeric,TDCC consecutive up weeks,2028,3370,2028,3370,3.09,3.76,-0.67,2.0,2.0,,,,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,theme_context_volume_ratio,theme_context,numeric,point-in-time theme context volume ratio,2028,3370,0,0,,,,,,,,,insufficient_feature_coverage,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,theme_context_return_20d_pct,theme_context,numeric,point-in-time theme context 20d return,2028,3370,0,0,,,,,,,,,insufficient_feature_coverage,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,macd_hist_gt0,technical,boolean_share,MACD histogram above zero,2028,3370,2028,3370,,,,,,64.2,63.06,1.14,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,kd_bullish_not_overheated,technical,boolean_share,KD bullish and not overheated,2028,3370,2028,3370,,,,,,44.38,42.55,1.83,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,obv_above_ma20,technical_volume,boolean_share,OBV above OBV MA20,2028,3370,2028,3370,,,,,,70.41,71.19,-0.78,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,tdcc_history_available,chip,boolean_share,TDCC history available,2028,3370,2028,3370,,,,,,100.0,100.0,0.0,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,high_thresholds_up,chip,boolean_share,large-holder TDCC high thresholds increased,2028,3370,2028,3370,,,,,,100.0,100.0,0.0,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,theme_context_ready,theme_context,boolean_share,point-in-time theme context row available,2028,3370,2028,3370,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,theme_context_mainstream_supported,theme_context,boolean_share,theme context mainstream-supported or overheated,2028,3370,2028,3370,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,theme_context_leadership_supported,theme_context,boolean_share,theme context leadership supported,2028,3370,2028,3370,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,theme_context_overheated,theme_context,boolean_share,theme context overheated,2028,3370,2028,3370,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp5_or_5ma_next_open,5.0,theme_context_volume_attack_selected_flag,theme_context,boolean_share,theme context volume-attack selected,2028,3370,2028,3370,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,volume_ratio_prev20,technical_volume,numeric,signal volume ratio vs previous 20 trading days,1499,3899,1499,3899,0.91,1.01,-0.1,0.76,0.81,,,,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,return_20d_pct,price_structure,numeric,signal-date prior 20d return,1499,3899,1499,3899,5.65,4.53,1.12,4.32,3.12,,,,higher_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,return_45d_pct,price_structure,numeric,signal-date prior 45d return,1499,3899,1468,3762,7.67,5.66,2.01,5.25,2.43,,,,higher_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,range_width_45d_pct,price_structure,numeric,prior 45d range width,1499,3899,1499,3899,30.82,29.85,0.97,23.61,17.92,,,,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,close_position_45d_pct,price_structure,numeric,signal close position inside prior 45d range,1499,3899,1499,3899,56.11,58.61,-2.5,58.33,60.0,,,,lower_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,prior_extension_ema23_20d_pct,price_structure,numeric,prior 20d high extension above 23EMA,1499,3899,1498,3894,9.53,7.2,2.33,8.73,5.15,,,,higher_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,prior_runup_20d_pct,price_structure,numeric,prior 20d range runup,1499,3899,1499,3899,18.67,14.26,4.41,16.44,11.15,,,,higher_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,pullback_from_high_20d_pct,price_structure,numeric,signal close pullback from prior 20d high,1499,3899,1499,3899,-7.07,-5.2,-1.87,-6.38,-3.59,,,,lower_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,rsi14,technical,numeric,RSI14 on signal date,1499,3899,1499,3899,54.49,56.02,-1.53,55.23,55.97,,,,lower_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,obv_slope_5d,technical_volume,numeric,OBV 5d slope on signal date,1499,3899,1499,3899,1137369.44,1514281.26,-376911.82,43000.0,78452.0,,,,lower_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,tdcc_consecutive_up_weeks,chip,numeric,TDCC consecutive up weeks,1499,3899,1499,3899,2.89,3.75,-0.86,2.0,2.0,,,,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,theme_context_volume_ratio,theme_context,numeric,point-in-time theme context volume ratio,1499,3899,0,0,,,,,,,,,insufficient_feature_coverage,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,theme_context_return_20d_pct,theme_context,numeric,point-in-time theme context 20d return,1499,3899,0,0,,,,,,,,,insufficient_feature_coverage,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,macd_hist_gt0,technical,boolean_share,MACD histogram above zero,1499,3899,1499,3899,,,,,,60.64,64.58,-3.94,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,kd_bullish_not_overheated,technical,boolean_share,KD bullish and not overheated,1499,3899,1499,3899,,,,,,41.56,43.88,-2.32,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,obv_above_ma20,technical_volume,boolean_share,OBV above OBV MA20,1499,3899,1499,3899,,,,,,69.05,71.61,-2.56,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,tdcc_history_available,chip,boolean_share,TDCC history available,1499,3899,1499,3899,,,,,,100.0,100.0,0.0,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,high_thresholds_up,chip,boolean_share,large-holder TDCC high thresholds increased,1499,3899,1499,3899,,,,,,100.0,100.0,0.0,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,theme_context_ready,theme_context,boolean_share,point-in-time theme context row available,1499,3899,1499,3899,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,theme_context_mainstream_supported,theme_context,boolean_share,theme context mainstream-supported or overheated,1499,3899,1499,3899,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,theme_context_leadership_supported,theme_context,boolean_share,theme context leadership supported,1499,3899,1499,3899,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,theme_context_overheated,theme_context,boolean_share,theme context overheated,1499,3899,1499,3899,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp8_or_5ma_next_open,8.0,theme_context_volume_attack_selected_flag,theme_context,boolean_share,theme context volume-attack selected,1499,3899,1499,3899,,,,,,0.0,0.0,0.0,similar_between_success_and_non_success,point_in_time_theme_context_coverage_limited,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp10_or_5ma_next_open,10.0,volume_ratio_prev20,technical_volume,numeric,signal volume ratio vs previous 20 trading days,1206,4192,1206,4192,0.87,1.01,-0.14,0.73,0.82,,,,similar_between_success_and_non_success,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp10_or_5ma_next_open,10.0,return_20d_pct,price_structure,numeric,signal-date prior 20d return,1206,4192,1206,4192,5.92,4.53,1.39,4.58,3.14,,,,higher_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp10_or_5ma_next_open,10.0,return_45d_pct,price_structure,numeric,signal-date prior 45d return,1206,4192,1189,4041,8.54,5.54,3.0,5.7,2.55,,,,higher_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
2026-07-01 22:24:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_continuation_win_profile,tdcc_high_thresholds_up_return20_0_25,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,close_prev20_break_then_tp10_or_5ma_next_open,10.0,range_width_45d_pct,price_structure,numeric,prior 45d range width,1206,4192,1206,4192,32.11,29.54,2.57,25.18,18.01,,,,higher_in_success_rows,available_point_in_time_research_frame,not_production_ready_research_only,False,none
