month,factor_group,sample_size,sample_status,last_updated,mature_sample_d1,win_rate_d1,avg_return_d1,median_return_d1,avg_drawdown_d1,avg_relative_return_vs_benchmark_d1,benchmark_outperform_rate_d1,mature_sample_d2,win_rate_d2,avg_return_d2,median_return_d2,avg_drawdown_d2,avg_relative_return_vs_benchmark_d2,benchmark_outperform_rate_d2,mature_sample_d5,win_rate_d5,avg_return_d5,median_return_d5,avg_drawdown_d5,avg_relative_return_vs_benchmark_d5,benchmark_outperform_rate_d5,mature_sample_d10,win_rate_d10,avg_return_d10,median_return_d10,avg_drawdown_d10,avg_relative_return_vs_benchmark_d10,benchmark_outperform_rate_d10,mature_sample_d20,win_rate_d20,avg_return_d20,median_return_d20,avg_drawdown_d20,avg_relative_return_vs_benchmark_d20,benchmark_outperform_rate_d20
202607,all_thresholds,4784,ok,2026-07-14 09:49:17 Asia/Taipei,4780,48.05439330543933,0.5464213942046773,0.0,-1.4916528231382271,-0.019463183855372056,44.49790794979079,4737,45.28182393920203,0.5120188098379336,-0.1052631578947305,-2.3994105675980966,-0.13955252929820733,41.88304834283302,4729,47.811376612391626,1.0316805391031594,0.0,-3.8358016736632616,-0.19042966216978427,43.03235356312117,4303,51.498954217987446,2.414889879382866,0.2617801047120505,-5.2621464807828096,-0.44472801663095934,38.43829886125958,3046,53.70978332239002,4.106932570310742,0.7682470981703715,-7.051986135696105,-1.6820477234822666,32.567301378857515
202607,consecutive_2w_all_thresholds,1565,ok,2026-07-14 09:49:17 Asia/Taipei,1565,44.79233226837061,0.41092423620722474,0.0,-1.529560147855558,0.2876577480613153,46.00638977635783,1525,42.81967213114754,0.2712023900066153,-0.2557544757033292,-2.3881457630011753,0.35113347118329596,46.885245901639344,1522,45.466491458607095,0.7254322402125237,-0.2190604155669573,-3.654006901021427,0.30404798225697144,49.08015768725361,1351,47.81643227239083,2.00817925849164,0.0,-4.928880570627002,-0.7416239845752355,38.04589193190229,1004,50.0,2.3900670383114586,0.05688282138793795,-6.578819246746402,-2.329540641284483,32.669322709163346
202607,consecutive_3w_all_thresholds,582,ok,2026-07-14 09:49:17 Asia/Taipei,582,37.97250859106529,0.3682183826548827,-0.1890365923384762,-1.3197544068766196,0.25496855395330015,39.51890034364261,553,35.62386980108499,0.4539716232172436,-0.423728813559332,-1.9566837171527567,-0.21978743582801524,35.2622061482821,553,38.87884267631103,0.4287515069491647,-0.5333333333333412,-3.051409942127852,-0.4931515080077815,43.58047016274864,553,43.399638336347195,1.3003512828583577,-0.3496503496503544,-4.173121288278787,-2.198261250032208,27.848101265822784,358,46.089385474860336,1.1709093961156516,-0.5423006247703088,-6.294016564324264,-6.742393962100255,19.832402234636874
202607,over_1000_only,917,ok,2026-07-14 09:49:17 Asia/Taipei,917,47.21919302071974,0.164689659239868,0.0,-1.7282628744824946,-0.47845573568800737,41.33042529989095,912,43.31140350877193,-0.10627750513443546,-0.2119145300486902,-2.706956223102507,-0.7835988137958217,38.15789473684211,912,45.83333333333333,0.20962326844068874,-0.4742147487252102,-4.391633342314791,-1.0167819851586355,39.364035087719294,817,52.141982864137084,2.2199365303948553,0.4739336492890933,-5.569341205469924,-0.5412401270409195,38.922888616891065,542,59.040590405904055,4.388098903238347,1.5556182947487285,-7.422269517156301,-1.2512383869660406,34.87084870848708
202607,over_800_or_above,8709,ok,2026-07-14 09:49:17 Asia/Taipei,8704,48.31112132352941,0.44208818435473607,0.0,-1.6020867370771963,-0.15256525130009416,43.70404411764706,8647,44.61663004510235,0.3457536958589953,-0.1567398119122209,-2.5117276727387674,-0.30964216198124916,41.02000693882271,8634,47.069724345610375,0.8415603452773177,-0.1624696441769657,-4.017899277046734,-0.3937576941422375,42.13574241371323,7815,51.70825335892515,2.2441631870506837,0.3262642740619936,-5.40613497741518,-0.5723880891769383,38.38771593090211,5413,55.38518381673748,4.086277565446607,1.0389610389610393,-7.221058981310557,-1.6512319433841007,33.53038980232773
202607,over_400_only,1570,ok,2026-07-14 09:49:17 Asia/Taipei,1569,47.2912683237731,0.2854303690230248,0.0,-1.6926388437778421,-0.29936947917806384,42.0012746972594,1565,41.78913738019169,0.046455353061736926,-0.3508771929824572,-2.669572900913983,-0.4409135045878567,39.61661341853035,1562,42.25352112676056,0.04375963065894996,-0.6745381745381696,-4.3445082671778765,-0.9865813979094434,39.56466069142125,1380,45.36231884057971,0.8364940768412069,-0.4270464796780615,-5.917557277323171,-1.5125973971378048,35.65217391304348,859,50.52386495925495,2.9877791874946396,0.2109704641350296,-8.04934796853617,-1.6124338232947577,31.664726426076832
202607,all_thresholds_not_overheated,4337,ok,2026-07-14 09:49:17 Asia/Taipei,4333,47.149780752365565,0.4176187338127505,0.0,-1.4556268689249412,-0.13284439540294418,43.87260558504501,4292,44.547996272134206,0.35902993319788856,-0.12579591630061945,-2.210418393886424,-0.2969496410694714,41.05312208760485,4284,47.50233426704015,0.8190609687144214,0.0,-3.518552257800765,-0.4604640011278934,42.180205415499536,3896,50.616016427104725,1.9806396818596668,0.1582282442423199,-4.809398620646365,-0.9543990276255923,36.832648870636554,2764,53.18379160636758,3.3101678282817693,0.5977234006836252,-6.531895194063534,-2.646524812270432,30.788712011577424
202607,all_thresholds_overheated,447,ok,2026-07-14 09:49:18 Asia/Taipei,447,56.82326621923938,1.7949715675340256,0.9022556390977376,-1.8408708535770815,1.079598985351854,50.55928411633109,445,52.359550561797754,1.987587930150457,0.8438818565400741,-4.222229465509329,1.3785337712012655,49.8876404494382,445,50.78651685393258,3.07856197628373,0.2617801047120505,-6.88995110637098,2.4091818166988457,51.23595505617977,407,59.95085995085995,6.571741893020175,3.2738095238095344,-9.596067028919384,4.43408834414322,53.8083538083538,282,58.86524822695035,11.916357204949326,4.685916919959476,-12.14961508134301,7.77119579924997,50.0
202607,theme_breadth_A,11607,ok,2026-07-14 09:49:18 Asia/Taipei,11601,48.49581932592018,0.4477654350859393,0.0,-1.6158170744089204,-0.14488950807936077,43.65140936126196,11535,44.22193324664066,0.31011653711010295,-0.1901140684410607,-2.5410948101057245,-0.31007863902917854,40.98829648894669,11519,46.60994878027607,0.708775808401599,-0.219780219780219,-4.086826705330045,-0.4929960622348329,41.63555864224325,10387,50.90979108501011,2.0221102659184154,0.2232142857142793,-5.4921164595570895,-0.7041650182586612,38.009049773755656,7100,54.91549295774648,3.858148021587678,0.9351679104477539,-7.378325492111203,-1.6413263507510183,33.267605633802816
202607,theme_breadth_B,22,ok,2026-07-14 09:49:18 Asia/Taipei,22,59.09090909090909,0.8420492298437586,1.5332820315505868,-2.512060904801624,0.7088889893289253,54.54545454545454,22,59.09090909090909,2.6313719004644853,1.918110155752828,-3.7460475601982224,1.2807068086282898,45.45454545454545,22,54.54545454545454,3.168712931891426,1.7158385093167583,-6.021585520360526,1.7027169864307354,50.0,22,63.63636363636363,9.495483688380844,2.564550074431493,-8.20566554350139,7.1869553743822765,54.54545454545454,14,71.42857142857143,29.692725693334495,32.25811675168002,-10.502319758001809,24.24637339680549,64.28571428571429
