signal_date,event_date,event_end_date,days_to_event,event_phase,event_name,event_type,theme_tag,importance,matched_stock_count,matched_stock_ids,matched_stock_names,candidate_intersection_count,candidate_intersection_stock_ids,candidate_intersection_stock_names,candidate_intersection_models,top_candidate_summary_zh,theme_event_watch_status,pdf_section_zh,interpretation_zh,source_url
20260611,20260602,20260605,-6,recent_ended,COMPUTEX Taipei 2026 / 台北國際電腦展,trade_show,AI_PC,high,22,1590;2049;2308;2317;2345;2353;2356;2359;2374;2377;2382;3017;3046;3081;3231;3324;3363;3443;3450;4938;6285;6669,1590 亞德客-KY;2049 上銀;2308 台達電;2317 鴻海;2345 智邦;2353 宏��;2356 英業達;2359 所羅門;2374 佳能;2377 微星;2382 廣達;3017 奇鋐;3046 建��;3081 聯亞;3231 緯創;3324 雙鴻;3363 上詮;3443 創意;3450 聯鈞;4938 和碩,1,2359,2359 所羅門,2359 所羅門:TDCC潛伏吸籌模型#4,2359 所羅門:TDCC潛伏吸籌模型#4,recent_event_followup,近期事件預警 / 主題催化觀察,事件相關族群與今日候選股有交集；PDF 應列入近期事件預警 / 主題催化觀察。,https://www.computextaipei.com.tw/
20260611,20260602,20260605,-6,recent_ended,COMPUTEX Taipei 2026 / 台北國際電腦展,trade_show,AI伺服器,high,23,1590;2049;2308;2317;2345;2353;2356;2359;2374;2377;2382;3017;3046;3081;3231;3324;3363;3443;3450;3706;4938;6285;6669,2317 鴻海;2356 英業達;2382 廣達;3231 緯創;3706 神達;4938 和碩;6669 緯穎;1590 亞德客-KY;2049 上銀;2308 台達電;2345 智邦;2353 宏��;2359 所羅門;2374 佳能;2377 微星;3017 奇鋐;3046 建��;3081 聯亞;3324 雙鴻;3363 上詮,1,2359,2359 所羅門,2359 所羅門:TDCC潛伏吸籌模型#4,2359 所羅門:TDCC潛伏吸籌模型#4,recent_event_followup,近期事件預警 / 主題催化觀察,事件相關族群與今日候選股有交集；PDF 應列入近期事件預警 / 主題催化觀察。,https://www.computextaipei.com.tw/
20260611,20260602,20260605,-6,recent_ended,COMPUTEX Taipei 2026 / 台北國際電腦展,trade_show,ASIC,high,23,1590;2049;2308;2317;2345;2353;2356;2359;2374;2377;2382;3017;3046;3081;3231;3324;3363;3443;3450;4938;6285;6531;6669,6531 愛普*;1590 亞德客-KY;2049 上銀;2308 台達電;2317 鴻海;2345 智邦;2353 宏��;2356 英業達;2359 所羅門;2374 佳能;2377 微星;2382 廣達;3017 奇鋐;3046 建��;3081 聯亞;3231 緯創;3324 雙鴻;3363 上詮;3443 創意;3450 聯鈞,1,2359,2359 所羅門,2359 所羅門:TDCC潛伏吸籌模型#4,2359 所羅門:TDCC潛伏吸籌模型#4,recent_event_followup,近期事件預警 / 主題催化觀察,事件相關族群與今日候選股有交集；PDF 應列入近期事件預警 / 主題催化觀察。,https://www.computextaipei.com.tw/
20260611,20260602,20260605,-6,recent_ended,COMPUTEX Taipei 2026 / 台北國際電腦展,trade_show,CPO光通訊,high,25,1590;2049;2308;2317;2345;2353;2356;2359;2374;2377;2382;2455;3017;3046;3081;3231;3324;3363;3443;3450;4908;4938;4979;6285;6669,2345 智邦;2455 全新;3081 聯亞;3363 上詮;3450 聯鈞;4908 前鼎;4979 華星光;1590 亞德客-KY;2049 上銀;2308 台達電;2317 鴻海;2353 宏��;2356 英業達;2359 所羅門;2374 佳能;2377 微星;2382 廣達;3017 奇鋐;3046 建��;3231 緯創,1,2359,2359 所羅門,2359 所羅門:TDCC潛伏吸籌模型#4,2359 所羅門:TDCC潛伏吸籌模型#4,recent_event_followup,近期事件預警 / 主題催化觀察,事件相關族群與今日候選股有交集；PDF 應列入近期事件預警 / 主題催化觀察。,https://www.computextaipei.com.tw/
20260611,20260602,20260605,-6,recent_ended,COMPUTEX Taipei 2026 / 台北國際電腦展,trade_show,PCB_CCL_ABF材料,high,44,1303;1590;1802;1815;2049;2308;2313;2317;2345;2353;2355;2356;2359;2367;2368;2374;2377;2382;2383;3017;3037;3044;3046;3081;3189;3231;3324;3363;3443;3450;4938;4958;5340;5439;5464;5475;6191;6213;6274;6285;6669;8039;8046;8358,1303 南亞;1802 台玻;1815 富喬;2313 華通;2355 敬鵬;2367 燿華;2368 金像電;2383 台光電;3037 欣興;3044 健鼎;3189 景碩;4958 臻鼎-KY;5340 建榮;5439 高技;5464 霖宏;5475 德宏;6191 精成科;6213 聯茂;6274 台燿;8039 台虹,8,2383;2368;2355;3044;2359,2383 台光電;2368 金像電;2355 敬鵬;3044 健鼎;2359 所羅門,2383 台光電:熱門族群回檔模型#1;2368 金像電:TDCC潛伏吸籌模型#2;2355 敬鵬:TDCC潛伏吸籌模型#3;3044 健鼎:熱門族群回檔模型#3;2359 所羅門:TDCC潛伏吸籌模型#4,2383 台光電:熱門族群回檔模型#1;2368 金像電:TDCC潛伏吸籌模型#2;2355 敬鵬:TDCC潛伏吸籌模型#3;3044 健鼎:熱門族群回檔模型#3;2359 所羅門:TDCC潛伏吸籌模型#4,recent_event_followup,近期事件預警 / 主題催化觀察,事件相關族群與今日候選股有交集；PDF 應列入近期事件預警 / 主題催化觀察。,https://www.computextaipei.com.tw/
20260611,20260602,20260605,-6,recent_ended,COMPUTEX Taipei 2026 / 台北國際電腦展,trade_show,PC_NB,high,22,1590;2049;2308;2317;2345;2353;2356;2359;2374;2377;2382;3017;3046;3081;3231;3324;3363;3443;3450;4938;6285;6669,1590 亞德客-KY;2049 上銀;2308 台達電;2317 鴻海;2345 智邦;2353 宏��;2356 英業達;2359 所羅門;2374 佳能;2377 微星;2382 廣達;3017 奇鋐;3046 建��;3081 聯亞;3231 緯創;3324 雙鴻;3363 上詮;3443 創意;3450 聯鈞;4938 和碩,1,2359,2359 所羅門,2359 所羅門:TDCC潛伏吸籌模型#4,2359 所羅門:TDCC潛伏吸籌模型#4,recent_event_followup,近期事件預警 / 主題催化觀察,事件相關族群與今日候選股有交集；PDF 應列入近期事件預警 / 主題催化觀察。,https://www.computextaipei.com.tw/
20260611,20260602,20260605,-6,recent_ended,COMPUTEX Taipei 2026 / 台北國際電腦展,trade_show,低軌衛星,high,34,1590;2049;2308;2313;2314;2317;2345;2353;2356;2359;2367;2374;2377;2382;2455;3017;3046;3081;3105;3231;3324;3363;3443;3450;3491;3596;4916;4938;6190;6271;6285;6669;6715;8086,2313 華通;2314 台揚;2367 燿華;2455 全新;3105 穩懋;3491 昇達科;3596 智易;4916 事欣科;6190 萬泰科;6271 同欣電;6285 啟碁;6715 嘉基;8086 宏捷科;1590 亞德客-KY;2049 上銀;2308 台達電;2317 鴻海;2345 智邦;2353 宏��;2356 英業達,2,2359;2313,2359 所羅門;2313 華通,2359 所羅門:TDCC潛伏吸籌模型#4;2313 華通:股價回檔模型#6,2359 所羅門:TDCC潛伏吸籌模型#4;2313 華通:股價回檔模型#6,recent_event_followup,近期事件預警 / 主題催化觀察,事件相關族群與今日候選股有交集；PDF 應列入近期事件預警 / 主題催化觀察。,https://www.computextaipei.com.tw/
20260611,20260602,20260605,-6,recent_ended,COMPUTEX Taipei 2026 / 台北國際電腦展,trade_show,半導體設備_CoWoS,high,34,1560;1590;2049;2308;2317;2345;2353;2356;2359;2374;2377;2382;2404;2467;3017;3046;3081;3131;3167;3231;3324;3363;3443;3450;3583;4938;6187;6196;6223;6285;6510;6640;6669;8028,1560 中砂;2404 漢唐;2467 志聖;3131 弘塑;3167 大量;3583 辛耘;6187 萬潤;6196 帆宣;6223 旺矽;6510 精測;6640 均華;8028 昇陽半導體;1590 亞德客-KY;2049 上銀;2308 台達電;2317 鴻海;2345 智邦;2353 宏��;2356 英業達;2359 所羅門,4,3167;2359;6196;2404,3167 大量;2359 所羅門;6196 帆宣;2404 漢唐,3167 大量:TDCC短線延續模型 D+5/D+10#1;2359 所羅門:TDCC潛伏吸籌模型#4;6196 帆宣:回檔後短線轉強模型#6;2404 漢唐:股價回檔模型#12,3167 大量:TDCC短線延續模型 D+5/D+10#1;2359 所羅門:TDCC潛伏吸籌模型#4;6196 帆宣:回檔後短線轉強模型#6;2404 漢唐:股價回檔模型#12,recent_event_followup,近期事件預警 / 主題催化觀察,事件相關族群與今日候選股有交集；PDF 應列入近期事件預警 / 主題催化觀察。,https://www.computextaipei.com.tw/
20260611,20260602,20260605,-6,recent_ended,COMPUTEX Taipei 2026 / 台北國際電腦展,trade_show,散熱液冷,high,28,1590;2049;2308;2317;2345;2353;2354;2356;2359;2374;2377;2382;2421;3017;3046;3081;3231;3324;3363;3443;3450;3540;4938;6230;6285;6669;6805;8996,2354 鴻準;2421 建準;3017 奇鋐;3324 雙鴻;3540 曜越;6230 尼得科超眾;6805 富世達;8996 高力;1590 亞德客-KY;2049 上銀;2308 台達電;2317 鴻海;2345 智邦;2353 宏��;2356 英業達;2359 所羅門;2374 佳能;2377 微星;2382 廣達;3046 建��,2,2359;8996,2359 所羅門;8996 高力,2359 所羅門:TDCC潛伏吸籌模型#4;8996 高力:回檔後短線轉強模型#11,2359 所羅門:TDCC潛伏吸籌模型#4;8996 高力:回檔後短線轉強模型#11,recent_event_followup,近期事件預警 / 主題催化觀察,事件相關族群與今日候選股有交集；PDF 應列入近期事件預警 / 主題催化觀察。,https://www.computextaipei.com.tw/
20260611,20260602,20260605,-6,recent_ended,COMPUTEX Taipei 2026 / 台北國際電腦展,trade_show,機器人自動化,high,82,1570;1580;1586;1590;1591;1597;1599;2049;2066;2067;2070;2233;2235;2308;2317;2345;2353;2356;2359;2374;2377;2382;2417;2464;3017;3046;3081;3162;3226;3231;3324;3363;3379;3443;3450;3455;3685;4502;4503;4506;4510;4513;4523;4527;4528;4533;4534;4535;4538;4543;4549;4550;4558;4561;4563;4568;4580;4583;4584;4938;5381;5474;6122;6125;6166;6285;6425;6603;6609;6669;6805;6843;6922;6982;7642;7709;7718;8027;8083;8107;8255;9951,1570 力肯;1580 新麥;1586 和勤;1590 亞德客-KY;1591 駿吉-KY;1597 直得;1599 宏佳騰;2049 上銀;2066 世德;2067 嘉鋼;2070 精湛;2233 宇隆;2235 謚源;2359 所羅門;2417 圓剛;2464 盟立;3162 精確;3226 龍鋒;3379 彬台;3455 由田,3,2359;4534;6166,2359 所羅門;4534 慶騰;6166 凌華,2359 所羅門:TDCC潛伏吸籌模型#4;4534 慶騰:TDCC短線延續模型 D+5/D+10#4;6166 凌華:回檔後短線轉強模型#5,2359 所羅門:TDCC潛伏吸籌模型#4;4534 慶騰:TDCC短線延續模型 D+5/D+10#4;6166 凌華:回檔後短線轉強模型#5,recent_event_followup,近期事件預警 / 主題催化觀察,事件相關族群與今日候選股有交集；PDF 應列入近期事件預警 / 主題催化觀察。,https://www.computextaipei.com.tw/
20260611,20260602,20260605,-6,recent_ended,COMPUTEX Taipei 2026 / 台北國際電腦展,trade_show,矽智財,high,23,1590;2049;2308;2317;2345;2353;2356;2359;2374;2377;2382;3017;3046;3081;3231;3324;3363;3443;3450;4938;6285;6531;6669,6531 愛普*;1590 亞德客-KY;2049 上銀;2308 台達電;2317 鴻海;2345 智邦;2353 宏��;2356 英業達;2359 所羅門;2374 佳能;2377 微星;2382 廣達;3017 奇鋐;3046 建��;3081 聯亞;3231 緯創;3324 雙鴻;3363 上詮;3443 創意;3450 聯鈞,1,2359,2359 所羅門,2359 所羅門:TDCC潛伏吸籌模型#4,2359 所羅門:TDCC潛伏吸籌模型#4,recent_event_followup,近期事件預警 / 主題催化觀察,事件相關族群與今日候選股有交集；PDF 應列入近期事件預警 / 主題催化觀察。,https://www.computextaipei.com.tw/
20260611,20260602,20260605,-6,recent_ended,COMPUTEX Taipei 2026 / 台北國際電腦展,trade_show,網通交換器,high,28,1590;2049;2308;2317;2345;2353;2356;2359;2368;2374;2377;2382;2383;3017;3046;3081;3231;3324;3363;3443;3450;3596;3704;4906;4938;5388;6285;6669,2345 智邦;2368 金像電;2383 台光電;3596 智易;3704 合勤控;4906 正文;5388 中磊;6285 啟碁;1590 亞德客-KY;2049 上銀;2308 台達電;2317 鴻海;2353 宏��;2356 英業達;2359 所羅門;2374 佳能;2377 微星;2382 廣達;3017 奇鋐;3046 建��,5,2383;2368;2359;3704;5388,2383 台光電;2368 金像電;2359 所羅門;3704 合勤控;5388 中磊,2383 台光電:熱門族群回檔模型#1;2368 金像電:TDCC潛伏吸籌模型#2;2359 所羅門:TDCC潛伏吸籌模型#4;3704 合勤控:熱門族群回檔模型#4;5388 中磊:股價回檔模型#11,2383 台光電:熱門族群回檔模型#1;2368 金像電:TDCC潛伏吸籌模型#2;2359 所羅門:TDCC潛伏吸籌模型#4;3704 合勤控:熱門族群回檔模型#4;5388 中磊:股價回檔模型#11,recent_event_followup,近期事件預警 / 主題催化觀察,事件相關族群與今日候選股有交集；PDF 應列入近期事件預警 / 主題催化觀察。,https://www.computextaipei.com.tw/
