date,taiwan_vix,taiwan_vix_252d_high,taiwan_vix_252d_low,taiwan_vix_252d_percentile,taiwan_vix_504d_high,taiwan_vix_504d_low,taiwan_vix_504d_percentile,taiwan_vix_zscore_252d,taiwan_vix_rank_label,vix_context_label,vix_return_5d,vix_return_10d,vix_return_20d,retail_mtx_net_oi_proxy,retail_mtx_proxy_method,retail_mtx_proxy_252d_high,retail_mtx_proxy_252d_low,retail_mtx_proxy_252d_percentile,retail_mtx_proxy_504d_high,retail_mtx_proxy_504d_low,retail_mtx_proxy_504d_percentile,retail_mtx_proxy_zscore_252d,retail_mtx_rank_label,retail_mtx_context_label,foreign_tx_futures_net_oi,dealer_tx_futures_net_oi,trust_tx_futures_net_oi,foreign_futures_net_oi,put_call_oi_ratio_pct,foreign_txo_call_net_oi,foreign_txo_put_net_oi,foreign_txo_synthetic_net_oi,twse_close,tpex_close,twse_distance_to_20d_high,twse_distance_to_60d_high,twse_distance_to_252d_high,twse_distance_to_20d_low,twse_distance_to_60d_low,twse_distance_to_252d_low,tpex_distance_to_20d_high,tpex_distance_to_60d_high,tpex_distance_to_252d_high,tpex_distance_to_20d_low,tpex_distance_to_60d_low,tpex_distance_to_252d_low,twse_above_ma20,twse_above_ma60,tpex_above_ma20,tpex_above_ma60,market_regime,risk_level,sample_status,vix_index_interpretation,retail_mtx_index_interpretation,combined_sentiment_interpretation,sentiment_warning_level,data_quality_note
20260811,33.55,44.33,25.68,25.0,,,,-0.4757,lower_quartile,complacency_low_vol,-13.7754,-17.0786,-8.3584,9790.0,negative_sum_of_three_institution_mtx_net_oi,,,,,,,,insufficient_history,insufficient_history,-88924.0,1899.0,83418.0,-506949.0,123.58,3395.0,5799.0,-2404.0,45120.72,391.68,-1.1196,-5.4895,-5.4895,12.9902,12.9902,94.4731,-5.9389,-13.6318,-13.6318,20.0625,20.0625,69.4411,True,True,True,False,high_risk,very_high_risk,insufficient_history,vix_context_neutral_observe,insufficient_history_observe_only,insufficient_history_observe_only,insufficient,資料不足 / 僅能觀察：VIX 或散戶小台歷史樣本未達 60 筆，不能判斷是否達歷史極端。
