rank,signal_date,stock_id,stock_name,theme,theme_mainstream_status,tdcc_weekly_increase_score,tdcc_consecutive_accumulation_score,tdcc_1w_change_400,tdcc_1w_change_600,tdcc_1w_change_800,tdcc_1w_change_1000,tdcc_four_threshold_weekly_increase_sum,tdcc_weighted_weekly_increase_score,tdcc_effective_increase_count,tdcc_sync_bonus,tdcc_theme_bonus,volume_ma20_lots,tdcc_low_volume_penalty,tdcc_high_pair_effective_streak_weeks,tdcc_high_pair_streak_bonus,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,tdcc_price_phase,tdcc_phase_group_zh,risk_bucket,risk_bucket_zh,price_return_20d,distance_ma20_pct,relative_return_vs_benchmark,ranking_note_zh
343,20260807,2497,怡利電,汽車工業,mainstream_leader,-3.38,-3.38,0.1699999999999875,0.5300000000000011,0.04999999999999716,0.060000000000002274,0.8099999999999881,1.62,1,0.0,5.0,836.82,10.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-23.90282131661442,-6.8495778971603976,-7.571437018513839,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
344,20260807,3588,通嘉,半導體業,mainstream_leader,-3.39,-3.39,1.0599999999999987,0.1999999999999993,0.129999999999999,-0.05999999999999872,1.389999999999997,1.61,1,0.0,5.0,407.12,10.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
345,20260807,5536,聖暉*,其他電子業,mainstream_leader,-3.4,-3.4,-0.22999999999999687,-0.7199999999999989,0.00999999999999801,0.8099999999999952,0.8199999999999932,1.6,1,0.0,5.0,850.2,10.0,0,0.0,4,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
346,20260807,6245,立端,通信網路業,mainstream_leader,-3.43,-3.43,0.17999999999999972,0.5499999999999972,0.07000000000000028,0.01999999999999602,0.8199999999999932,1.57,1,0.0,5.0,749.6,10.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,2.2332506203474045,3.277558438302952,-0.052287901963055106,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
347,20260807,1325,恆大,塑膠工業,mainstream_leader,-3.44,-3.44,0.10000000000000142,0.730000000000004,0.0,0.0,0.8300000000000054,1.56,1,0.0,5.0,745.98,10.0,0,0.0,6,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
348,20260807,2850,新產,金融保險業,mainstream_leader,-3.53,-3.53,0.3399999999999892,-0.14000000000000057,0.509999999999998,-0.030000000000001137,0.8499999999999872,1.47,1,0.0,5.0,450.43,10.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
349,20260807,6546,正基,通信網路業,mainstream_leader,-3.58,-3.58,0.8700000000000045,0.10999999999999943,0.10999999999999943,0.0,1.0900000000000034,1.42,1,0.0,5.0,294.85,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
350,20260807,3338,泰碩,電子零組件業,mainstream_leader,-3.58,-3.58,0.04999999999999716,0.7200000000000024,-0.00999999999999801,-0.010000000000001563,0.7699999999999996,1.42,1,0.0,5.0,641.79,10.0,0,0.0,4,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
351,20260807,6570,維田,電腦及週邊設備業,mainstream_leader,-3.62,-3.62,1.4300000000000068,-0.00999999999999801,-0.00999999999999801,0.0,1.4300000000000068,1.38,1,0.0,5.0,201.0,10.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
352,20260807,3622,洋華,光電業,mainstream_leader,-3.63,-3.63,0.30000000000000426,-0.01999999999999602,-0.5100000000000051,0.6600000000000037,0.960000000000008,1.37,1,0.0,5.0,257.11,10.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
353,20260807,8227,巨有科技,半導體業,mainstream_leader,-3.67,-3.67,1.3299999999999983,0.0,0.0,0.0,1.3299999999999983,1.33,1,0.0,5.0,617.0,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
354,20260807,3010,華立,電子通路業,mainstream_leader,-3.73,-3.73,0.5700000000000003,0.21999999999999886,0.21999999999999886,-0.10000000000000142,1.009999999999998,1.27,1,0.0,5.0,984.47,10.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
355,20260807,1623,大東電,重電電網 / 電器電纜待細分,mainstream_leader,-3.74,-3.74,1.2600000000000051,0.0,0.0,0.0,1.2600000000000051,1.26,1,0.0,5.0,207.84,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
356,20260807,8234,新漢,電腦及週邊設備業,mainstream_leader,-3.75,-3.75,0.15000000000000568,0.519999999999996,0.01999999999999602,0.0,0.6899999999999977,1.25,1,0.0,5.0,939.2,10.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
357,20260807,2420,新巨,電子零組件業,mainstream_leader,-3.76,-3.76,0.6199999999999974,0.10000000000000142,0.060000000000002274,0.05999999999999517,0.8399999999999963,1.24,1,0.0,5.0,568.65,10.0,0,0.0,3,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-7.973421926910307,-2.4390243902439046,-2.669047741124575,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；TDCC 與股價背離
358,20260807,5284,jpp-KY,其他業,mainstream_leader,-3.77,-3.77,1.6599999999999966,-0.03999999999999915,-0.05000000000000426,-0.05000000000000426,1.6599999999999966,1.23,1,0.0,5.0,560.74,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
359,20260807,6133,金橋,電子零組件業,mainstream_leader,-3.84,-3.84,-0.14999999999999858,0.6200000000000045,0.00999999999999801,0.00999999999999801,0.6400000000000006,1.16,1,0.0,5.0,893.58,10.0,0,0.0,3,False,True,failed_after_tdcc,TDCC 訊號後失效,strong_but_divergent,籌碼與股價背離,-14.658634538152604,-0.4567279540929836,1.6682815962047681,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；TDCC 訊號後失效
360,20260807,2739,寒舍,觀光餐旅,mainstream_leader,-3.88,-3.88,-0.04999999999999716,0.6299999999999955,-0.030000000000001137,0.0,0.6299999999999955,1.12,1,0.0,5.0,120.16,10.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
361,20260807,6218,豪勉,通信網路業,mainstream_leader,-3.91,-3.91,0.8599999999999994,0.030000000000001137,0.030000000000001137,0.01999999999999602,0.9399999999999977,1.09,1,0.0,5.0,656.2,10.0,0,0.0,8,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,0.7299270072992803,1.4780498566070888,7.121960102620251,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
362,20260807,8210,勤誠,電腦及週邊設備業,non_mainstream_watch,-3.96,-3.96,0.5699999999999932,0.35999999999999943,-0.75,-0.75,0.9299999999999926,-3.96,1,0.0,0.0,1116.23,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
363,20260807,2417,圓剛,機器人自動化,mainstream_leader,-3.97,-3.97,0.6400000000000006,0.020000000000003126,0.05000000000000426,0.05000000000000426,0.7600000000000122,1.03,1,0.0,5.0,822.8,10.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-8.000000000000007,1.0002439619419379,1.8241946346147508,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
364,20260807,3555,博士旺,半導體業,mainstream_leader,-3.99,-3.99,1.009999999999991,0.0,0.0,0.0,1.009999999999991,1.01,1,0.0,5.0,107.05,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
365,20260807,5230,雷笛克光學,光電業,mainstream_leader,-4.0,-4.0,0.8000000000000007,0.03999999999999915,0.03999999999999915,0.0,0.879999999999999,1.0,1,0.0,5.0,336.05,10.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
366,20260807,6161,捷波,電腦及週邊設備業,mainstream_leader,-4.08,-4.08,0.9199999999999946,0.0,0.0,0.0,0.9199999999999946,0.92,1,0.0,5.0,327.9,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
367,20260807,2471,資通,資訊服務業,mainstream_leader,-4.11,-4.11,0.889999999999997,0.0,0.0,0.0,0.889999999999997,0.89,1,0.0,5.0,208.04,10.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
368,20260807,3229,晟鈦,電子零組件業,mainstream_leader,-4.12,-4.12,0.8800000000000097,0.0,0.0,0.0,0.8800000000000097,0.88,1,0.0,5.0,632.87,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
369,20260807,9912,偉聯,電腦及週邊設備業,single_name_signal,-4.18,-4.18,0.28999999999999915,0.29000000000000625,1.6900000000000048,-0.030000000000001137,2.2700000000000102,5.82,1,0.0,0.0,324.63,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
370,20260807,1784,訊聯,生技醫療業,mainstream_leader,-4.21,-4.21,0.7899999999999991,0.0,0.0,0.0,0.7899999999999991,0.79,1,0.0,5.0,176.2,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
371,20260807,6715,嘉基,低軌衛星,mainstream_leader,-4.25,-4.25,-0.3499999999999943,-0.9900000000000091,1.1600000000000108,-0.10000000000000853,1.1600000000000108,0.75,1,0.0,5.0,754.52,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
372,20260807,1586,和勤,機器人自動化 / 電機機械待細分,mainstream_leader,-4.28,-4.28,-0.3999999999999915,-0.030000000000001137,0.5399999999999991,-0.10999999999999943,0.5399999999999991,0.72,1,0.0,5.0,839.85,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
373,20260807,3114,好德,電子零組件業,mainstream_leader,-4.29,-4.29,0.6700000000000017,0.020000000000003126,0.0,0.0,0.6900000000000048,0.71,1,0.0,5.0,709.3,10.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
374,20260807,3169,亞信,半導體業,mainstream_leader,-4.35,-4.35,0.6499999999999986,0.0,0.0,0.0,0.6499999999999986,0.65,1,0.0,5.0,201.45,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
375,20260807,2030,彰源,鋼鐵工業,mainstream_leader,-4.39,-4.39,0.5100000000000051,0.1700000000000017,0.1600000000000037,-0.17999999999999972,0.8400000000000105,0.61,1,0.0,5.0,716.54,10.0,0,0.0,4,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
376,20260807,6451,訊芯-KY,半導體業,mainstream_leader,-4.41,-4.41,0.01999999999999602,0.7000000000000028,-2.8100000000000023,-0.5999999999999943,0.7199999999999989,-9.41,1,0.0,5.0,3636.62,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
377,20260807,4953,緯軟,資訊服務業,mainstream_leader,-4.43,-4.43,0.8100000000000023,-0.04999999999999716,-0.020000000000003126,-0.020000000000003126,0.8100000000000023,0.57,1,0.0,5.0,333.5,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
378,20260807,8462,柏文,運動休閒,mainstream_leader,-4.45,-4.45,0.5700000000000074,-0.020000000000003126,-0.01999999999999602,0.01999999999999602,0.5900000000000034,0.55,1,0.0,5.0,275.01,10.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
379,20260807,6117,迎廣,電腦及週邊設備業,mainstream_leader,-4.46,-4.46,0.5399999999999991,0.0,0.0,0.0,0.5399999999999991,0.54,1,0.0,5.0,254.26,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
380,20260807,4961,天鈺,半導體業,mainstream_leader,-4.48,-4.48,0.7800000000000011,0.4299999999999997,-0.1599999999999966,-0.1600000000000037,1.2100000000000009,0.52,1,0.0,5.0,644.5,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
381,20260807,6233,旺玖,半導體業,mainstream_leader,-4.49,-4.49,0.5399999999999991,-0.05999999999999872,0.029999999999997584,0.0,0.5699999999999967,0.51,1,0.0,5.0,315.4,10.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
382,20260807,8261,富鼎,功率元件/二極體,single_name_signal,-4.52,-4.52,-2.8300000000000054,-2.1000000000000014,-0.07000000000000028,0.6799999999999997,0.6799999999999997,-4.52,1,0.0,0.0,5494.05,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
383,20260807,3518,柏騰,其他電子業,mainstream_leader,-4.55,-4.55,-0.4399999999999977,0.6199999999999974,-0.05000000000000071,-0.05000000000000071,0.6199999999999974,0.45,1,0.0,5.0,562.36,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
384,20260807,2731,雄獅,觀光餐旅,mainstream_leader,-4.63,-4.63,0.529999999999994,-0.0800000000000054,0.0,0.0,0.529999999999994,0.37,1,0.0,5.0,478.39,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
385,20260807,5225,東科-KY,其他電子業,mainstream_leader,-4.7,-4.7,0.9100000000000037,-0.09000000000000341,-0.13000000000000256,-0.00999999999999801,0.9100000000000037,0.3,1,0.0,5.0,225.14,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
386,20260807,3289,宜特,其他電子業,mainstream_leader,-4.84,-4.84,-0.21999999999999886,-0.21000000000000085,0.639999999999997,-0.27999999999999936,0.639999999999997,0.16,1,0.0,5.0,950.65,10.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
387,20260807,3265,台星科,半導體業,mainstream_leader,-4.98,-4.98,1.1099999999999994,-0.4399999999999977,-0.030000000000001137,-0.02999999999999403,1.1099999999999994,0.02,1,0.0,5.0,898.55,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
388,20260807,6873,泓德能源,綠能環保,single_name_signal,-5.54,-5.54,0.15000000000000568,0.21000000000000085,0.23000000000000398,0.7999999999999972,1.3900000000000077,4.46,1,0.0,0.0,399.65,10.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-11.982082866741328,-5.152648726921694,-7.376825309394519,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
389,20260807,6199,天品,其他業,mainstream_leader,-6.16,-6.16,0.5700000000000074,-0.9699999999999989,0.029999999999986926,0.029999999999986926,0.6299999999999812,-1.16,1,0.0,5.0,581.8,10.0,0,0.0,2,False,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-7.846889952153113,-3.8634321653189585,-5.828026295054456,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；TDCC 與股價背離
390,20260807,6108,競國,電子零組件業,mainstream_leader,-6.38,-6.38,-0.11999999999999744,0.9199999999999946,-0.10000000000000142,-0.6999999999999957,0.9199999999999946,-1.38,1,0.0,5.0,786.35,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
391,20260807,4510,高鋒,機器人自動化 / 電機機械待細分,single_name_signal,-6.4,-6.4,0.14000000000000057,0.8900000000000006,0.23999999999999844,0.240000000000002,1.5100000000000016,3.6,1,0.0,0.0,618.85,10.0,0,0.0,2,True,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,-7.057416267942573,0.7586072748492656,2.763818147494801,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；TDCC 領先股價 / 潛伏吸籌
392,20260807,3581,博磊,半導體業,mainstream_leader,-6.54,-6.54,0.5499999999999972,-1.0799999999999983,0.00999999999999801,0.00999999999999801,0.5699999999999932,-1.54,1,0.0,5.0,468.9,10.0,0,0.0,3,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-5.769230769230771,7.197549770290967,6.705912173898865,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；TDCC 後股價過熱
393,20260807,4729,熒茂,光電業,single_name_signal,-6.92,-6.92,-0.020000000000003126,0.020000000000003126,1.019999999999996,0.0,1.0399999999999991,3.08,1,0.0,0.0,251.9,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
394,20260807,6804,明係,運動休閒,single_name_signal,-7.09,-7.09,0.17999999999999972,1.3000000000000043,0.030000000000001137,0.00999999999999801,1.5200000000000031,2.91,1,0.0,0.0,228.15,10.0,0,0.0,8,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,19.182389937106905,9.55340367105073,13.71106630215737,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；股價領先 TDCC / 追高風險
395,20260807,1529,樂事綠能,機器人自動化 / 電機機械待細分,non_mainstream_watch,-7.73,-7.73,0.10999999999999943,0.10999999999999943,0.5799999999999983,0.05000000000000426,0.8500000000000014,2.27,1,0.0,0.0,668.83,10.0,0,0.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-22.818791946308725,-8.232477723101471,-7.028897007140046,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；TDCC 與股價背離
396,20260807,1256,鮮活果汁-KY,食品工業,single_name_signal,-7.94,-7.94,0.0,1.4500000000000028,-0.28000000000000114,0.0,1.4500000000000028,2.06,1,0.0,0.0,112.34,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
397,20260807,6134,萬旭,電子零組件業,mainstream_leader,-8.11,-8.11,-0.5700000000000003,-0.0799999999999983,0.8999999999999986,-1.2700000000000031,0.8999999999999986,-3.11,1,0.0,5.0,371.45,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
398,20260807,6863,永道-KY,通信網路業,single_name_signal,-8.22,-8.22,0.14000000000000057,0.8200000000000074,0.0,0.0,0.960000000000008,1.78,1,0.0,0.0,433.94,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
399,20260807,4106,雃博,生技醫療業,single_name_signal,-8.27,-8.27,0.060000000000002274,0.6599999999999966,0.04999999999999716,0.04999999999999716,0.8199999999999932,1.73,1,0.0,0.0,298.58,10.0,0,0.0,2,True,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,5.957446808510625,1.7052997038701,1.287522004918873,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；TDCC 領先股價 / 潛伏吸籌
400,20260807,9902,台火,其他業,single_name_signal,-8.28,-8.28,0.11999999999999744,-0.4300000000000068,0.8200000000000003,0.0,0.9399999999999977,1.72,1,0.0,0.0,141.73,10.0,0,0.0,4,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
401,20260807,4155,訊映,生技醫療業,single_name_signal,-8.29,-8.29,-0.03999999999999915,0.0,0.6099999999999994,-0.01999999999999602,0.6099999999999994,1.71,1,0.0,0.0,296.42,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
402,20260807,4506,崇友,機器人自動化 / 電機機械待細分,single_name_signal,-8.51,-8.51,0.06999999999999318,0.7099999999999937,0.0,0.0,0.7799999999999869,1.49,1,0.0,0.0,104.6,10.0,0,0.0,5,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
403,20260807,9935,慶豐富,居家生活,single_name_signal,-8.58,-8.58,-0.4399999999999977,0.5499999999999972,0.11999999999999744,0.09999999999999432,0.7699999999999889,1.42,1,0.0,0.0,311.42,10.0,0,0.0,3,False,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,5.945945945945952,2.1764629219340526,1.2490136319496803,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；TDCC 領先股價 / 潛伏吸籌
404,20260807,4555,氣立,機器人自動化 / 電機機械待細分,single_name_signal,-8.69,-8.69,-0.4299999999999926,0.8699999999999903,0.0,0.0,0.8699999999999903,1.31,1,0.0,0.0,253.54,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
405,20260807,6277,宏正,電腦及週邊設備業,non_mainstream_watch,-8.74,-8.74,0.37999999999999545,0.5499999999999972,-0.01999999999999602,-0.03999999999999915,0.9299999999999926,1.26,1,0.0,0.0,868.57,10.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
406,20260807,4129,聯合,生技醫療業,single_name_signal,-8.76,-8.76,0.0,0.6199999999999974,0.0,0.0,0.6199999999999974,1.24,1,0.0,0.0,134.25,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
407,20260807,6143,振曜,通信網路業,non_mainstream_watch,-8.8,-8.8,-0.08000000000000185,-0.740000000000002,0.9199999999999982,0.0,0.9199999999999982,1.2,1,0.0,0.0,621.1,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
408,20260807,6861,睿生光電,生技醫療業,non_mainstream_watch,-8.91,-8.91,1.0899999999999963,0.0,0.0,0.0,1.0899999999999963,1.09,1,0.0,0.0,559.17,10.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
409,20260807,4755,三福化,化學工業,single_name_signal,-8.91,-8.91,0.0,0.5800000000000125,-0.009999999999990905,-0.010000000000005116,0.5800000000000125,1.09,1,0.0,0.0,496.46,10.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
410,20260807,5706,鳳凰,觀光餐旅,single_name_signal,-8.94,-8.94,0.6299999999999955,0.03999999999999915,0.04999999999999716,0.04999999999999716,0.7699999999999889,1.06,1,0.0,0.0,208.98,10.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-5.185185185185192,-1.5655039824224226,-0.8437804973551177,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
411,20260807,4768,晶呈科技,化學工業,single_name_signal,-9.07,-9.07,0.9299999999999997,0.0,0.0,0.0,0.9299999999999997,0.93,1,0.0,0.0,459.75,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
412,20260807,4766,南寶,化學工業,single_name_signal,-9.32,-9.32,0.4899999999999949,-0.269999999999996,-0.8100000000000023,0.7899999999999991,1.279999999999994,0.68,1,0.0,0.0,346.28,10.0,0,0.0,4,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
413,20260807,7792,安葆,其他電子業,single_name_signal,-9.39,-9.39,0.8499999999999943,-0.12000000000000455,0.0,0.0,0.8499999999999943,0.61,1,0.0,0.0,164.75,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
