rank,signal_date,stock_id,stock_name,theme,theme_mainstream_status,tdcc_weekly_increase_score,tdcc_consecutive_accumulation_score,tdcc_1w_change_400,tdcc_1w_change_600,tdcc_1w_change_800,tdcc_1w_change_1000,tdcc_four_threshold_weekly_increase_sum,tdcc_weighted_weekly_increase_score,tdcc_effective_increase_count,tdcc_sync_bonus,tdcc_theme_bonus,volume_ma20_lots,tdcc_low_volume_penalty,tdcc_high_pair_effective_streak_weeks,tdcc_high_pair_streak_bonus,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,tdcc_price_phase,tdcc_phase_group_zh,risk_bucket,risk_bucket_zh,price_return_20d,distance_ma20_pct,relative_return_vs_benchmark,ranking_note_zh
67,20260807,6138,茂達,半導體業,mainstream_leader,26.22,31.22,-0.8299999999999983,1.2999999999999972,1.3500000000000014,1.3500000000000014,4.0,11.22,3,10.0,5.0,1498.05,0.0,2,5.0,2,False,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-23.06666666666667,-6.604078989964379,-7.7887616992186155,有效級距增加 3/4（門檻 >0.5）；800/1000張有效連續增加 2 週；TDCC 與股價背離
68,20260807,2362,藍天,電腦及週邊設備業,non_mainstream_watch,25.78,25.78,0.9599999999999937,1.259999999999991,0.9000000000000057,1.1499999999999915,4.269999999999982,10.78,4,15.0,0.0,1638.87,0.0,1,0.0,5,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,18.42410196987254,17.680925787322256,17.011442805956623,有效級距增加 4/4（門檻 >0.5）；股價領先 TDCC / 追高風險
69,20260807,6265,方土昶,電子通路業,mainstream_leader,25.76,25.76,1.8299999999999983,2.75,0.9699999999999989,0.13000000000000256,5.68,10.76,3,10.0,5.0,3080.0,0.0,0,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,7.25490196078431,13.940530125501226,19.151651470355958,有效級距增加 3/4（門檻 >0.5）；TDCC 後股價過熱
70,20260807,3645,達邁,電子零組件業,mainstream_leader,24.96,24.96,-0.14000000000000057,0.6000000000000014,1.259999999999998,1.2800000000000011,3.1400000000000006,9.96,3,10.0,5.0,1732.3,0.0,1,0.0,3,False,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-17.598097502972653,-1.4224751066856278,-0.8042458763227067,有效級距增加 3/4（門檻 >0.5）；TDCC 與股價背離
71,20260807,2486,一詮,光電業,non_mainstream_watch,24.81,24.81,0.8100000000000023,0.8400000000000034,0.7999999999999972,1.2299999999999969,3.6799999999999997,9.81,4,15.0,0.0,9448.92,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-5.175983436853004,2.357805341378927,-3.7062950126814598,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
72,20260807,6139,亞翔,其他電子業,mainstream_leader,24.64,24.64,0.3999999999999915,0.7199999999999989,1.1199999999999974,1.1099999999999994,3.349999999999987,9.64,3,10.0,5.0,4712.6,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-3.4642032332563466,4.761904761904767,-2.086297158373984,有效級距增加 3/4（門檻 >0.5）；TDCC 後股價過熱
73,20260807,2382,廣達,AI伺服器,non_mainstream_watch,24.34,24.34,0.8000000000000114,0.9100000000000108,0.9200000000000017,0.9899999999999949,3.6200000000000188,9.34,4,15.0,0.0,26534.64,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-19.893899204244036,-7.666437361461432,-9.641242213319035,有效級距增加 4/4（門檻 >0.5）；價格資料不足
74,20260807,3717,聯嘉投控,汽車工業,mainstream_leader,24.29,24.29,0.37999999999999545,1.1200000000000045,0.6900000000000013,1.1500000000000021,3.3400000000000034,9.29,3,10.0,5.0,3345.41,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-16.878402903811264,0.8144397974906292,0.9164018969566423,有效級距增加 3/4（門檻 >0.5）；價格資料不足
75,20260807,2324,仁寶,電腦及週邊設備業,non_mainstream_watch,24.09,24.09,0.9299999999999926,0.9599999999999937,0.9600000000000009,0.8400000000000034,3.6899999999999906,9.09,4,15.0,0.0,52694.62,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,5.070422535211261,3.3957033957033866,1.9744040451843525,有效級距增加 4/4（門檻 >0.5）；價格資料不足
76,20260807,3704,合勤控,網通交換器,non_mainstream_watch,23.16,23.16,0.75,0.6600000000000037,0.8700000000000045,0.8699999999999974,3.1500000000000057,8.16,4,15.0,0.0,4374.92,0.0,1,0.0,4,True,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,4.189636163175292,2.9355699580632777,1.9815648042248335,有效級距增加 4/4（門檻 >0.5）；TDCC 領先股價 / 潛伏吸籌
77,20260807,8421,旭源,其他業,mainstream_leader,22.55,22.55,-0.01999999999999602,-0.01999999999999602,1.1499999999999986,4.789999999999999,5.939999999999998,22.55,2,5.0,5.0,766.5,10.0,1,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
78,20260807,3661,世芯-KY,半導體業,mainstream_leader,22.49,22.49,0.8900000000000006,-0.08999999999999986,1.5400000000000027,0.5399999999999991,2.9700000000000024,7.49,3,10.0,5.0,2067.84,0.0,1,0.0,2,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-9.963099630996307,5.248023005032354,4.751309679232863,有效級距增加 3/4（門檻 >0.5）；TDCC 後股價過熱
79,20260807,6446,藥華藥,生技醫療業,mainstream_leader,22.29,22.29,0.28999999999999915,1.1400000000000006,0.8399999999999963,0.5499999999999972,2.819999999999993,7.29,3,10.0,5.0,3346.36,0.0,1,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-15.686274509803921,8.380592312539381,12.65171844920684,有效級距增加 3/4（門檻 >0.5）；TDCC 後股價過熱
80,20260807,3504,揚明光,光電業,mainstream_leader,22.18,22.18,1.2800000000000082,0.8900000000000006,1.4399999999999977,-0.05000000000000426,3.6100000000000065,7.18,3,10.0,5.0,3085.84,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（門檻 >0.5）；價格資料不足
81,20260807,1785,光洋科,其他電子業,mainstream_leader,22.15,22.15,0.6899999999999977,0.6000000000000014,0.5,0.9399999999999977,2.729999999999997,7.15,3,10.0,5.0,9845.75,0.0,0,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-19.86062717770035,4.015918958031839,7.437807397319518,有效級距增加 3/4（門檻 >0.5）；TDCC 後股價過熱
82,20260807,2316,楠梓電,電子零組件業,mainstream_leader,21.64,21.64,0.1700000000000017,1.0300000000000011,0.6300000000000026,0.6300000000000026,2.460000000000008,6.64,3,10.0,5.0,2865.15,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-25.458715596330272,1.1515717398070224,-1.33488341602368,有效級距增加 3/4（門檻 >0.5）；TDCC 後股價過熱
83,20260807,2049,上銀,機器人,mainstream_leader,21.5,21.5,1.8200000000000074,1.480000000000004,0.5600000000000023,0.00999999999999801,3.8700000000000117,6.5,3,10.0,5.0,3364.45,0.0,0,0.0,3,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,6.470588235294117,13.302034428794984,13.779839834523566,有效級距增加 3/4（門檻 >0.5）；TDCC 後股價過熱
84,20260807,1477,聚陽,紡織纖維,mainstream_leader,21.06,21.06,0.8800000000000097,0.9399999999999977,0.4200000000000017,0.509999999999998,2.750000000000007,6.06,3,10.0,5.0,1740.5,0.0,0,0.0,3,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,0.8928571428571397,3.1963470319634757,5.839110767033951,有效級距增加 3/4（門檻 >0.5）；價格資料不足
85,20260807,2379,瑞昱,半導體業,mainstream_leader,21.04,21.04,0.12000000000000455,0.6300000000000097,0.7800000000000082,0.5799999999999983,2.1100000000000207,6.04,3,10.0,5.0,5069.22,0.0,1,0.0,3,True,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,-8.935128518971847,0.8130081300812941,0.3435772178091212,有效級距增加 3/4（門檻 >0.5）；TDCC 領先股價 / 潛伏吸籌
86,20260807,3213,茂訊,電腦及週邊設備業,mainstream_leader,20.99,20.99,0.9400000000000013,2.8999999999999986,0.46999999999999886,1.9600000000000009,6.27,15.99,3,10.0,5.0,507.9,10.0,0,0.0,2,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,4.528301886792452,9.248668901597323,9.430814390326514,有效級距增加 3/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
87,20260807,6188,廣明,電腦及週邊設備業,mainstream_leader,20.92,20.92,0.1700000000000017,0.8200000000000003,0.5700000000000003,0.6000000000000014,2.1600000000000037,5.92,3,10.0,5.0,1031.45,0.0,1,0.0,3,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-9.217171717171713,1.4175893927639516,4.159958485667792,有效級距增加 3/4（門檻 >0.5）；價格資料不足
88,20260807,3450,聯鈞,CPO光通訊,non_mainstream_watch,20.75,20.75,-0.23000000000000398,1.1000000000000014,1.7000000000000028,0.9200000000000017,3.720000000000006,10.75,3,10.0,0.0,8735.17,0.0,1,0.0,1,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-3.627450980392155,11.87617367552496,4.1697885280914555,有效級距增加 3/4（門檻 >0.5）；TDCC 後股價過熱
89,20260807,2732,六角,觀光餐旅,mainstream_leader,20.43,20.43,0.30000000000000426,0.5700000000000003,0.5700000000000003,0.5700000000000003,2.010000000000005,5.43,3,10.0,5.0,29250.0,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-2.5875190258751957,-0.21049349029391706,2.117159053415363,有效級距增加 3/4（門檻 >0.5）；價格資料不足
90,20260807,5314,世紀*,其他,mainstream_leader,20.39,20.39,0.980000000000004,0.5999999999999943,0.8299999999999983,0.17999999999999972,2.5899999999999963,5.39,3,10.0,5.0,4910.4,0.0,0,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-11.72106824925817,2.088963239394337,7.27831776414567,有效級距增加 3/4（門檻 >0.5）；TDCC 後股價過熱
91,20260807,2465,麗臺,電腦及週邊設備業,non_mainstream_watch,20.32,20.32,3.049999999999997,2.3299999999999983,0.870000000000001,0.0,6.2499999999999964,10.32,3,10.0,0.0,2405.34,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（門檻 >0.5）；價格資料不足
92,20260807,3653,健策,電子零組件業,mainstream_leader,20.31,20.31,0.7600000000000051,0.5300000000000011,0.10999999999999943,0.7899999999999991,2.190000000000005,5.31,3,10.0,5.0,1612.72,0.0,0,0.0,6,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,39.0625,26.771597464568053,20.423897049933426,有效級距增加 3/4（門檻 >0.5）；TDCC 後股價過熱
93,20260807,6187,萬潤,半導體設備 / CoWoS,mainstream_leader,20.22,20.22,2.5600000000000023,1.5300000000000011,2.1600000000000037,-1.7199999999999989,6.250000000000007,5.22,3,10.0,5.0,2497.9,0.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（門檻 >0.5）；價格資料不足
94,20260807,4938,和碩,AI伺服器,mainstream_leader,20.2,20.2,0.6600000000000108,0.6500000000000057,0.519999999999996,0.4200000000000017,2.250000000000014,5.2,3,10.0,5.0,12343.24,0.0,0,0.0,5,True,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,5.011933174224348,4.2468755552923065,1.3952365983891268,有效級距增加 3/4（門檻 >0.5）；TDCC 領先股價 / 潛伏吸籌
95,20260807,8069,元太,光電業,mainstream_leader,19.86,19.86,0.519999999999996,0.6500000000000057,0.519999999999996,0.37000000000000455,2.0600000000000023,4.86,3,10.0,5.0,7881.55,0.0,0,0.0,3,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-1.5075376884422065,3.827307641372002,4.9756861851983025,有效級距增加 3/4（門檻 >0.5）；價格資料不足
96,20260807,3709,鑫聯大投控,電腦及週邊設備業,mainstream_leader,19.83,19.83,0.9200000000000017,0.6899999999999977,0.75,0.06999999999999318,2.4299999999999926,4.83,3,10.0,5.0,1273.8,0.0,0,0.0,4,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,8.606557377049185,6.596942880128731,9.74719156154238,有效級距增加 3/4（門檻 >0.5）；價格資料不足
97,20260807,4123,晟德,生技醫療業,single_name_signal,19.54,19.54,0.4100000000000037,1.009999999999998,1.009999999999998,1.0200000000000031,3.450000000000003,9.54,3,10.0,0.0,1847.25,0.0,1,0.0,5,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-1.5247776365946653,1.5660834807679658,4.067287577713552,有效級距增加 3/4（門檻 >0.5）；價格資料不足
98,20260807,5469,瀚宇博,電子零組件業,mainstream_leader,19.33,19.33,0.4900000000000091,0.35999999999999943,0.9599999999999937,1.3100000000000023,3.1200000000000045,9.33,2,5.0,5.0,2215.93,0.0,1,0.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-15.568862275449103,-0.5641748942172176,-1.0585074434334207,有效級距增加 2/4（門檻 >0.5）；TDCC 與股價背離
99,20260807,5498,凱崴,電子零組件業,mainstream_leader,19.3,19.3,-0.490000000000002,0.5399999999999991,0.5300000000000011,0.5300000000000011,1.6000000000000014,4.3,3,10.0,5.0,2085.6,0.0,1,0.0,4,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-18.003273322422253,3.1341670526478405,5.76709617835367,有效級距增加 3/4（門檻 >0.5）；TDCC 後股價過熱
100,20260807,6669,緯穎,AI伺服器,non_mainstream_watch,19.2,19.2,0.6800000000000068,0.3299999999999983,1.0600000000000023,1.1700000000000017,3.240000000000009,9.2,3,10.0,0.0,1985.16,0.0,1,0.0,3,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,24.059405940594058,16.91159318871005,15.011626246679231,有效級距增加 3/4（門檻 >0.5）；TDCC 後股價過熱
101,20260807,4976,佳凌,光電業,mainstream_leader,18.96,18.96,0.5600000000000023,0.6799999999999997,0.6799999999999997,0.0,1.9200000000000017,3.96,3,10.0,5.0,4782.74,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（門檻 >0.5）；價格資料不足
102,20260807,6282,康舒,電子零組件業,mainstream_leader,18.95,18.95,0.5399999999999991,0.5799999999999983,0.509999999999998,0.17999999999999972,1.8099999999999952,3.95,3,10.0,5.0,15912.03,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-18.135593220338986,-0.3044532741627526,-0.749188459302097,有效級距增加 3/4（門檻 >0.5）；價格資料不足
103,20260807,2321,東訊,通信網路業,mainstream_leader,18.82,18.82,0.07000000000000739,0.07000000000000739,0.07000000000000739,3.3500000000000085,3.5600000000000307,13.82,1,0.0,5.0,11613.65,0.0,0,0.0,14,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,7.913669064748197,1.0441226002020798,-0.8379840679556216,有效級距增加 1/4（門檻 >0.5）；TDCC 與股價背離
104,20260807,3033,威健,半導體業,mainstream_leader,18.72,18.72,0.36999999999999744,0.38000000000000256,0.769999999999996,1.3199999999999932,2.839999999999989,8.72,2,5.0,5.0,13556.15,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-3.5282258064516125,-1.634289238359543,-4.76971934674666,有效級距增加 2/4（門檻 >0.5）；價格資料不足
105,20260807,2357,華碩,電腦及週邊設備業,non_mainstream_watch,18.52,18.52,0.9200000000000017,0.4200000000000017,0.7999999999999972,1.0900000000000034,3.230000000000004,8.52,3,10.0,0.0,4792.57,0.0,1,0.0,5,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,19.068413391557492,9.04485769512764,6.849716979200615,有效級距增加 3/4（門檻 >0.5）；價格資料不足
106,20260807,8299,群聯,記憶體儲存,mainstream_leader,18.32,18.32,1.0499999999999972,0.5,0.1699999999999946,1.4399999999999977,3.1599999999999895,8.32,2,5.0,5.0,4536.65,0.0,0,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-5.373831775700932,9.07621869108537,8.361102851864977,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
107,20260807,1560,中砂,半導體設備 / CoWoS,mainstream_leader,18.04,18.04,-0.5699999999999932,0.25,0.7700000000000031,1.4499999999999957,2.469999999999999,8.04,2,5.0,5.0,1621.12,0.0,1,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-0.7163323782234943,2.8647766067982694,-0.8042458763226956,有效級距增加 2/4（門檻 >0.5）；價格資料不足
108,20260807,3028,增你強,電子通路業,mainstream_leader,17.76,17.76,0.5300000000000011,0.4799999999999969,0.45000000000000284,1.2299999999999969,2.6899999999999977,7.76,2,5.0,5.0,2129.69,0.0,0,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-2.0242914979757054,7.787098210971699,6.773559432082898,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
109,20260807,1597,直得,機器人自動化,mainstream_leader,17.73,17.73,0.01999999999999602,1.0100000000000051,0.19000000000000483,1.279999999999994,2.5,7.73,2,5.0,5.0,1160.22,0.0,0,0.0,3,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,1.7793594306049876,11.587982832618016,6.797508007959074,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
110,20260807,5243,乙盛-KY,光電業,mainstream_leader,17.5,17.5,0.3499999999999943,1.230000000000004,1.2299999999999969,0.25,3.059999999999995,7.5,2,5.0,5.0,1580.79,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-9.615384615384615,2.602401332797144,0.14298397715715172,有效級距增加 2/4（門檻 >0.5）；價格資料不足
111,20260807,2355,敬鵬,PCB / CCL / ABF材料,single_name_signal,17.15,17.15,0.5600000000000023,0.5700000000000003,0.39000000000000057,1.0700000000000003,2.5900000000000034,7.15,3,10.0,0.0,4395.72,0.0,0,0.0,3,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-18.75,-1.3224218703670743,-2.5524976245744457,有效級距增加 3/4（門檻 >0.5）；TDCC 與股價背離
112,20260807,7777,能率亞洲,權證/衍生商品,single_name_signal,17.07,17.07,1.3499999999999943,1.3500000000000085,0.14000000000000057,0.6499999999999986,3.490000000000002,7.07,3,10.0,0.0,2673.15,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,1.7073170731707332,6.425062208894294,7.142352851864975,有效級距增加 3/4（門檻 >0.5）；價格資料不足
113,20260807,3305,昇貿,其他電子業,mainstream_leader,16.8,16.8,-0.22000000000000597,0.7800000000000011,1.7800000000000011,0.030000000000001137,2.5900000000000034,6.8,2,5.0,5.0,1958.77,0.0,0,0.0,1,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-12.595419847328248,4.086177901004495,1.805239034047157,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
114,20260807,3022,威強電,電腦及週邊設備業,non_mainstream_watch,16.62,16.62,1.5300000000000011,1.8599999999999994,1.0300000000000011,-0.4299999999999997,4.420000000000002,6.62,3,10.0,0.0,3160.62,0.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（門檻 >0.5）；價格資料不足
115,20260807,2606,裕民,航運業,mainstream_leader,16.28,16.28,0.21000000000000796,0.6400000000000006,0.4900000000000091,0.8300000000000125,2.17000000000003,6.28,2,5.0,5.0,3586.26,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,2.2222222222222365,2.319669526533219,2.376539582943782,有效級距增加 2/4（門檻 >0.5）；價格資料不足
116,20260807,2637,慧洋-KY,航運業,mainstream_leader,16.23,16.23,0.25,0.4899999999999949,0.8400000000000034,0.6199999999999903,2.1999999999999886,6.23,2,5.0,5.0,3053.73,0.0,1,0.0,5,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,6.875000000000009,3.951367781155013,5.643857066245184,有效級距增加 2/4（門檻 >0.5）；價格資料不足
117,20260807,3665,貿聯-KY,電源 / BBU,mainstream_leader,16.17,16.17,1.0700000000000003,0.269999999999996,-0.3999999999999986,1.4399999999999977,2.779999999999994,6.17,2,5.0,5.0,3538.12,0.0,0,0.0,5,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
118,20260807,6241,鑫永洋,通信網路業,mainstream_leader,16.13,16.13,0.6400000000000006,0.6099999999999994,0.6099999999999994,0.6099999999999994,2.469999999999999,6.13,4,15.0,5.0,737.9,10.0,1,0.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,0.6535947712418277,-7.060953530476766,-3.7743138148016886,有效級距增加 4/4（門檻 >0.5）；20日均量低於1000張；TDCC 與股價背離
119,20260807,4576,大銀微系統,機器人,mainstream_leader,15.92,15.92,0.9899999999999949,0.7100000000000009,0.6099999999999994,-0.8299999999999983,2.309999999999995,0.92,3,10.0,5.0,1406.24,0.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（門檻 >0.5）；價格資料不足
120,20260807,6811,宏碁資訊,數位雲端,mainstream_leader,15.87,15.87,0.7199999999999989,2.029999999999994,2.029999999999994,0.0,4.779999999999987,10.87,3,10.0,5.0,351.7,10.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
121,20260807,3163,波若威,通信網路業,mainstream_leader,15.87,15.87,-1.509999999999998,1.110000000000003,1.3200000000000003,0.3000000000000007,2.730000000000004,5.87,2,5.0,5.0,4168.05,0.0,0,0.0,1,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-8.622908622908621,5.938525813190076,-3.809355426715844,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
122,20260807,8027,鈦昇,機器人自動化 / 電機機械待細分,mainstream_leader,15.75,15.75,-0.490000000000002,0.7899999999999991,0.17999999999999972,1.0299999999999994,1.9999999999999982,5.75,2,5.0,5.0,2877.0,0.0,0,0.0,1,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-16.81818181818182,-7.599091138601366,-9.337862975473154,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
123,20260807,8131,福懋科,半導體業,mainstream_leader,15.75,15.75,0.5,0.8399999999999892,0.9899999999999949,0.14999999999999147,2.4799999999999756,5.75,2,5.0,5.0,7686.02,0.0,0,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-14.266666666666673,-3.6415405364903397,-5.926852527313642,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
124,20260807,3293,鈊象,文化創意業,mainstream_leader,15.72,15.72,1.8299999999999983,0.18999999999999773,-0.30999999999999517,1.1100000000000065,3.1300000000000026,5.72,2,5.0,5.0,1425.9,0.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
125,20260807,6120,達運,光電業,mainstream_leader,15.7,15.7,0.3999999999999986,0.39000000000000057,0.7199999999999989,0.5900000000000034,2.1000000000000014,5.7,2,5.0,5.0,3340.87,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-4.270462633451966,1.8360779859928122,1.9872393679927325,有效級距增加 2/4（門檻 >0.5）；價格資料不足
126,20260807,1315,達新,塑膠工業,mainstream_leader,15.67,15.67,0.0,0.0,0.8100000000000023,0.8100000000000023,1.6200000000000045,5.67,2,5.0,5.0,34918.6,0.0,1,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
127,20260807,2476,鉅祥,電子零組件業,mainstream_leader,15.61,15.61,0.6900000000000119,-0.0799999999999983,1.2000000000000028,0.37000000000000455,2.2600000000000193,5.61,2,5.0,5.0,2391.55,0.0,0,0.0,5,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-3.409090909090906,6.583072100313481,6.286934036433978,有效級距增加 2/4（門檻 >0.5）；價格資料不足
128,20260807,6274,台燿,PCB / CCL / ABF材料,mainstream_leader,15.58,15.58,0.04999999999999716,-0.030000000000001137,1.1699999999999946,0.519999999999996,1.7399999999999878,5.58,2,5.0,5.0,6131.1,0.0,1,0.0,4,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-6.9908814589665695,18.60465116279071,17.499094424898676,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
129,20260807,4903,聯光通,通信網路業,non_mainstream_watch,15.5,15.5,0.9099999999999966,0.9299999999999997,0.9100000000000037,0.0,2.75,5.5,3,10.0,0.0,1982.75,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（門檻 >0.5）；價格資料不足
130,20260807,8016,矽創,半導體業,mainstream_leader,15.47,15.47,0.12000000000000455,0.980000000000004,0.9299999999999997,0.15000000000000213,2.1800000000000104,5.47,2,5.0,5.0,1600.6,0.0,0,0.0,4,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-12.357954545454541,5.551278761440437,4.001295338614497,有效級距增加 2/4（門檻 >0.5）；價格資料不足
131,20260807,3694,海華,通信網路業,mainstream_leader,15.46,15.46,0.27999999999999403,-0.1699999999999946,1.1199999999999974,0.5399999999999991,1.9399999999999906,5.46,2,5.0,5.0,2485.29,0.0,1,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-8.92857142857143,-6.343906510851416,-12.002693814240207,有效級距增加 2/4（門檻 >0.5）；價格資料不足
132,20260807,2374,佳能,機器人,mainstream_leader,15.45,15.45,0.21999999999999886,0.3099999999999987,0.509999999999998,0.7699999999999996,1.8099999999999952,5.45,2,5.0,5.0,3380.4,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-7.200000000000006,2.1501430982607816,2.680448577534744,有效級距增加 2/4（門檻 >0.5）；價格資料不足
133,20260807,1517,利奇,機器人自動化 / 電機機械待細分,mainstream_leader,15.43,15.43,0.17999999999999972,-0.07000000000000028,0.5300000000000011,0.9500000000000028,1.6600000000000037,5.43,2,5.0,5.0,1795.79,0.0,1,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,7.339449541284404,2.7442371020856227,3.109384353096989,有效級距增加 2/4（門檻 >0.5）；價格資料不足
