generated_at,audit_id,row_type,market,industry_schema,captured_source_count,captured_raw_row_count,normalized_history_row_count,dropped_invalid_identity_row_count,unique_stock_count,fiscal_period_min,fiscal_period_max,exact_filing_available_rows,current_snapshot_only_rows,research_asof_join_allowed_rows,formal_model_allowed_rows,operating_revenue_coverage_pct,gross_profit_coverage_pct,operating_income_coverage_pct,non_operating_income_expense_coverage_pct,net_income_coverage_pct,basic_eps_coverage_pct,gross_margin_coverage_pct,operating_margin_coverage_pct,numerical_anomaly_candidate_rows,unresolved_anomaly_candidate_rows,primary_metric_retained_rows,pit_coverage_status,formal_model_use_allowed,blocker
2026-07-16 01:32:03 Asia/Taipei,financial_statement_pit_coverage_v1,total,ALL,ALL,12,1972,1968,4,1968,2026Q1,2026Q1,0,1968,1968,0,100.0000,97.8150,98.6280,98.6280,100.0000,100.0000,97.7134,97.7134,36,36,1968,current_snapshot_only_not_historical_pit,False,exact_company_filing_availability_and_historical_coverage_not_complete;unresolved_numerical_anomaly_candidates_require_bottom_level_disposition;separate_model_research_and_promotion_approval_required
2026-07-16 01:32:03 Asia/Taipei,financial_statement_pit_coverage_v1,market_schema,TPEX,banking,1,1,0,1,0,,,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,current_snapshot_empty_placeholder,False,exact_company_filing_availability_and_historical_coverage_not_complete;unresolved_numerical_anomaly_candidates_require_bottom_level_disposition;separate_model_research_and_promotion_approval_required
2026-07-16 01:32:03 Asia/Taipei,financial_statement_pit_coverage_v1,market_schema,TPEX,financial_holding,1,1,0,1,0,,,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,current_snapshot_empty_placeholder,False,exact_company_filing_availability_and_historical_coverage_not_complete;unresolved_numerical_anomaly_candidates_require_bottom_level_disposition;separate_model_research_and_promotion_approval_required
2026-07-16 01:32:03 Asia/Taipei,financial_statement_pit_coverage_v1,market_schema,TPEX,general,1,884,884,0,884,2026Q1,2026Q1,0,884,884,0,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,99.8869,99.8869,21,21,884,current_snapshot_only_not_historical_pit,False,exact_company_filing_availability_and_historical_coverage_not_complete;unresolved_numerical_anomaly_candidates_require_bottom_level_disposition;separate_model_research_and_promotion_approval_required
2026-07-16 01:32:03 Asia/Taipei,financial_statement_pit_coverage_v1,market_schema,TPEX,insurance,1,1,0,1,0,,,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,current_snapshot_empty_placeholder,False,exact_company_filing_availability_and_historical_coverage_not_complete;unresolved_numerical_anomaly_candidates_require_bottom_level_disposition;separate_model_research_and_promotion_approval_required
2026-07-16 01:32:03 Asia/Taipei,financial_statement_pit_coverage_v1,market_schema,TPEX,other,1,1,0,1,0,,,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,current_snapshot_empty_placeholder,False,exact_company_filing_availability_and_historical_coverage_not_complete;unresolved_numerical_anomaly_candidates_require_bottom_level_disposition;separate_model_research_and_promotion_approval_required
2026-07-16 01:32:03 Asia/Taipei,financial_statement_pit_coverage_v1,market_schema,TPEX,securities,1,7,7,0,7,2026Q1,2026Q1,0,7,7,0,100.0000,0.0000,100.0000,100.0000,100.0000,100.0000,0.0000,0.0000,0,0,7,current_snapshot_only_not_historical_pit,False,exact_company_filing_availability_and_historical_coverage_not_complete;unresolved_numerical_anomaly_candidates_require_bottom_level_disposition;separate_model_research_and_promotion_approval_required
2026-07-16 01:32:03 Asia/Taipei,financial_statement_pit_coverage_v1,market_schema,TWSE,banking,1,10,10,0,10,2026Q1,2026Q1,0,10,10,0,100.0000,0.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,0,0,10,current_snapshot_only_not_historical_pit,False,exact_company_filing_availability_and_historical_coverage_not_complete;unresolved_numerical_anomaly_candidates_require_bottom_level_disposition;separate_model_research_and_promotion_approval_required
2026-07-16 01:32:03 Asia/Taipei,financial_statement_pit_coverage_v1,market_schema,TWSE,financial_holding,1,13,13,0,13,2026Q1,2026Q1,0,13,13,0,100.0000,0.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,0,0,13,current_snapshot_only_not_historical_pit,False,exact_company_filing_availability_and_historical_coverage_not_complete;unresolved_numerical_anomaly_candidates_require_bottom_level_disposition;separate_model_research_and_promotion_approval_required
2026-07-16 01:32:03 Asia/Taipei,financial_statement_pit_coverage_v1,market_schema,TWSE,general,1,1041,1041,0,1041,2026Q1,2026Q1,0,1041,1041,0,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,99.9039,99.9039,15,15,1041,current_snapshot_only_not_historical_pit,False,exact_company_filing_availability_and_historical_coverage_not_complete;unresolved_numerical_anomaly_candidates_require_bottom_level_disposition;separate_model_research_and_promotion_approval_required
