generated_at,model_id,artifact_id,artifact_version,analysis_basis,classification_trigger_id,classification_outcome_definition_id,classification_horizon_trading_days,feature_time_basis,feature_order,feature_id,feature_family,feature_kind,feature_rule,launch_group_count,no_launch_group_count,launch_observed_count,no_launch_observed_count,launch_hit_count,no_launch_hit_count,feature_hit_sample_count,launch_rate_when_feature_hit_pct,feature_miss_sample_count,launch_rate_when_feature_miss_pct,feature_hit_launch_rate_uplift_pct_points,launch_hit_rate_pct,no_launch_hit_rate_pct,launch_minus_no_launch_hit_rate_pct,launch_mean,launch_median,no_launch_mean,no_launch_median,launch_minus_no_launch_mean,standardized_mean_difference,launch_source_anomaly_candidate_count,no_launch_source_anomaly_candidate_count,launch_unresolved_price_path_candidate_count,no_launch_unresolved_price_path_candidate_count,discrimination_status,sample_policy,retrospective_label_status,approved_for_daily,production_change,promotion_readiness
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1030,revenue_latest_yoy_delta_1m,monthly_revenue,numeric,compare full_monthly_revenue_latest_yoy_delta_1m_pct_points between launch and no-launch groups,33,24,33,24,,,,,,,,,,,-2.1491,0.43,-6.0438,-10.085,3.8947,0.1031,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1100,return_5d_pct,price_momentum,numeric,compare return_5d_pct between launch and no-launch groups,33,24,33,24,,,,,,,,,,,11.4849,8.8106,8.5874,8.1936,2.8975,0.387,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1110,return_20d_pct,price_momentum,numeric,compare return_20d_pct between launch and no-launch groups,33,24,33,24,,,,,,,,,,,16.7702,16.5829,8.8004,8.6202,7.9698,0.8011,0,0,0,0,launch_higher_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1120,volume_ratio_prev20,volume,numeric,compare volume_ratio_prev20 between launch and no-launch groups,33,24,33,24,,,,,,,,,,,2.2459,1.8782,2.8747,2.2794,-0.6288,-0.3302,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1130,range20_width_pct,price_shape,numeric,compare range_width_20d_pct between launch and no-launch groups,33,24,33,24,,,,,,,,,,,23.6767,23.1417,15.4146,14.738,8.2621,0.9226,0,0,0,0,launch_higher_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1140,range60_width_pct,price_shape,numeric,compare range_width_60d_pct between launch and no-launch groups,33,24,33,24,,,,,,,,,,,49.9257,42.5926,28.1862,22.2334,21.7394,0.7174,0,0,0,0,launch_higher_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1150,close_position_120d_pct,price_position,numeric,compare close_position_120d_pct between launch and no-launch groups,33,24,33,24,,,,,,,,,,,94.4569,96.7568,86.7526,92.963,7.7044,0.3059,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1200,rsi14,technical,numeric,compare rsi14 between launch and no-launch groups,33,24,33,24,,,,,,,,,,,66.8877,65.9091,63.9945,61.938,2.8931,0.3408,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1210,macd_hist,technical,numeric,compare macd_hist between launch and no-launch groups,33,24,29,15,,,,,,,,,,,5.7729,0.8941,3.0047,0.3241,2.7682,0.2729,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1220,kd_k_value,technical,numeric,compare k_value between launch and no-launch groups,33,24,33,24,,,,,,,,,,,71.7521,73.9848,70.6816,74.4772,1.0705,0.0906,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1230,kd_d_value,technical,numeric,compare d_value between launch and no-launch groups,33,24,33,24,,,,,,,,,,,62.6572,67.296,58.2215,61.7998,4.4357,0.3321,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1240,kdj_j_value,technical,numeric,compare kdj_j_value between launch and no-launch groups,33,24,33,24,,,,,,,,,,,89.9418,93.2122,95.6016,98.2465,-5.6598,-0.3503,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1250,bb_width_pct,technical,numeric,compare bb_width_pct between launch and no-launch groups,33,24,33,24,,,,,,,,,,,21.6241,21.0404,13.8802,13.1312,7.7439,0.8806,0,0,0,0,launch_higher_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1260,ema23_slope_5d_pct,technical,numeric,compare ema23_slope_5d_pct between launch and no-launch groups,33,24,29,16,,,,,,,,,,,3.1525,2.7368,1.2335,0.7361,1.919,0.8551,0,0,0,0,launch_higher_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1270,distance_to_ema23_pct,technical,numeric,compare distance_to_ema23_pct between launch and no-launch groups,33,24,30,20,,,,,,,,,,,12.282,10.6259,7.5651,7.4645,4.7169,0.7722,0,0,0,0,launch_higher_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1280,obv_slope_5d,technical,numeric,compare obv_slope_5d between launch and no-launch groups,33,24,33,24,,,,,,,,,,,40148520.303,5710265.0,33374861.7083,8710467.5,6773658.5947,0.0566,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1300,tdcc_consecutive_up_weeks,tdcc,numeric,compare tdcc_consecutive_up_weeks between launch and no-launch groups,33,24,8,0,,,,,,,,,,,1.375,0.5,,,,,0,0,0,0,insufficient_observed_values,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,10,revenue_latest50_cumulative30,monthly_revenue,binary,latest YoY >= 50% and cumulative YoY >= 30%,33,24,33,24,21,18,39,53.8462,18,66.6667,-12.8205,63.6364,75.0,-11.3636,,,,,,,0,0,0,0,no_launch_enriched_risk_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,20,revenue_latest_yoy_delta_ge20,monthly_revenue,binary,latest YoY improves >= 20 percentage points,33,24,33,24,7,5,12,58.3333,45,57.7778,0.5555,21.2121,20.8333,0.3788,,,,,,,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,100,tdcc_high_thresholds_up,tdcc,binary,TDCC high thresholds increase,33,24,6,0,1,0,1,100.0,5,100.0,0.0,16.6667,,,,,,,,,0,0,0,0,insufficient_observed_values,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,110,tdcc_all_thresholds_up,tdcc,binary,TDCC all thresholds increase,33,24,6,0,1,0,1,100.0,5,100.0,0.0,16.6667,,,,,,,,,0,0,0,0,insufficient_observed_values,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,120,tdcc_consecutive_up_ge2,tdcc,binary,TDCC consecutive up weeks >= 2,33,24,6,0,0,0,0,,6,100.0,,0.0,,,,,,,,,0,0,0,0,insufficient_observed_values,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,200,technical_macd_hist_gt0,technical,binary,MACD histogram > 0,33,24,25,16,11,11,22,50.0,19,73.6842,-23.6842,44.0,68.75,-24.75,,,,,,,0,0,0,0,no_launch_enriched_risk_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,210,technical_rsi14_40_70,technical,binary,40 <= RSI14 <= 70,33,24,33,24,28,22,50,56.0,7,71.4286,-15.4286,84.8485,91.6667,-6.8182,,,,,,,0,0,0,0,common_to_both_groups_low_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,220,technical_rsi14_ge60,technical,binary,RSI14 >= 60,33,24,33,24,13,3,16,81.25,41,48.7805,32.4695,39.3939,12.5,26.8939,,,,,,,0,0,0,0,launch_enriched_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,230,technical_kd_bullish_not_overheated,technical,binary,K > D and K < 80,33,24,33,24,14,15,29,48.2759,28,67.8571,-19.5812,42.4242,62.5,-20.0758,,,,,,,0,0,0,0,no_launch_enriched_risk_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,240,technical_kdj_bullish_not_extreme,technical,binary,"K > D, J > K, J < 100",33,24,33,24,15,11,26,57.6923,31,58.0645,-0.3722,45.4545,45.8333,-0.3788,,,,,,,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,250,technical_close_above_ma20_ema23,technical,binary,close > MA20 and close > EMA23,33,24,28,16,24,9,33,72.7273,11,36.3636,36.3637,85.7143,56.25,29.4643,,,,,,,0,0,0,0,launch_enriched_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,260,technical_ma20_above_ma60,technical,binary,MA20 > MA60,33,24,19,12,13,5,18,72.2222,13,46.1538,26.0684,68.4211,41.6667,26.7544,,,,,,,0,0,0,0,launch_enriched_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,270,technical_ema23_slope_positive,technical,binary,EMA23 five-day slope > 0,33,24,25,16,20,11,31,64.5161,10,50.0,14.5161,80.0,68.75,11.25,,,,,,,0,0,0,0,launch_enriched_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,280,technical_obv_above_ma20,technical,binary,OBV > OBV MA20,33,24,33,24,22,17,39,56.4103,18,61.1111,-4.7008,66.6667,70.8333,-4.1666,,,,,,,0,0,0,0,common_to_both_groups_low_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,300,volume_ratio_ge1_5,volume,binary,volume / previous 20-day average >= 1.5,33,24,33,24,7,4,11,63.6364,46,56.5217,7.1147,21.2121,16.6667,4.5454,,,,,,,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,310,volume_ratio_ge2,volume,binary,volume / previous 20-day average >= 2,33,24,33,24,2,2,4,50.0,53,58.4906,-8.4906,6.0606,8.3333,-2.2727,,,,,,,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,400,close_breakout_prev20,breakout,binary,close > previous 20-day highest close,33,24,33,24,11,3,14,78.5714,43,51.1628,27.4086,33.3333,12.5,20.8333,,,,,,,0,0,0,0,launch_enriched_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,410,close_breakout_prev40,breakout,binary,close > previous 40-day highest close,33,24,33,24,1,0,1,100.0,56,57.1429,42.8571,3.0303,0.0,3.0303,,,,,,,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,420,close_breakout_prev60,breakout,binary,close > previous 60-day highest close,33,24,33,24,0,0,0,,57,57.8947,,0.0,0.0,0.0,,,,,,,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,500,candle_bullish_attack,candle,binary,bullish attack candle,33,24,33,24,19,14,33,57.5758,24,58.3333,-0.7575,57.5758,58.3333,-0.7575,,,,,,,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,510,candle_solid_red,candle,binary,solid red candle,33,24,33,24,14,9,23,60.8696,34,55.8824,4.9872,42.4242,37.5,4.9242,,,,,,,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,600,market_bull,market_regime,binary,market regime is strong_bull or mild_bull,33,24,33,24,30,20,50,60.0,7,42.8571,17.1429,90.9091,83.3333,7.5758,,,,,,,0,0,0,0,common_to_both_groups_low_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,610,market_correction_or_high_risk,market_regime_risk,binary,market regime is correction or high_risk,33,24,33,24,3,4,7,42.8571,50,60.0,-17.1429,9.0909,16.6667,-7.5758,,,,,,,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,1010,revenue_latest_yoy_pct,monthly_revenue,numeric,compare full_monthly_revenue_latest_yoy_pct between launch and no-launch groups,33,24,33,24,,,,,,,,,,,74.6927,61.01,81.66,68.1,-6.9673,-0.1489,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,source_signal_date,1020,revenue_cumulative_yoy_pct,monthly_revenue,numeric,compare full_monthly_revenue_cumulative_yoy_pct between launch and no-launch groups,33,24,33,24,,,,,,,,,,,66.6624,55.85,69.5883,58.35,-2.9259,-0.0742,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
