rule_name,rule_family,target_window,entry_basis,target_return_pct,selected_stock_days,hit_stock_days,hit_rate_pct,coverage_of_all_hits_pct,selected_unique_stocks,hit_unique_stocks,median_next_open_to_high_return_pct,avg_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,tdcc_available_rate_pct,top_market_regime_counts,sample_status
day_vol_ge_2 + market_bull + kd_bullish_not_overheated + return_5d_5_20,market+price_position+technical+volume,D+10,D+1_open,10.0,6152,2280,37.06,4.36,1502,866,6.7,11.14,1.01,22.77,strong_bull=5586; mild_bull=566,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_streak2 + macd_hist_pos + return_10d_10_40,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,108,40,37.04,0.08,43,19,6.1,10.67,0.67,100.0,strong_bull=79; range_or_unclear=22; mild_bull=6; weak_or_correction=1,ok_initial_sample
vol5_avg_ge_3 + close_above_ema23 + near_60d_high_10pct,price_position+technical+volume,D+10,D+1_open,10.0,1926,713,37.02,1.36,664,301,5.97,11.44,0.77,16.82,strong_bull=1531; range_or_unclear=262; mild_bull=125; weak_or_correction=8,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_all_up + macd_hist_pos + near_60d_high_5pct,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,581,215,37.01,0.41,204,82,5.66,12.19,1.18,100.0,strong_bull=485; range_or_unclear=77; mild_bull=16; weak_or_correction=3,ok_initial_sample
day_vol_ge_2 + tdcc_all_up + kd_bullish_not_overheated + return_5d_10_30,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,219,81,36.99,0.15,133,56,6.01,12.02,1.49,100.0,strong_bull=179; range_or_unclear=28; mild_bull=11; weak_or_correction=1,ok_initial_sample
vol5_avg_ge_2 + close_above_ema23 + near_60d_high_5pct,price_position+technical+volume,D+10,D+1_open,10.0,4775,1765,36.96,3.37,1170,558,6.37,11.4,1.01,20.9,strong_bull=3947; range_or_unclear=502; mild_bull=315; weak_or_correction=11,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_all_up + kd_bullish_not_overheated + return_20d_10_60,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,184,68,36.96,0.13,123,51,6.48,12.51,1.55,100.0,strong_bull=174; mild_bull=10,ok_initial_sample
vol5_avg_ge_2 + macd_hist_pos + kd_bullish_not_overheated + return_5d_10_30,price_position+technical+volume,D+10,D+1_open,10.0,2084,770,36.95,1.47,808,384,6.59,11.7,0.79,27.83,strong_bull=1648; range_or_unclear=268; mild_bull=158; weak_or_correction=10,ok_initial_sample
day_vol_ge_2 + market_strong_bull + rsi_50_75 + return_5d_5_20,market+price_position+technical+volume,D+10,D+1_open,10.0,5182,1914,36.94,3.66,1444,789,6.64,11.18,0.97,23.95,strong_bull=5182,ok_initial_sample
day_vol_ge_2 + tdcc_high_up + close_above_ema23 + near_60d_high_5pct,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,582,215,36.94,0.41,251,109,5.99,11.89,1.0,100.0,strong_bull=488; range_or_unclear=72; mild_bull=18; weak_or_correction=4,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_all_up,market+tdcc+volume,D+10,D+1_open,10.0,471,174,36.94,0.33,168,77,5.91,12.06,0.78,100.0,strong_bull=471,ok_initial_sample
vol5_avg_ge_2 + kd_bullish_not_overheated + bb_width_not_extreme + return_5d_5_20,price_position+technical+volume,D+10,D+1_open,10.0,691,255,36.9,0.49,348,152,6.34,11.1,0.86,50.65,strong_bull=651; range_or_unclear=23; mild_bull=17,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + rsi_50_75 + return_5d_10_30,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,168,62,36.9,0.12,109,40,5.64,14.45,1.6,100.0,strong_bull=168,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + return_5d_10_30,price_position+tdcc+volume,D+10,D+1_open,10.0,160,59,36.88,0.11,70,31,6.82,10.94,0.93,100.0,strong_bull=120; range_or_unclear=28; mild_bull=11; weak_or_correction=1,ok_initial_sample
day_vol_ge_2 + market_bull + macd_hist_pos + return_5d_5_20,market+price_position+technical+volume,D+10,D+1_open,10.0,5634,2077,36.87,3.97,1468,788,6.39,11.26,0.93,27.49,strong_bull=5190; mild_bull=444,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_up + macd_hist_pos + return_5d_5_20,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,312,115,36.86,0.22,130,59,6.07,12.22,0.84,100.0,strong_bull=231; range_or_unclear=69; mild_bull=12,ok_initial_sample
vol5_avg_ge_1_5 + close_above_ema23 + return_5d_5_20,price_position+technical+volume,D+10,D+1_open,10.0,11018,4058,36.83,7.75,1577,897,6.53,11.28,0.71,21.93,strong_bull=9337; range_or_unclear=1052; mild_bull=602; weak_or_correction=27,ok_initial_sample
day_vol_ge_2 + bb_width_not_extreme + near_60d_high_5pct,price_position+technical+volume,D+10,D+1_open,10.0,1355,499,36.83,0.95,670,305,5.58,11.18,1.07,53.51,strong_bull=1273; mild_bull=43; range_or_unclear=39,ok_initial_sample
day_vol_ge_2 + market_strong_bull + kd_bullish_not_overheated + bb_width_not_extreme + near_60d_high_5pct,market+price_position+technical+volume,D+10,D+1_open,10.0,853,314,36.81,0.6,508,212,5.55,11.19,1.21,58.15,strong_bull=853,ok_initial_sample
vol5_avg_ge_2 + close_above_ema23,technical+volume,D+10,D+1_open,10.0,11060,4069,36.79,7.77,1465,808,6.45,11.32,0.77,18.46,strong_bull=9171; range_or_unclear=1175; mild_bull=685; weak_or_correction=29,ok_initial_sample
vol5_avg_ge_1_5 + rsi_50_75 + return_5d_5_20,price_position+technical+volume,D+10,D+1_open,10.0,8414,3095,36.78,5.91,1491,839,6.54,11.32,0.68,21.51,strong_bull=6953; range_or_unclear=793; mild_bull=646; weak_or_correction=22,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + bb_width_not_extreme + return_5d_5_20,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,253,93,36.76,0.18,138,58,5.13,11.52,0.92,100.0,strong_bull=236; range_or_unclear=13; mild_bull=4,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + rsi_50_75 + return_20d_10_60,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,185,68,36.76,0.13,121,45,6.42,14.49,1.4,100.0,strong_bull=185,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_all_up + macd_hist_pos + return_5d_5_20,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,468,172,36.75,0.33,202,89,6.08,13.04,0.79,100.0,strong_bull=451; mild_bull=17,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_all_up + close_above_ema23 + return_5d_5_20,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,215,79,36.74,0.15,102,48,5.91,12.93,0.79,100.0,strong_bull=205; mild_bull=10,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + kd_bullish_not_overheated + return_20d_10_60,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,226,83,36.73,0.16,149,62,6.63,11.96,1.39,100.0,strong_bull=226,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_up + kd_bullish_not_overheated + return_5d_10_30,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,128,47,36.72,0.09,82,37,6.58,10.84,0.99,100.0,strong_bull=118; mild_bull=10,ok_initial_sample
day_vol_ge_2 + market_strong_bull + close_above_ema23 + return_5d_5_20,market+price_position+technical+volume,D+10,D+1_open,10.0,6913,2537,36.7,4.85,1544,870,6.55,11.04,1.0,24.01,strong_bull=6913,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + macd_hist_pos + near_60d_high_5pct,market+price_position+technical+volume,D+10,D+1_open,10.0,3390,1244,36.7,2.38,1030,452,6.09,11.34,1.12,24.37,strong_bull=3390,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + kd_bullish_not_overheated + bb_width_not_extreme + near_60d_high_10pct,market+price_position+technical+volume,D+10,D+1_open,10.0,455,167,36.7,0.32,266,107,5.23,11.23,0.87,56.26,strong_bull=455,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_up + rsi_50_75,tdcc+technical+volume,D+10,D+1_open,10.0,387,142,36.69,0.27,155,70,5.72,12.89,0.68,100.0,strong_bull=303; range_or_unclear=67; mild_bull=16; weak_or_correction=1,ok_initial_sample
day_vol_ge_2 + market_strong_bull + return_5d_5_20,market+price_position+volume,D+10,D+1_open,10.0,7567,2773,36.65,5.3,1588,908,6.55,10.95,1.0,22.24,strong_bull=7567,ok_initial_sample
vol5_avg_ge_3 + macd_hist_pos,technical+volume,D+10,D+1_open,10.0,2178,798,36.64,1.52,678,314,6.05,11.62,0.73,17.86,strong_bull=1671; range_or_unclear=327; mild_bull=170; weak_or_correction=10,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2 + return_20d_10_60,market+price_position+tdcc+volume,D+10,D+1_open,10.0,101,37,36.63,0.07,47,22,7.24,11.12,0.75,100.0,strong_bull=96; mild_bull=5,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2 + close_above_ema23 + return_20d_10_60,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,101,37,36.63,0.07,47,22,7.24,11.12,0.75,100.0,strong_bull=96; mild_bull=5,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_all_up + rsi_50_75,market+tdcc+technical+volume,D+10,D+1_open,10.0,254,93,36.61,0.18,120,52,5.5,13.17,0.66,100.0,strong_bull=244; mild_bull=10,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + kd_bullish_not_overheated + bb_width_not_extreme + return_5d_10_30,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,123,45,36.59,0.09,81,32,5.9,11.93,1.23,100.0,strong_bull=114; range_or_unclear=6; mild_bull=3,ok_initial_sample
day_vol_ge_2 + market_bull + bb_width_not_extreme + near_60d_high_5pct,market+price_position+technical+volume,D+10,D+1_open,10.0,1316,481,36.55,0.92,658,295,5.35,11.16,1.06,52.43,strong_bull=1273; mild_bull=43,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + macd_hist_pos + kd_bullish_not_overheated + return_5d_10_30,market+price_position+technical+volume,D+10,D+1_open,10.0,1648,602,36.53,1.15,736,323,6.26,11.49,0.86,29.43,strong_bull=1648,ok_initial_sample
vol5_avg_ge_2 + market_bull + kd_bullish_not_overheated + bb_width_not_extreme + return_5d_5_20,market+price_position+technical+volume,D+10,D+1_open,10.0,668,244,36.53,0.47,343,149,6.29,11.05,0.85,49.25,strong_bull=651; mild_bull=17,ok_initial_sample
vol5_avg_ge_3 + close_above_ema23,technical+volume,D+10,D+1_open,10.0,2831,1034,36.52,1.98,808,394,6.34,11.26,0.78,14.52,strong_bull=2337; range_or_unclear=318; mild_bull=167; weak_or_correction=9,ok_initial_sample
day_vol_ge_2 + tdcc_high_up + kd_bullish_not_overheated + bb_width_not_extreme + return_20d_10_60,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,126,46,36.51,0.09,91,34,6.04,11.97,1.57,100.0,strong_bull=116; range_or_unclear=6; mild_bull=4,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_all_up + close_above_ema23 + return_5d_5_20,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,485,177,36.49,0.34,206,92,6.02,12.8,0.77,100.0,strong_bull=468; mild_bull=17,ok_initial_sample
day_vol_ge_2 + market_strong_bull + kd_bullish_not_overheated + return_5d_5_20,market+price_position+technical+volume,D+10,D+1_open,10.0,5586,2037,36.47,3.89,1469,830,6.59,10.89,1.04,24.35,strong_bull=5586,ok_initial_sample
vol5_avg_ge_2 + market_bull + close_above_ema23 + near_60d_high_5pct,market+price_position+technical+volume,D+10,D+1_open,10.0,4262,1553,36.44,2.97,1139,525,6.17,11.23,1.01,20.86,strong_bull=3947; mild_bull=315,ok_initial_sample
day_vol_ge_2 + close_above_ema23 + near_60d_high_5pct,price_position+technical+volume,D+10,D+1_open,10.0,7828,2850,36.41,5.44,1574,798,6.04,11.04,0.98,23.67,strong_bull=6516; range_or_unclear=783; mild_bull=509; weak_or_correction=20,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + macd_hist_pos,tdcc+technical+volume,D+10,D+1_open,10.0,1423,518,36.4,0.99,370,159,5.72,11.51,0.85,100.0,strong_bull=1174; range_or_unclear=203; mild_bull=41; weak_or_correction=5,ok_initial_sample
vol5_avg_ge_1_5 + macd_hist_pos + return_5d_5_20,price_position+technical+volume,D+10,D+1_open,10.0,8892,3236,36.39,6.18,1508,819,6.29,11.32,0.7,26.05,strong_bull=7219; range_or_unclear=1053; mild_bull=594; weak_or_correction=26,ok_initial_sample
vol5_avg_ge_2 + near_60d_high_5pct,price_position+volume,D+10,D+1_open,10.0,4861,1769,36.39,3.38,1184,560,6.19,11.24,0.99,21.29,strong_bull=4025; range_or_unclear=506; mild_bull=319; weak_or_correction=11,ok_initial_sample
day_vol_ge_2 + tdcc_all_up + macd_hist_pos + near_60d_high_10pct,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,599,218,36.39,0.42,256,102,5.72,11.88,0.98,100.0,strong_bull=486; range_or_unclear=92; mild_bull=17; weak_or_correction=4,ok_initial_sample
vol5_avg_ge_3 + market_strong_bull + close_above_ema23 + near_60d_high_5pct,market+price_position+technical+volume,D+10,D+1_open,10.0,1149,418,36.38,0.8,528,226,5.58,10.66,0.94,16.8,strong_bull=1149,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_5d_5_20,market+price_position+technical+volume,D+10,D+1_open,10.0,7599,2763,36.36,5.28,1468,806,6.41,11.15,0.62,21.31,strong_bull=6953; mild_bull=646,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_all_up + macd_hist_pos + return_5d_5_20,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,451,164,36.36,0.31,195,85,6.02,13.01,0.77,100.0,strong_bull=451,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + close_above_ema23 + return_5d_5_20,market+price_position+technical+volume,D+10,D+1_open,10.0,9939,3613,36.35,6.9,1551,868,6.41,11.1,0.67,21.64,strong_bull=9337; mild_bull=602,ok_initial_sample
vol5_avg_ge_1_5 + return_5d_5_20,price_position+volume,D+10,D+1_open,10.0,13102,4757,36.31,9.09,1644,971,6.42,11.05,0.69,19.06,strong_bull=10204; mild_bull=1500; range_or_unclear=1320; weak_or_correction=78,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_high_up + rsi_50_75,market+tdcc+technical+volume,D+10,D+1_open,10.0,303,110,36.3,0.21,140,60,5.53,12.97,0.64,100.0,strong_bull=303,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated + return_5d_10_30,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,146,53,36.3,0.1,83,39,6.5,10.48,0.84,100.0,strong_bull=105; range_or_unclear=32; mild_bull=8; weak_or_correction=1,ok_initial_sample
vol5_avg_ge_3 + near_60d_high_10pct,price_position+volume,D+10,D+1_open,10.0,1974,716,36.27,1.37,682,301,5.75,11.22,0.76,17.53,strong_bull=1570; range_or_unclear=270; mild_bull=126; weak_or_correction=8,ok_initial_sample
day_vol_ge_2 + tdcc_all_up + close_above_ema23 + near_60d_high_10pct,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,615,223,36.26,0.43,262,105,5.79,11.85,0.98,100.0,strong_bull=503; range_or_unclear=90; mild_bull=18; weak_or_correction=4,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_high_up,market+tdcc+volume,D+10,D+1_open,10.0,593,215,36.26,0.41,211,92,5.96,11.69,0.71,100.0,strong_bull=593,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_up + bb_width_not_extreme + return_5d_5_20,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,240,87,36.25,0.17,134,56,4.94,11.44,0.92,100.0,strong_bull=236; mild_bull=4,ok_initial_sample
vol5_avg_ge_2 + market_bull + close_above_ema23,market+technical+volume,D+10,D+1_open,10.0,9856,3570,36.22,6.82,1448,782,6.29,11.13,0.74,18.15,strong_bull=9171; mild_bull=685,ok_initial_sample
day_vol_ge_2 + market_bull + close_above_ema23 + near_60d_high_5pct,market+price_position+technical+volume,D+10,D+1_open,10.0,7025,2544,36.21,4.86,1538,769,5.97,10.95,0.97,23.9,strong_bull=6516; mild_bull=509,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + kd_bullish_not_overheated + return_20d_10_60,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,174,63,36.21,0.12,117,47,6.42,12.59,1.59,100.0,strong_bull=174,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + return_5d_5_20,price_position+tdcc+volume,D+10,D+1_open,10.0,757,274,36.2,0.52,275,124,6.23,12.02,0.81,100.0,strong_bull=607; range_or_unclear=121; mild_bull=28; weak_or_correction=1,ok_initial_sample
vol5_avg_ge_2 + macd_hist_pos + near_60d_high_10pct,price_position+technical+volume,D+10,D+1_open,10.0,6483,2346,36.19,4.48,1246,595,6.04,11.37,0.83,22.51,strong_bull=5154; range_or_unclear=821; mild_bull=485; weak_or_correction=23,ok_initial_sample
day_vol_ge_2 + market_strong_bull + macd_hist_pos + near_60d_high_5pct,market+price_position+technical+volume,D+10,D+1_open,10.0,5594,2024,36.18,3.87,1427,668,5.83,10.95,1.07,27.42,strong_bull=5594,ok_initial_sample
day_vol_ge_2 + macd_hist_pos + kd_bullish_not_overheated + return_5d_5_20,price_position+technical+volume,D+10,D+1_open,10.0,4637,1677,36.17,3.2,1392,741,6.36,11.21,1.01,29.26,strong_bull=3732; range_or_unclear=544; mild_bull=341; weak_or_correction=20,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_all_up + close_above_ema23,market+tdcc+technical+volume,D+10,D+1_open,10.0,965,349,36.17,0.67,290,128,5.71,11.84,0.87,100.0,strong_bull=935; mild_bull=30,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_all_up,market+tdcc+volume,D+10,D+1_open,10.0,509,184,36.15,0.35,178,82,5.54,11.73,0.75,100.0,strong_bull=471; mild_bull=38,ok_initial_sample
vol5_avg_ge_3 + market_strong_bull + macd_hist_pos + near_60d_high_10pct,market+price_position+technical+volume,D+10,D+1_open,10.0,1309,473,36.13,0.9,536,232,5.66,11.1,0.84,18.49,strong_bull=1309,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + near_60d_high_5pct,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,739,267,36.13,0.51,240,100,5.76,11.96,1.08,100.0,strong_bull=629; range_or_unclear=88; mild_bull=19; weak_or_correction=3,ok_initial_sample
day_vol_ge_2 + market_bull + macd_hist_pos + kd_bullish_not_overheated + return_5d_5_20,market+price_position+technical+volume,D+10,D+1_open,10.0,4073,1471,36.12,2.81,1335,697,6.33,11.14,0.97,30.37,strong_bull=3732; mild_bull=341,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_all_up + close_above_ema23 + return_5d_5_20,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,468,169,36.11,0.32,199,88,6.01,12.76,0.75,100.0,strong_bull=468,ok_initial_sample
vol5_avg_ge_2 + tdcc_all_up + bb_width_not_extreme,tdcc+technical+volume,D+10,D+1_open,10.0,144,52,36.11,0.1,73,28,5.74,12.37,0.82,100.0,strong_bull=125; range_or_unclear=15; mild_bull=4,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + kd_bullish_not_overheated + bb_width_not_extreme + return_5d_5_20,market+price_position+technical+volume,D+10,D+1_open,10.0,651,235,36.1,0.45,339,146,6.27,10.91,0.87,49.16,strong_bull=651,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_all_up + close_above_ema23 + return_5d_5_20,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,205,74,36.1,0.14,97,45,5.69,12.76,0.79,100.0,strong_bull=205,ok_initial_sample
vol5_avg_ge_2 + close_above_ema23 + return_5d_5_20,price_position+technical+volume,D+10,D+1_open,10.0,6184,2232,36.09,4.26,1283,695,6.31,11.1,0.7,19.05,strong_bull=5199; range_or_unclear=606; mild_bull=363; weak_or_correction=16,ok_initial_sample
day_vol_ge_2 + market_strong_bull + macd_hist_pos + return_5d_5_20,market+price_position+technical+volume,D+10,D+1_open,10.0,5190,1873,36.09,3.58,1431,756,6.25,10.98,0.98,29.04,strong_bull=5190,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_up + close_above_ema23 + return_5d_5_20,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,338,122,36.09,0.23,135,63,6.22,12.06,0.81,100.0,strong_bull=258; range_or_unclear=68; mild_bull=12,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + close_above_ema23 + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,488,176,36.07,0.34,233,95,5.67,11.63,1.03,100.0,strong_bull=488,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_all_up + rsi_50_75,market+tdcc+technical+volume,D+10,D+1_open,10.0,244,88,36.07,0.17,115,49,5.47,13.18,0.68,100.0,strong_bull=244,ok_initial_sample
vol5_avg_ge_3 + market_strong_bull + near_60d_high_5pct,market+price_position+volume,D+10,D+1_open,10.0,1162,419,36.06,0.8,533,226,5.54,10.57,0.93,17.38,strong_bull=1162,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_all_up + close_above_ema23 + near_60d_high_5pct,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,602,217,36.05,0.41,208,83,5.68,12.0,1.14,100.0,strong_bull=507; range_or_unclear=76; mild_bull=16; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_up + rsi_50_75,market+tdcc+technical+volume,D+10,D+1_open,10.0,319,115,36.05,0.22,146,63,5.53,12.8,0.65,100.0,strong_bull=303; mild_bull=16,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_all_up + macd_hist_pos,market+tdcc+technical+volume,D+10,D+1_open,10.0,974,351,36.04,0.67,301,127,5.62,11.76,0.87,100.0,strong_bull=943; mild_bull=31,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_up + bb_width_not_extreme + return_5d_5_20,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,236,85,36.02,0.16,131,55,4.94,11.27,0.92,100.0,strong_bull=236,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_up + kd_bullish_not_overheated + return_5d_10_30,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,161,58,36.02,0.11,90,43,6.65,10.43,0.8,100.0,strong_bull=118; range_or_unclear=32; mild_bull=10; weak_or_correction=1,ok_initial_sample
