generated_at,model_id,model_name_zh,research_artifact_id,artifact_version,row_type,anomaly_exclusion_basis,decision_basis,confirmation_variant_id,confirmation_variant_name_zh,pending_window_days,exit_clock_id,source_signal_count,source_anomaly_candidate_count,accepted_trade_count_before_candidate_sensitivity_exclusion,price_path_anomaly_candidate_count,metric_sample_count,max_realized_return_pct,max_return_stock_id,max_return_signal_date,min_realized_return_pct,min_return_stock_id,min_return_signal_date,return_abs_ge80_anomaly_candidate_count,top1_abs_return_share_pct,top5_abs_return_share_pct,trimmed_1pct_avg_return_pct,potential_return_dominance_flag,interpretation_status,approved_for_daily,production_change
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,including_unresolved_anomaly_candidates_primary,True,ma20_ema23_close_reclaim,均線站回確認型,3,confirmation_d20_close,81585,11533,3412,6,3412,251.5152,4414,20250613,-90.9451,4763,20250609,24,0.6398,1.9993,2.6213,False,blocked_pending_root_cause_anomaly_candidate_review,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,including_unresolved_anomaly_candidates_primary,True,ma20_ema23_close_reclaim,均線站回確認型,5,signal_d20_close,81585,11533,3660,5,3660,207.5758,4414,20250609,-90.967,4763,20250609,19,0.5246,1.9103,2.3271,False,blocked_pending_root_cause_anomaly_candidate_review,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,including_unresolved_anomaly_candidates_primary,True,ma20_ema23_close_reclaim,均線站回確認型,5,confirmation_d20_close,81585,11533,3458,6,3458,251.5152,4414,20250609,-90.9451,4763,20250609,23,0.6314,2.0117,2.5098,False,blocked_pending_root_cause_anomaly_candidate_review,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,including_unresolved_anomaly_candidates_primary,True,ma20_ema23_close_reclaim,均線站回確認型,10,signal_d20_close,81585,11533,3844,6,3844,207.5758,4414,20250609,-90.967,4763,20250609,22,0.5117,1.7345,2.0965,False,blocked_pending_root_cause_anomaly_candidate_review,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,including_unresolved_anomaly_candidates_primary,True,ma20_ema23_close_reclaim,均線站回確認型,10,confirmation_d20_close,81585,11533,3524,7,3524,251.5152,4414,20250609,-90.9451,4763,20250609,23,0.6213,1.9795,2.5148,False,blocked_pending_root_cause_anomaly_candidate_review,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,control_baseline,excluding_unresolved_anomaly_candidates_sensitivity_only,False,signal_close_control,訊號日直接進場對照組,0,signal_d20_close,70052,11533,4156,5,4151,152.5,8042,20260429,-48.7869,1589,20260223,26,0.3425,1.5365,2.7418,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,next_day_close_continuation,隔日續強確認型,1,signal_d20_close,70052,11533,3733,5,3728,182.7068,6861,20260407,-41.8405,4971,20260529,16,0.4724,1.7593,2.5022,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,next_day_close_continuation,隔日續強確認型,1,confirmation_d20_close,70052,11533,3576,5,3571,204.5113,6861,20260407,-42.0408,3664,20260305,20,0.5292,1.7821,2.7484,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,range23_highest_close_breakout,區間突破確認型,3,signal_d20_close,70052,11533,1586,1,1585,139.1048,6658,20260417,-39.1608,2540,20250901,10,0.7266,2.9444,3.2368,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,range23_highest_close_breakout,區間突破確認型,3,confirmation_d20_close,70052,11533,1534,1,1533,115.6923,2327,20260424,-40.676,2540,20250902,14,0.5872,2.6274,3.9282,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,range23_highest_close_breakout,區間突破確認型,5,signal_d20_close,70052,11533,1696,1,1695,139.1048,6658,20260417,-39.1608,2540,20250901,11,0.681,2.8166,3.2119,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,range23_highest_close_breakout,區間突破確認型,5,confirmation_d20_close,70052,11533,1632,1,1631,220.603,5386,20260123,-40.676,2540,20250901,11,1.053,3.0495,3.6726,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,range23_highest_close_breakout,區間突破確認型,10,signal_d20_close,70052,11533,1813,2,1811,139.1048,6658,20260417,-39.1608,2540,20250901,8,0.6761,2.7076,2.6639,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,range23_highest_close_breakout,區間突破確認型,10,confirmation_d20_close,70052,11533,1697,2,1695,220.603,5386,20260122,-40.676,2540,20250902,14,0.9981,2.8166,3.6722,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,ma20_ema23_close_reclaim,均線站回確認型,3,signal_d20_close,70052,11533,3167,5,3162,183.0565,6861,20260413,-41.8405,4971,20260529,14,0.5214,1.9956,2.838,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,ma20_ema23_close_reclaim,均線站回確認型,3,confirmation_d20_close,70052,11533,3029,5,3024,179.0698,6861,20260413,-37.7358,3664,20260306,19,0.5107,1.8403,2.9489,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,ma20_ema23_close_reclaim,均線站回確認型,5,signal_d20_close,70052,11533,3244,4,3240,149.8339,6861,20260409,-41.8405,4971,20260529,14,0.4289,1.8572,2.615,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,ma20_ema23_close_reclaim,均線站回確認型,5,confirmation_d20_close,70052,11533,3071,5,3066,179.0698,6861,20260409,-42.0408,3664,20260305,18,0.5075,1.7918,2.7437,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,ma20_ema23_close_reclaim,均線站回確認型,10,signal_d20_close,70052,11533,3393,4,3389,146.9586,6658,20260417,-41.8405,4971,20260529,17,0.4092,1.7251,2.4037,False,sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 13:57:09 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,ma20_ema23_close_reclaim,均線站回確認型,10,confirmation_d20_close,70052,11533,3126,5,3121,179.0698,6861,20260330,-42.0408,3664,20260223,18,0.4964,1.7887,2.7973,False,sensitivity_only_not_anomaly_disposition,False,none
