signal_date,stock_id,stock_name,close,volume,volume_ratio,ema23,ma20,ma60,ma120,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_ma60_pct,high_20,high_60,high_120,low_20,low_60,low_120,support_1,support_2,resistance_1,resistance_2,macd_dif,macd_dea,macd_hist,rsi6,rsi14,kd_k,kd_d,kd_j,boll_mid,boll_upper,boll_lower,atr,atr_pct,obv,obv_ma20,obv_vs_ma20,mfi,cmf,price_position_summary_zh,technical_summary_zh,support_resistance_summary_zh,buy_condition_text_zh,take_profit_text_zh,exit_condition_text_zh,risk_control_text_zh
20260924,1434,福懋,17.95,1287285.0,0.7843,17.8748,17.9425,18.0225,17.0942,0.4207,0.0418,-0.4023,18.6,21.0,21.0,17.45,16.65,14.8,17.9425,18.0225,18.6,21.0,0.0074,0.0047,0.0027,80.0,44.186,66.5871,54.4858,90.7897,17.9425,18.4073,17.4777,0.2964,1.6514,-9421205.0,-7512236.05,低於20日均,55.1546,-0.0324,收盤17.95；距23EMA 0.42%；距MA20 0.04%；量比0.78x,MACD柱狀體偏多；RSI偏弱；KD多方；OBV低於20日均,支撐觀察 17.94 / 18.02；壓力觀察 18.6 / 21.0,若回測支撐17.94不破或放量站上壓力18.6，可依模型條件執行第一筆。,接近壓力18.6到21.0且爆量不漲時，分批停利。,跌破17.94且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1440,南紡,13.5,5143466.0,1.6038,13.4312,13.55,13.3392,13.0892,0.5122,-0.369,1.2055,14.85,15.3,15.85,12.9,12.0,11.25,13.55,13.3392,14.85,15.3,-0.036,-0.005,-0.031,80.0,42.0,56.9348,42.6026,85.5993,13.55,14.2398,12.8602,0.3786,2.8042,-65039551.0,-63791789.95,低於20日均,38.6437,-0.2173,收盤13.50；距23EMA 0.51%；距MA20 -0.37%；量比1.60x,MACD柱狀體偏弱；RSI偏弱；KD多方；OBV低於20日均,支撐觀察 13.55 / 13.34；壓力觀察 14.85 / 15.3,若回測支撐13.55不破或放量站上壓力14.85，可依模型條件執行第一筆。,接近壓力14.85到15.3且爆量不漲時，分批停利。,跌破13.55且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1513,中興電,166.0,1271637.0,0.664,165.1805,165.225,164.35,162.9375,0.4961,0.4691,1.004,173.0,182.0,201.0,162.0,145.5,143.5,165.225,164.35,173.0,182.0,0.2745,0.2044,0.0702,76.9231,51.4286,61.4722,53.8145,76.7876,165.225,168.4933,161.9567,2.7857,1.6781,700922770.0,702012097.1,低於20日均,52.3935,-0.309,收盤166.00；距23EMA 0.50%；距MA20 0.47%；量比0.66x,MACD柱狀體偏多；RSI中性偏強；KD多方；OBV低於20日均,支撐觀察 165.22 / 164.35；壓力觀察 173.0 / 182.0,若回測支撐165.22不破或放量站上壓力173.0，可依模型條件執行第一筆。,接近壓力173.0到182.0且爆量不漲時，分批停利。,跌破165.22且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1560,中砂,971.0,2172367.0,1.0085,802.5602,783.1,721.0667,675.1,20.9878,23.9944,34.6616,992.0,992.0,992.0,663.0,568.0,450.5,802.5602,721.0667,992.0,992.0,64.0797,39.584,24.4957,,83.4951,89.9424,86.4361,96.955,783.1,977.6011,588.5989,41.2857,4.2519,227818500.0,206546394.15,高於20日均,84.7163,0.4248,收盤971.00；距23EMA 20.99%；距MA20 23.99%；量比1.01x,MACD柱狀體偏多；RSI偏熱；KD多方；OBV高於20日均,支撐觀察 802.56 / 721.07；壓力觀察 992.0 / 992.0,若回測支撐802.56不破或放量站上壓力992.0，可依模型條件執行第一筆。,接近壓力992.0到992.0且爆量不漲時，分批停利。,跌破802.56且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1569,濱川,64.7,7507000.0,2.7584,52.7807,51.9075,46.4675,49.58,22.5827,24.6448,39.2371,68.0,68.0,68.0,44.65,36.35,36.35,52.7807,46.4675,68.0,68.0,4.5687,2.9778,1.5909,94.3038,82.5203,83.1334,79.5684,90.2634,51.9075,64.5084,39.3066,3.2714,5.0563,30907052.0,1350352.0,高於20日均,86.8277,0.1806,收盤64.70；距23EMA 22.58%；距MA20 24.64%；量比2.76x,MACD柱狀體偏多；RSI偏熱；KD多方；OBV高於20日均,支撐觀察 52.78 / 46.47；壓力觀察 68.0 / 68.0,若回測支撐52.78不破或放量站上壓力68.0，可依模型條件執行第一筆。,接近壓力68.0到68.0且爆量不漲時，分批停利。,跌破52.78且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1595,川寶,77.4,1621000.0,1.8563,67.5357,67.4,63.9217,69.5271,14.6061,14.8368,21.0856,81.5,81.5,107.0,61.2,45.0,40.8,67.5357,63.9217,81.5,81.5,2.5394,1.1203,1.4191,93.2515,67.2,75.0792,60.8413,103.5551,67.4,77.4529,57.3471,3.3429,4.3189,45858923.0,39804223.0,高於20日均,79.2164,-0.047,收盤77.40；距23EMA 14.61%；距MA20 14.84%；量比1.86x,MACD柱狀體偏多；RSI中性偏強；KD多方；OBV高於20日均,支撐觀察 67.54 / 63.92；壓力觀察 81.5 / 81.5,若回測支撐67.54不破或放量站上壓力81.5，可依模型條件執行第一筆。,接近壓力81.5到81.5且爆量不漲時，分批停利。,跌破67.54且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1609,大亞,37.85,1730773.0,0.6299,37.5891,37.625,37.4442,36.515,0.6941,0.598,1.0837,38.45,44.25,44.65,36.7,32.1,31.7,37.625,37.4442,38.45,44.25,0.1838,0.1652,0.0186,73.913,57.3529,58.5461,58.3908,58.8569,37.625,38.319,36.931,0.5714,1.5097,324005841.0,319103870.65,高於20日均,61.3288,-0.1304,收盤37.85；距23EMA 0.69%；距MA20 0.60%；量比0.63x,MACD柱狀體偏多；RSI中性偏強；KD多方；OBV高於20日均,支撐觀察 37.62 / 37.44；壓力觀察 38.45 / 44.25,若回測支撐37.62不破或放量站上壓力38.45，可依模型條件執行第一筆。,接近壓力38.45到44.25且爆量不漲時，分批停利。,跌破37.62且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1708,東鹼,52.3,7343032.0,3.0258,50.2317,50.1875,51.5825,47.2433,4.1175,4.2092,1.391,53.1,64.2,64.2,47.4,46.1,36.5,50.2317,51.5825,53.1,64.2,0.1099,-0.1235,0.2334,80.0,55.5,71.8195,61.3284,92.8017,50.1875,52.4004,47.9746,1.3214,2.5266,280665192.0,274704387.9,高於20日均,57.2718,-0.1465,收盤52.30；距23EMA 4.12%；距MA20 4.21%；量比3.03x,MACD柱狀體偏多；RSI中性偏強；KD多方；OBV高於20日均,支撐觀察 50.23 / 51.58；壓力觀察 53.1 / 64.2,若回測支撐50.23不破或放量站上壓力53.1，可依模型條件執行第一筆。,接近壓力53.1到64.2且爆量不漲時，分批停利。,跌破50.23且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1709,和益,43.5,48879995.0,1.8469,38.121,37.8475,31.1292,25.3271,14.1103,14.9349,39.7402,50.5,50.5,50.5,32.8,22.55,17.85,38.121,31.1292,50.5,50.5,3.5801,2.8204,0.7597,60.3248,65.9396,76.0738,79.1095,70.0026,37.8475,46.8465,28.8485,3.2179,7.3974,257436461.0,138611060.2,高於20日均,70.0952,0.1603,收盤43.50；距23EMA 14.11%；距MA20 14.93%；量比1.85x,MACD柱狀體偏多；RSI中性偏強；KD偏弱；OBV高於20日均,支撐觀察 38.12 / 31.13；壓力觀察 50.5 / 50.5,若回測支撐38.12不破或放量站上壓力50.5，可依模型條件執行第一筆。,接近壓力50.5到50.5且爆量不漲時，分批停利。,跌破38.12且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1710,東聯,16.4,3365755.0,0.6202,16.0951,16.19,15.735,14.6725,1.8944,1.2971,4.2262,17.15,20.15,20.15,15.45,12.5,11.45,16.19,15.735,17.15,20.15,0.3125,0.2842,0.0283,64.0,55.5556,64.3302,62.8644,67.2619,16.19,16.9457,15.4343,0.6179,3.7674,234784585.0,240606151.45,低於20日均,48.176,0.0895,收盤16.40；距23EMA 1.89%；距MA20 1.30%；量比0.62x,MACD柱狀體偏多；RSI中性偏強；KD多方；OBV低於20日均,支撐觀察 16.19 / 15.73；壓力觀察 17.15 / 20.15,若回測支撐16.19不破或放量站上壓力17.15，可依模型條件執行第一筆。,接近壓力17.15到20.15且爆量不漲時，分批停利。,跌破16.19且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1711,永光,38.6,1949606.0,0.568,39.5803,40.3075,39.3658,43.9625,-2.4767,-4.2362,-1.9453,45.2,49.75,64.3,37.05,28.8,28.8,40.3075,39.3658,45.2,49.75,-0.3548,-0.1478,-0.207,31.4286,27.1605,44.9215,41.8442,51.0763,40.3075,44.3675,36.2475,1.3321,3.4511,682994038.0,686082837.15,低於20日均,32.851,-0.4589,收盤38.60；距23EMA -2.48%；距MA20 -4.24%；量比0.57x,MACD柱狀體偏弱；RSI偏弱；KD多方；OBV低於20日均,支撐觀察 40.31 / 39.37；壓力觀察 45.2 / 49.75,若回測支撐40.31不破或放量站上壓力45.2，可依模型條件執行第一筆。,接近壓力45.2到49.75且爆量不漲時，分批停利。,跌破40.31且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1714,和桐,15.75,4047440.0,0.3263,16.0755,16.255,16.3142,14.1187,-2.0248,-3.1067,-3.4583,18.55,25.0,25.0,14.65,12.45,9.02,16.255,16.3142,18.55,25.0,-0.1683,-0.1241,-0.0442,54.8387,41.0,62.8974,52.7794,83.1335,16.255,17.8978,14.6122,0.5357,3.4014,-85594421.0,-68654786.5,低於20日均,32.841,-0.1754,收盤15.75；距23EMA -2.02%；距MA20 -3.11%；量比0.33x,MACD柱狀體偏弱；RSI偏弱；KD多方；OBV低於20日均,支撐觀察 16.25 / 16.31；壓力觀察 18.55 / 25.0,若回測支撐16.25不破或放量站上壓力18.55，可依模型條件執行第一筆。,接近壓力18.55到25.0且爆量不漲時，分批停利。,跌破16.25且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1717,長興,71.4,4319467.0,0.2906,71.9715,73.76,70.535,73.5858,-0.7941,-3.1996,1.2263,85.5,88.6,89.9,68.1,52.8,52.8,73.76,70.535,85.5,88.6,-0.3515,-0.0096,-0.3419,66.6667,31.4961,58.6023,47.3248,81.1572,73.76,82.8322,64.6878,1.9786,2.7711,1737667385.0,1742327122.55,低於20日均,18.0526,-0.034,收盤71.40；距23EMA -0.79%；距MA20 -3.20%；量比0.29x,MACD柱狀體偏弱；RSI偏弱；KD多方；OBV低於20日均,支撐觀察 73.76 / 70.53；壓力觀察 85.5 / 88.6,若回測支撐73.76不破或放量站上壓力85.5，可依模型條件執行第一筆。,接近壓力85.5到88.6且爆量不漲時，分批停利。,跌破73.76且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260924,1727,中華化,115.5,47932996.0,5.426,97.8567,97.5,87.6417,84.3842,18.0297,18.4615,31.7866,125.0,125.0,125.0,86.2,61.7,46.7,97.8567,87.6417,125.0,125.0,6.276,4.1915,2.0845,85.6631,74.2991,80.7933,73.3999,95.58,97.5,114.6868,80.3132,6.7714,5.8627,304306549.0,303476702.05,高於20日均,83.9411,0.0914,收盤115.50；距23EMA 18.03%；距MA20 18.46%；量比5.43x,MACD柱狀體偏多；RSI偏熱；KD多方；OBV高於20日均,支撐觀察 97.86 / 87.64；壓力觀察 125.0 / 125.0,若回測支撐97.86不破或放量站上壓力125.0，可依模型條件執行第一筆。,接近壓力125.0到125.0且爆量不漲時，分批停利。,跌破97.86且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
