stock_id,stock_name,entry_date,strategy_key,strategy_name,entry_price,exit_date,exit_price,return_pct,mfe_pct,mae_pct,holding_days,reference_level,mature,status,generated_at
2353,宏碁,20260523,prior_high,碰前高賣,29.55,20260524,29.95,1.3536379018612488,1.3536379018612488,-3.5532994923857864,1,29.95,True,hit,2026-05-25 14:24:56 Asia/Taipei
2353,宏碁,20260523,high_20d,碰 20日高賣,29.55,20260524,29.95,1.3536379018612488,1.3536379018612488,-3.5532994923857864,1,29.95,True,hit,2026-05-25 14:24:56 Asia/Taipei
2353,宏碁,20260523,high_60d,碰 60日高賣,29.55,20260524,29.95,1.3536379018612488,1.3536379018612488,-3.5532994923857864,1,29.95,True,hit,2026-05-25 14:24:56 Asia/Taipei
2353,宏碁,20260523,high_120d,碰 120日高賣,29.55,20260524,29.95,1.3536379018612488,1.3536379018612488,-3.5532994923857864,1,29.95,True,hit,2026-05-25 14:24:56 Asia/Taipei
2353,宏碁,20260523,resistance_scale_out,壓力區分批賣,29.55,20260524,29.95,1.3536379018612488,1.3536379018612488,-3.5532994923857864,1,29.95,True,hit,2026-05-25 14:24:56 Asia/Taipei
2353,宏碁,20260523,broker_target_median,券商目標價中位數賣,,,,,,,,,False,source_unavailable_or_not_implemented,2026-05-25 14:24:56 Asia/Taipei
2353,宏碁,20260523,broker_target_average,券商目標價平均數賣,,,,,,,,,False,source_unavailable_or_not_implemented,2026-05-25 14:24:56 Asia/Taipei
2353,宏碁,20260523,tdcc_weakening,TDCC 大戶轉弱賣,,,,,,,,,False,source_unavailable_or_not_implemented,2026-05-25 14:24:56 Asia/Taipei
2353,宏碁,20260523,shareholders_surge,股東人數暴增賣,,,,,,,,,False,source_unavailable_or_not_implemented,2026-05-25 14:24:56 Asia/Taipei
2353,宏碁,20260523,margin_surge,融資快速增加賣,,,,,,,,,False,source_unavailable_or_not_implemented,2026-05-25 14:24:56 Asia/Taipei
2353,宏碁,20260523,break_ema23,跌破 EMA23 賣,29.55,,,,1.3536379018612488,-3.5532994923857864,1,,False,pending,2026-05-25 14:24:56 Asia/Taipei
