stock_id,stock_name,entry_date,strategy_key,strategy_name,entry_price,exit_date,exit_price,return_pct,mfe_pct,mae_pct,holding_days,reference_level,mature,status,generated_at
2324,仁寶,20260522,prior_high,前高壓力區,31.5,20260525,32.2,2.2222222222222365,51.58730158730158,3.3333333333333215,1,32.2,True,hit,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260522,high_20d,近 20 日高點,31.5,20260525,32.2,2.2222222222222365,51.58730158730158,3.3333333333333215,1,32.2,True,hit,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260522,high_60d,近 60 日高點,31.5,20260525,33.55,6.507936507936507,51.58730158730158,3.3333333333333215,1,33.55,True,hit,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260522,high_120d,近 120 日高點,31.5,20260526,35.1,11.428571428571432,51.58730158730158,3.3333333333333215,2,35.1,True,hit,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260522,resistance_scale_out,壓力區分批停利,31.5,20260526,35.1,11.428571428571432,51.58730158730158,3.3333333333333215,2,35.1,True,hit,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260523,broker_target_median,券商目標價中位數,,,,,,,,,False,source_unavailable_or_not_implemented,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260523,broker_target_average,券商目標價平均數,,,,,,,,,False,source_unavailable_or_not_implemented,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260523,tdcc_weakening,TDCC 轉弱風險,,,,,,,,,False,source_unavailable_or_not_implemented,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260523,shareholders_surge,股東人數增加風險,,,,,,,,,False,source_unavailable_or_not_implemented,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260523,margin_surge,融資增加風險,,,,,,,,,False,source_unavailable_or_not_implemented,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260522,break_ema23,跌破 EMA23,31.5,,,,51.58730158730158,3.3333333333333215,8,,False,pending,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260522,break_ma20,跌破 MA20,31.5,,,,51.58730158730158,3.3333333333333215,8,,False,pending,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260522,break_neckline,跌破頸線,31.5,,,,51.58730158730158,3.3333333333333215,8,,False,pending,2026-06-04 08:43:51 Asia/Taipei
2324,仁寶,20260522,break_breakout_low,跌破突破 K 低點,31.5,,,,51.58730158730158,3.3333333333333215,8,30.5,False,pending,2026-06-04 08:43:51 Asia/Taipei
