repair_id,repair_date,model_id,operation_key,root_cause,source_owner_lane,from_candidate_artifact_version,to_source_first_artifact_version,to_rearmed_artifact_version,to_operation_lag_artifact_version,to_position_shape_artifact_version,to_candidate_artifact_version,before_baseline_commit,before_candidate_summary_path,before_candidate_summary_canonical_sha256,before_candidate_detail_path,before_candidate_detail_canonical_sha256,candidate_summary_path,candidate_summary_canonical_sha256,candidate_detail_path,candidate_detail_canonical_sha256,before_candidate_detail_row_sha256,after_candidate_detail_row_sha256,operation_business_field_change_count,primary_metric_rerun_completed,selected_operation_business_row_set_sha256_before,selected_operation_business_row_set_sha256_after,primary_metrics_semantic_sha256_before,primary_metrics_semantic_sha256_after,anomaly_attribution_row_set_sha256_before,anomaly_attribution_row_set_sha256_after,trigger_asof_event_periods,trigger_asof_available_dates,trigger_asof_canonical_row_sha256s,trigger_asof_raw_file_sha256s_diagnostic,excluded_future_event_periods,excluded_future_available_dates,excluded_future_canonical_row_sha256s,excluded_future_raw_file_sha256s_diagnostic,selected_operation_count,selected_operation_key_set_sha256,selected_candidate_row_set_sha256,current_anomaly_operation_key_set_sha256,primary_metric_signature,sensitivity_metric_signature,rule_formula_sha256,operation_identity_preserved,primary_metrics_preserved,repair_status,authorization_reference,research_only,formal_model_use_allowed,approved_for_daily,presentation_allowed,production_change
revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,2026-08-29,revenue_unreacted_range,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|6177|absolute_or_two_month_yoy_ge15|6177|20250517|1|20251204|20251208,derived_attribution_future_leakage_episode_any_flag_applied_before_source_available_date,research_backtest,low_mid_falling_candidate_v2_20260822,source_first_condition_v3_20260720,rearmed_operation_grid_v3_20260829,operation_lag_bucket_v3_20260829,position_shape_transition_matrix_v3_20260829,low_mid_falling_candidate_v3_20260829,c8c8b046db3e23f7da9baf1b04508f433f13bc21,output/latest/research_backtest/revenue_unreacted_range_low_mid_falling_candidate_audit_latest.csv,d55d29290a41dfd077cbd9809e1a2508ec21678ea73b391631c98a06663c7b74,output/latest/research_backtest/revenue_unreacted_range_low_mid_falling_candidate_audit_detail_latest.csv,8b9933f04799190c059bd0e6eae8b77af0d8197d7e01e0e7269a0b8b9ff545e9,output/history/research/revenue_unreacted_range_low_mid_falling_candidate_audit_v3_20260829.csv,b43bf4b560e0753402c99582f2a8077aff7bdcb47ec634c93da68c8d06c15cae,output/history/research/revenue_unreacted_range_low_mid_falling_candidate_audit_detail_v3_20260829.csv,c9855fdee65ca95c60b870201754b9b16c8d5f3396339acc0512e7a731383b65,e3ff0aa0f2af328e8e959321235acc79af9efdf0a7df508db4d55bac57b88e23,2af20806fe14f601812f6183fda2421deff0e5c649ab1e76c719430d40825ea4,0,True,041b46d7a5243be1ef76aad6d6a0e6d996ce6b197fb9b29dfeef248c82e764cf,041b46d7a5243be1ef76aad6d6a0e6d996ce6b197fb9b29dfeef248c82e764cf,3c36179c9fd4c808a080b41910ccb1bd42696815239538e3d5d822dac0c7688c,3c36179c9fd4c808a080b41910ccb1bd42696815239538e3d5d822dac0c7688c,87b1d57cdbf967f7dde5d7ea9e755973f39735b87c1af0136fa969782dc4d4a2,5f6b5c756f28863bdffe6c210bcae6c92ee180ca840e75307fce02ac62faeac7,202504|202509,20250519|20251017,1cb88da0fb389f1e4775c6ae2c05d1c4813d7c584e9e2fc0ba7183d4bf7e1e71|d8d8792b836c414d9356e174e055619cc9eedf4627a8f52235bb4994cf2f495b,4eba010d3afeb2b50f3b6e88a60fb699bfad9d34b1e991c0cc8b898775b1231f|6bb7ac7c837884520e1aae63cd2d12ba2f2da7a88117d9308e39fab94842426e,202512,20260119,d26bc6a94cf5869836e96f77b7af128b007b3159ae7680eb4e14030c7d19aae1,d30e0dab4891bc9fc8d8416b911a0b04d2e9d167a8411dc0794de6f6a414eabc,53,f120600f72f759a4dc50b6c57606b5a530ff716e8eb0d4b57495443ef8b516bb,f8918111040590d966c418031e48392ffa3c9c2617bcbe72c673618dabc5ed6f,885df334713105a9b231d77129f57cf56c8913b94b6254ac1afa751e403708b7,operation_count=53;unique_stock_count=48;unique_episode_count=48;win_count=41;neutral_count=0;failure_count=12;win_rate_pct=77.3585;avg_return_pct=14.895;median_return_pct=9.4077,operation_count=45;win_count=35;failure_count=10;win_rate_pct=77.7778;avg_return_pct=14.1697;median_return_pct=9.3306,1d9fd669251180d2f7edbedb30b121660a218bad232ca49573353000db155633,True,True,verified_repaired_rerun_complete,user_authorized_3A_3C_20260829,True,False,False,False,False
