date,path,source_sha,before_sha256,after_sha256,listed_sha256,listed_rows,otc_before_rows,otc_after_rows,raw_path,raw_sha256,receipt_path,url,retrieved_at,original_publication_version_verified
20251001,data/daily_price/20251001.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,945c3ee39fb7161ac667d41e74ef1305999f1647d2cfc80405e226f1f998e24a,5915b505b19f880891c1c7adc8c30b1e78ee3cd8939270a3defebff574b588dc,ef53a6c086e3c1dc57e7e81a778a197efcae4a2ca5fd7d657262af3e8387206d,1048,1121,837,retained-evidence/tpex-history-repair-202510/raw/20251001_TPEx_raw.json,9912e0b15e79d90f5f1e2d709c62115f0005c5836b0af56f921e33f1f48ee9e5,retained-evidence/tpex-history-repair-202510/raw/20251001_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/01&type=EW&response=json,2026-09-12T11:16:33.852887+00:00,false
20251002,data/daily_price/20251002.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,048fa4f98430ccdb06426e5faa21a090fec2f54d1c1a798576860a0d0354be4b,9c8bbac94bafdfb9877b3e4ba0bbb1638287734c9b717348ba1d75c309b85ea6,9ebd2aaddff00a05b578544ec07cf87632f53a6d3a473abce2b2914618730bc5,1046,1121,836,retained-evidence/tpex-history-repair-202510/raw/20251002_TPEx_raw.json,6a7da78abfcc0af0d4a9bba5aab8f298a3acea7d3e6ccf88f9e292ef2ac9ce2c,retained-evidence/tpex-history-repair-202510/raw/20251002_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/02&type=EW&response=json,2026-09-12T11:16:33.843892+00:00,false
20251003,data/daily_price/20251003.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,a523822cc02504a68599da73594913d3981592bc383ea35b7e3ef50d9622e063,7d7030bb6520fbd6723747238fb58069b8890aeb4e16518117728e9f1d952d44,4553169c1d7125ca92a354cde08a9f8bc57ca81821182d92ab91949e933c58e0,1049,1121,839,retained-evidence/tpex-history-repair-202510/raw/20251003_TPEx_raw.json,c60f6a6dac519d27f07e17fd40573219545245cb97af1b2e8638aa873fe67d8f,retained-evidence/tpex-history-repair-202510/raw/20251003_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/03&type=EW&response=json,2026-09-12T11:10:46.218731+00:00,false
20251007,data/daily_price/20251007.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,1281776f740fc20be7ece232a02885ad1c6207a22b67e10662dbfbf034ab4cb7,df06700d19c8d806d7c12e81be0b8b970f9794b63d9d21477f890b5069f2e5c9,3d8138313db6dd6d79c0d5c22b81de9720056ab3257cb2ccd34886487917055b,1055,1121,841,retained-evidence/tpex-history-repair-202510/raw/20251007_TPEx_raw.json,f8a1787dbf2f5984d05b1a63bd172a4e083b5261cb18d9c2d750b834048d9605,retained-evidence/tpex-history-repair-202510/raw/20251007_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/07&type=EW&response=json,2026-09-12T11:16:34.321128+00:00,false
20251008,data/daily_price/20251008.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,02e9fbdf127afa0011b6e811b24028537be633e27190a4d78e874fe3f58103bb,b3dd336fc90eabf577d933dc706057ea759899c34b82fbe405dce916b349734c,93fc632034ef991eded72e17c47e056dc3025849096797d93413ad432bb63128,1051,1121,835,retained-evidence/tpex-history-repair-202510/raw/20251008_TPEx_raw.json,930002a318ae0a64dcdcc04929952aacb975969602b042d142ab72797b7fa046,retained-evidence/tpex-history-repair-202510/raw/20251008_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/08&type=EW&response=json,2026-09-12T11:16:34.288863+00:00,false
20251009,data/daily_price/20251009.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,63f084a78c63184a6a67c3d8b53e903863d3b85bbc4e36a07e84374dcacc2e06,d73779676000cc16436dd7facf61bd6990b22a8094e7398bf32a98800fa6a67b,31cb8846d5a477b071f1155b844c07d114297132d2d37a46fb25a4e0891de288,1053,1121,843,retained-evidence/tpex-history-repair-202510/raw/20251009_TPEx_raw.json,b58da00d327400fd1d69b1fd0370dac73512d0dbfd1db868de66aa2c149aa538,retained-evidence/tpex-history-repair-202510/raw/20251009_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/09&type=EW&response=json,2026-09-12T11:12:59.119208+00:00,false
20251013,data/daily_price/20251013.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,5cf58bc0f2e70c9b95b3491215d0277c01905da50ac0d4cb32dd41ce952dd05f,67f877eb8a9e899a653296dc9ec6f9d5e11e1e14765e65f37dcaccf2a9321427,6bc890d451ae42e738a3975fc19ea3c87f2bee85248e2e78619d86d3f2caadff,1055,1121,833,retained-evidence/tpex-history-repair-202510/raw/20251013_TPEx_raw.json,5854f829b94c4c7f96813704dd3bc1d8045bffcb86632988d12dd6d1339a94df,retained-evidence/tpex-history-repair-202510/raw/20251013_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/13&type=EW&response=json,2026-09-12T11:16:34.771327+00:00,false
20251014,data/daily_price/20251014.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,669eb358fa8f3a44c7887d9a27f52b11c566d4b5472779e8776a7ad6e8a6773f,891e4d82053bf0616ad89fa7d54f1cdc8305a39e8577d2426d55d27fea78b987,696f884852ce02ead22d801b860dd8e09e1f44b892b7e592f8486f1fd8b1c9ac,1054,1121,838,retained-evidence/tpex-history-repair-202510/raw/20251014_TPEx_raw.json,d514eee3e14272d178c48492e18477543d9a4457f1f3c74dd3e9a850f0eedddb,retained-evidence/tpex-history-repair-202510/raw/20251014_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/14&type=EW&response=json,2026-09-12T11:16:34.809255+00:00,false
20251016,data/daily_price/20251016.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,e7e9703dd42e60784970f60d787046769775a8c8c24c6b07087e7a7a47928316,6990aa5017da7cd6230047d3d52e17933f405401040df431dcfee1dd98ef27fe,c44249627d7946ef7c8243415b2d8856790c12a97823c2c336994ca04250b878,1056,1121,843,retained-evidence/tpex-history-repair-202510/raw/20251016_TPEx_raw.json,857214292b49defa7a00f7cde93330cb19b9192cf7fbd9526555cd7b477bc293,retained-evidence/tpex-history-repair-202510/raw/20251016_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/16&type=EW&response=json,2026-09-12T11:16:35.237971+00:00,false
20251020,data/daily_price/20251020.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,c1f3abb8709a4fd538adf56880c249ccd366597218320e80824013cdd4369f1d,99d219998982a13da994d6044d3162465111ef615f10018c7e42cfea72fff8b1,7cb15da7839e801f239cfe823f0e2bd441a52f2aa667f7c06da9fca85425568b,1054,1121,840,retained-evidence/tpex-history-repair-202510/raw/20251020_TPEx_raw.json,b2883e6e3da521b31a27291719481d926236a996e0a9776edb04f9c1c60d280c,retained-evidence/tpex-history-repair-202510/raw/20251020_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/20&type=EW&response=json,2026-09-12T11:16:35.340991+00:00,false
20251021,data/daily_price/20251021.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,a3f6afd76293be9e7abfcd01f6dcbfc17b05d1414af12d790b0b8f0af6a7f5f5,09756f7be1fa2f3d70efea93c443393737aca50f8bc0fdd69848909d37470e02,bdce90ec1049ed28b9b222be1de588d63a1261933274b88eb844822441d037ca,1055,1121,845,retained-evidence/tpex-history-repair-202510/raw/20251021_TPEx_raw.json,c4d51a0075c7425325048d4c032455b4f7c691a9ff598a50519c5cdceae9ac18,retained-evidence/tpex-history-repair-202510/raw/20251021_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/21&type=EW&response=json,2026-09-12T11:16:35.745038+00:00,false
20251022,data/daily_price/20251022.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,3cc9436c79fd975f9d9ce5bd36456f79d59db1cedda84a532cc1ae6830eb2dae,a2d277f08823f8096e6f07ba227abbb21493ccad40a63c463205622e2c0a0103,00cd39adb7c5f3faec9620a24160439271e84902ab58d58e8e598d768355941e,1054,1121,834,retained-evidence/tpex-history-repair-202510/raw/20251022_TPEx_raw.json,0602aa7a4d617701609c92ae782d4e26a56d09646670b62fd41edf484a8be588,retained-evidence/tpex-history-repair-202510/raw/20251022_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/22&type=EW&response=json,2026-09-12T11:16:35.693952+00:00,false
20251023,data/daily_price/20251023.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,29c4037f050bc1dbf5304f10a24d2ee8710c235fe9a1bad7edace9b35cdd7632,9e2eb880e253adc64e2cd1720fad735ed7c470845a68989fdf70b4acbdea2543,34ffc9f29edb272679ec8bdc9932160c06eba47cb4f5580134f3435271c4bc4d,1055,1121,837,retained-evidence/tpex-history-repair-202510/raw/20251023_TPEx_raw.json,653f018c2687bf98b965ff06cc231b822479d29740a35d42c05df531af7c6758,retained-evidence/tpex-history-repair-202510/raw/20251023_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/23&type=EW&response=json,2026-09-12T11:12:59.742807+00:00,false
20251027,data/daily_price/20251027.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,d1b71f87f11c43c8f774df6fdf937c4bee2bc03bd9b429bfeca32d01a29e5845,de3c1005fb4111c5017d0df5e61b8c767c015d6f76b5f87cd72f45d0d7c9c9f5,f7ad064d9d09892f6f8645a6762f53971083feda968e9ba40b5dd2398d4e927c,1055,1121,841,retained-evidence/tpex-history-repair-202510/raw/20251027_TPEx_raw.json,d859e91abbc8878defb4eb4ec3076a186709f70982b3867ff9fb69e730c3ae45,retained-evidence/tpex-history-repair-202510/raw/20251027_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/27&type=EW&response=json,2026-09-12T11:16:36.231465+00:00,false
20251028,data/daily_price/20251028.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,6e3c216c06bb40755f5493b0d19bdec51429c61f133dfa0a07676694c75e734c,bf35a64ad56cc20b89bfe671d612b522ea83eec79d7290dd67f2d4be38312b65,152c86825372275619b0ac1fe6ffae44d00dbb897b20ce3ad32223ec07affcc4,1055,1121,845,retained-evidence/tpex-history-repair-202510/raw/20251028_TPEx_raw.json,f667b1b182fb1116cf567bcbd69bbe4ebcf0849a78d783f98be2ff1bf671b531,retained-evidence/tpex-history-repair-202510/raw/20251028_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/28&type=EW&response=json,2026-09-12T11:16:37.232418+00:00,false
20251029,data/daily_price/20251029.csv,cc4f24fcc28759b6473b0af244217947a2f46b91,3fe4c1a48bca991e61ad661e3c164353b603de41cd18103c103ecfa0b6a27891,19326afba51f2ed86e942066fbdd26a0486bf750ce8e550f5c6257d1bd10fc59,f1d69506c9cad2717ae1a9d006fe6f2ecfa825e59243d07f870f911682a22ee6,1054,1121,844,retained-evidence/tpex-history-repair-202510/raw/20251029_TPEx_raw.json,0f82e9e94e15c22dfe61a8e68c524f2b6a56977796d5424aa32b5e8e65917934,retained-evidence/tpex-history-repair-202510/raw/20251029_TPEx_receipt.json,https://www.tpex.org.tw/www/zh-tw/afterTrading/otc?date=2025/10/29&type=EW&response=json,2026-09-12T11:16:36.690238+00:00,false
