resolution_id,model_id,stock_id,revenue_period,earlier_market,earlier_source_market_name,earlier_source_table_date,earlier_source_kind,earlier_source_url,earlier_source_file,earlier_raw_row_canonical_sha256,later_market,later_source_market_name,later_source_table_date,later_source_kind,later_source_url,later_source_file,later_raw_row_canonical_sha256,official_market_transition_date,canonical_source_table_date,canonical_row_canonical_sha256,resolution_status,canonicalization_policy,evidence_url,formal_model_use_allowed,notes
revenue_unreacted_range_5236_202606_cross_market_mirror,revenue_unreacted_range,5236,202606,otc,TPEX,20260715,official_mops_current_monthly_revenue_openapi,https://mopsfin.twse.com.tw/opendata/t187ap05_O.csv,data/monthly_revenue_history/raw/monthly_revenue_raw_otc_20260715_202606.csv,49d69d892010c55067260fc105a0ef4ac3cb522135c46ca63d5267cf31f2973d,listed,TWSE,20260717,official_mops_current_monthly_revenue_openapi,https://mopsfin.twse.com.tw/opendata/t187ap05_L.csv,data/monthly_revenue_history/raw/monthly_revenue_raw_listed_20260717_202606.csv,b0c7b4b980c1e1fb8bc8e6c40a0aac09975fa657e3e4854a91c0b6504894d7bc,20260716,20260715,49d69d892010c55067260fc105a0ef4ac3cb522135c46ca63d5267cf31f2973d,registered_equal_payload_cross_market_mirror,earliest_official_source_table_date,https://investoredu.twse.com.tw/Mobile_Pages/..%2FFileSystem%2FFileUpload%2F0f3fc19b-38f3-4eb6-9613-702469baf46b.pdf,False,Official market transition evidence permits only equal-payload cross-market mirror canonicalization for this registered stock-period
