migration_id,migration_date,model_id,from_registry_version,to_registry_version,from_registry_path,to_registry_path,from_registry_canonical_sha256,to_registry_canonical_sha256,operation_key_count,verified_real_extreme_count,verified_data_error_count,verified_non_comparable_count,unresolved_count,evidence_count,repair_closure_id,authorization_reference,append_only,research_only,formal_model_use_allowed,approved_for_daily,presentation_allowed,production_change
revenue_unreacted_range_anomaly_disposition_v2_to_v3_20260829,2026-08-29,revenue_unreacted_range,anomaly_disposition_v2_20260828,anomaly_disposition_v3_20260829,config/revenue_unreacted_range_anomaly_disposition_registry_v2_20260828.csv,config/revenue_unreacted_range_anomaly_disposition_registry_v3_20260829.csv,626c580b53868bb6dee2474c2640647fe89d411fb929975afb5aafb22d4c75c3,977b5ef7cb2b7f2eed7a93dffb6e295468670b75ed12e03e7fade554874c8059,9,8,1,0,0,9,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,user_authorized_3A_3C_20260829,True,True,False,False,False,False
