migration_id,migration_date,model_id,from_decision_id,to_decision_id,from_source_artifact_version,to_source_artifact_version,from_source_revision,to_source_revision,from_summary_blob_sha1,from_summary_bytes,from_summary_sha256,from_detail_blob_sha1,from_detail_bytes,from_detail_sha256,to_summary_blob_sha1,to_summary_bytes,to_summary_sha256,to_detail_blob_sha1,to_detail_bytes,to_detail_sha256,source_projection_diff_summary_path,source_projection_diff_summary_sha256,source_projection_diff_detail_path,source_projection_diff_detail_sha256,source_projection_supersede_evidence_path,source_projection_supersede_evidence_sha256,v1_operation_count,v2_operation_count,exact_common_operation_key_count,raw_added_operation_key_count,raw_removed_operation_key_count,episode_identity_rekey_count,semantic_persistent_trajectory_count,true_added_operation_count,true_removed_operation_count,common_business_field_change_count,v1_anomaly_registry_path,v1_anomaly_registry_sha256,v1_anomaly_count,v2_anomaly_registry_path,v2_anomaly_registry_sha256,v2_anomaly_count,authorization_reference,migration_scope,research_only,formal_model_use_allowed,approved_for_daily,presentation_allowed,production_change
revenue_unreacted_range_promotion_preparation_v1_to_v2_20260828,2026-08-28,revenue_unreacted_range,revenue_unreacted_range_source_mid_falling_promotion_preparation_20260812,revenue_unreacted_range_source_mid_falling_promotion_preparation_v2_20260828,low_mid_falling_candidate_v1_20260720,low_mid_falling_candidate_v2_20260822,b7ab7b6122b422e941efa3a3a1a915fbfcb59f4d,8b72df7090536a49258b7d27192585c3f4b4f75d,39acbd8261038ce76a71a51e13864046d5334f00,54481,f4cc336bb3aaf5997913544472c9bbac9e591af72a4957f63ba884e26f384ad8,b7f5f313fb98d5b34ff2714c2f5ccb99e97326c7,1005708,dee8e7e43d13786657ac0b8997fde606df36cf591463e325de36dada5373757c,a3343c5fcf163eda469ee2423d32e6372da14b91,54494,1268f4bfe825a30ea876cc9eac20800d21802d1fbd212b91ab4829f70752e281,656ad7ac399bb93090bb478733c9c0baa1ed6f64,1012187,0d272c9263b60816cace92f8ed790a1b376cad7952c7ad13a689961cd45920ad,output/history/research/revenue_unreacted_range_source_snapshot_projection_v1_20260731_to_v2_20260822_diff_summary.csv,e2124dc58b95ff1e11a7add5bf671ca142b5cc1cc6b538ce57090735d56beeed,output/history/research/revenue_unreacted_range_source_snapshot_projection_v1_20260731_to_v2_20260822_diff_detail.csv,68c9cfb143a663bd86f62a356d5dd09cd38edd7e16f2cb726d1a3f4aa62ef4d6,output/history/research/revenue_unreacted_range_source_snapshot_projection_supersede_evidence_v2_20260822.csv,33a7ac67a98c0e6fd3836e8bedd250940ccadd567e71c50bb94e9cbda70ef79b,52,53,46,7,6,2,48,5,4,0,config/revenue_unreacted_range_anomaly_disposition_registry.csv,8d13efcce3feecf23231b53ec3e880cf82f72bfd4efcb9aaccc99eab18905ecc,8,config/revenue_unreacted_range_anomaly_disposition_registry_v2_20260828.csv,172687dc6cd63ef1c65c4b4a15229e30c411647a8d81b0c483d96684d1348491,9,user_authorized_2A_20260828,promotion_preparation_and_research_only_forward_holdout_v2_migration_no_production_daily_full_pdf_or_apps_script,True,False,False,False,False
"revenue_unreacted_range_promotion_preparation_v2_to_v3_contract_stage_gate_20260828",2026-08-28,"revenue_unreacted_range","revenue_unreacted_range_source_mid_falling_promotion_preparation_v2_20260828","revenue_unreacted_range_source_mid_falling_promotion_preparation_v3_20260828","low_mid_falling_candidate_v2_20260822","low_mid_falling_candidate_v2_20260822",8b72df7090536a49258b7d27192585c3f4b4f75d,8b72df7090536a49258b7d27192585c3f4b4f75d,a3343c5fcf163eda469ee2423d32e6372da14b91,54494,1268f4bfe825a30ea876cc9eac20800d21802d1fbd212b91ab4829f70752e281,656ad7ac399bb93090bb478733c9c0baa1ed6f64,1012187,0d272c9263b60816cace92f8ed790a1b376cad7952c7ad13a689961cd45920ad,a3343c5fcf163eda469ee2423d32e6372da14b91,54494,1268f4bfe825a30ea876cc9eac20800d21802d1fbd212b91ab4829f70752e281,656ad7ac399bb93090bb478733c9c0baa1ed6f64,1012187,0d272c9263b60816cace92f8ed790a1b376cad7952c7ad13a689961cd45920ad,,,,,,,53,53,53,0,0,0,53,0,0,0,"config/revenue_unreacted_range_anomaly_disposition_registry_v2_20260828.csv",172687dc6cd63ef1c65c4b4a15229e30c411647a8d81b0c483d96684d1348491,9,"config/revenue_unreacted_range_anomaly_disposition_registry_v2_20260828.csv",172687dc6cd63ef1c65c4b4a15229e30c411647a8d81b0c483d96684d1348491,9,user_authorized_3A_3C_20260828,"contract_stage_gate_only_no_source_or_business_semantic_change_no_production_daily_full_pdf_or_apps_script",True,False,False,False,False
