as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260327,79.32,0.01999999999999602,77.53,0.010000000000005116,76.04,0.010000000000005116,74.81,0.010000000000005116,12,True,True,True,,
20260402,79.33,0.010000000000005116,77.54,0.010000000000005116,76.05,0.009999999999990905,74.82,0.009999999999990905,13,True,True,True,,
20260410,79.16,-0.1700000000000017,77.56,0.01999999999999602,76.07,0.01999999999999602,74.84,0.020000000000010232,14,False,True,False,,
20260417,79.14,-0.01999999999999602,77.27,-0.29000000000000625,76.09,0.020000000000010232,74.86,0.01999999999999602,15,False,True,False,,
20260424,79.22,0.0799999999999983,77.34,0.07000000000000739,76.16,0.06999999999999318,74.93,0.07000000000000739,16,True,True,True,,
20260430,79.23,0.010000000000005116,77.1,-0.2400000000000091,76.19,0.030000000000001137,74.96,0.029999999999986926,17,False,True,False,,
20260508,79.26,0.030000000000001137,77.14,0.04000000000000625,75.87,-0.3199999999999932,75.45,0.4900000000000091,18,False,True,False,,
20260515,79.45,0.18999999999999773,77.16,0.01999999999999602,75.89,0.01999999999999602,75.47,0.01999999999999602,19,True,True,True,,
20260522,79.87,0.4200000000000017,77.18,0.020000000000010232,75.91,0.01999999999999602,75.49,0.01999999999999602,20,True,True,True,,
20260529,79.71,-0.1600000000000108,77.18,0.0,75.92,0.010000000000005116,75.5,0.010000000000005116,21,False,True,False,,
20260605,79.54,-0.1699999999999875,77.22,0.03999999999999204,75.67,-0.25,74.89,-0.6099999999999994,22,False,False,False,,
20260612,79.67,0.12999999999999545,77.19,-0.030000000000001137,75.61,-0.060000000000002274,74.83,-0.060000000000002274,23,False,False,False,,
