as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260327,67.7,-0.28999999999999204,65.96,-0.5,63.19,-0.5,60.61,-0.1700000000000017,0,False,False,False,,
20260402,67.64,-0.060000000000002274,65.9,-0.05999999999998806,63.13,-0.05999999999999517,60.18,-0.4299999999999997,0,False,False,False,,
20260410,67.82,0.1799999999999926,66.3,0.3999999999999915,63.26,0.12999999999999545,60.68,0.5,1,True,True,True,,
20260417,67.81,-0.009999999999990905,66.29,-0.009999999999990905,63.25,-0.00999999999999801,60.67,-0.00999999999999801,0,False,False,False,,
20260424,67.69,-0.12000000000000455,66.32,0.029999999999986926,63.28,0.030000000000001137,60.7,0.030000000000001137,1,False,True,False,,
20260430,67.7,0.010000000000005116,66.33,0.010000000000005116,63.29,0.00999999999999801,60.71,0.00999999999999801,2,True,True,True,,
20260508,67.57,-0.13000000000000966,66.37,0.04000000000000625,63.3,0.00999999999999801,60.72,0.00999999999999801,3,False,True,False,,
20260515,67.66,0.09000000000000341,66.46,0.0899999999999892,63.39,0.09000000000000341,60.81,0.09000000000000341,4,True,True,True,,
20260522,67.86,0.20000000000000284,66.47,0.010000000000005116,63.41,0.01999999999999602,60.83,0.01999999999999602,5,True,True,True,,
20260529,67.89,0.030000000000001137,66.49,0.01999999999999602,63.43,0.020000000000003126,60.85,0.020000000000003126,6,True,True,True,,
20260605,67.93,0.04000000000000625,66.53,0.04000000000000625,63.78,0.3500000000000014,60.88,0.030000000000001137,7,True,True,True,,
20260612,68.02,0.0899999999999892,66.62,0.09000000000000341,63.87,0.0899999999999963,60.97,0.0899999999999963,8,True,True,True,,
