# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260306,74.6,-0.19000000000001194,72.65,0.05000000000001137,72.19,0.01999999999999602,69.47,0.01999999999999602,1,False,True,False,,

TDCC_WINDOW_ROW_002=20260313,74.61,0.010000000000005116,72.66,0.009999999999990905,72.21,0.01999999999999602,69.49,0.01999999999999602,2,True,True,True,,

TDCC_WINDOW_ROW_003=20260320,74.64,0.030000000000001137,72.68,0.020000000000010232,72.22,0.010000000000005116,69.5,0.010000000000005116,3,True,True,True,,

TDCC_WINDOW_ROW_004=20260327,74.81,0.1700000000000017,72.74,0.05999999999998806,72.29,0.07000000000000739,69.57,0.06999999999999318,4,True,True,True,,

TDCC_WINDOW_ROW_005=20260402,74.75,-0.060000000000002274,72.74,0.0,72.3,0.009999999999990905,69.58,0.010000000000005116,5,False,True,False,,

TDCC_WINDOW_ROW_006=20260410,74.74,-0.010000000000005116,72.73,-0.009999999999990905,72.3,0.0,69.58,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260417,74.76,0.020000000000010232,72.75,0.01999999999999602,72.32,0.01999999999999602,69.6,0.01999999999999602,1,True,True,True,,

TDCC_WINDOW_ROW_008=20260424,74.83,0.06999999999999318,72.81,0.060000000000002274,72.81,0.4900000000000091,69.61,0.010000000000005116,2,True,True,True,,

TDCC_WINDOW_ROW_009=20260430,74.84,0.010000000000005116,72.82,0.009999999999990905,72.82,0.009999999999990905,69.62,0.010000000000005116,3,True,True,True,,

TDCC_WINDOW_ROW_010=20260508,74.88,0.03999999999999204,72.85,0.030000000000001137,72.85,0.030000000000001137,69.65,0.030000000000001137,4,True,True,True,,

TDCC_WINDOW_ROW_011=20260515,74.95,0.07000000000000739,72.88,0.030000000000001137,72.88,0.030000000000001137,69.65,0.0,5,False,True,False,,

TDCC_WINDOW_ROW_012=20260522,75.0,0.04999999999999716,72.92,0.04000000000000625,72.92,0.04000000000000625,69.67,0.01999999999999602,6,True,True,True,,
