as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260306,22.74,-1.370000000000001,19.55,-0.7100000000000009,17.75,-0.120000000000001,17.75,-0.120000000000001,0,False,False,False,,
20260313,22.71,-0.029999999999997584,19.51,-0.03999999999999915,17.67,-0.0799999999999983,17.67,-0.0799999999999983,0,False,False,False,,
20260320,22.62,-0.08999999999999986,19.42,-0.08999999999999986,17.59,-0.08000000000000185,17.59,-0.08000000000000185,0,False,False,False,,
20260327,22.46,-0.16000000000000014,19.25,-0.1700000000000017,17.48,-0.10999999999999943,17.48,-0.10999999999999943,0,False,False,False,,
20260402,22.51,0.05000000000000071,19.3,0.05000000000000071,17.5,0.019999999999999574,17.5,0.019999999999999574,1,True,True,True,,
20260410,22.52,0.00999999999999801,19.31,0.00999999999999801,17.51,0.010000000000001563,17.51,0.010000000000001563,2,True,True,True,,
20260417,22.99,0.46999999999999886,19.82,0.5100000000000016,17.53,0.019999999999999574,17.53,0.019999999999999574,3,True,True,True,,
20260424,22.69,-0.29999999999999716,19.56,-0.26000000000000156,18.17,0.6400000000000006,17.6,0.07000000000000028,4,False,True,False,,
20260430,22.75,0.05999999999999872,19.62,0.060000000000002274,18.22,0.04999999999999716,17.63,0.029999999999997584,5,True,True,True,,
20260508,22.58,-0.1700000000000017,19.76,0.14000000000000057,18.34,0.120000000000001,17.68,0.05000000000000071,6,False,True,False,,
20260515,22.7,0.120000000000001,19.86,0.09999999999999787,18.45,0.10999999999999943,18.45,0.7699999999999996,7,True,True,True,,
20260522,22.82,0.120000000000001,19.97,0.10999999999999943,18.55,0.10000000000000142,18.55,0.10000000000000142,8,True,True,True,,
