# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260320,63.41,0.02999999999999403,61.05,0.04999999999999716,59.0,0.04999999999999716,58.15,0.04999999999999716,10,True,True,True,,

TDCC_WINDOW_ROW_002=20260327,63.32,-0.0899999999999963,61.17,0.12000000000000455,59.12,0.11999999999999744,58.27,0.12000000000000455,11,False,True,False,,

TDCC_WINDOW_ROW_003=20260402,63.31,-0.00999999999999801,61.17,0.0,59.12,0.0,58.27,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_004=20260410,63.54,0.22999999999999687,61.19,0.01999999999999602,59.14,0.020000000000003126,58.29,0.01999999999999602,1,True,True,True,,

TDCC_WINDOW_ROW_005=20260417,63.54,0.0,61.2,0.010000000000005116,59.15,0.00999999999999801,58.3,0.00999999999999801,2,False,True,False,,

TDCC_WINDOW_ROW_006=20260424,63.51,-0.030000000000001137,61.2,0.0,59.15,0.0,58.3,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260430,63.5,-0.00999999999999801,61.21,0.00999999999999801,59.18,0.030000000000001137,58.33,0.030000000000001137,1,False,True,False,,

TDCC_WINDOW_ROW_008=20260508,63.35,-0.14999999999999858,61.26,0.04999999999999716,58.83,-0.3500000000000014,58.4,0.07000000000000028,2,False,True,False,,

TDCC_WINDOW_ROW_009=20260515,63.21,-0.14000000000000057,61.11,-0.14999999999999858,59.01,0.17999999999999972,58.58,0.17999999999999972,3,False,True,False,,

TDCC_WINDOW_ROW_010=20260522,63.27,0.060000000000002274,61.17,0.060000000000002274,59.06,0.05000000000000426,58.63,0.05000000000000426,4,True,True,True,,

TDCC_WINDOW_ROW_011=20260529,63.53,0.259999999999998,61.38,0.21000000000000085,59.26,0.19999999999999574,58.83,0.19999999999999574,5,True,True,True,,

TDCC_WINDOW_ROW_012=20260605,63.61,0.0799999999999983,61.7,0.3200000000000003,59.56,0.30000000000000426,59.13,0.30000000000000426,6,True,True,True,,
