as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260313,78.87,0.29000000000000625,77.95,0.2600000000000051,77.33,0.18999999999999773,76.55,0.29999999999999716,5,True,True,True,,
20260320,78.92,0.04999999999999716,78.04,0.09000000000000341,77.57,0.23999999999999488,76.79,0.2400000000000091,6,True,True,True,,
20260327,78.94,0.01999999999999602,78.21,0.1699999999999875,77.67,0.10000000000000853,76.97,0.1799999999999926,7,True,True,True,,
20260402,79.03,0.09000000000000341,78.3,0.09000000000000341,77.83,0.1599999999999966,77.13,0.1599999999999966,8,True,True,True,,
20260410,78.85,-0.18000000000000682,78.13,-0.1700000000000017,77.66,-0.1700000000000017,77.06,-0.06999999999999318,0,False,False,False,,
20260417,78.75,-0.09999999999999432,77.98,-0.14999999999999147,77.28,-0.37999999999999545,76.88,-0.18000000000000682,0,False,False,False,,
20260424,78.94,0.18999999999999773,78.18,0.20000000000000284,77.47,0.18999999999999773,77.08,0.20000000000000284,1,True,True,True,,
20260430,78.96,0.01999999999999602,78.1,-0.0800000000000125,77.49,0.01999999999999602,77.1,0.01999999999999602,2,False,True,False,,
20260508,78.73,-0.22999999999998977,78.0,-0.09999999999999432,77.46,-0.030000000000001137,77.07,-0.030000000000001137,0,False,False,False,,
20260515,78.8,0.06999999999999318,77.96,-0.04000000000000625,77.5,0.04000000000000625,77.11,0.04000000000000625,1,False,True,False,,
20260522,79.12,0.3200000000000074,78.27,0.3100000000000023,77.8,0.29999999999999716,77.32,0.20999999999999375,2,True,True,True,,
20260529,79.19,0.06999999999999318,78.04,-0.22999999999998977,77.64,-0.1599999999999966,77.25,-0.06999999999999318,3,False,False,False,,
