as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260320,40.22,0.030000000000001137,37.65,-0.25,35.88,-0.5399999999999991,34.3,-0.5300000000000011,16,False,False,False,,
20260327,39.9,-0.3200000000000003,38.24,0.5900000000000034,36.28,0.3999999999999986,34.76,0.46000000000000085,17,False,True,False,,
20260402,39.56,-0.3399999999999963,37.58,-0.6600000000000037,36.41,0.12999999999999545,34.83,0.07000000000000028,18,False,True,False,,
20260410,40.13,0.5700000000000003,37.76,0.17999999999999972,36.59,0.18000000000000682,35.41,0.5799999999999983,19,True,True,True,,
20260417,40.13,0.0,37.93,0.1700000000000017,36.76,0.1699999999999946,35.2,-0.20999999999999375,20,False,True,False,,
20260424,40.12,-0.010000000000005116,37.76,-0.1700000000000017,36.87,0.10999999999999943,35.67,0.46999999999999886,21,False,True,False,,
20260430,40.15,0.030000000000001137,37.82,0.060000000000002274,37.22,0.3500000000000014,35.67,0.0,22,False,True,False,,
20260508,40.65,0.5,38.78,0.9600000000000009,37.59,0.37000000000000455,36.03,0.35999999999999943,23,True,True,True,,
20260515,40.37,-0.28000000000000114,38.48,-0.30000000000000426,37.61,0.01999999999999602,35.65,-0.38000000000000256,24,False,True,False,,
20260522,40.69,0.3200000000000003,38.69,0.21000000000000085,37.82,0.21000000000000085,36.26,0.6099999999999994,25,True,True,True,,
20260529,41.17,0.480000000000004,38.82,0.13000000000000256,37.94,0.11999999999999744,36.37,0.10999999999999943,26,True,True,True,,
20260605,41.26,0.0899999999999963,39.31,0.490000000000002,38.44,0.5,36.46,0.09000000000000341,27,True,True,True,,
