as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,47.98,,45.03,,43.32,,42.72,,0,False,False,False,,
20260508,47.9,-0.0799999999999983,44.93,-0.10000000000000142,43.23,-0.09000000000000341,42.63,-0.0899999999999963,0,False,False,False,,
20260515,47.19,-0.7100000000000009,44.84,-0.0899999999999963,43.17,-0.05999999999999517,42.57,-0.060000000000002274,0,False,False,False,,
20260522,47.62,0.4299999999999997,44.99,0.14999999999999858,42.87,-0.30000000000000426,42.27,-0.29999999999999716,1,False,False,False,,
