# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260320,45.32,0.259999999999998,41.29,0.22999999999999687,37.87,0.18999999999999773,36.46,0.18999999999999773,11,True,True,True,,

TDCC_WINDOW_ROW_002=20260327,45.46,0.14000000000000057,41.42,0.13000000000000256,38.01,0.14000000000000057,36.6,0.14000000000000057,12,True,True,True,,

TDCC_WINDOW_ROW_003=20260402,45.51,0.04999999999999716,41.4,-0.020000000000003126,38.49,0.480000000000004,36.62,0.01999999999999602,13,False,True,False,,

TDCC_WINDOW_ROW_004=20260410,45.5,-0.00999999999999801,41.07,-0.3299999999999983,38.51,0.01999999999999602,36.63,0.010000000000005116,14,False,True,False,,

TDCC_WINDOW_ROW_005=20260417,46.09,0.5900000000000034,41.51,0.4399999999999977,38.63,0.12000000000000455,36.71,0.0799999999999983,15,True,True,True,,

TDCC_WINDOW_ROW_006=20260424,46.48,0.38999999999999346,42.44,0.9299999999999997,39.16,0.529999999999994,36.8,0.0899999999999963,16,True,True,True,,

TDCC_WINDOW_ROW_007=20260430,46.6,0.12000000000000455,42.57,0.13000000000000256,39.25,0.09000000000000341,36.85,0.05000000000000426,17,True,True,True,,

TDCC_WINDOW_ROW_008=20260508,46.46,-0.14000000000000057,42.68,0.10999999999999943,39.77,0.5200000000000031,37.51,0.6599999999999966,18,False,True,False,,

TDCC_WINDOW_ROW_009=20260515,46.21,-0.25,42.68,0.0,40.16,0.38999999999999346,38.3,0.7899999999999991,19,False,True,False,,

TDCC_WINDOW_ROW_010=20260522,46.37,0.1599999999999966,43.09,0.4100000000000037,40.57,0.4100000000000037,38.7,0.4000000000000057,20,True,True,True,,

TDCC_WINDOW_ROW_011=20260529,46.88,0.5100000000000051,43.37,0.27999999999999403,40.83,0.259999999999998,38.97,0.269999999999996,21,True,True,True,,

TDCC_WINDOW_ROW_012=20260605,47.34,0.46000000000000085,44.05,0.6799999999999997,41.46,0.6300000000000026,39.6,0.6300000000000026,22,True,True,True,,
